\P\	Pos	CustomerID\
V	17872	191
V	17966	192
V	18059	193
V	18153	194
V	18247	195
V	18340	196
V	18435	197
V	18529	198
V	18622	199
V	18716	200
V	18810	201
V	18903	202
V	18997	203
V	19091	204
V	19184	205
V	19278	206
V	19372	207
V	19465	208
V	19559	209
V	19653	210
V	19746	211
V	19840	212
V	19934	213
V	20027	214
V	20122	215
V	20216	216
V	20309	217
V	20403	218
V	20497	219
V	20591	220
V	20684	221
V	20778	222
V	20872	223
V	20966	224
V	21060	225
V	21154	226
V	21248	227
V	21342	228
V	21436	229
V	21530	230
V	21624	231
V	21717	232
V	21812	233
V	21906	234
V	21999	235
V	22093	236
V	22187	237
V	22280	238
V	22374	239
V	22468	240
V	22562	241
V	22656	242
V	22750	243
V	22844	244
V	22938	245
V	23032	246
V	23126	247
V	23220	248
V	23314	249
V	23408	250
V	23503	251
V	23597	252
V	23691	253
V	23785	254
V	23878	255
V	23972	256
V	24066	257
V	24159	258
V	24253	259
V	24347	260
V	24440	261
V	24534	262
V	24628	263
V	24721	264
V	24815	265
V	24908	266
V	25001	267
V	25095	268
V	25189	269
V	25282	270
V	25376	271
V	25469	272
V	25562	273
V	25656	274
V	25749	275
V	25842	276
V	25936	277
V	26029	278
V	26122	279
V	26216	280
V	26309	281
V	26402	282
V	26496	283
V	26589	284
V	26682	285
V	26775	286
V	26869	287
V	26962	288
V	27055	289
V	27148	290
V	27241	291
V	27334	292
V	27427	293
V	27520	294
V	27613	295
V	27707	296
V	27800	297
V	27893	298
V	27987	299
V	28080	300
V	28173	301
V	28267	302
V	28360	303
V	28453	304
V	28548	305
V	28641	306
V	28734	307
V	28828	308
V	28921	309
V	29014	310
V	29108	311
V	29201	312
V	29294	313
V	29388	314
V	29481	315
V	29574	316
V	29668	317
V	29761	318
V	29854	319
V	29948	320
V	30041	321
V	30134	322
V	30229	323
V	30322	324
V	30416	325
V	30510	326
V	30603	327
V	30697	328
V	30791	329
V	30884	330
V	30977	331
V	31071	332
V	31164	333
V	31257	334
V	31351	335
V	31444	336
V	31537	337
V	31631	338
V	31724	339
V	31817	340
V	31912	341
V	32005	342
V	32098	343
V	32192	344
V	32285	345
V	32378	346
V	32472	347
V	32565	348
V	32658	349
V	32752	350
V	32845	351
V	32938	352
V	33032	353
V	33125	354
V	33218	355
V	33312	356
V	33405	357
V	33498	358
V	33593	359
V	33686	360
V	33779	361
V	33873	362
V	33966	363
V	34059	364
V	34153	365
V	34246	366
V	34339	367
V	34433	368
V	34526	369
V	34619	370
V	34713	371
V	34806	372
V	34900	373
V	34994	374
V	35087	375
V	35181	376
V	35276	377
V	35369	378
V	35463	379
V	35557	380
V	35650	381
V	35744	382
V	35838	383
V	35931	384
V	36025	385
V	36119	386
V	36212	387
V	36306	388
V	36400	389
V	36493	390
V	36587	391
V	36681	392
V	36774	393
V	36868	394
V	36963	395
V	37056	396
V	37150	397
V	37244	398
V	37337	399
V	37431	400
V	37525	401
V	37618	402
V	37711	403
V	37805	404
V	37898	405
V	37991	406
V	38085	407
V	38178	408
V	38271	409
V	38365	410
V	38458	411
V	38551	412
V	38646	413
V	38739	414
V	38832	415
V	38925	416
V	39018	417
V	39111	418
V	39204	419
V	39297	420
V	39390	421
V	39483	422
V	39577	423
V	39670	424
V	39763	425
V	39857	426
V	39950	427
V	40043	428
V	40137	429
V	40230	430
V	40324	431
V	40417	432
V	40510	433
V	40603	434
V	40696	435
V	40789	436
V	40882	437
V	40975	438
V	41068	439
V	41161	440
V	41254	441
V	41347	442
V	41440	443
V	41533	444
V	41626	445
V	41719	446
V	41813	447
V	41906	448
V	42000	449
V	42094	450
V	42187	451
V	42280	452
V	42374	453
V	42467	454
V	42560	455
V	42654	456
V	42747	457
V	42840	458
V	42934	459
V	43027	460
V	43120	461
V	43214	462
V	43307	463
V	43400	464
V	43494	465
V	43587	466
V	43681	467
V	43775	468
V	43868	469
V	43961	470
V	44055	471
V	44148	472
V	44241	473
V	44335	474
V	44428	475
V	44521	476
V	44615	477
V	44708	478
V	44802	479
V	44896	480
V	44989	481
V	45083	482
V	45177	483
V	45270	484
V	45365	485
V	45458	486
V	45551	487
V	45645	488
V	45738	489
V	45831	490
V	45925	491
V	46018	492
V	46111	493
V	46205	494
V	46298	495
V	46391	496
V	46485	497
V	46578	498
V	46671	499
V	46765	500
V	46858	501
V	46951	502
V	47046	503
V	47139	504
V	47232	505
V	47326	506
V	47419	507
V	47512	508
V	47606	509
V	47699	510
V	47792	511
V	47886	512
V	47979	513
V	48073	514
V	48166	515
V	48260	516
V	48354	517
V	48447	518
V	48541	519
V	48635	520
V	48729	521
V	48823	522
V	48917	523
V	49010	524
V	49104	525
V	49198	526
V	49291	527
V	49385	528
V	49479	529
V	49572	530
V	49666	531
V	49760	532
V	49853	533
V	49947	534
V	50041	535
V	50134	536
V	50228	537
V	50322	538
V	50416	539
V	50510	540
V	50604	541
V	50697	542
V	50791	543
V	50885	544
V	50978	545
V	51072	546
V	51166	547
V	51260	548
V	51353	549
V	51447	550
V	51541	551
V	51634	552
V	51728	553
V	51822	554
V	51915	555
V	52008	556
V	52103	557
V	52196	558
V	52289	559
V	52383	560
V	52476	561
V	52569	562
V	52663	563
V	52756	564
V	52849	565
V	52942	566
V	53035	567
V	53128	568
V	53222	569
V	53315	570
V	53408	571
V	53502	572
V	53595	573
V	53688	574
V	53783	575
V	53876	576
V	53969	577
V	54063	578
V	54156	579
V	54249	580
V	54343	581
V	54436	582
V	54529	583
V	54623	584
V	54716	585
V	54809	586
V	54903	587
V	54996	588
V	55089	589
V	55183	590
V	55276	591
V	55369	592
V	55464	593
V	55557	594
V	55650	595
V	55744	596
V	55837	597
V	55931	598
V	56025	599
V	56118	600
V	56212	601
V	56306	602
V	56399	603
V	56493	604
V	56587	605
V	56680	606
V	56774	607
V	56868	608
V	56961	609
V	57055	610
V	57149	611
V	57242	612
V	57336	613
V	57430	614
V	57523	615
V	57617	616
V	57711	617
V	57806	618
V	57900	619
V	57994	620
V	58088	621
V	58182	622
V	58276	623
V	58370	624
V	58464	625
V	58558	626
V	58652	627
V	58746	628
V	58840	629
V	58934	630
V	59028	631
V	59122	632
V	59216	633
V	59310	634
V	59404	635
V	59499	636
V	59593	637
V	59687	638
V	59781	639
V	59875	640
V	59969	641
V	60064	642
V	60158	643
V	60252	644
V	60346	645
V	60440	646
V	60534	647
V	60628	648
V	60722	649
V	60816	650
V	60910	651
V	61004	652
V	61098	653
V	61192	654
V	61286	655
V	61380	656
V	61474	657
V	61568	658
V	61662	659
V	61757	660
V	61851	661
V	61945	662
V	62039	663
V	62132	664
V	62226	665
V	62321	666
V	62414	667
V	62508	668
V	62602	669
V	62695	670
V	62789	671
V	62883	672
V	62976	673
V	63070	674
V	63164	675
V	63257	676
V	63351	677
V	63445	678
V	63538	679
V	63632	680
V	63726	681
V	63819	682
V	63913	683
V	64008	684
V	64101	685
V	64195	686
V	64289	687
V	64382	688
V	64476	689
V	64571	690
V	64664	691
V	64758	692
V	64851	693
V	64944	694
V	65038	695
V	65131	696
V	65224	697
V	65318	698
V	65411	699
V	65504	700
V	65598	701
V	65691	11000
V	65788	11001
V	65884	11002
V	65981	11003
V	66078	11004
V	66175	11005
V	66271	11006
V	66367	11007
V	66463	11008
V	66560	11009
V	66657	11010
V	66753	11011
V	66850	11012
V	66947	11013
V	67044	11014
V	67140	11015
V	67237	11016
V	67333	11017
V	67429	11018
V	67525	11019
V	67621	11020
V	67718	11021
V	67815	11022
V	67911	11023
V	68007	11024
V	68104	11025
V	68201	11026
V	68297	11027
V	68393	11028
V	68490	11029
V	68587	11030
V	68684	11031
V	68781	11032
V	68878	11033
V	68974	11034
V	69070	11035
V	69167	11036
V	69264	11037
V	69361	11038
V	69458	11039
V	69555	11040
V	69652	11041
V	69748	11042
V	69845	11043
V	69941	11044
V	70037	11045
V	70133	11046
V	70230	11047
V	70327	11048
V	70424	11049
V	70520	11050
V	70617	11051
V	70714	11052
V	70811	11053
V	70907	11054
V	71003	11055
V	71099	11056
V	71195	11057
V	71292	11058
V	71389	11059
V	71485	11060
V	71582	11061
V	71679	11062
V	71775	11063
V	71871	11064
V	71968	11065
V	72064	11066
V	72161	11067
V	72258	11068
V	72354	11069
V	72451	11070
V	72548	11071
V	72645	11072
V	72742	11073
V	72839	11074
V	72935	11075
V	73032	11076
V	73128	11077
V	73225	11078
V	73322	11079
V	73419	11080
V	73516	11081
V	73613	11082
V	73709	11083
V	73806	11084
V	73902	11085
V	73999	11086
V	74096	11087
V	74193	11088
V	74290	11089
V	74386	11090
V	74483	11091
V	74579	11092
V	74675	11093
V	74771	11094
V	74867	11095
V	74964	11096
V	75060	11097
V	75157	11098
V	75253	11099
V	75349	11100
V	75445	11101
V	75542	11102
V	75638	11103
V	75734	11104
V	75830	11105
V	75927	11106
V	76023	11107
V	76119	11108
V	76216	11109
V	76313	11110
V	76410	11111
V	76507	11112
V	76604	11113
V	76701	11114
V	76798	11115
V	76894	11116
V	76991	11117
V	77088	11118
V	77184	11119
V	77281	11120
V	77377	11121
V	77474	11122
V	77571	11123
V	77668	11124
V	77765	11125
V	77862	11126
V	77959	11127
V	78055	11128
V	78152	11129
V	78249	11130
V	78345	11131
V	78441	11132
V	78537	11133
V	78633	11134
V	78730	11135
V	78826	11136
V	78923	11137
V	79020	11138
V	79117	11139
V	79214	11140
V	79311	11141
V	79408	11142
V	79505	11143
V	79601	11144
V	79697	11145
V	79794	11146
V	79890	11147
V	79986	11148
V	80083	11149
V	80179	11150
V	80276	11151
V	80373	11152
V	80470	11153
V	80566	11154
V	80663	11155
V	80760	11156
V	80856	11157
V	80953	11158
V	81050	11159
V	81147	11160
V	81243	11161
V	81340	11162
V	81437	11163
V	81533	11164
V	81630	11165
V	81726	11166
V	81823	11167
V	81920	11168
V	82017	11169
V	82114	11170
V	82210	11171
V	82307	11172
V	82404	11173
V	82501	11174
V	82598	11175
V	82694	11176
V	82791	11177
V	82887	11178
V	82984	11179
V	83081	11180
V	83178	11181
V	83274	11182
V	83370	11183
V	83467	11184
V	83564	11185
V	83661	11186
V	83758	11187
V	83855	11188
V	83951	11189
V	84048	11190
V	84145	11191
V	84242	11192
V	84339	11193
V	84436	11194
V	84532	11195
V	84629	11196
V	84725	11197
V	84821	11198
V	84917	11199
V	85013	11200
V	85109	11201
V	85205	11202
V	85301	11203
V	85397	11204
V	85494	11205
V	85591	11206
V	85688	11207
V	85784	11208
V	85880	11209
V	85976	11210
V	86073	11211
V	86170	11212
V	86266	11213
V	86362	11214
V	86458	11215
V	86554	11216
V	86651	11217
V	86748	11218
V	86845	11219
V	86942	11220
V	87038	11221
V	87134	11222
V	87230	11223
V	87326	11224
V	87422	11225
V	87519	11226
V	87615	11227
V	87712	11228
V	87809	11229
V	87906	11230
V	88002	11231
V	88099	11232
V	88195	11233
V	88292	11234
V	88388	11235
V	88485	11236
V	88582	11237
V	88678	11238
V	88775	11239
V	88873	11240
V	88971	11241
V	89067	11242
V	89164	11243
V	89262	11244
V	89360	11245
V	89457	11246
V	89553	11247
V	89650	11248
V	89747	11249
V	89843	11250
V	89940	11251
V	90037	11252
V	90134	11253
V	90231	11254
V	90328	11255
V	90425	11256
V	90522	11257
V	90618	11258
V	90714	11259
V	90811	11260
V	90907	11261
V	91003	11262
V	91100	11263
V	91196	11264
V	91292	11265
V	91389	11266
V	91485	11267
V	91581	11268
V	91677	11269
V	91773	11270
V	91870	11271
V	91966	11272
V	92063	11273
V	92159	11274
V	92255	11275
V	92352	11276
V	92449	11277
V	92545	11278
V	92642	11279
V	92738	11280
V	92835	11281
V	92932	11282
V	93029	11283
V	93126	11284
V	93223	11285
V	93319	11286
V	93415	11287
V	93512	11288
V	93608	11289
V	93704	11290
V	93800	11291
V	93897	11292
V	93993	11293
V	94089	11294
V	94185	11295
V	94282	11296
V	94378	11297
V	94474	11298
V	94571	11299
V	94668	11300
V	94765	11301
V	94862	11302
V	94959	11303
V	95056	11304
V	95153	11305
V	95250	11306
V	95346	11307
V	95443	11308
V	95540	11309
V	95637	11310
V	95733	11311
V	95830	11312
V	95926	11313
V	96023	11314
V	96119	11315
V	96215	11316
V	96312	11317
V	96409	11318
V	96506	11319
V	96602	11320
V	96699	11321
V	96795	11322
V	96892	11323
V	96988	11324
V	97085	11325
V	97181	11326
V	97278	11327
V	97375	11328
V	97472	11329
V	97568	11330
V	97665	11331
V	97762	11332
V	97858	11333
V	97956	11334
V	98054	11335
V	98150	11336
V	98247	11337
V	98344	11338
V	98441	11339
V	98538	11340
V	98635	11341
V	98733	11342
V	98830	11343
V	98928	11344
V	99025	11345
V	99122	11346
V	99218	11347
V	99315	11348
V	99412	11349
V	99508	11350
V	99605	11351
V	99703	11352
V	99800	11353
V	99898	11354
V	99994	11355
V	100092	11356
V	100188	11357
V	100284	11358
V	100381	11359
V	100477	11360
V	100573	11361
V	100670	11362
V	100767	11363
V	100864	11364
V	100960	11365
V	101057	11366
V	101153	11367
V	101249	11368
V	101345	11369
V	101441	11370
V	101538	11371
V	101635	11372
V	101732	11373
V	101828	11374
V	101925	11375
V	102023	11376
V	102121	11377
V	102217	11378
V	102313	11379
V	102410	11380
V	102507	11381
V	102605	11382
V	102702	11383
V	102799	11384
V	102895	11385
V	102992	11386
V	103089	11387
V	103187	11388
V	103285	11389
V	103381	11390
V	103478	11391
V	103575	11392
V	103672	11393
V	103768	11394
V	103866	11395
V	103962	11396
V	104058	11397
V	104155	11398
V	104253	11399
V	104350	11400
V	104447	11401
V	104544	11402
V	104641	11403
V	104738	11404
V	104835	11405
V	104931	11406
V	105028	11407
V	105125	11408
V	105223	11409
V	105319	11410
V	105415	11411
V	105512	11412
V	105608	11413
V	105706	11414
V	105804	11415
V	105901	11416
V	105998	11417
V	106095	11418
V	106192	11419
V	106290	11420
V	106387	11421
V	106484	11422
V	106581	11423
V	106678	11424
V	106775	11425
V	106871	11426
V	106968	11427
V	107065	11428
V	107161	11429
V	107257	11430
V	107354	11431
V	107450	11432
V	107546	11433
V	107642	11434
V	107740	11435
V	107837	11436
V	107934	11437
V	108030	11438
V	108127	11439
V	108223	11440
V	108319	11441
V	108416	11442
V	108513	11443
V	108610	11444
V	108707	11445
V	108804	11446
V	108901	11447
V	108998	11448
V	109094	11449
V	109190	11450
V	109287	11451
V	109384	11452
V	109481	11453
V	109577	11454
V	109674	11455
V	109771	11456
V	109868	11457
V	109964	11458
V	110060	11459
V	110156	11460
V	110252	11461
V	110349	11462
V	110445	11463
V	110542	11464
V	110639	11465
V	110736	11466
V	110832	11467
V	110929	11468
V	111027	11469
V	111125	11470
V	111222	11471
V	111318	11472
V	111414	11473
V	111511	11474
V	111608	11475
V	111705	11476
V	111803	11477
V	111900	11478
V	111997	11479
V	112093	11480
V	112190	11481
V	112286	11482
V	112383	11483
V	112479	11484
V	112575	11485
V	112673	11486
V	112769	11487
V	112866	11488
V	112963	11489
V	113060	11490
V	113157	11491
V	113255	11492
V	113351	11493
V	113449	11494
V	113547	11495
V	113643	11496
V	113741	11497
V	113839	11498
V	113936	11499
V	114033	11500
V	114130	11501
V	114227	11502
V	114324	11503
V	114421	11504
V	114518	11505
V	114615	11506
V	114712	11507
V	114808	11508
V	114905	11509
V	115002	11510
V	115098	11511
V	115194	11512
V	115290	11513
V	115387	11514
V	115484	11515
V	115580	11516
V	115676	11517
V	115772	11518
V	115869	11519
V	115965	11520
V	116061	11521
V	116157	11522
V	116253	11523
V	116349	11524
V	116446	11525
V	116542	11526
V	116638	11527
V	116735	11528
V	116831	11529
V	116927	11530
V	117024	11531
V	117120	11532
V	117217	11533
V	117313	11534
V	117410	11535
V	117506	11536
V	117602	11537
V	117699	11538
V	117796	11539
V	117892	11540
V	117988	11541
V	118085	11542
V	118183	11543
V	118279	11544
V	118376	11545
V	118472	11546
V	118569	11547
V	118665	11548
V	118763	11549
V	118861	11550
V	118958	11551
V	119055	11552
V	119151	11553
V	119248	11554
V	119344	11555
V	119441	11556
V	119538	11557
V	119636	11558
V	119733	11559
V	119829	11560
V	119927	11561
V	120024	11562
V	120120	11563
V	120217	11564
V	120314	11565
V	120412	11566
V	120509	11567
V	120605	11568
V	120702	11569
V	120800	11570
V	120897	11571
V	120994	11572
V	121091	11573
V	121188	11574
V	121285	11575
V	121383	11576
V	121479	11577
V	121575	11578
V	121671	11579
V	121769	11580
V	121866	11581
V	121962	11582
V	122058	11583
V	122154	11584
V	122250	11585
V	122348	11586
V	122445	11587
V	122541	11588
V	122638	11589
V	122735	11590
V	122832	11591
V	122929	11592
V	123025	11593
V	123121	11594
V	123218	11595
V	123315	11596
V	123413	11597
V	123510	11598
V	123607	11599
V	123704	11600
V	123801	11601
V	123897	11602
V	123994	11603
V	124091	11604
V	124188	11605
V	124285	11606
V	124382	11607
V	124479	11608
V	124575	11609
V	124672	11610
V	124769	11611
V	124865	11612
V	124963	11613
V	125060	11614
V	125157	11615
V	125255	11616
V	125353	11617
V	125450	11618
V	125547	11619
V	125644	11620
V	125741	11621
V	125838	11622
V	125935	11623
V	126031	11624
V	126128	11625
V	126225	11626
V	126322	11627
V	126419	11628
V	126515	11629
V	126612	11630
V	126708	11631
V	126805	11632
V	126901	11633
V	126998	11634
V	127095	11635
V	127191	11636
V	127287	11637
V	127384	11638
V	127481	11639
V	127577	11640
V	127674	11641
V	127770	11642
V	127867	11643
V	127964	11644
V	128061	11645
V	128157	11646
V	128253	11647
V	128350	11648
V	128447	11649
V	128543	11650
V	128639	11651
V	128736	11652
V	128832	11653
V	128928	11654
V	129024	11655
V	129121	11656
V	129218	11657
V	129315	11658
V	129412	11659
V	129508	11660
V	129604	11661
V	129701	11662
V	129797	11663
V	129893	11664
V	129990	11665
V	130086	11666
V	130183	11667
V	130279	11668
V	130375	11669
V	130471	11670
V	130567	11671
V	130664	11672
V	130761	11673
V	130858	11674
V	130955	11675
V	131051	11676
V	131148	11677
V	131244	11678
V	131341	11679
V	131438	11680
V	131534	11681
V	131631	11682
V	131728	11683
V	131825	11684
V	131921	11685
V	132017	11686
V	132114	11687
V	132211	11688
V	132308	11689
V	132405	11690
V	132501	11691
V	132598	11692
V	132694	11693
V	132790	11694
V	132887	11695
V	132984	11696
V	133080	11697
V	133176	11698
V	133273	11699
V	133370	11700
V	133467	11701
V	133563	11702
V	133660	11703
V	133757	11704
V	133854	11705
V	133950	11706
V	134046	11707
V	134142	11708
V	134239	11709
V	134335	11710
V	134431	11711
V	134528	11712
V	134624	11713
V	134720	11714
V	134816	11715
V	134913	11716
V	135010	11717
V	135106	11718
V	135203	11719
V	135299	11720
V	135396	11721
V	135493	11722
V	135590	11723
V	135686	11724
V	135783	11725
V	135879	11726
V	135975	11727
V	136072	11728
V	136169	11729
V	136266	11730
V	136363	11731
V	136460	11732
V	136556	11733
V	136653	11734
V	136750	11735
V	136846	11736
V	136943	11737
V	137040	11738
V	137136	11739
V	137233	11740
V	137330	11741
V	137427	11742
V	137523	11743
V	137620	11744
V	137716	11745
V	137812	11746
V	137909	11747
V	138006	11748
V	138102	11749
V	138198	11750
V	138295	11751
V	138392	11752
V	138489	11753
V	138586	11754
V	138682	11755
V	138779	11756
V	138876	11757
V	138973	11758
V	139070	11759
V	139167	11760
V	139264	11761
V	139360	11762
V	139457	11763
V	139554	11764
V	139650	11765
V	139747	11766
V	139844	11767
V	139940	11768
V	140037	11769
V	140134	11770
V	140231	11771
V	140328	11772
V	140425	11773
V	140522	11774
V	140619	11775
V	140715	11776
V	140811	11777
V	140907	11778
V	141003	11779
V	141100	11780
V	141196	11781
V	141293	11782
V	141390	11783
V	141487	11784
V	141584	11785
V	141680	11786
V	141777	11787
V	141874	11788
V	141971	11789
V	142067	11790
V	142164	11791
V	142261	11792
V	142357	11793
V	142454	11794
V	142551	11795
V	142648	11796
V	142744	11797
V	142841	11798
V	142937	11799
V	143033	11800
V	143130	11801
V	143226	11802
V	143323	11803
V	143420	11804
V	143516	11805
V	143612	11806
V	143709	11807
V	143805	11808
V	143902	11809
V	143999	11810
V	144096	11811
V	144192	11812
V	144289	11813
V	144386	11814
V	144483	11815
V	144580	11816
V	144677	11817
V	144774	11818
V	144871	11819
V	144967	11820
V	145064	11821
V	145161	11822
V	145258	11823
V	145354	11824
V	145451	11825
V	145547	11826
V	145643	11827
V	145740	11828
V	145837	11829
V	145933	11830
V	146030	11831
V	146126	11832
V	146222	11833
V	146319	11834
V	146416	11835
V	146512	11836
V	146609	11837
V	146705	11838
V	146802	11839
V	146899	11840
V	146996	11841
V	147093	11842
V	147190	11843
V	147287	11844
V	147383	11845
V	147480	11846
V	147576	11847
V	147672	11848
V	147769	11849
V	147865	11850
V	147961	11851
V	148058	11852
V	148154	11853
V	148251	11854
V	148348	11855
V	148445	11856
V	148541	11857
V	148638	11858
V	148734	11859
V	148830	11860
V	148927	11861
V	149023	11862
V	149120	11863
V	149216	11864
V	149313	11865
V	149410	11866
V	149506	11867
V	149603	11868
V	149699	11869
V	149796	11870
V	149893	11871
V	149990	11872
V	150086	11873
V	150182	11874
V	150279	11875
V	150376	11876
V	150473	11877
V	150570	11878
V	150667	11879
V	150763	11880
V	150859	11881
V	150955	11882
V	151052	11883
V	151149	11884
V	151246	11885
V	151342	11886
V	151438	11887
V	151535	11888
V	151631	11889
V	151728	11890
V	151825	11891
V	151921	11892
V	152017	11893
V	152114	11894
V	152210	11895
V	152306	11896
V	152403	11897
V	152500	11898
V	152596	11899
V	152693	11900
V	152790	11901
V	152887	11902
V	152983	11903
V	153079	11904
V	153175	11905
V	153272	11906
V	153368	11907
V	153465	11908
V	153562	11909
V	153659	11910
V	153756	11911
V	153853	11912
V	153950	11913
V	154046	11914
V	154142	11915
V	154239	11916
V	154336	11917
V	154433	11918
V	154530	11919
V	154626	11920
V	154722	11921
V	154818	11922
V	154915	11923
V	155012	11924
V	155109	11925
V	155205	11926
V	155302	11927
V	155399	11928
V	155496	11929
V	155592	11930
V	155689	11931
V	155785	11932
V	155882	11933
V	155979	11934
V	156075	11935
V	156172	11936
V	156269	11937
V	156365	11938
V	156462	11939
V	156558	11940
V	156655	11941
V	156752	11942
V	156849	11943
V	156946	11944
V	157043	11945
V	157140	11946
V	157237	11947
V	157334	11948
V	157430	11949
V	157527	11950
V	157623	11951
V	157720	11952
V	157816	11953
V	157913	11954
V	158010	11955
V	158107	11956
V	158203	11957
V	158300	11958
V	158396	11959
V	158493	11960
V	158589	11961
V	158686	11962
V	158782	11963
V	158879	11964
V	158975	11965
V	159072	11966
V	159169	11967
V	159265	11968
V	159362	11969
V	159459	11970
V	159555	11971
V	159652	11972
V	159749	11973
V	159845	11974
V	159942	11975
V	160039	11976
V	160135	11977
V	160231	11978
V	160327	11979
V	160424	11980
V	160520	11981
V	160616	11982
V	160712	11983
V	160808	11984
V	160905	11985
V	161001	11986
V	161097	11987
V	161194	11988
V	161291	11989
V	161388	11990
V	161485	11991
V	161581	11992
V	161677	11993
V	161773	11994
V	161870	11995
V	161966	11996
V	162063	11997
V	162160	11998
V	162256	11999
V	162353	12000
V	162450	12001
V	162546	12002
V	162642	12003
V	162738	12004
V	162834	12005
V	162930	12006
V	163027	12007
V	163123	12008
V	163219	12009
V	163315	12010
V	163411	12011
V	163508	12012
V	163605	12013
V	163702	12014
V	163799	12015
V	163896	12016
V	163993	12017
V	164089	12018
V	164186	12019
V	164282	12020
V	164379	12021
V	164475	12022
V	164572	12023
V	164668	12024
V	164765	12025
V	164861	12026
V	164958	12027
V	165054	12028
V	165151	12029
V	165248	12030
V	165344	12031
V	165440	12032
V	165537	12033
V	165633	12034
V	165730	12035
V	165827	12036
V	165923	12037
V	166020	12038
V	166117	12039
V	166214	12040
V	166311	12041
V	166407	12042
V	166504	12043
V	166601	12044
V	166698	12045
V	166794	12046
V	166890	12047
V	166987	12048
V	167084	12049
V	167180	12050
V	167277	12051
V	167374	12052
V	167470	12053
V	167566	12054
V	167662	12055
V	167758	12056
V	167855	12057
V	167951	12058
V	168047	12059
V	168143	12060
V	168240	12061
V	168337	12062
V	168434	12063
V	168530	12064
V	168627	12065
V	168724	12066
V	168821	12067
V	168917	12068
V	169013	12069
V	169110	12070
V	169206	12071
V	169303	12072
V	169400	12073
V	169497	12074
V	169594	12075
V	169690	12076
V	169787	12077
V	169884	12078
V	169981	12079
V	170078	12080
V	170175	12081
V	170272	12082
V	170368	12083
V	170465	12084
V	170562	12085
V	170659	12086
V	170756	12087
V	170853	12088
V	170950	12089
V	171047	12090
V	171143	12091
V	171239	12092
V	171336	12093
V	171432	12094
V	171528	12095
V	171624	12096
V	171720	12097
V	171817	12098
V	171914	12099
V	172011	12100
V	172108	12101
V	172204	12102
V	172301	12103
V	172398	12104
V	172494	12105
V	172591	12106
V	172688	12107
V	172784	12108
V	172881	12109
V	172978	12110
V	173074	12111
V	173170	12112
V	173266	12113
V	173362	12114
V	173459	12115
V	173556	12116
V	173652	12117
V	173748	12118
V	173845	12119
V	173942	12120
V	174039	12121
V	174136	12122
V	174233	12123
V	174331	12124
V	174428	12125
V	174525	12126
V	174622	12127
V	174719	12128
V	174816	12129
V	174913	12130
