\P\	WorkOrderID	ProductID	OrderQty	StockedQty	ScrappedQty	StartDate	EndDate	DueDate	ScrapReasonID	ModifiedDate\
V	10465	517	1	1	0	2012-02-04 00:00:00	2012-02-15 00:00:00	2012-02-15 00:00:00		2012-02-15 00:00:00
V	10466	519	6	6	0	2012-02-04 00:00:00	2012-02-15 00:00:00	2012-02-15 00:00:00		2012-02-15 00:00:00
V	10467	718	2	2	0	2012-02-04 00:00:00	2012-02-14 00:00:00	2012-02-15 00:00:00		2012-02-14 00:00:00
V	10468	719	3	3	0	2012-02-04 00:00:00	2012-02-14 00:00:00	2012-02-15 00:00:00		2012-02-14 00:00:00
V	10469	721	1	1	0	2012-02-04 00:00:00	2012-02-14 00:00:00	2012-02-15 00:00:00		2012-02-14 00:00:00
V	10470	727	1	1	0	2012-02-04 00:00:00	2012-02-14 00:00:00	2012-02-15 00:00:00		2012-02-14 00:00:00
V	10471	743	1	1	0	2012-02-04 00:00:00	2012-02-14 00:00:00	2012-02-15 00:00:00		2012-02-14 00:00:00
V	10472	806	1	1	0	2012-02-04 00:00:00	2012-02-15 00:00:00	2012-02-15 00:00:00		2012-02-15 00:00:00
V	10473	807	7	7	0	2012-02-04 00:00:00	2012-02-15 00:00:00	2012-02-15 00:00:00		2012-02-15 00:00:00
V	10474	810	1	1	0	2012-02-04 00:00:00	2012-02-15 00:00:00	2012-02-15 00:00:00		2012-02-15 00:00:00
V	10475	811	1	1	0	2012-02-04 00:00:00	2012-02-15 00:00:00	2012-02-15 00:00:00		2012-02-15 00:00:00
V	10476	813	6	6	0	2012-02-04 00:00:00	2012-02-15 00:00:00	2012-02-15 00:00:00		2012-02-15 00:00:00
V	10477	817	1	1	0	2012-02-04 00:00:00	2012-02-15 00:00:00	2012-02-15 00:00:00		2012-02-15 00:00:00
V	10478	818	1	1	0	2012-02-04 00:00:00	2012-02-15 00:00:00	2012-02-15 00:00:00		2012-02-15 00:00:00
V	10479	820	6	6	0	2012-02-04 00:00:00	2012-02-15 00:00:00	2012-02-15 00:00:00		2012-02-15 00:00:00
V	10480	825	1	1	0	2012-02-04 00:00:00	2012-02-15 00:00:00	2012-02-15 00:00:00		2012-02-15 00:00:00
V	10481	826	1	1	0	2012-02-04 00:00:00	2012-02-15 00:00:00	2012-02-15 00:00:00		2012-02-15 00:00:00
V	10482	828	6	6	0	2012-02-04 00:00:00	2012-02-15 00:00:00	2012-02-15 00:00:00		2012-02-15 00:00:00
V	10483	894	8	8	0	2012-02-04 00:00:00	2012-02-15 00:00:00	2012-02-15 00:00:00		2012-02-15 00:00:00
V	10484	945	8	8	0	2012-02-04 00:00:00	2012-02-15 00:00:00	2012-02-15 00:00:00		2012-02-15 00:00:00
V	10485	950	1	1	0	2012-02-04 00:00:00	2012-02-15 00:00:00	2012-02-15 00:00:00		2012-02-15 00:00:00
V	10486	951	7	7	0	2012-02-04 00:00:00	2012-02-15 00:00:00	2012-02-15 00:00:00		2012-02-15 00:00:00
V	10487	994	1	1	0	2012-02-04 00:00:00	2012-02-15 00:00:00	2012-02-15 00:00:00		2012-02-15 00:00:00
V	10488	996	7	7	0	2012-02-04 00:00:00	2012-02-15 00:00:00	2012-02-15 00:00:00		2012-02-15 00:00:00
V	10489	3	80	80	0	2012-02-04 00:00:00	2012-02-14 00:00:00	2012-02-15 00:00:00		2012-02-14 00:00:00
V	10490	324	16	16	0	2012-02-04 00:00:00	2012-02-14 00:00:00	2012-02-15 00:00:00		2012-02-14 00:00:00
V	10491	327	8	8	0	2012-02-04 00:00:00	2012-02-14 00:00:00	2012-02-15 00:00:00		2012-02-14 00:00:00
V	10492	328	2	2	0	2012-02-04 00:00:00	2012-02-14 00:00:00	2012-02-15 00:00:00		2012-02-14 00:00:00
V	10493	329	14	14	0	2012-02-04 00:00:00	2012-02-14 00:00:00	2012-02-15 00:00:00		2012-02-14 00:00:00
V	10494	398	8	8	0	2012-02-04 00:00:00	2012-02-14 00:00:00	2012-02-15 00:00:00		2012-02-14 00:00:00
V	10495	399	8	8	0	2012-02-04 00:00:00	2012-02-14 00:00:00	2012-02-15 00:00:00		2012-02-14 00:00:00
V	10496	400	2	2	0	2012-02-04 00:00:00	2012-02-14 00:00:00	2012-02-15 00:00:00		2012-02-14 00:00:00
V	10497	401	14	14	0	2012-02-04 00:00:00	2012-02-14 00:00:00	2012-02-15 00:00:00		2012-02-14 00:00:00
V	10498	529	8	8	0	2012-02-04 00:00:00	2012-02-14 00:00:00	2012-02-15 00:00:00		2012-02-14 00:00:00
V	10499	532	32	32	0	2012-02-04 00:00:00	2012-02-14 00:00:00	2012-02-15 00:00:00		2012-02-14 00:00:00
V	10500	533	8	8	0	2012-02-04 00:00:00	2012-02-14 00:00:00	2012-02-15 00:00:00		2012-02-14 00:00:00
V	10501	534	8	8	0	2012-02-04 00:00:00	2012-02-14 00:00:00	2012-02-15 00:00:00		2012-02-14 00:00:00
V	10502	802	1	1	0	2012-02-04 00:00:00	2012-02-15 00:00:00	2012-02-15 00:00:00		2012-02-15 00:00:00
V	10503	804	7	7	0	2012-02-04 00:00:00	2012-02-15 00:00:00	2012-02-15 00:00:00		2012-02-15 00:00:00
V	10504	316	16	16	0	2012-02-04 00:00:00	2012-02-14 00:00:00	2012-02-15 00:00:00		2012-02-14 00:00:00
V	10505	331	16	16	0	2012-02-04 00:00:00	2012-02-14 00:00:00	2012-02-15 00:00:00		2012-02-14 00:00:00
V	10506	350	8	8	0	2012-02-04 00:00:00	2012-02-14 00:00:00	2012-02-15 00:00:00		2012-02-14 00:00:00
V	10507	531	8	8	0	2012-02-04 00:00:00	2012-02-14 00:00:00	2012-02-15 00:00:00		2012-02-14 00:00:00
V	10508	749	2	2	0	2012-02-05 00:00:00	2012-02-25 00:00:00	2012-02-16 00:00:00		2012-02-25 00:00:00
V	10509	751	1	1	0	2012-02-05 00:00:00	2012-02-25 00:00:00	2012-02-16 00:00:00		2012-02-25 00:00:00
V	10510	519	3	3	0	2012-02-05 00:00:00	2012-02-25 00:00:00	2012-02-16 00:00:00		2012-02-25 00:00:00
V	10511	717	2	2	0	2012-02-05 00:00:00	2012-02-15 00:00:00	2012-02-16 00:00:00		2012-02-15 00:00:00
V	10512	719	1	1	0	2012-02-05 00:00:00	2012-02-15 00:00:00	2012-02-16 00:00:00		2012-02-15 00:00:00
V	10513	807	3	3	0	2012-02-05 00:00:00	2012-02-25 00:00:00	2012-02-16 00:00:00		2012-02-25 00:00:00
V	10514	813	3	3	0	2012-02-05 00:00:00	2012-02-25 00:00:00	2012-02-16 00:00:00		2012-02-25 00:00:00
V	10515	820	3	3	0	2012-02-05 00:00:00	2012-02-25 00:00:00	2012-02-16 00:00:00		2012-02-25 00:00:00
V	10516	828	3	3	0	2012-02-05 00:00:00	2012-02-25 00:00:00	2012-02-16 00:00:00		2012-02-25 00:00:00
V	10517	894	3	3	0	2012-02-05 00:00:00	2012-02-25 00:00:00	2012-02-16 00:00:00		2012-02-25 00:00:00
V	10518	945	3	3	0	2012-02-05 00:00:00	2012-02-25 00:00:00	2012-02-16 00:00:00		2012-02-25 00:00:00
V	10519	951	3	3	0	2012-02-05 00:00:00	2012-02-25 00:00:00	2012-02-16 00:00:00		2012-02-25 00:00:00
V	10520	996	3	3	0	2012-02-05 00:00:00	2012-02-25 00:00:00	2012-02-16 00:00:00		2012-02-25 00:00:00
V	10521	3	30	30	0	2012-02-05 00:00:00	2012-02-15 00:00:00	2012-02-16 00:00:00		2012-02-15 00:00:00
V	10522	324	6	6	0	2012-02-05 00:00:00	2012-02-15 00:00:00	2012-02-16 00:00:00		2012-02-15 00:00:00
V	10523	327	3	3	0	2012-02-05 00:00:00	2012-02-15 00:00:00	2012-02-16 00:00:00		2012-02-15 00:00:00
V	10524	329	6	6	0	2012-02-05 00:00:00	2012-02-15 00:00:00	2012-02-16 00:00:00		2012-02-15 00:00:00
V	10525	398	3	3	0	2012-02-05 00:00:00	2012-02-15 00:00:00	2012-02-16 00:00:00		2012-02-15 00:00:00
V	10526	399	3	3	0	2012-02-05 00:00:00	2012-02-15 00:00:00	2012-02-16 00:00:00		2012-02-15 00:00:00
V	10527	401	6	6	0	2012-02-05 00:00:00	2012-02-15 00:00:00	2012-02-16 00:00:00		2012-02-15 00:00:00
V	10528	529	3	3	0	2012-02-05 00:00:00	2012-02-15 00:00:00	2012-02-16 00:00:00		2012-02-15 00:00:00
V	10529	532	12	12	0	2012-02-05 00:00:00	2012-02-15 00:00:00	2012-02-16 00:00:00		2012-02-15 00:00:00
V	10530	533	3	3	0	2012-02-05 00:00:00	2012-02-15 00:00:00	2012-02-16 00:00:00		2012-02-15 00:00:00
V	10531	534	3	3	0	2012-02-05 00:00:00	2012-02-15 00:00:00	2012-02-16 00:00:00		2012-02-15 00:00:00
V	10532	804	3	3	0	2012-02-05 00:00:00	2012-02-25 00:00:00	2012-02-16 00:00:00		2012-02-25 00:00:00
V	10533	316	6	6	0	2012-02-05 00:00:00	2012-02-15 00:00:00	2012-02-16 00:00:00		2012-02-15 00:00:00
V	10534	331	6	6	0	2012-02-05 00:00:00	2012-02-15 00:00:00	2012-02-16 00:00:00		2012-02-15 00:00:00
V	10535	350	3	3	0	2012-02-05 00:00:00	2012-02-15 00:00:00	2012-02-16 00:00:00		2012-02-15 00:00:00
V	10536	531	3	3	0	2012-02-05 00:00:00	2012-02-15 00:00:00	2012-02-16 00:00:00		2012-02-15 00:00:00
V	10537	750	3	3	0	2012-02-06 00:00:00	2012-02-17 00:00:00	2012-02-17 00:00:00		2012-02-17 00:00:00
V	10538	751	1	1	0	2012-02-06 00:00:00	2012-02-17 00:00:00	2012-02-17 00:00:00		2012-02-17 00:00:00
V	10539	753	3	3	0	2012-02-06 00:00:00	2012-02-17 00:00:00	2012-02-17 00:00:00		2012-02-17 00:00:00
V	10540	770	1	1	0	2012-02-06 00:00:00	2012-02-17 00:00:00	2012-02-17 00:00:00		2012-02-17 00:00:00
V	10541	773	1	1	0	2012-02-06 00:00:00	2012-02-17 00:00:00	2012-02-17 00:00:00		2012-02-17 00:00:00
V	10542	516	1	1	0	2012-02-06 00:00:00	2012-02-17 00:00:00	2012-02-17 00:00:00		2012-02-17 00:00:00
V	10543	517	1	1	0	2012-02-06 00:00:00	2012-02-17 00:00:00	2012-02-17 00:00:00		2012-02-17 00:00:00
V	10544	519	7	7	0	2012-02-06 00:00:00	2012-02-17 00:00:00	2012-02-17 00:00:00		2012-02-17 00:00:00
V	10545	718	3	3	0	2012-02-06 00:00:00	2012-02-16 00:00:00	2012-02-17 00:00:00		2012-02-16 00:00:00
V	10546	719	1	1	0	2012-02-06 00:00:00	2012-02-16 00:00:00	2012-02-17 00:00:00		2012-02-16 00:00:00
V	10547	721	3	3	0	2012-02-06 00:00:00	2012-02-16 00:00:00	2012-02-17 00:00:00		2012-02-16 00:00:00
V	10548	738	1	1	0	2012-02-06 00:00:00	2012-02-16 00:00:00	2012-02-17 00:00:00		2012-02-16 00:00:00
V	10549	740	1	1	0	2012-02-06 00:00:00	2012-02-16 00:00:00	2012-02-17 00:00:00		2012-02-16 00:00:00
V	10550	806	1	1	0	2012-02-06 00:00:00	2012-02-17 00:00:00	2012-02-17 00:00:00		2012-02-17 00:00:00
V	10551	807	8	8	0	2012-02-06 00:00:00	2012-02-17 00:00:00	2012-02-17 00:00:00		2012-02-17 00:00:00
V	10552	810	1	1	0	2012-02-06 00:00:00	2012-02-17 00:00:00	2012-02-17 00:00:00		2012-02-17 00:00:00
V	10553	811	1	1	0	2012-02-06 00:00:00	2012-02-17 00:00:00	2012-02-17 00:00:00		2012-02-17 00:00:00
V	10554	813	7	7	0	2012-02-06 00:00:00	2012-02-17 00:00:00	2012-02-17 00:00:00		2012-02-17 00:00:00
V	10555	817	1	1	0	2012-02-06 00:00:00	2012-02-17 00:00:00	2012-02-17 00:00:00		2012-02-17 00:00:00
V	10556	818	1	1	0	2012-02-06 00:00:00	2012-02-17 00:00:00	2012-02-17 00:00:00		2012-02-17 00:00:00
V	10557	820	7	7	0	2012-02-06 00:00:00	2012-02-17 00:00:00	2012-02-17 00:00:00		2012-02-17 00:00:00
V	10558	825	1	1	0	2012-02-06 00:00:00	2012-02-17 00:00:00	2012-02-17 00:00:00		2012-02-17 00:00:00
V	10559	826	1	1	0	2012-02-06 00:00:00	2012-02-17 00:00:00	2012-02-17 00:00:00		2012-02-17 00:00:00
V	10560	828	7	7	0	2012-02-06 00:00:00	2012-02-17 00:00:00	2012-02-17 00:00:00		2012-02-17 00:00:00
V	10561	894	9	9	0	2012-02-06 00:00:00	2012-02-17 00:00:00	2012-02-17 00:00:00		2012-02-17 00:00:00
V	10562	945	9	9	0	2012-02-06 00:00:00	2012-02-17 00:00:00	2012-02-17 00:00:00		2012-02-17 00:00:00
V	10563	950	1	1	0	2012-02-06 00:00:00	2012-02-17 00:00:00	2012-02-17 00:00:00		2012-02-17 00:00:00
V	10564	951	8	8	0	2012-02-06 00:00:00	2012-02-17 00:00:00	2012-02-17 00:00:00		2012-02-17 00:00:00
V	10565	994	1	1	0	2012-02-06 00:00:00	2012-02-17 00:00:00	2012-02-17 00:00:00		2012-02-17 00:00:00
V	10566	996	8	8	0	2012-02-06 00:00:00	2012-02-17 00:00:00	2012-02-17 00:00:00		2012-02-17 00:00:00
V	10567	3	90	90	0	2012-02-06 00:00:00	2012-02-16 00:00:00	2012-02-17 00:00:00		2012-02-16 00:00:00
V	10568	324	18	18	0	2012-02-06 00:00:00	2012-02-16 00:00:00	2012-02-17 00:00:00		2012-02-16 00:00:00
V	10569	327	9	9	0	2012-02-06 00:00:00	2012-02-16 00:00:00	2012-02-17 00:00:00		2012-02-16 00:00:00
V	10570	328	2	2	0	2012-02-06 00:00:00	2012-02-16 00:00:00	2012-02-17 00:00:00		2012-02-16 00:00:00
V	10571	329	16	16	0	2012-02-06 00:00:00	2012-02-16 00:00:00	2012-02-17 00:00:00		2012-02-16 00:00:00
V	10572	398	9	9	0	2012-02-06 00:00:00	2012-02-16 00:00:00	2012-02-17 00:00:00		2012-02-16 00:00:00
V	10573	399	9	9	0	2012-02-06 00:00:00	2012-02-16 00:00:00	2012-02-17 00:00:00		2012-02-16 00:00:00
V	10574	400	2	2	0	2012-02-06 00:00:00	2012-02-16 00:00:00	2012-02-17 00:00:00		2012-02-16 00:00:00
V	10575	401	16	16	0	2012-02-06 00:00:00	2012-02-16 00:00:00	2012-02-17 00:00:00		2012-02-16 00:00:00
V	10576	529	9	9	0	2012-02-06 00:00:00	2012-02-16 00:00:00	2012-02-17 00:00:00		2012-02-16 00:00:00
V	10577	532	36	36	0	2012-02-06 00:00:00	2012-02-16 00:00:00	2012-02-17 00:00:00		2012-02-16 00:00:00
V	10578	533	9	9	0	2012-02-06 00:00:00	2012-02-16 00:00:00	2012-02-17 00:00:00		2012-02-16 00:00:00
V	10579	534	9	9	0	2012-02-06 00:00:00	2012-02-16 00:00:00	2012-02-17 00:00:00		2012-02-16 00:00:00
V	10580	802	1	1	0	2012-02-06 00:00:00	2012-02-17 00:00:00	2012-02-17 00:00:00		2012-02-17 00:00:00
V	10581	804	8	8	0	2012-02-06 00:00:00	2012-02-17 00:00:00	2012-02-17 00:00:00		2012-02-17 00:00:00
V	10582	316	18	18	0	2012-02-06 00:00:00	2012-02-16 00:00:00	2012-02-17 00:00:00		2012-02-16 00:00:00
V	10583	331	18	18	0	2012-02-06 00:00:00	2012-02-16 00:00:00	2012-02-17 00:00:00		2012-02-16 00:00:00
V	10584	350	9	9	0	2012-02-06 00:00:00	2012-02-16 00:00:00	2012-02-17 00:00:00		2012-02-16 00:00:00
V	10585	531	9	9	0	2012-02-06 00:00:00	2012-02-16 00:00:00	2012-02-17 00:00:00		2012-02-16 00:00:00
V	10586	749	1	1	0	2012-02-07 00:00:00	2012-02-29 00:00:00	2012-02-18 00:00:00		2012-02-29 00:00:00
V	10587	750	1	1	0	2012-02-07 00:00:00	2012-02-29 00:00:00	2012-02-18 00:00:00		2012-02-29 00:00:00
V	10588	752	1	1	0	2012-02-07 00:00:00	2012-02-29 00:00:00	2012-02-18 00:00:00		2012-02-29 00:00:00
V	10589	753	2	2	0	2012-02-07 00:00:00	2012-02-29 00:00:00	2012-02-18 00:00:00		2012-02-29 00:00:00
V	10590	761	1	1	0	2012-02-07 00:00:00	2012-02-29 00:00:00	2012-02-18 00:00:00		2012-02-29 00:00:00
V	10591	771	1	1	0	2012-02-07 00:00:00	2012-02-29 00:00:00	2012-02-18 00:00:00		2012-02-29 00:00:00
V	10592	774	1	1	0	2012-02-07 00:00:00	2012-02-29 00:00:00	2012-02-18 00:00:00		2012-02-29 00:00:00
V	10593	778	1	1	0	2012-02-07 00:00:00	2012-02-29 00:00:00	2012-02-18 00:00:00		2012-02-29 00:00:00
V	10594	516	3	3	0	2012-02-07 00:00:00	2012-02-29 00:00:00	2012-02-18 00:00:00		2012-02-29 00:00:00
V	10595	517	1	1	0	2012-02-07 00:00:00	2012-02-29 00:00:00	2012-02-18 00:00:00		2012-02-29 00:00:00
V	10596	519	5	5	0	2012-02-07 00:00:00	2012-02-29 00:00:00	2012-02-18 00:00:00		2012-02-29 00:00:00
V	10597	717	1	1	0	2012-02-07 00:00:00	2012-02-17 00:00:00	2012-02-18 00:00:00		2012-02-17 00:00:00
V	10598	718	1	1	0	2012-02-07 00:00:00	2012-02-17 00:00:00	2012-02-18 00:00:00		2012-02-17 00:00:00
V	10599	720	1	1	0	2012-02-07 00:00:00	2012-02-17 00:00:00	2012-02-18 00:00:00		2012-02-17 00:00:00
V	10600	721	2	2	0	2012-02-07 00:00:00	2012-02-17 00:00:00	2012-02-18 00:00:00		2012-02-17 00:00:00
V	10601	730	1	1	0	2012-02-07 00:00:00	2012-02-17 00:00:00	2012-02-18 00:00:00		2012-02-17 00:00:00
V	10602	741	1	1	0	2012-02-07 00:00:00	2012-02-17 00:00:00	2012-02-18 00:00:00		2012-02-17 00:00:00
V	10603	745	1	1	0	2012-02-07 00:00:00	2012-02-17 00:00:00	2012-02-18 00:00:00		2012-02-17 00:00:00
V	10604	748	1	1	0	2012-02-07 00:00:00	2012-02-29 00:00:00	2012-02-18 00:00:00		2012-02-29 00:00:00
V	10605	806	1	1	0	2012-02-07 00:00:00	2012-02-29 00:00:00	2012-02-18 00:00:00		2012-02-29 00:00:00
V	10606	807	8	8	0	2012-02-07 00:00:00	2012-02-29 00:00:00	2012-02-18 00:00:00		2012-02-29 00:00:00
V	10607	810	3	3	0	2012-02-07 00:00:00	2012-02-29 00:00:00	2012-02-18 00:00:00		2012-02-29 00:00:00
V	10608	811	1	1	0	2012-02-07 00:00:00	2012-02-29 00:00:00	2012-02-18 00:00:00		2012-02-29 00:00:00
V	10609	813	5	5	0	2012-02-07 00:00:00	2012-02-29 00:00:00	2012-02-18 00:00:00		2012-02-29 00:00:00
V	10610	817	3	3	0	2012-02-07 00:00:00	2012-02-29 00:00:00	2012-02-18 00:00:00		2012-02-29 00:00:00
V	10611	818	1	1	0	2012-02-07 00:00:00	2012-02-29 00:00:00	2012-02-18 00:00:00		2012-02-29 00:00:00
V	10612	820	5	5	0	2012-02-07 00:00:00	2012-02-29 00:00:00	2012-02-18 00:00:00		2012-02-29 00:00:00
V	10613	825	3	3	0	2012-02-07 00:00:00	2012-02-29 00:00:00	2012-02-18 00:00:00		2012-02-29 00:00:00
V	10614	826	1	1	0	2012-02-07 00:00:00	2012-02-29 00:00:00	2012-02-18 00:00:00		2012-02-29 00:00:00
V	10615	828	5	5	0	2012-02-07 00:00:00	2012-02-29 00:00:00	2012-02-18 00:00:00		2012-02-29 00:00:00
V	10616	894	9	9	0	2012-02-07 00:00:00	2012-02-29 00:00:00	2012-02-18 00:00:00		2012-02-29 00:00:00
V	10617	945	9	9	0	2012-02-07 00:00:00	2012-02-29 00:00:00	2012-02-18 00:00:00		2012-02-29 00:00:00
V	10618	950	1	1	0	2012-02-07 00:00:00	2012-02-29 00:00:00	2012-02-18 00:00:00		2012-02-29 00:00:00
V	10619	951	8	8	0	2012-02-07 00:00:00	2012-02-29 00:00:00	2012-02-18 00:00:00		2012-02-29 00:00:00
V	10620	994	1	1	0	2012-02-07 00:00:00	2012-02-29 00:00:00	2012-02-18 00:00:00		2012-02-29 00:00:00
V	10621	996	8	8	0	2012-02-07 00:00:00	2012-02-29 00:00:00	2012-02-18 00:00:00		2012-02-29 00:00:00
V	10622	3	90	90	0	2012-02-07 00:00:00	2012-02-17 00:00:00	2012-02-18 00:00:00		2012-02-17 00:00:00
V	10623	324	18	18	0	2012-02-07 00:00:00	2012-02-17 00:00:00	2012-02-18 00:00:00		2012-02-17 00:00:00
V	10624	327	9	9	0	2012-02-07 00:00:00	2012-02-17 00:00:00	2012-02-18 00:00:00		2012-02-17 00:00:00
V	10625	328	6	6	0	2012-02-07 00:00:00	2012-02-17 00:00:00	2012-02-18 00:00:00		2012-02-17 00:00:00
V	10626	329	12	12	0	2012-02-07 00:00:00	2012-02-17 00:00:00	2012-02-18 00:00:00		2012-02-17 00:00:00
V	10627	398	9	9	0	2012-02-07 00:00:00	2012-02-17 00:00:00	2012-02-18 00:00:00		2012-02-17 00:00:00
V	10628	399	9	9	0	2012-02-07 00:00:00	2012-02-17 00:00:00	2012-02-18 00:00:00		2012-02-17 00:00:00
V	10629	400	2	2	0	2012-02-07 00:00:00	2012-02-17 00:00:00	2012-02-18 00:00:00		2012-02-17 00:00:00
V	10630	401	16	16	0	2012-02-07 00:00:00	2012-02-17 00:00:00	2012-02-18 00:00:00		2012-02-17 00:00:00
V	10631	529	9	9	0	2012-02-07 00:00:00	2012-02-17 00:00:00	2012-02-18 00:00:00		2012-02-17 00:00:00
V	10632	532	36	36	0	2012-02-07 00:00:00	2012-02-17 00:00:00	2012-02-18 00:00:00		2012-02-17 00:00:00
V	10633	533	9	9	0	2012-02-07 00:00:00	2012-02-17 00:00:00	2012-02-18 00:00:00		2012-02-17 00:00:00
V	10634	534	9	9	0	2012-02-07 00:00:00	2012-02-17 00:00:00	2012-02-18 00:00:00		2012-02-17 00:00:00
V	10635	802	1	1	0	2012-02-07 00:00:00	2012-02-29 00:00:00	2012-02-18 00:00:00		2012-02-29 00:00:00
V	10636	804	8	8	0	2012-02-07 00:00:00	2012-02-29 00:00:00	2012-02-18 00:00:00		2012-02-29 00:00:00
V	10637	316	18	18	0	2012-02-07 00:00:00	2012-02-17 00:00:00	2012-02-18 00:00:00		2012-02-17 00:00:00
V	10638	331	18	18	0	2012-02-07 00:00:00	2012-02-17 00:00:00	2012-02-18 00:00:00		2012-02-17 00:00:00
V	10639	350	9	9	0	2012-02-07 00:00:00	2012-02-17 00:00:00	2012-02-18 00:00:00		2012-02-17 00:00:00
V	10640	531	9	9	0	2012-02-07 00:00:00	2012-02-17 00:00:00	2012-02-18 00:00:00		2012-02-17 00:00:00
V	10641	753	2	2	0	2012-02-08 00:00:00	2012-02-19 00:00:00	2012-02-19 00:00:00		2012-02-19 00:00:00
V	10642	777	1	1	0	2012-02-08 00:00:00	2012-02-19 00:00:00	2012-02-19 00:00:00		2012-02-19 00:00:00
V	10643	778	1	1	0	2012-02-08 00:00:00	2012-02-19 00:00:00	2012-02-19 00:00:00		2012-02-19 00:00:00
V	10644	516	2	2	0	2012-02-08 00:00:00	2012-02-19 00:00:00	2012-02-19 00:00:00		2012-02-19 00:00:00
V	10645	519	2	2	0	2012-02-08 00:00:00	2012-02-19 00:00:00	2012-02-19 00:00:00		2012-02-19 00:00:00
V	10646	721	2	2	0	2012-02-08 00:00:00	2012-02-18 00:00:00	2012-02-19 00:00:00		2012-02-18 00:00:00
V	10647	744	1	1	0	2012-02-08 00:00:00	2012-02-18 00:00:00	2012-02-19 00:00:00		2012-02-18 00:00:00
V	10648	745	1	1	0	2012-02-08 00:00:00	2012-02-18 00:00:00	2012-02-19 00:00:00		2012-02-18 00:00:00
V	10649	807	4	4	0	2012-02-08 00:00:00	2012-02-19 00:00:00	2012-02-19 00:00:00		2012-02-19 00:00:00
V	10650	810	2	2	0	2012-02-08 00:00:00	2012-02-19 00:00:00	2012-02-19 00:00:00		2012-02-19 00:00:00
V	10651	813	2	2	0	2012-02-08 00:00:00	2012-02-19 00:00:00	2012-02-19 00:00:00		2012-02-19 00:00:00
V	10652	817	2	2	0	2012-02-08 00:00:00	2012-02-19 00:00:00	2012-02-19 00:00:00		2012-02-19 00:00:00
V	10653	820	2	2	0	2012-02-08 00:00:00	2012-02-19 00:00:00	2012-02-19 00:00:00		2012-02-19 00:00:00
V	10654	825	2	2	0	2012-02-08 00:00:00	2012-02-19 00:00:00	2012-02-19 00:00:00		2012-02-19 00:00:00
V	10655	828	2	2	0	2012-02-08 00:00:00	2012-02-19 00:00:00	2012-02-19 00:00:00		2012-02-19 00:00:00
V	10656	894	4	4	0	2012-02-08 00:00:00	2012-02-19 00:00:00	2012-02-19 00:00:00		2012-02-19 00:00:00
V	10657	945	4	4	0	2012-02-08 00:00:00	2012-02-19 00:00:00	2012-02-19 00:00:00		2012-02-19 00:00:00
V	10658	951	4	4	0	2012-02-08 00:00:00	2012-02-19 00:00:00	2012-02-19 00:00:00		2012-02-19 00:00:00
V	10659	996	4	4	0	2012-02-08 00:00:00	2012-02-19 00:00:00	2012-02-19 00:00:00		2012-02-19 00:00:00
V	10660	3	40	40	0	2012-02-08 00:00:00	2012-02-18 00:00:00	2012-02-19 00:00:00		2012-02-18 00:00:00
V	10661	324	8	8	0	2012-02-08 00:00:00	2012-02-18 00:00:00	2012-02-19 00:00:00		2012-02-18 00:00:00
V	10662	327	4	4	0	2012-02-08 00:00:00	2012-02-18 00:00:00	2012-02-19 00:00:00		2012-02-18 00:00:00
V	10663	328	4	4	0	2012-02-08 00:00:00	2012-02-18 00:00:00	2012-02-19 00:00:00		2012-02-18 00:00:00
V	10664	329	4	4	0	2012-02-08 00:00:00	2012-02-18 00:00:00	2012-02-19 00:00:00		2012-02-18 00:00:00
V	10665	398	4	4	0	2012-02-08 00:00:00	2012-02-18 00:00:00	2012-02-19 00:00:00		2012-02-18 00:00:00
V	10666	399	4	4	0	2012-02-08 00:00:00	2012-02-18 00:00:00	2012-02-19 00:00:00		2012-02-18 00:00:00
V	10667	401	8	8	0	2012-02-08 00:00:00	2012-02-18 00:00:00	2012-02-19 00:00:00		2012-02-18 00:00:00
V	10668	529	4	4	0	2012-02-08 00:00:00	2012-02-18 00:00:00	2012-02-19 00:00:00		2012-02-18 00:00:00
V	10669	532	16	16	0	2012-02-08 00:00:00	2012-02-18 00:00:00	2012-02-19 00:00:00		2012-02-18 00:00:00
V	10670	533	4	4	0	2012-02-08 00:00:00	2012-02-18 00:00:00	2012-02-19 00:00:00		2012-02-18 00:00:00
V	10671	534	4	4	0	2012-02-08 00:00:00	2012-02-18 00:00:00	2012-02-19 00:00:00		2012-02-18 00:00:00
V	10672	804	4	4	0	2012-02-08 00:00:00	2012-02-19 00:00:00	2012-02-19 00:00:00		2012-02-19 00:00:00
V	10673	316	8	8	0	2012-02-08 00:00:00	2012-02-18 00:00:00	2012-02-19 00:00:00		2012-02-18 00:00:00
V	10674	331	8	8	0	2012-02-08 00:00:00	2012-02-18 00:00:00	2012-02-19 00:00:00		2012-02-18 00:00:00
V	10675	350	4	4	0	2012-02-08 00:00:00	2012-02-18 00:00:00	2012-02-19 00:00:00		2012-02-18 00:00:00
V	10676	531	4	4	0	2012-02-08 00:00:00	2012-02-18 00:00:00	2012-02-19 00:00:00		2012-02-18 00:00:00
V	10677	750	3	3	0	2012-02-09 00:00:00	2012-03-04 00:00:00	2012-02-20 00:00:00		2012-03-04 00:00:00
V	10678	752	1	1	0	2012-02-09 00:00:00	2012-03-04 00:00:00	2012-02-20 00:00:00		2012-03-04 00:00:00
