\P\	Pos	CurrencyRateID\
V	83186	643
V	84368	641
V	84845	639
V	85084	639
V	85321	659
V	86033	656
V	86273	652
V	86513	652
V	86752	672
V	87228	672
V	87468	665
V	88179	665
V	88419	665
V	88659	680
V	88899	680
V	89137	678
V	89377	678
V	89617	678
V	89839	693
V	90078	691
V	90317	691
V	90556	710
V	90796	711
V	91036	711
V	91275	704
V	91515	704
V	91754	704
V	91994	704
V	92233	704
V	92472	723
V	92946	717
V	93185	717
V	93426	737
V	93667	737
V	93907	737
V	94148	736
V	94386	730
V	95097	747
V	95334	743
V	95573	763
V	95811	756
V	96052	773
V	96292	773
V	96531	773
V	96753	773
V	96993	769
V	97467	769
V	97706	769
V	97943	789
V	98655	784
V	98894	782
V	99607	799
V	99847	801
V	100068	797
V	100307	795
V	100546	795
V	100786	795
V	101025	810
V	102028	810
V	103030	810
V	103282	810
V	103534	810
V	103786	810
V	104042	810
V	104300	810
V	106312	810
V	108580	810
V	108832	810
V	110586	810
V	110839	815
V	116362	810
V	116839	808
V	117077	828
V	117318	828
V	117558	827
V	117798	825
V	118038	823
V	118277	821
V	118754	821
V	118976	821
V	119215	821
V	119454	834
V	119929	834
V	120169	834
V	120408	854
V	120647	847
V	121834	864
V	122074	880
V	122786	873
V	123734	873
V	124209	892
V	124448	906
V	125637	899
V	125874	899
V	126113	918
V	126353	919
V	126592	912
V	127287	912
V	127527	912
V	127766	925
V	128242	925
V	128482	951
V	128954	971
V	129194	971
V	129433	964
V	129671	964
V	129911	981
V	130151	977
V	130628	977
V	130868	977
V	131106	990
V	131820	990
V	132060	1009
V	132302	1003
V	133255	1023
V	133496	1016
V	134192	1036
V	134433	1029
V	135148	1029
V	135389	1046
V	135863	1044
V	136340	1042
V	136815	1042
V	137056	1042
V	137297	1062
V	137539	1075
V	138015	1074
V	138256	1074
V	138495	1075
V	138736	1068
V	139212	1074
V	139452	1068
V	139692	1088
V	139933	1083
V	140407	1081
V	140884	1081
V	141124	1100
V	141364	1098
V	141604	1094
V	142319	1094
V	142560	1094
V	142799	1113
V	143040	1107
V	143281	1107
V	143523	1127
V	143747	1140
V	144462	1133
V	145411	1152
V	145652	1150
V	145894	1148
V	146609	1153
V	146850	1146
V	147089	1146
V	147330	1146
V	147570	1146
V	147809	1163
V	148049	1166
V	148290	1192
V	148767	1192
V	149009	1191
V	149250	1185
V	149964	1185
V	150206	1185
V	150429	1185
V	150670	1185
V	150910	1200
V	151655	1200
V	151914	1200
V	153184	1200
V	154698	1200
V	154954	1200
V	155720	1200
V	156229	1205
V	161215	1204
V	161690	1198
V	161930	1217
V	162171	1211
V	162393	1211
V	162631	1224
V	163110	1224
V	163350	1237
V	164063	1257
V	164303	1257
V	164781	1250
V	165256	1250
V	165496	1250
V	165737	1250
V	165978	1263
V	166672	1283
V	166914	1276
V	167609	1296
V	167850	1289
V	169503	1289
V	169743	1289
V	169983	1289
V	170223	1309
V	170465	1309
V	170708	1306
V	170931	1302
V	171644	1302
V	171884	1302
V	172124	1302
V	172363	1322
V	172603	1315
V	173077	1315
V	173318	1315
V	173559	1332
V	173799	1335
V	174041	1335
V	174283	1332
V	174523	1328
V	175236	1328
V	175476	1348
V	175718	1348
V	175959	1341
V	177146	1341
V	177386	1341
V	177609	1341
V	177851	1341
V	178092	1341
V	178332	1358
V	178573	1354
V	179761	1367
V	180475	1384
V	180715	1382
V	180954	1393
V	181904	1393
V	182144	1393
V	182383	1406
V	183093	1423
V	183335	1419
V	184047	1419
V	184288	1419
V	184529	1419
V	184770	1419
V	185011	1436
V	185249	1436
V	185488	1432
V	185967	1432
V	186208	1449
V	186449	1452
V	186690	1445
V	187405	1445
V	187645	1465
V	187883	1473
V	188833	1471
V	189072	1471
V	189313	1491
V	189554	1490
V	189795	1486
V	190036	1484
V	190512	1514
V	190752	1523
V	190992	1523
V	191215	1542
V	191455	1543
V	192643	1536
V	192884	1536
V	193125	1536
V	193366	1536
V	193606	1556
V	194554	1549
V	194794	1569
V	195035	1566
V	195274	1564
V	195497	1564
V	195975	1562
V	196215	1562
V	196454	1562
V	196694	1562
V	196934	1562
V	197173	1579
V	197414	1575
V	198127	1575
V	198369	1575
V	198609	1575
V	198850	1592
V	199088	1603
V	200329	1603
V	200582	1603
V	200833	1603
V	201839	1603
V	203098	1603
V	203356	1603
V	203607	1603
V	203865	1603
V	204122	1603
V	205389	1603
V	207410	1603
V	210692	1603
V	210951	1603
V	211204	1603
V	211710	1603
V	212728	1603
V	212986	1603
V	213243	1603
V	213729	1603
V	214239	1603
V	215002	1603
V	216259	1603
V	219520	1605
V	222272	1601
V	222984	1601
V	223224	1631
V	224410	1627
V	224649	1627
V	224888	1627
V	225111	1642
V	226293	1640
V	226533	1657
V	226773	1659
V	227014	1653
V	227728	1653
V	227968	1653
V	228209	1672
V	228451	1670
V	228690	1666
V	229165	1666
V	229387	1686
V	229629	1686
V	229871	1683
V	230111	1679
V	231060	1679
V	231302	1679
V	231544	1696
V	231785	1692
V	233425	1709
V	233666	1705
V	233889	1705
V	234130	1709
V	234371	1724
V	234612	1722
V	234852	1718
V	235330	1718
V	235570	1718
V	235809	1718
V	236049	1731
V	236763	1731
V	237004	1731
V	237245	1731
V	237486	1751
V	237728	1744
V	238675	1744
V	238916	1744
V	239153	1763
V	239393	1763
V	239634	1764
V	239875	1761
V	240112	1757
V	241056	1777
V	241298	1776
V	241537	1777
V	241779	1770
V	242257	1770
V	242499	1770
V	242738	1770
V	242977	1770
V	243217	1783
V	243929	1783
V	244170	1783
V	244411	1783
V	244651	1796
V	245839	1796
V	246080	1796
V	246303	1813
V	246543	1809
V	247021	1809
V	247260	1824
V	247501	1824
V	247742	1822
V	247981	1841
V	248222	1841
V	248462	1835
V	249409	1855
V	249651	1855
V	249892	1848
V	250133	1848
V	250373	1848
V	250612	1867
V	250834	1863
V	251530	1863
V	251769	1861
V	252009	1874
V	252249	1874
V	252490	1889
V	252732	1887
V	253446	1906
V	253686	1904
V	253925	1900
V	255112	1913
V	255589	1913
V	255811	1928
V	256052	1928
V	256531	1928
V	256772	1926
V	257248	1946
V	257491	1941
V	257969	1956
V	258208	1956
V	258447	1952
V	259396	1952
V	259637	1971
V	259877	1972
V	260119	1965
V	260596	1965
V	260819	1984
V	261060	1978
V	261773	1978
V	262014	1978
V	262255	1993
V	263522	1993
V	263780	1993
V	264038	1993
V	264293	1993
V	264795	1993
V	265054	1993
V	268844	1993
V	269097	1993
V	270859	1993
V	271113	1997
V	278399	1991
V	279115	1991
V	279353	2008
V	279594	2011
V	279836	2006
V	280295	2004
V	280773	2004
V	281015	2004
V	281255	2023
V	281495	2024
V	281737	2017
V	282924	2017
V	283165	2017
V	283404	2017
V	283644	2036
V	283885	2030
V	284831	2047
V	285071	2043
V	286021	2043
V	286260	2060
V	286498	2060
V	286738	2056
V	287452	2073
V	287694	2069
V	288629	2069
V	288868	2088
V	289107	2088
V	289346	2086
V	289586	2084
V	289826	2084
V	290285	2084
V	290761	2082
V	291238	2082
V	291479	2082
V	291720	2082
V	291961	2082
V	292202	2082
V	292442	2082
V	292682	2082
V	292922	2082
V	293161	2082
V	293400	2102
V	293642	2095
V	294120	2095
V	294361	2095
V	294602	2127
V	295316	2121
V	296735	2121
V	296975	2121
V	297216	2121
V	297456	2121
V	297697	2141
V	297939	2154
V	298887	2154
V	299128	2149
V	299605	2147
V	300789	2147
V	301012	2154
V	301252	2167
V	301494	2166
V	301734	2164
V	301974	2160
V	302215	2160
V	302455	2177
V	302694	2180
V	302936	2177
V	303177	2173
V	304580	2173
V	304821	2173
V	305061	2173
V	305301	2190
V	305541	2190
V	305780	2186
V	306493	2186
V	306734	2186
V	306974	2199
V	307452	2199
V	307692	2199
V	307932	2219
V	308173	2218
V	308414	2212
V	309111	2212
V	309353	2232
V	309596	2231
V	309837	2227
V	310314	2225
V	311005	2225
V	311246	2225
V	311487	2225
V	311728	2225
V	311967	2225
V	312206	2225
V	312446	2225
V	312686	2244
V	312925	2242
V	313166	2238
V	314570	2238
V	314810	2253
V	315051	2258
V	315292	2253
V	315768	2251
V	317189	2271
V	317430	2268
V	317670	2266
V	317911	2264
V	318862	2284
V	319086	2277
V	320257	2277
V	320497	2277
V	320737	2292
V	321214	2290
V	321692	2290
V	321932	2309
V	322173	2309
V	322412	2303
V	323125	2303
V	323365	2303
V	323605	2316
V	325029	2316
V	325269	2316
V	325510	2333
V	325733	2348
V	326683	2346
V	326923	2349
V	327164	2346
V	327403	2344
V	327880	2342
V	328356	2342
V	328594	2342
V	328833	2362
V	329074	2355
V	329551	2355
V	329791	2355
V	330032	2355
V	330273	2355
V	330513	2359
V	330753	2372
V	330993	2368
V	331941	2368
V	332182	2368
V	332421	2388
V	332663	2385
V	332904	2381
V	334089	2396
V	334345	2396
V	334604	2396
V	336613	2396
V	337869	2396
V	338378	2396
V	339144	2396
V	339398	2396
V	345114	2394
V	345355	2410
V	345597	2405
V	346076	2405
V	346317	2421
V	346559	2421
V	346801	2416
V	347514	2416
V	347754	2416
V	347994	2418
V	348235	2432
V	348458	2440
V	349879	2451
V	350832	2451
V	351072	2451
V	351544	2465
V	351786	2460
V	352027	2460
V	352267	2465
V	352508	2471
V	353928	2471
V	354170	2471
V	354409	2484
V	355104	2482
V	355345	2482
V	355584	2493
V	356298	2493
V	356537	2509
V	356778	2506
V	357728	2504
V	358206	2504
V	358447	2504
V	358685	2517
V	359635	2515
V	360111	2515
V	360351	2531
V	360593	2542
V	361305	2537
V	362252	2537
V	362492	2537
V	362732	2537
V	362972	2537
V	363212	2553
V	363687	2553
V	363929	2548
V	364405	2548
V	364644	2548
V	364884	2561
V	365125	2559
V	365365	2559
V	365605	2559
V	365846	2559
V	366087	2559
V	366328	2559
V	366567	2570
V	367987	2570
V	368227	2570
V	368466	2586
V	368708	2586
V	368932	2581
V	369174	2581
V	369413	2581
V	369652	2586
V	369894	2597
V	370136	2597
V	370377	2597
V	370620	2592
V	371094	2608
V	371567	2605
V	371790	2603
V	372249	2603
V	372490	2603
V	372731	2619
V	372974	2614
V	373924	2614
V	374165	2614
V	374405	2627
V	375352	2625
V	376065	2625
V	376303	2625
V	376543	2649
V	377965	2649
V	378439	2647
V	378915	2647
V	379157	2658
V	380104	2674
V	380343	2669
V	380819	2669
V	381061	2669
V	381299	2680
V	382011	2680
V	382251	2680
V	382491	2691
V	383674	2691
V	383913	2702
V	384155	2702
V	384390	2702
V	384627	2702
V	384867	2718
V	385109	2715
V	385819	2713
V	386987	2713
V	387226	2724
V	388648	2724
V	388889	2737
V	389644	2737
V	389897	2737
V	390648	2737
V	391663	2737
V	392173	2737
V	392423	2737
V	392681	2737
V	393182	2737
V	393694	2737
V	395958	2737
V	398998	2737
V	399254	2737
V	400270	2737
V	401027	2737
V	401284	2737
V	401542	2737
V	401794	2737
V	402557	2737
V	403570	2740
V	409099	2735
V	409813	2735
V	410054	2735
V	410294	2751
V	410772	2746
V	411723	2759
V	412200	2759
V	412915	2757
V	413155	2757
V	413396	2773
V	413874	2773
V	414352	2768
V	414829	2768
V	415052	2784
V	415294	2781
V	416007	2779
V	416248	2779
V	416487	2795
V	416727	2792
V	417679	2792
V	418392	2790
V	418869	2801
V	419821	2801
V	420062	2801
V	420303	2817
V	420782	2812
V	421258	2828
V	421500	2828
V	421742	2823
V	421965	2839
V	422442	2839
V	422683	2836
V	422923	2836
V	423400	2834
V	424348	2847
V	425044	2845
V	426467	2845
V	426708	2845
V	426950	2845
V	427191	2858
V	427667	2872
V	428144	2872
V	428857	2883
V	430498	2878
V	431449	2889
V	432636	2889
V	432877	2900
V	433354	2900
V	433594	2911
V	434544	2924
V	435022	2935
V	435497	2933
V	435974	2933
V	436215	2933
V	436456	2944
V	437403	2944
V	437643	2955
V	437884	2971
V	438122	2968
V	438363	2968
V	438602	2966
V	439316	2966
V	439558	2966
V	439798	2966
V	440038	2966
V	440279	2977
V	440995	2977
V	441237	2977
V	441477	2990
V	442191	2988
V	442905	2988
V	443143	2988
V	443384	2990
V	443625	2999
V	444574	2999
V	444814	3012
V	446709	3010
V	447185	3010
V	447426	3010
V	447666	3023
V	448378	3032
V	449562	3045
V	451331	3045
V	451838	3045
V	452092	3045
V	452346	3045
V	452604	3045
V	453112	3045
V	455126	3045
V	457136	3045
V	457392	3045
V	458905	3045
V	459161	3043
V	466844	3043
V	467083	3054
V	468017	3054
V	468257	3054
V	468497	3054
V	468737	3070
V	468979	3070
V	469693	3065
V	470406	3065
V	470646	3065
V	470886	3076
V	472074	3076
V	472314	3076
V	472554	3100
V	473943	3103
V	474639	3098
V	475115	3098
V	475355	3098
V	475594	3109
V	477255	3109
V	477495	3109
V	477735	3120
V	478684	3133
V	478925	3131
V	479857	3131
V	480098	3144
V	480339	3158
V	481289	3153
V	482001	3164
V	482716	3164
V	482956	3164
V	483196	3175
V	484854	3175
V	485095	3175
V	485334	3175
V	485573	3186
V	486523	3197
V	487926	3197
V	488167	3197
V	488406	3197
V	488647	3197
V	488885	3210
V	489600	3208
V	489839	3208
V	490080	3224
V	490556	3219
V	491741	3219
V	491983	3219
V	492223	3235
V	492701	3235
V	492925	3241
V	495053	3254
V	495532	3252
V	496006	3252
V	496248	3252
V	496488	3252
V	496728	3252
V	496970	3252
V	497209	3268
V	497451	3263
V	497928	3263
V	498169	3276
V	498882	3274
V	499123	3274
V	499364	3274
V	499602	3285
V	500782	3301
V	501262	3296
V	502669	3296
V	502910	3296
V	503151	3296
V	503391	3296
V	503631	3307
V	503873	3307
V	504114	3307
V	504355	3307
V	504596	3307
V	504836	3323
V	505078	3320
V	505318	3318
V	506739	3318
V	506980	3345
V	508146	3340
V	509333	3340
V	509575	3351
V	510999	3362
V	511477	3362
V	511718	3375
V	512433	3373
V	512673	3386
V	513418	3386
V	513676	3386
V	514947	3386
V	516455	3386
V	516965	3386
V	517733	3386
V	518500	3384
V	523198	3384
V	523420	3395
V	523896	3395
V	524138	3408
V	524617	3408
V	524857	3411
V	525099	3406
V	525574	3406
V	525816	3406
V	526057	3406
V	526297	3417
V	527716	3417
V	527956	3441
V	529376	3441
V	529617	3439
V	530328	3455
V	531260	3455
V	531502	3450
V	531978	3450
V	532215	3450
V	532454	3463
V	532912	3472
V	533858	3472
V	534100	3477
V	534342	3483
V	535531	3496
V	536240	3494
V	536481	3494
V	536722	3494
V	536962	3507
V	537914	3505
V	539573	3505
V	539812	3516
V	540525	3518
V	540765	3540
V	541933	3543
V	542884	3543
V	543125	3538
V	543366	3538
V	543606	3538
V	543847	3538
V	544088	3538
V	544327	3538
V	544566	3551
V	545279	3549
V	545754	3549
V	545993	3549
V	546232	3562
V	547182	3562
V	547656	3560
V	548353	3573
V	548594	3571
V	549778	3571
V	550017	3593
V	551912	3593
V	552153	3593
V	552394	3593
V	552635	3593
V	552873	3593
V	553112	3593
V	553353	3593
V	553594	3604
V	554070	3604
V	554293	3604
V	554532	3604
V	554771	3617
V	555012	3615
V	555720	3626
V	557145	3626
V	557385	3626
V	557626	3626
V	557867	3626
V	558108	3637
V	558820	3637
V	559058	3648
V	560477	3648
V	560700	3648
V	560941	3664
V	561183	3664
V	561426	3659
V	561904	3670
V	564037	3683
V	564984	3681
V	565699	3694
V	565940	3694
V	566418	3692
V	567587	3692
V	567829	3692
V	568069	3692
V	568308	3708
V	568546	3708
V	568786	3705
V	569480	3705
V	569722	3703
V	570908	3703
V	571149	3703
V	571389	3716
V	571642	3716
V	571898	3716
V	573149	3716
V	573651	3716
V	574414	3716
V	574671	3716
V	575176	3716
V	575434	3716
V	575691	3716
V	576954	3716
V	578469	3716
V	581515	3716
V	581764	3716
V	582021	3716
V	582278	3716
V	583796	3716
V	584054	3716
V	584305	3716
V	584562	3716
V	584813	3716
V	585823	3716
V	587591	3716
V	590108	3714
V	595247	3714
V	595489	3714
V	595727	3727
V	596443	3725
V	596920	3736
V	598106	3749
V	598802	3747
V	599280	3747
V	599522	3747
V	599763	3747
V	600005	3747
V	600483	3747
V	600722	3760
V	601200	3774
V	603076	3769
V	603551	3769
V	603791	3769
V	604030	3780
V	604960	3780
V	605200	3796
V	606862	3791
V	607102	3791
V	607342	3804
V	608056	3802
V	608515	3802
V	608756	3802
V	608995	3818
V	609235	3813
V	609711	3824
V	610424	3824
V	610664	3840
V	611378	3837
V	611856	3835
V	612097	3835
V	612336	3840
V	612578	3846
V	614691	3846
V	614932	3846
V	615172	3846
V	615394	3846
V	615633	3846
V	615872	3859
V	616345	3857
V	616803	3868
V	618461	3868
V	618702	3868
V	618943	3881
V	619403	3881
V	619643	3881
V	619882	3879
V	620831	3879
V	621308	3879
V	621548	3895
V	622024	3892
V	622738	3890
V	623451	3903
V	624394	3903
V	624633	3901
V	624873	3901
V	625114	3912
V	626531	3912
V	627008	3923
V	627942	3928
V	628181	3923
V	628420	3934
V	629608	3945
V	630557	3945
V	630797	3945
V	631038	3950
V	631280	3958
V	631520	3956
V	632702	3956
V	632942	3967
V	635069	3978
V	636489	3978
V	636727	3978
V	637187	3994
V	637429	3989
V	638378	3989
V	638618	4000
V	639333	4000
V	639572	4011
V	640288	4011
V	640529	4011
V	640770	4011
V	641010	4033
V	642888	4057
V	644854	4057
V	645355	4057
V	645857	4057
V	646111	4057
V	646366	4057
V	646624	4057
V	646882	4057
V	651162	4057
V	651416	4057
V	653175	4057
V	653427	4055
V	661167	4060
V	661645	4071
V	662124	4068
V	662596	4066
V	662836	4066
V	663077	4066
V	663318	4066
V	663558	4066
V	663799	4071
V	664278	4066
V	664519	4079
V	664993	4077
V	665230	4093
V	665708	4090
V	665948	4090
V	666189	4090
V	666428	4088
V	666903	4099
V	667616	4099
V	667857	4099
V	668334	4112
V	669286	4112
V	669760	4110
V	670002	4121
V	671187	4121
V	671410	4121
V	671650	4121
V	671890	4132
V	672604	4132
V	672845	4137
V	673087	4137
V	673560	4132
V	673782	4143
V	674496	4143
V	674736	4143
V	674973	4154
V	675924	4154
V	676165	4159
V	676407	4154
V	676646	4154
V	676886	4165
V	677837	4165
V	678077	4178
V	679486	4176
V	680431	4176
V	680887	4192
V	681128	4187
V	681603	4187
V	681842	4198
V	682557	4198
V	682796	4209
V	684183	4222
V	684425	4233
V	684902	4231
V	685616	4231
V	685854	4231
V	686094	4242
V	688219	4242
V	688459	4242
V	688699	4255
V	689411	4255
V	689652	4255
V	690131	4253
V	691079	4253
V	691318	4258
V	691542	4255
V	691765	4264
V	692952	4264
V	693191	4264
V	693430	4277
V	694144	4275
V	695090	4275
V	695331	4286
V	696517	4286
V	696759	4302
V	697219	4299
V	697698	4297
V	699595	4297
V	699834	4297
V	700073	4297
V	700312	4308
V	701501	4308
V	701976	4324
V	702217	4335
V	703877	4330
V	704586	4330
V	704826	4343
V	705065	4341
V	706726	4341
V	706966	4354
V	707914	4352
V	708153	4365
V	708392	4365
V	708871	4363
V	709350	4368
V	709591	4363
V	709830	4363
V	710068	4374
V	711251	4374
V	711491	4387
V	712499	4387
V	712756	4387
V	714268	4390
V	714523	4387
V	714783	4387
V	716280	4387
V	718801	4387
V	720555	4387
V	722063	4389
V	723828	4387
V	725078	4387
V	725331	4390
V	728095	4390
V	728348	4385
V	730784	4385
V	731026	4385
V	731268	4385
V	731509	4401
V	732222	4409
V	734356	4407
V	734595	4407
V	734819	4407
V	735060	4407
V	735296	4423
V	736227	4420
V	736921	4418
V	737395	4434
V	737636	4431
V	738589	4431
V	739066	4431
V	739308	4431
V	739547	4429
V	739789	4445
V	740033	4445
V	740510	4440
V	741459	4440
V	741700	4440
V	741939	4440
V	742179	4440
V	742416	4453
V	743353	4451
V	744056	4451
V	744300	4451
V	744542	4467
V	744785	4464
V	745497	4462
V	745739	4462
V	745979	4473
V	747130	4489
V	747373	4484
V	748085	4484
V	748322	4484
V	748541	4500
V	749495	4495
V	751132	4495
V	751375	4495
V	751609	4511
V	751852	4506
V	753499	4522
V	753740	4522
V	753984	4522
V	754228	4517
V	756347	4530
V	757776	4528
V	758493	4528
V	758733	4541
V	759446	4550
V	760620	4550
V	760860	4550
V	761102	4563
V	762767	4561
V	763463	4561
V	763701	4574
V	764180	4572
V	764886	4572
V	765111	4572
V	765355	4585
V	766063	4585
V	766773	4583
V	767016	4596
V	768429	4594
V	769377	4594
V	769620	4610
V	769864	4610
V	770581	4607
V	770820	4607
V	771299	4605
V	771770	4605
V	772012	4616
V	773435	4616
V	773659	4632
V	773903	4632
V	774146	4632
V	774389	4643
V	776271	4638
V	776512	4638
V	776753	4651
V	777688	4649
V	778402	4649
V	778640	4665
V	779358	4660
V	779836	4660
V	780074	4676
V	780315	4676
V	780785	4671
V	782205	4671
V	782444	4682
V	782923	4682
V	783164	4682
V	783406	4682
V	783648	4698
V	784129	4693
V	784841	4693
V	785082	4709
V	785319	4706
V	785561	4704
V	786984	4704
V	787220	4720
V	787702	4715
V	788888	4715
V	789130	4715
V	789369	4715
V	789613	4728
V	789859	4728
V	790117	4728
V	790626	4728
V	791374	4728
V	791624	4728
V	792124	4731
V	792374	4728
V	792633	4730
V	792888	4728
V	793898	4728
V	794147	4728
V	794909	4728
V	795159	4728
V	795417	4728
V	795920	4728
V	796425	4728
V	797441	4728
V	801478	4730
V	803228	4728
V	803736	4730
V	803991	4728
V	807037	4728
V	807291	4728
V	807795	4728
V	808554	4731
V	808813	4731
V	809319	4731
V	809573	4728
V	809830	4731
V	810089	4728
V	810845	4728
V	811101	4728
V	811350	4728
V	811606	4728
V	812105	4728
V	815609	4728
V	817124	4728
V	819630	4731
V	822636	4731
V	822891	4731
V	823149	4731
V	823406	4728
V	826079	4726
V	826561	4726
V	826804	4742
V	827044	4737
V	828698	4753
V	828941	4748
V	830129	4761
V	831317	4759
V	831794	4759
V	832038	4759
V	832274	4775
V	832500	4775
V	832743	4772
V	833925	4786
V	834169	4783
V	835115	4783
V	835358	4781
V	835831	4781
V	836071	4781
V	836312	4781
V	836554	4797
V	837034	4794
V	837987	4792
V	838942	4792
V	839181	4792
V	839422	4808
V	839664	4805
V	840854	4803
V	841095	4819
V	841576	4814
V	842296	4814
V	842536	4814
V	842778	4814
V	843015	4814
V	843253	4825
V	843952	4825
V	844195	4838
V	844670	4836
V	845128	4836
V	845365	4849
V	846076	4847
V	846792	4847
V	847035	4847
V	847277	4847
V	847520	4863
V	847765	4858
V	849193	4858
V	849432	4858
V	849675	4858
V	849916	4858
V	850160	4869
V	852508	4874
V	852751	4885
V	853468	4882
V	853927	4885
V	854408	4880
V	855593	4904
V	857018	4904
V	857259	4904
V	857968	4902
V	858208	4902
V	858448	4902
V	858689	4902
V	858931	4902
V	859175	4918
V	859419	4918
V	859661	4913
V	860375	4913
V	860614	4913
V	860857	4913
V	861100	4926
V	861577	4926
V	861817	4926
V	862768	4924
V	863485	4940
V	864205	4940
V	864446	4940
V	864671	4940
V	865386	4935
V	865628	4935
V	865869	4935
V	866109	4940
V	866585	4951
V	866827	4951
V	867069	4951
V	867307	4946
V	868260	4946
V	868503	4946
V	868746	4946
V	868985	4962
V	869693	4957
V	871106	4957
V	871349	4973
V	871589	4968
V	872069	4968
V	872311	4968
V	872553	4984
V	873964	4979
V	874669	4979
V	874911	4979
V	875136	4995
V	875362	4995
V	875822	4990
V	877721	5006
V	877964	5006
V	878444	5006
V	880084	5001
V	880566	5001
V	880802	5017
V	881045	5014
V	881284	5017
V	881758	5017
V	881993	5012
V	883176	5012
V	883418	5034
V	886740	5050
V	887219	5050
V	887458	5047
V	887701	5045
V	887942	5045
V	888181	5045
V	888424	5045
V	888661	5061
V	889140	5058
V	889855	5056
V	890336	5056
V	890580	5056
V	890823	5056
V	891067	5056
V	891304	5056
V	891541	5072
V	892815	5069
V	893073	5069
V	893826	5069
V	894079	5069
V	894338	5069
V	894834	5069
V	895090	5069
V	895837	5069
V	896095	5069
V	899359	5069
V	899617	5069
V	899864	5069
V	900363	5072
V	901620	5069
V	901874	5069
V	902125	5069
V	903633	5069
V	903884	5069
V	904140	5069
V	904399	5069
V	904905	5072
V	905161	5069
V	907415	5069
V	907663	5069
V	907918	5069
V	908415	5072
V	915927	5072
V	916431	5072
V	917438	5083
V	920620	5078
V	921092	5078
V	921567	5094
V	921808	5089
V	922743	5089
V	922984	5089
V	923224	5089
V	923465	5105
V	923941	5105
V	924178	5100
V	924420	5100
V	924662	5100
V	924902	5116
V	925379	5127
V	926097	5122
V	926567	5122
V	926808	5149
V	928209	5146
V	928683	5144
V	928924	5144
V	929164	5149
V	929408	5160
V	929649	5160
V	929891	5155
V	931075	5155
V	931315	5155
V	931557	5171
V	932037	5166
V	933460	5166
V	933697	5182
V	933939	5182
V	934178	5177
V	934874	5177
V	935114	5182
V	935358	5188
V	936779	5188
V	937022	5188
V	937258	5204
V	938428	5199
V	939140	5199
V	939382	5199
V	939625	5215
V	940572	5210
V	941277	5210
V	941517	5210
V	941760	5215
V	942003	5223
V	942953	5221
V	943178	5234
V	943415	5232
V	943886	5232
V	944126	5237
V	944370	5243
V	944831	5243
V	945072	5243
V	945313	5243
V	945555	5254
V	947198	5254
V	947437	5254
V	947678	5265
V	949808	5281
V	950051	5276
V	950988	5276
V	951226	5276
