OpFlag	BusinessEntityID	CreditCardID	ModifiedDate
V	581	17540	2013-06-30 00:00:00
V	583	3235	2011-05-31 00:00:00
V	585	5758	2011-10-01 00:00:00
V	587	13536	2013-07-31 00:00:00
V	589	18717	2012-05-30 00:00:00
V	591	1566	2011-05-31 00:00:00
V	595	12715	2013-06-30 00:00:00
V	597	17277	2012-06-30 00:00:00
V	599	10270	2011-07-01 00:00:00
V	601	17923	2012-06-30 00:00:00
V	603	553	2012-06-30 00:00:00
V	607	5577	2011-07-01 00:00:00
V	609	5514	2012-09-30 00:00:00
V	611	7829	2011-08-01 00:00:00
V	613	17308	2013-05-30 00:00:00
V	615	204	2011-07-01 00:00:00
V	617	2602	2013-07-31 00:00:00
V	619	6863	2012-09-30 00:00:00
V	621	15954	2012-06-30 00:00:00
V	623	10502	2013-07-31 00:00:00
V	625	11580	2013-07-31 00:00:00
V	627	5589	2012-06-30 00:00:00
V	629	3764	2013-05-30 00:00:00
V	631	13278	2011-08-01 00:00:00
V	633	13923	2012-06-30 00:00:00
V	635	2847	2013-05-30 00:00:00
V	637	2270	2012-07-31 00:00:00
V	639	2604	2012-05-30 00:00:00
V	641	5164	2011-08-01 00:00:00
V	643	18460	2013-07-31 00:00:00
V	647	4357	2011-08-01 00:00:00
V	649	5751	2012-06-30 00:00:00
V	651	4830	2013-05-30 00:00:00
V	653	7600	2011-08-01 00:00:00
V	655	16192	2013-06-30 00:00:00
V	657	6468	2012-07-31 00:00:00
V	659	9961	2013-07-31 00:00:00
V	661	13054	2011-05-31 00:00:00
V	663	17774	2012-05-30 00:00:00
V	665	16805	2013-05-30 00:00:00
V	667	778	2011-08-01 00:00:00
V	669	14842	2013-05-30 00:00:00
V	671	19154	2011-08-01 00:00:00
V	675	230	2013-07-31 00:00:00
V	681	12529	2013-07-31 00:00:00
V	683	14497	2012-05-30 00:00:00
V	685	14064	2011-08-01 00:00:00
V	687	8342	2013-05-30 00:00:00
V	689	15364	2013-06-30 00:00:00
V	691	1912	2012-05-30 00:00:00
V	693	17935	2011-08-01 00:00:00
V	695	18328	2013-07-31 00:00:00
V	697	5301	2011-05-31 00:00:00
V	699	10526	2012-06-30 00:00:00
V	701	15282	2012-07-31 00:00:00
V	703	7167	2011-07-01 00:00:00
V	705	11274	2013-06-30 00:00:00
V	707	7832	2013-06-30 00:00:00
V	709	14371	2012-06-30 00:00:00
V	713	16871	2011-10-01 00:00:00
V	715	12135	2011-10-31 00:00:00
V	717	16939	2013-05-30 00:00:00
V	719	18908	2013-05-30 00:00:00
V	721	5618	2011-05-31 00:00:00
V	723	18407	2011-08-01 00:00:00
V	725	17073	2011-10-31 00:00:00
V	727	18323	2011-07-01 00:00:00
V	729	14261	2013-07-31 00:00:00
V	731	12554	2012-06-30 00:00:00
V	733	15829	2012-07-31 00:00:00
V	735	1039	2013-05-30 00:00:00
V	737	18049	2011-07-01 00:00:00
V	739	17658	2011-08-01 00:00:00
V	741	18502	2011-08-31 00:00:00
V	743	10336	2012-05-30 00:00:00
V	745	3827	2012-06-30 00:00:00
V	751	17669	2011-08-01 00:00:00
V	753	7092	2011-08-01 00:00:00
V	757	10553	2013-07-31 00:00:00
V	759	11781	2011-07-01 00:00:00
V	761	3070	2012-05-30 00:00:00
V	763	7392	2011-08-01 00:00:00
V	765	15443	2012-06-30 00:00:00
V	767	923	2012-05-30 00:00:00
V	769	11046	2013-05-30 00:00:00
V	771	4931	2013-05-30 00:00:00
V	773	5824	2013-07-31 00:00:00
V	775	11080	2012-07-31 00:00:00
V	777	11201	2012-04-30 00:00:00
V	779	11745	2011-07-01 00:00:00
V	781	10064	2012-06-30 00:00:00
V	783	9628	2013-07-31 00:00:00
V	785	17544	2012-07-31 00:00:00
V	787	18496	2011-08-01 00:00:00
V	789	15090	2011-07-01 00:00:00
V	791	17902	2012-05-30 00:00:00
V	793	6452	2011-07-01 00:00:00
V	795	14546	2013-06-30 00:00:00
V	797	7597	2012-07-31 00:00:00
V	799	3047	2011-08-01 00:00:00
V	801	10783	2012-07-31 00:00:00
V	803	12214	2011-08-01 00:00:00
V	805	17062	2011-08-01 00:00:00
V	807	18231	2012-06-30 00:00:00
V	809	11622	2013-06-30 00:00:00
V	811	6065	2011-08-01 00:00:00
V	813	18875	2011-08-01 00:00:00
V	815	13468	2011-07-01 00:00:00
V	817	15882	2011-07-01 00:00:00
V	819	12399	2011-05-31 00:00:00
V	821	16523	2012-09-30 00:00:00
V	823	16023	2013-07-31 00:00:00
V	825	19078	2011-08-01 00:00:00
V	827	12698	2011-08-01 00:00:00
V	829	15616	2013-06-30 00:00:00
V	831	6126	2011-07-01 00:00:00
V	833	12648	2013-06-30 00:00:00
V	835	5346	2012-10-30 00:00:00
V	837	12015	2013-06-30 00:00:00
V	839	9043	2011-10-01 00:00:00
V	841	8015	2014-01-29 00:00:00
V	843	6235	2012-10-30 00:00:00
V	845	161	2011-07-01 00:00:00
V	847	6940	2012-06-30 00:00:00
V	849	7604	2011-08-01 00:00:00
V	851	1346	2011-05-31 00:00:00
V	853	8213	2013-07-31 00:00:00
V	855	11874	2013-07-31 00:00:00
V	857	19143	2013-05-30 00:00:00
V	859	18174	2013-07-31 00:00:00
V	861	10146	2012-07-31 00:00:00
V	863	18813	2011-08-01 00:00:00
V	867	16967	2013-07-31 00:00:00
V	869	11011	2011-07-01 00:00:00
V	871	3465	2012-07-31 00:00:00
V	873	12	2012-05-30 00:00:00
V	875	8579	2013-05-30 00:00:00
V	877	7146	2011-08-01 00:00:00
V	879	15538	2011-05-31 00:00:00
V	881	11555	2011-08-01 00:00:00
V	883	6675	2011-07-01 00:00:00
V	885	13480	2012-07-31 00:00:00
V	887	5099	2013-05-30 00:00:00
V	889	5995	2013-09-30 00:00:00
V	891	15319	2012-06-30 00:00:00
V	893	4511	2014-05-01 00:00:00
V	895	6955	2011-08-01 00:00:00
V	897	2759	2011-10-01 00:00:00
V	899	13246	2011-07-01 00:00:00
V	901	18591	2012-07-31 00:00:00
V	903	76	2011-05-31 00:00:00
V	905	17748	2013-07-31 00:00:00
V	907	5439	2011-05-31 00:00:00
V	909	14599	2013-07-31 00:00:00
V	911	3498	2012-07-31 00:00:00
V	913	11717	2011-07-01 00:00:00
V	915	15076	2012-06-30 00:00:00
V	919	10919	2012-12-31 00:00:00
V	921	8965	2013-08-30 00:00:00
V	923	15586	2011-12-01 00:00:00
V	925	17132	2011-08-01 00:00:00
V	927	782	2012-07-31 00:00:00
V	929	11441	2012-05-30 00:00:00
V	931	14562	2012-05-30 00:00:00
V	933	19181	2011-07-01 00:00:00
V	935	15798	2011-07-01 00:00:00
V	937	10915	2012-07-31 00:00:00
V	939	706	2013-05-30 00:00:00
V	941	4662	2013-06-30 00:00:00
V	943	5710	2012-05-30 00:00:00
V	945	9386	2013-06-30 00:00:00
V	947	1699	2012-06-30 00:00:00
V	949	16754	2012-07-31 00:00:00
V	951	8850	2012-05-30 00:00:00
V	953	5868	2012-05-30 00:00:00
V	957	14803	2012-06-30 00:00:00
V	959	6191	2011-10-01 00:00:00
V	961	451	2012-06-30 00:00:00
V	963	11815	2011-07-01 00:00:00
V	965	5609	2011-10-31 00:00:00
V	969	18316	2011-07-01 00:00:00
V	971	15711	2013-06-30 00:00:00
V	973	4835	2011-07-01 00:00:00
V	975	16976	2012-06-30 00:00:00
V	977	10100	2012-07-31 00:00:00
V	979	12102	2011-07-01 00:00:00
V	981	8672	2012-05-30 00:00:00
V	983	18930	2013-07-31 00:00:00
V	985	10662	2012-06-30 00:00:00
V	987	7667	2012-06-30 00:00:00
V	989	12582	2013-07-31 00:00:00
V	991	2780	2012-06-30 00:00:00
V	993	17978	2013-07-31 00:00:00
V	995	3367	2013-08-30 00:00:00
V	997	8552	2011-08-01 00:00:00
V	999	15432	2013-07-31 00:00:00
V	1001	8217	2012-05-30 00:00:00
V	1003	5347	2013-07-31 00:00:00
V	1009	13366	2011-07-01 00:00:00
V	1011	15682	2011-10-31 00:00:00
V	1013	14140	2012-07-31 00:00:00
V	1015	7845	2011-08-01 00:00:00
V	1017	18153	2011-05-31 00:00:00
V	1019	6291	2013-07-31 00:00:00
V	1021	12279	2011-07-01 00:00:00
V	1023	2274	2013-06-30 00:00:00
V	1025	17324	2012-07-31 00:00:00
V	1027	10004	2012-06-30 00:00:00
V	1029	13694	2013-06-30 00:00:00
V	1031	14559	2011-07-01 00:00:00
V	1033	6881	2012-06-30 00:00:00
V	1035	8399	2013-05-30 00:00:00
V	1037	9314	2013-07-31 00:00:00
V	1039	18097	2012-07-31 00:00:00
V	1041	6535	2013-07-31 00:00:00
V	1043	14030	2011-05-31 00:00:00
V	1045	16281	2011-05-31 00:00:00
V	1047	13699	2012-08-30 00:00:00
V	1049	11886	2011-05-31 00:00:00
V	1051	6183	2012-06-30 00:00:00
V	1053	12371	2013-05-30 00:00:00
V	1055	16905	2011-07-01 00:00:00
V	1059	7719	2014-05-01 00:00:00
V	1061	18495	2012-07-31 00:00:00
V	1063	4432	2012-07-31 00:00:00
V	1065	18418	2011-08-01 00:00:00
V	1067	6083	2012-06-30 00:00:00
V	1069	17621	2012-06-30 00:00:00
V	1071	11888	2013-05-30 00:00:00
V	1073	12030	2012-07-31 00:00:00
V	1075	14790	2013-07-31 00:00:00
V	1077	8482	2013-07-31 00:00:00
V	1079	14234	2013-07-31 00:00:00
V	1081	11056	2011-08-01 00:00:00
V	1083	13939	2013-07-31 00:00:00
V	1085	1417	2011-05-31 00:00:00
V	1087	12299	2013-06-30 00:00:00
V	1089	10234	2011-07-01 00:00:00
V	1091	4443	2012-07-31 00:00:00
V	1093	18493	2013-06-30 00:00:00
V	1095	1402	2011-05-31 00:00:00
V	1099	7001	2013-05-30 00:00:00
V	1101	5279	2012-06-30 00:00:00
V	1105	8479	2012-10-30 00:00:00
V	1107	12177	2011-07-01 00:00:00
V	1109	7089	2013-07-31 00:00:00
V	1111	8043	2011-07-01 00:00:00
V	1113	9617	2012-07-31 00:00:00
V	1115	18675	2012-06-30 00:00:00
V	1117	6646	2011-12-01 00:00:00
V	1119	5651	2012-01-29 00:00:00
V	1121	59	2013-06-30 00:00:00
V	1125	16665	2011-07-01 00:00:00
V	1127	10520	2012-08-30 00:00:00
V	1129	7831	2013-06-30 00:00:00
V	1131	10899	2012-07-31 00:00:00
V	1133	11840	2011-07-01 00:00:00
V	1135	8991	2011-07-01 00:00:00
V	1137	11679	2012-05-30 00:00:00
V	1139	4218	2013-06-30 00:00:00
V	1141	19174	2012-06-30 00:00:00
V	1143	14219	2014-05-01 00:00:00
V	1145	17174	2013-05-30 00:00:00
V	1147	8882	2011-08-01 00:00:00
V	1149	5102	2012-07-31 00:00:00
V	1151	18419	2013-05-30 00:00:00
V	1153	11744	2012-05-30 00:00:00
V	1155	15771	2012-06-30 00:00:00
V	1157	5434	2013-07-31 00:00:00
V	1159	10909	2013-07-31 00:00:00
V	1161	11984	2012-05-30 00:00:00
V	1163	8663	2011-07-01 00:00:00
V	1165	9212	2013-07-31 00:00:00
V	1167	12808	2012-07-31 00:00:00
V	1169	18707	2011-08-01 00:00:00
V	1171	2668	2013-01-28 00:00:00
V	1173	2470	2011-07-01 00:00:00
V	1175	9540	2011-08-31 00:00:00
V	1177	3586	2013-07-31 00:00:00
V	1181	2364	2011-07-01 00:00:00
V	1183	5093	2011-05-31 00:00:00
V	1185	13693	2011-05-31 00:00:00
V	1187	5215	2012-07-31 00:00:00
V	1191	11072	2011-07-01 00:00:00
V	1195	5424	2013-05-30 00:00:00
V	1197	9949	2013-05-30 00:00:00
V	1199	3815	2012-06-30 00:00:00
V	1201	10191	2012-06-30 00:00:00
V	1203	11215	2011-08-01 00:00:00
V	1205	806	2011-05-31 00:00:00
V	1209	12107	2013-06-30 00:00:00
V	1211	18428	2012-10-30 00:00:00
V	1213	9973	2011-07-01 00:00:00
V	1215	1553	2012-07-31 00:00:00
V	1217	16978	2012-07-31 00:00:00
V	1219	15927	2012-06-30 00:00:00
V	1223	18480	2011-07-01 00:00:00
V	1227	7475	2011-07-01 00:00:00
V	1229	8	2013-06-30 00:00:00
V	1231	1318	2013-06-30 00:00:00
V	1233	13779	2012-05-30 00:00:00
V	1235	14606	2012-06-30 00:00:00
V	1237	4552	2013-06-30 00:00:00
V	1239	267	2011-05-31 00:00:00
V	1241	5754	2012-06-30 00:00:00
V	1243	16253	2011-08-01 00:00:00
V	1245	16654	2011-10-31 00:00:00
V	1247	686	2013-07-31 00:00:00
V	1249	55	2013-07-31 00:00:00
V	1251	15105	2013-06-30 00:00:00
V	1253	13064	2012-06-30 00:00:00
V	1255	19043	2012-05-30 00:00:00
V	1257	5220	2011-08-01 00:00:00
V	1259	8091	2013-07-31 00:00:00
V	1261	12228	2013-06-30 00:00:00
V	1265	2504	2012-06-30 00:00:00
V	1269	5343	2011-07-01 00:00:00
V	1271	4272	2013-06-30 00:00:00
V	1273	13784	2012-07-31 00:00:00
V	1275	6280	2013-06-30 00:00:00
V	1277	10623	2012-07-31 00:00:00
V	1279	15648	2011-10-01 00:00:00
V	1281	8219	2013-07-31 00:00:00
V	1283	7764	2013-07-31 00:00:00
V	1285	9054	2013-07-31 00:00:00
V	1287	18047	2012-10-30 00:00:00
V	1289	5570	2012-06-30 00:00:00
V	1291	1298	2013-06-30 00:00:00
V	1293	5661	2012-05-30 00:00:00
V	1295	12933	2011-08-01 00:00:00
V	1297	3015	2013-07-31 00:00:00
V	1299	15144	2013-06-30 00:00:00
V	1301	14487	2013-05-30 00:00:00
V	1303	13035	2013-06-30 00:00:00
V	1305	17455	2013-07-31 00:00:00
V	1307	8033	2011-08-01 00:00:00
V	1309	6777	2011-07-01 00:00:00
V	1311	14454	2011-07-01 00:00:00
V	1315	7380	2012-06-30 00:00:00
V	1317	953	2013-07-31 00:00:00
V	1319	6981	2012-06-30 00:00:00
V	1321	5110	2011-08-01 00:00:00
V	1323	11814	2012-07-31 00:00:00
V	1325	2436	2012-06-30 00:00:00
V	1327	18364	2012-06-30 00:00:00
V	1329	15483	2012-07-31 00:00:00
V	1331	13712	2011-07-01 00:00:00
V	1333	5668	2012-07-31 00:00:00
V	1335	371	2012-07-31 00:00:00
V	1337	10163	2011-05-31 00:00:00
V	1339	4851	2012-07-31 00:00:00
V	1341	7182	2013-07-31 00:00:00
V	1343	3274	2011-07-01 00:00:00
V	1345	17036	2012-07-31 00:00:00
V	1349	8103	2011-07-01 00:00:00
V	1351	15735	2013-07-31 00:00:00
V	1353	9277	2013-07-31 00:00:00
V	1355	3788	2011-08-01 00:00:00
V	1357	19011	2011-08-01 00:00:00
V	1361	13420	2011-07-01 00:00:00
V	1363	7454	2011-08-01 00:00:00
V	1365	14535	2013-05-30 00:00:00
V	1367	15138	2012-07-31 00:00:00
V	1369	15018	2013-07-31 00:00:00
V	1371	15875	2011-08-31 00:00:00
V	1373	10370	2011-05-31 00:00:00
V	1375	14542	2012-07-31 00:00:00
V	1377	1866	2012-07-31 00:00:00
V	1379	1260	2013-06-30 00:00:00
V	1381	13088	2013-12-31 00:00:00
V	1383	8719	2013-06-30 00:00:00
V	1385	16132	2012-07-31 00:00:00
V	1387	15784	2012-05-30 00:00:00
V	1391	16704	2011-10-31 00:00:00
V	1393	15555	2012-06-30 00:00:00
V	1395	8235	2013-06-30 00:00:00
V	1397	3157	2012-06-30 00:00:00
V	1399	12198	2012-06-30 00:00:00
V	1403	7898	2013-05-30 00:00:00
V	1405	9855	2011-07-01 00:00:00
V	1407	5033	2012-09-30 00:00:00
V	1409	2687	2012-06-30 00:00:00
V	1411	10453	2012-09-30 00:00:00
V	1413	7176	2011-05-31 00:00:00
V	1415	16439	2012-06-30 00:00:00
V	1417	10456	2011-05-31 00:00:00
V	1419	4871	2013-06-30 00:00:00
V	1421	10395	2012-06-30 00:00:00
V	1423	15977	2012-06-30 00:00:00
V	1425	14895	2012-07-31 00:00:00
V	1427	3600	2012-05-30 00:00:00
V	1429	6156	2012-05-30 00:00:00
V	1431	18946	2013-08-30 00:00:00
V	1433	106	2013-06-30 00:00:00
V	1435	15448	2011-08-01 00:00:00
V	1437	4842	2011-07-01 00:00:00
V	1439	17341	2013-06-30 00:00:00
V	1441	10139	2013-07-31 00:00:00
V	1443	14153	2012-07-31 00:00:00
V	1447	18744	2013-04-30 00:00:00
V	1449	5690	2012-06-30 00:00:00
V	1453	18831	2011-10-01 00:00:00
V	1455	4459	2011-10-01 00:00:00
V	1457	11652	2011-10-01 00:00:00
V	1459	7347	2011-10-31 00:00:00
V	1461	17185	2013-06-30 00:00:00
V	1463	1642	2013-06-30 00:00:00
V	1465	7029	2012-09-30 00:00:00
V	1467	3904	2012-06-30 00:00:00
V	1469	17239	2012-05-30 00:00:00
V	1471	12550	2012-07-31 00:00:00
V	1473	6536	2013-07-31 00:00:00
V	1475	14152	2013-06-30 00:00:00
V	1477	18386	2011-10-01 00:00:00
V	1479	3453	2012-06-30 00:00:00
V	1481	7672	2013-06-30 00:00:00
V	1483	6295	2013-07-31 00:00:00
V	1485	2082	2012-06-30 00:00:00
V	1489	17982	2013-07-31 00:00:00
V	1699	16578	2013-07-31 00:00:00
V	1700	15455	2014-05-05 00:00:00
V	1701	3243	2012-03-06 00:00:00
V	1702	1133	2011-09-26 00:00:00
V	1703	1188	2012-03-17 00:00:00
V	1704	2853	2012-01-14 00:00:00
V	1705	7649	2013-09-27 00:00:00
V	1706	6018	2014-06-15 00:00:00
V	1707	11094	2013-07-11 00:00:00
V	1708	4739	2014-01-01 00:00:00
V	1709	1994	2014-04-17 00:00:00
V	1710	1643	2012-07-11 00:00:00
V	1711	1934	2014-02-09 00:00:00
V	1712	7916	2012-08-02 00:00:00
V	1713	18844	2013-11-28 00:00:00
V	1714	10306	2014-06-18 00:00:00
V	1715	1433	2013-12-07 00:00:00
V	1716	1016	2014-05-01 00:00:00
V	1717	11004	2014-03-02 00:00:00
V	1718	9627	2014-03-23 00:00:00
V	1719	9055	2012-03-15 00:00:00
V	1720	2236	2012-07-09 00:00:00
V	1721	13828	2013-09-10 00:00:00
V	1722	18395	2013-04-08 00:00:00
V	1723	17144	2013-12-08 00:00:00
V	1724	9954	2012-09-01 00:00:00
V	1725	4694	2013-12-26 00:00:00
V	1726	6476	2014-01-06 00:00:00
V	1727	15706	2013-11-23 00:00:00
V	1728	17100	2013-12-23 00:00:00
V	1729	18632	2013-01-16 00:00:00
V	1730	17334	2012-02-28 00:00:00
V	1731	17851	2014-05-31 00:00:00
V	1732	10732	2011-12-21 00:00:00
V	1733	2352	2013-08-31 00:00:00
V	1734	12836	2014-02-18 00:00:00
V	1735	4285	2012-06-15 00:00:00
V	1736	3767	2013-05-03 00:00:00
V	1737	847	2013-08-31 00:00:00
V	1738	3571	2013-09-06 00:00:00
V	1739	92	2014-02-11 00:00:00
V	1740	18914	2012-12-08 00:00:00
V	1741	15389	2014-01-31 00:00:00
V	1742	5233	2014-02-17 00:00:00
V	1743	1405	2013-07-21 00:00:00
V	1744	15322	2014-03-28 00:00:00
V	1745	3396	2011-08-30 00:00:00
V	1746	749	2013-03-27 00:00:00
V	1747	11533	2013-12-14 00:00:00
V	1748	5229	2014-05-20 00:00:00
V	1749	8309	2013-07-10 00:00:00
V	1750	2583	2013-05-06 00:00:00
V	1751	3819	2014-03-20 00:00:00
V	1752	8584	2014-02-23 00:00:00
V	1753	7245	2014-03-20 00:00:00
V	1754	17325	2013-09-02 00:00:00
V	1755	9850	2012-05-27 00:00:00
V	1756	18892	2012-07-25 00:00:00
V	1757	15055	2012-12-07 00:00:00
V	1758	14908	2013-11-26 00:00:00
V	1759	9669	2013-11-14 00:00:00
V	1760	13682	2013-07-05 00:00:00
V	1761	16311	2014-01-28 00:00:00
V	1762	3868	2013-12-20 00:00:00
V	1763	7563	2014-01-27 00:00:00
V	1764	18984	2014-05-15 00:00:00
V	1765	2457	2013-10-30 00:00:00
V	1766	2911	2014-04-25 00:00:00
V	1767	9143	2014-05-02 00:00:00
V	1768	8711	2012-08-03 00:00:00
V	1769	16746	2011-09-16 00:00:00
V	1770	10049	2011-10-24 00:00:00
V	1771	9675	2014-05-14 00:00:00
V	1772	483	2013-11-01 00:00:00
V	1773	6545	2013-11-27 00:00:00
V	1774	17398	2012-10-26 00:00:00
V	1775	7173	2014-04-15 00:00:00
V	1776	5363	2013-05-03 00:00:00
V	1777	1488	2013-07-13 00:00:00
V	1778	14282	2013-09-21 00:00:00
V	1779	8017	2014-01-05 00:00:00
V	1780	17136	2013-05-20 00:00:00
V	1781	9580	2014-05-23 00:00:00
V	1782	4183	2013-03-12 00:00:00
V	1783	13094	2014-06-13 00:00:00
V	1784	15584	2012-02-21 00:00:00
V	1795	18037	2012-06-30 00:00:00
V	1797	5089	2012-07-31 00:00:00
V	1801	17263	2012-06-30 00:00:00
V	1803	15453	2013-07-31 00:00:00
V	1805	11599	2012-12-31 00:00:00
V	1807	10713	2013-07-31 00:00:00
V	1809	895	2013-07-31 00:00:00
V	1811	2058	2013-06-30 00:00:00
V	1813	5065	2013-06-30 00:00:00
V	1815	6546	2012-07-31 00:00:00
V	1817	13951	2013-07-31 00:00:00
V	1821	18656	2012-05-30 00:00:00
V	1823	2666	2012-12-31 00:00:00
V	1825	8784	2012-05-30 00:00:00
V	1827	10628	2011-07-01 00:00:00
V	1829	13971	2012-07-31 00:00:00
V	1831	18354	2012-06-30 00:00:00
V	1833	2658	2012-06-30 00:00:00
V	1835	9506	2012-07-31 00:00:00
V	1837	4626	2012-09-30 00:00:00
V	1839	14928	2012-05-30 00:00:00
V	1841	4304	2012-07-31 00:00:00
V	1843	1651	2012-07-31 00:00:00
V	1845	18825	2013-05-30 00:00:00
V	1849	13349	2011-05-31 00:00:00
V	1851	1446	2013-07-31 00:00:00
V	1855	14226	2013-06-30 00:00:00
V	1857	14975	2012-06-30 00:00:00
V	1859	1896	2011-07-01 00:00:00
V	1861	1324	2012-05-30 00:00:00
V	1863	3088	2011-10-01 00:00:00
V	1865	14595	2013-06-30 00:00:00
V	1867	15155	2012-06-30 00:00:00
V	1869	2318	2013-06-30 00:00:00
V	1871	9141	2013-06-30 00:00:00
V	1873	1444	2013-06-30 00:00:00
V	1875	11685	2012-04-30 00:00:00
V	1877	1862	2012-05-30 00:00:00
V	1879	2880	2013-07-31 00:00:00
V	1881	3980	2011-05-31 00:00:00
V	1883	7079	2011-08-01 00:00:00
V	1885	5666	2013-07-31 00:00:00
V	1887	15177	2013-05-30 00:00:00
V	1889	17491	2013-07-31 00:00:00
V	1891	10343	2013-07-31 00:00:00
V	1893	5804	2013-06-30 00:00:00
V	1895	18260	2011-07-01 00:00:00
V	1897	2571	2012-05-30 00:00:00
V	1899	4941	2011-07-01 00:00:00
V	1901	9959	2012-06-30 00:00:00
V	1903	1772	2013-06-30 00:00:00
