\P\	Pos	BillToAddressID\
V	41669	24776
V	41906	18564
V	42146	24158
V	42384	23837
V	42625	16752
V	42865	15471
V	43104	17401
V	43342	19261
V	43580	29335
V	43801	16330
V	44036	20037
V	44273	25544
V	44512	28149
V	44751	18492
V	44991	756
V	45245	503
V	45500	930
V	45750	498
V	46001	480
V	46248	851
V	46501	1104
V	46757	476
V	47012	816
V	47262	539
V	47514	446
V	47770	478
V	48020	462
V	48277	509
V	48527	534
V	48780	758
V	49033	1032
V	49286	832
V	49541	974
V	49794	919
V	50047	611
V	50297	1052
V	50552	596
V	50805	864
V	51055	848
V	51307	523
V	51559	1099
V	51814	765
V	52065	1076
V	52317	1028
V	52571	1001
V	52826	562
V	53073	938
V	53328	784
V	53578	840
V	53831	770
V	54080	540
V	54336	501
V	54592	598
V	54844	500
V	55096	829
V	55348	628
V	55607	1070
V	55846	497
V	56101	970
V	56347	466
V	56603	553
V	56855	504
V	57111	449
V	57366	1015
V	57621	505
V	57871	892
V	58121	884
V	58374	588
V	58624	1040
V	58879	459
V	59135	600
V	59388	954
V	59640	1053
V	59889	972
V	60143	915
V	60385	587
V	60639	979
V	60891	593
V	61143	792
V	61393	802
V	61639	869
V	61892	913
V	62144	880
V	62398	1056
V	62653	564
V	62906	1054
V	63155	785
V	63404	1046
V	63659	857
V	63912	18086
V	64152	27575
V	64392	27151
V	64630	18516
V	64869	26226
V	65110	28877
V	65347	29716
V	65569	28478
V	65809	18542
V	66048	26702
V	66288	14404
V	66528	25405
V	66766	28267
V	67003	17636
V	67243	26403
V	67481	22987
V	67720	18711
V	67958	16643
V	68199	26957
V	68436	24245
V	68675	15337
V	68914	21292
V	69154	17574
V	69391	19186
V	69632	14866
V	69872	19488
V	70108	18844
V	70347	19751
V	70586	23516
V	70825	14056
V	71063	21998
V	71301	19937
V	71538	20434
V	71774	14933
V	72013	24077
V	72252	21405
V	72493	16657
V	72734	25143
V	72975	26358
V	73213	12047
V	73449	18015
V	73688	23018
V	73927	28971
V	74166	19605
V	74402	26676
V	74639	22808
V	74878	23287
V	75118	27731
V	75358	24751
V	75598	25586
V	75835	28431
V	76072	21890
V	76309	29208
V	76531	13844
V	76771	25027
V	77010	13444
V	77246	25873
V	77487	24395
V	77727	18656
V	77964	25353
V	78203	25351
V	78441	12682
V	78676	22583
V	78915	18948
V	79155	25894
V	79394	27287
V	79631	18444
V	79872	13896
V	80112	24410
V	80349	28003
V	80586	21821
V	80826	29742
V	81045	17167
V	81281	23489
V	81521	26991
V	81758	19246
V	81997	20835
V	82233	13493
V	82473	28195
V	82710	26341
V	82947	18528
V	83186	19357
V	83421	21592
V	83658	24719
V	83895	16629
V	84130	21119
V	84368	26326
V	84606	16299
V	84845	21462
V	85084	13775
V	85321	25531
V	85556	16988
V	85793	16926
V	86033	28923
V	86273	24347
V	86513	24913
V	86752	17086
V	86989	17306
V	87228	14898
V	87468	26037
V	87705	26090
V	87939	11429
V	88179	13520
V	88419	25324
V	88659	21025
V	88899	12371
V	89137	14001
V	89377	25292
V	89617	29375
V	89839	13324
V	90078	27841
V	90317	26423
V	90556	24044
V	90796	24291
V	91036	22782
V	91275	15526
V	91515	28770
V	91754	28217
V	91994	13001
V	92233	22224
V	92472	21186
V	92708	12447
V	92946	26048
V	93185	26228
V	93426	13496
V	93667	26729
V	93907	14914
V	94148	21007
V	94386	20990
V	94622	28360
V	94858	26280
V	95097	16438
V	95334	17773
V	95573	17906
V	95811	26101
V	96052	24536
V	96292	17571
V	96531	29271
V	96753	23197
V	96993	11705
V	97229	17481
V	97467	19474
V	97706	14197
V	97943	15624
V	98179	19623
V	98416	23429
V	98655	24246
V	98894	13473
V	99130	25529
V	99367	26455
V	99607	17999
V	99847	29244
V	100068	13311
V	100307	24117
V	100546	14593
V	100786	14279
V	101025	778
V	101272	843
V	101526	620
V	101776	473
V	102028	863
V	102279	565
V	102533	1062
V	102773	463
V	103030	452
V	103282	548
V	103534	537
V	103786	470
V	104042	555
V	104300	1004
V	104549	1094
V	104799	1007
V	105051	605
V	105302	1079
V	105555	589
V	105806	569
V	106059	472
V	106312	1085
V	106567	774
V	106816	606
V	107067	973
V	107318	1066
V	107572	1036
V	107829	984
V	108081	950
V	108330	471
V	108580	528
V	108832	609
V	109082	920
V	109326	630
V	109577	1048
V	109826	842
V	110077	621
V	110330	520
V	110586	544
V	110839	1020
V	111095	817
V	111349	1049
V	111605	948
V	111855	769
V	112106	1025
V	112358	1097
V	112615	567
V	112868	1017
V	113125	949
V	113373	809
V	113617	559
V	113869	586
V	114117	835
V	114367	1091
V	114623	939
V	114876	760
V	115129	976
V	115383	818
V	115635	975
V	115867	926
V	116120	24945
V	116362	19928
V	116599	13829
V	116839	17575
V	117077	18488
V	117318	13887
V	117558	27557
V	117798	26165
V	118038	21149
V	118277	27521
V	118515	20999
V	118754	29827
V	118976	21537
V	119215	26407
V	119454	13886
V	119691	14369
V	119929	19054
V	120169	27468
V	120408	20502
V	120647	17718
V	120883	19903
V	121120	27306
V	121357	24851
V	121593	22442
V	121834	23463
V	122074	12930
V	122310	20498
V	122546	18045
V	122786	14339
V	123023	21205
V	123258	20517
V	123494	12203
V	123734	25932
V	123970	17898
V	124209	28328
V	124448	24810
V	124686	29015
V	124922	18368
V	125160	19055
V	125395	22246
V	125637	12275
V	125874	15598
V	126113	16650
V	126353	16744
V	126592	29607
V	126811	18379
V	127047	24756
V	127287	12293
V	127527	22072
V	127766	16161
V	128003	27816
V	128242	18809
V	128482	16797
V	128717	20439
V	128954	15754
V	129194	16407
V	129433	27307
V	129671	28908
V	129911	27248
V	130151	12364
V	130388	12113
V	130628	26062
V	130868	28349
V	131106	11779
V	131343	14655
V	131580	14990
V	131820	12408
V	132060	18205
V	132302	22092
V	132539	27487
V	132777	14800
V	133013	21696
V	133255	11546
V	133496	23977
V	133733	29280
V	133951	19241
V	134192	26209
V	134433	11992
V	134670	20275
V	134907	13292
V	135148	25659
V	135389	25997
V	135624	14109
V	135863	22617
V	136099	25548
V	136340	16112
V	136575	22612
V	136815	13551
V	137056	12919
V	137297	13169
V	137539	15852
V	137775	21035
V	138015	22001
V	138256	12314
V	138495	21300
V	138736	28792
V	138972	21831
V	139212	24984
V	139452	26343
V	139692	21709
V	139933	21579
V	140167	19103
V	140407	16349
V	140644	26177
V	140884	25519
V	141124	25028
V	141364	28968
V	141604	12601
V	141840	28872
V	142078	11492
V	142319	20460
V	142560	27774
V	142799	13202
V	143040	18024
V	143281	11576
V	143523	29500
V	143747	15037
V	143983	18248
V	144220	25026
V	144462	25136
V	144699	22418
V	144935	17187
V	145171	23760
V	145411	12582
V	145652	26385
V	145894	21975
V	146131	12481
V	146368	18214
V	146609	24325
V	146850	23081
V	147089	24057
V	147330	15837
V	147570	24905
V	147809	23909
V	148049	23820
V	148290	18221
V	148526	16176
V	148767	11454
V	149009	23027
V	149250	21845
V	149487	23688
V	149724	15137
V	149964	25708
V	150206	29634
V	150429	19979
V	150670	18994
V	150910	777
V	151150	1073
V	151398	517
V	151655	482
V	151914	849
V	152168	876
V	152420	1074
V	152674	629
V	152927	529
V	153184	810
V	153435	1051
V	153688	895
V	153939	825
V	154190	821
V	154441	464
V	154698	458
V	154954	631
V	155209	755
V	155462	556
V	155720	1021
V	155975	525
V	156229	1069
V	156485	977
V	156731	782
V	156962	911
V	157218	985
V	157469	955
V	157720	808
V	157964	889
V	158217	971
V	158466	958
V	158711	783
V	158961	871
V	159210	771
V	159463	578
V	159717	592
V	159963	801
V	160212	1024
V	160467	807
V	160720	943
V	160974	21464
V	161215	14070
V	161453	24477
V	161690	25368
V	161930	13133
V	162171	29438
V	162393	12298
V	162631	22765
V	162869	26480
V	163110	24128
V	163350	20591
V	163585	27653
V	163822	14434
V	164063	20041
V	164303	19059
V	164541	28808
V	164781	23775
V	165017	22275
V	165256	27121
V	165496	24548
V	165737	17243
V	165978	15005
V	166214	28132
V	166449	29392
V	166672	17000
V	166914	29819
V	167133	17017
V	167368	20744
V	167609	19326
V	167850	23987
V	168087	21440
V	168323	25395
V	168559	18394
V	168794	13894
V	169029	17669
V	169263	14862
V	169503	14266
V	169743	19449
V	169983	24950
V	170223	14909
V	170465	28150
V	170708	29528
V	170931	25556
V	171168	19591
V	171405	15209
V	171644	22102
V	171884	18162
V	172124	12725
V	172363	24815
V	172603	15840
V	172837	22156
V	173077	12369
V	173318	15352
V	173559	22873
V	173799	22425
V	174041	22317
V	174283	15257
V	174523	25441
V	174760	20717
V	174996	23338
V	175236	14827
V	175476	28185
V	175718	27268
V	175959	18794
V	176197	14740
V	176433	18391
V	176670	13429
V	176907	14149
V	177146	12598
V	177386	29420
V	177609	19930
V	177851	17616
V	178092	11591
V	178332	19855
V	178573	17298
V	178810	24805
V	179048	13828
V	179283	19153
V	179519	15670
V	179761	14067
V	179997	28677
V	180235	21429
V	180475	24255
V	180715	28592
V	180954	20310
V	181192	22213
V	181428	15475
V	181665	26541
V	181904	17958
V	182144	27852
V	182383	21156
V	182619	18895
V	182856	15173
V	183093	18273
V	183335	22999
V	183572	23658
V	183808	19064
V	184047	17795
V	184288	19911
V	184529	18298
V	184770	12829
V	185011	16971
V	185249	22936
V	185488	14903
V	185725	25498
V	185967	21244
V	186208	19827
V	186449	12373
V	186690	18557
V	186926	15587
V	187163	28503
V	187405	27730
V	187645	11730
V	187883	15033
V	188119	14830
V	188356	15843
V	188593	16443
V	188833	13192
V	189072	23076
V	189313	23704
V	189554	12276
V	189795	18824
V	190036	13883
V	190271	22274
V	190512	27466
V	190752	24063
V	190992	29253
V	191215	26417
V	191455	29096
V	191693	17579
V	191929	21824
V	192166	12858
V	192403	17009
V	192643	28414
V	192884	19077
V	193125	23672
V	193366	15166
V	193606	23850
V	193842	25917
V	194079	12895
V	194313	28141
V	194554	14083
V	194794	28385
V	195035	24087
V	195274	29616
V	195497	14713
V	195734	14085
V	195975	22487
V	196215	23337
V	196454	26547
V	196694	14658
V	196934	14412
V	197173	22684
V	197414	26353
V	197651	14321
V	197887	26896
V	198127	21486
V	198369	28472
V	198609	15838
V	198850	18676
V	199088	27515
V	199324	1070
V	199577	573
V	199825	862
V	200075	503
V	200329	510
V	200582	498
V	200833	756
V	201087	930
V	201338	851
V	201588	480
V	201839	772
V	202087	1104
V	202343	969
V	202593	816
V	202844	446
V	203098	476
V	203356	478
V	203607	462
V	203865	509
V	204122	1032
V	204375	832
V	204630	758
V	204883	776
V	205131	534
V	205389	1052
V	205644	974
V	205896	919
V	206150	611
V	206400	596
V	206654	1103
V	206903	864
V	207156	523
V	207410	848
V	207662	1099
V	207917	765
V	208167	841
V	208411	1076
V	208664	938
V	208918	562
V	209167	1001
V	209423	1028
V	209677	784
V	209930	840
V	210184	770
V	210433	540
V	210692	501
V	210951	500
V	211204	598
V	211459	535
V	211710	628
V	211970	829
V	212223	970
V	212471	497
V	212728	504
V	212986	466
V	213243	576
V	213485	467
V	213729	1015
V	213985	553
V	214239	884
V	214493	892
V	214746	449
V	215002	566
V	215249	1040
V	215503	588
V	215754	1041
V	216003	459
V	216259	1077
V	216507	954
V	216760	600
V	217013	1053
V	217268	972
V	217522	915
V	217771	890
V	218014	979
V	218268	593
V	218521	587
V	218775	802
V	219018	792
V	219269	533
V	219520	869
V	219773	913
V	220025	880
V	220280	1056
V	220537	963
V	220785	564
V	221039	1054
V	221293	785
V	221542	1046
V	221796	857
V	222050	29763
V	222272	18007
V	222509	14778
V	222745	13816
V	222984	27334
V	223224	26952
V	223460	13949
V	223696	20364
V	223932	24139
V	224170	21141
V	224410	19596
V	224649	27527
V	224888	29719
V	225111	12389
V	225348	23952
V	225585	23727
V	225821	12780
V	226056	17148
V	226293	17189
V	226533	26049
V	226773	13885
V	227014	25236
V	227251	25842
V	227487	13049
V	227728	20811
V	227968	14055
V	228209	18049
V	228451	15955
V	228690	25044
V	228924	12838
V	229165	29632
V	229387	27324
V	229629	20136
V	229871	21627
V	230111	13177
V	230347	14326
V	230584	15160
V	230820	11798
V	231060	27084
V	231302	26266
V	231544	22302
V	231785	25607
V	232021	18728
V	232255	21182
V	232491	13157
V	232728	13945
V	232965	27677
V	233202	29786
V	233425	29057
V	233666	29796
V	233889	23825
V	234130	28326
V	234371	25701
V	234612	15593
V	234852	28904
V	235090	14955
V	235330	20252
V	235570	13309
V	235809	16268
V	236049	13011
V	236286	28834
V	236523	17235
V	236763	22158
V	237004	17760
V	237245	14727
V	237486	16399
V	237728	13924
V	237964	20687
V	238200	14531
V	238435	13308
V	238675	28889
V	238916	27011
V	239153	22960
V	239393	23617
V	239634	14467
V	239875	11407
V	240112	23080
V	240347	26605
V	240582	21368
V	240819	15498
V	241056	26535
V	241298	20926
V	241537	16731
V	241779	28292
V	242017	24502
V	242257	11651
V	242499	15108
V	242738	12512
V	242977	25484
V	243217	20248
V	243454	23958
V	243689	23146
V	243929	24790
V	244170	19080
V	244411	12924
V	244651	17791
V	244889	25985
V	245126	11521
V	245362	28318
V	245598	25568
V	245839	12992
V	246080	29283
V	246303	13452
V	246543	16987
V	246781	15342
V	247021	12863
V	247260	13430
V	247501	14361
V	247742	14545
V	247981	25786
V	248222	25791
V	248462	11819
V	248698	18953
V	248933	23593
V	249169	25747
V	249409	14486
V	249651	21147
V	249892	28941
V	250133	23017
V	250373	19708
V	250612	29391
V	250834	29527
V	251053	24205
V	251289	16997
V	251530	27309
V	251769	27498
V	252009	23329
V	252249	24951
V	252490	19448
V	252732	28362
V	252969	16591
V	253204	13737
V	253446	12214
V	253686	28370
V	253925	16957
V	254162	17890
V	254398	26762
V	254636	23078
V	254871	19973
V	255112	15015
V	255349	20763
V	255589	29845
V	255811	16371
V	256052	15611
V	256289	18849
V	256531	15885
V	256772	28626
V	257008	21034
V	257248	12779
V	257491	15509
V	257728	27039
V	257969	15569
V	258208	22977
V	258447	13714
V	258683	20326
V	258919	16008
V	259156	20330
V	259396	26191
V	259637	18422
V	259877	28261
V	260119	23387
V	260355	24689
V	260596	29209
V	260819	26377
V	261060	18211
V	261297	19407
V	261532	28981
V	261773	13624
V	262014	27798
V	262255	778
V	262506	843
V	262757	565
V	263012	863
V	263265	473
V	263522	463
V	263780	452
V	264038	548
V	264293	619
V	264537	470
V	264795	555
V	265054	1079
V	265302	1007
V	265557	1004
V	265808	605
V	266062	589
V	266316	569
V	266569	1085
V	266826	606
V	267080	774
V	267331	1066
V	267582	973
V	267837	1036
V	268093	984
V	268344	950
V	268594	471
V	268844	528
V	269097	609
V	269351	630
V	269602	920
V	269845	1048
V	270097	842
V	270349	621
V	270603	520
V	270859	544
V	271113	967
V	271360	1020
V	271616	1049
V	271873	817
V	272127	948
V	272379	1025
V	272634	1102
V	272882	769
V	273133	1097
V	273389	768
V	273638	571
V	273882	949
V	274130	567
V	274384	1017
V	274641	809
V	274885	1043
V	275133	559
V	275385	835
V	275638	586
V	275887	891
V	276136	1091
V	276394	1061
V	276646	760
V	276899	939
V	277151	976
V	277405	818
V	277657	926
V	277910	910
V	278159	23961
V	278399	15198
V	278636	18628
V	278874	19893
V	279115	26643
V	279353	17293
V	279594	11665
V	279836	29362
V	280055	25139
V	280295	11919
V	280533	14549
V	280773	21973
V	281015	25290
V	281255	14022
V	281495	21782
V	281737	27886
V	281974	13106
V	282212	16262
V	282447	18746
V	282683	19611
V	282924	21668
V	283165	28186
V	283404	14780
V	283644	26817
V	283885	17155
V	284121	23805
V	284357	14330
V	284593	15078
V	284831	28654
V	285071	12819
V	285308	29002
V	285545	21541
V	285781	13481
V	286021	11463
V	286260	13619
V	286498	27060
V	286738	25999
V	286976	27900
V	287212	24652
V	287452	16229
V	287694	28388
V	287932	16404
V	288169	29741
V	288388	22214
V	288629	19532
V	288868	21145
V	289107	13262
V	289346	21842
V	289586	24191
V	289826	29220
V	290045	18094
V	290285	27974
V	290521	20282
V	290761	19282
V	290997	11582
V	291238	17698
V	291479	13084
V	291720	16297
V	291961	15270
V	292202	20838
V	292442	19291
V	292682	18434
V	292922	23008
V	293161	28776
V	293400	21733
V	293642	16927
V	293879	15505
V	294120	29045
V	294361	22393
V	294602	14388
V	294839	17843
V	295076	17498
V	295316	27328
V	295553	16201
V	295789	15834
V	296025	12264
V	296259	21124
V	296495	20156
V	296735	27061
V	296975	27033
V	297216	14994
V	297456	11493
V	297697	16430
V	297939	13405
V	298176	13195
V	298412	28946
V	298647	23454
V	298887	19661
V	299128	13524
V	299364	20805
V	299605	14157
V	299841	28347
V	300076	27707
V	300312	27754
V	300548	13607
V	300789	29799
V	301012	26971
V	301252	24071
V	301494	14126
V	301734	24053
V	301974	26021
V	302215	11938
V	302455	19383
V	302694	12796
V	302936	14030
V	303177	12597
V	303413	26606
V	303650	24632
V	303886	15071
V	304122	13928
V	304357	29207
V	304580	18037
V	304821	25298
V	305061	12155
V	305301	11629
V	305541	23919
V	305780	14879
V	306017	24711
V	306252	26154
V	306493	26319
V	306734	16608
V	306974	27896
V	307211	12263
V	307452	25781
V	307692	14781
V	307932	23486
V	308173	21514
V	308414	19804
V	308651	24177
V	308888	29300
V	309111	17851
V	309353	24316
V	309596	17146
V	309837	20825
V	310074	13975
V	310314	13160
V	310548	29179
V	310767	18469
V	311005	29093
V	311246	11635
V	311487	20409
V	311728	22172
V	311967	27753
V	312206	15451
V	312446	26379
V	312686	25485
V	312925	18513
V	313166	25171
V	313403	29384
V	313622	20673
V	313858	14409
V	314095	16296
V	314333	19724
V	314570	13783
V	314810	27064
V	315051	26992
V	315292	24367
V	315528	12330
V	315768	15704
V	316005	20992
V	316241	15172
V	316477	23910
V	316713	28709
V	316948	11598
V	317189	18694
V	317430	18171
V	317670	28006
V	317911	26370
V	318147	17593
V	318383	24985
V	318621	17590
V	318862	29223
V	319086	13416
V	319323	15949
V	319560	29621
V	319779	25938
V	320016	22384
V	320257	22691
V	320497	15823
V	320737	28285
V	320973	16978
V	321214	14097
V	321450	13026
V	321692	25549
V	321932	23513
V	322173	28762
V	322412	20270
V	322649	23246
V	322884	22057
V	323125	12337
V	323365	13270
V	323605	16622
V	323842	15047
V	324079	12196
V	324315	23137
V	324552	27605
V	324787	14008
V	325029	25438
V	325269	18151
V	325510	29277
V	325733	16270
V	325970	18245
V	326206	28595
V	326443	23544
V	326683	22973
V	326923	18261
V	327164	12305
V	327403	11419
V	327640	11821
V	327880	14273
V	328116	28832
V	328356	16967
V	328594	15854
V	328833	13417
V	329074	14259
V	329310	13678
V	329551	14927
V	329791	17004
V	330032	28827
V	330273	19143
V	330513	16921
V	330753	23361
V	330993	16757
V	331229	15898
V	331465	28928
V	331701	12180
V	331941	25995
V	332182	28610
V	332421	16775
V	332663	19648
V	332904	22798
V	333140	12080
V	333376	24638
V	333613	28851
V	333850	24196
V	334089	517
V	334345	482
V	334604	1073
V	334852	894
V	335098	876
V	335348	849
V	335602	1074
V	335856	629
V	336108	1051
V	336357	529
V	336613	810
V	336863	855
V	337113	895
V	337363	825
V	337613	464
V	337869	821
V	338120	458
V	338378	631
V	338632	755
V	338886	556
V	339144	525
V	339398	1069
V	339654	1021
V	339908	985
V	340161	955
V	340412	808
V	340660	889
V	340914	971
V	341164	958
V	341410	783
V	341658	871
V	341907	771
V	342158	578
V	342410	801
V	342659	592
V	342905	1064
V	343153	1024
V	343408	807
V	343660	943
V	343910	911
V	344165	27000
V	344402	14787
V	344639	27432
V	344875	13365
V	345114	20896
V	345355	21538
V	345597	28744
V	345835	16788
V	346076	15379
V	346317	28036
V	346559	22577
V	346801	19709
V	347036	19322
V	347272	13748
V	347514	14709
V	347754	16147
V	347994	22445
V	348235	29302
V	348458	19106
V	348695	15819
V	348931	21275
V	349166	13627
V	349403	25120
V	349639	25189
V	349879	13152
V	350116	23378
V	350354	21476
V	350591	24835
V	350832	21211
V	351072	21216
V	351308	18667
V	351544	18383
V	351786	26077
V	352027	15183
V	352267	28273
V	352508	14034
V	352744	22939
V	352979	19608
V	353215	15321
V	353452	12711
V	353687	23556
V	353928	25765
V	354170	28561
V	354409	28486
V	354645	26041
V	354881	29790
V	355104	25312
V	355345	15608
V	355584	19692
V	355821	13803
V	356058	25449
V	356298	21307
V	356537	13535
V	356778	13173
V	357014	27153
V	357251	24145
V	357488	14098
V	357728	17002
V	357965	21404
V	358206	15167
V	358447	27815
V	358685	18194
V	358922	28080
V	359159	24994
V	359395	11931
V	359635	19240
V	359871	29123
V	360111	13400
V	360351	19504
V	360593	21435
V	360829	12968
V	361064	28648
V	361305	20098
V	361540	25978
V	361777	11909
V	362012	16694
V	362252	28118
V	362492	23601
V	362732	22154
V	362972	25450
V	363212	15245
V	363447	17631
V	363687	16688
V	363929	19099
V	364164	11742
V	364405	19290
V	364644	13061
V	364884	12808
V	365125	24293
V	365365	14690
V	365605	20962
V	365846	25774
V	366087	11413
V	366328	15311
V	366567	18790
V	366803	23031
V	367037	17391
V	367273	22480
V	367510	18580
V	367746	22135
V	367987	22629
V	368227	16100
V	368466	25365
V	368708	29545
V	368932	22975
V	369174	25882
V	369413	15520
V	369652	15548
V	369894	22216
V	370136	27897
V	370377	25528
V	370620	17315
V	370856	14028
V	371094	12336
V	371327	25604
V	371567	29511
V	371790	16576
V	372026	29150
V	372249	20472
V	372490	15540
V	372731	27382
V	372974	21725
V	373209	17832
V	373447	28202
V	373684	27285
V	373924	17852
V	374165	13427
V	374405	25516
V	374641	16446
V	374875	21633
V	375112	15405
V	375352	25643
V	375589	21441
V	375825	25342
V	376065	24659
V	376303	21548
V	376543	24588
V	376780	19705
V	377016	25097
V	377253	15964
V	377489	18720
V	377724	20643
V	377965	17405
V	378201	12169
V	378439	21730
V	378673	17499
V	378915	21458
V	379157	24894
V	379392	14217
V	379628	16083
V	379864	13511
V	380104	28203
V	380343	13193
V	380579	26459
V	380819	21652
V	381061	11634
V	381299	18800
V	381535	18607
V	381771	28590
V	382011	24648
V	382251	17660
V	382491	13077
V	382726	17007
V	382962	11430
V	383199	25204
V	383434	19445
V	383674	22908
V	383913	17388
V	384155	19269
V	384390	22231
V	384627	20327
V	384867	20157
V	385109	23686
V	385343	24146
V	385579	22507
V	385819	29615
V	386038	24658
V	386274	17431
V	386511	21778
V	386747	26831
V	386987	27110
V	387226	27949
V	387463	22160
V	387699	24272
V	387935	16125
V	388171	17586
V	388408	23135
V	388648	28324
V	388889	756
V	389143	862
V	389393	498
V	389644	503
V	389897	930
V	390148	772
V	390397	480
V	390648	851
V	390901	1104
V	391158	969
V	391409	446
V	391663	816
V	391916	476
V	392173	478
V	392423	462
V	392681	776
V	392929	509
V	393182	832
V	393436	534
V	393694	758
V	393947	1032
V	394200	611
V	394447	974
V	394700	919
V	394954	1052
V	395208	596
V	395461	1103
V	395704	523
V	395958	1099
V	396214	864
V	396467	848
V	396718	765
V	396969	1076
V	397223	1028
V	397478	938
V	397730	1001
V	397985	784
V	398237	840
V	398490	770
V	398741	540
V	398998	501
V	399254	598
V	399505	628
V	399761	829
V	400014	500
V	400270	1070
V	400523	970
V	400772	497
V	401027	466
V	401284	504
V	401542	467
V	401794	1015
V	402050	884
V	402302	449
V	402557	892
V	402806	1040
V	403062	588
V	403314	459
V	403570	1077
V	403818	1041
V	404069	600
V	404322	954
V	404573	1053
V	404827	972
V	405081	915
V	405322	979
V	405574	587
V	405828	802
V	406075	593
V	406329	792
V	406580	869
V	406833	913
V	407085	880
V	407340	1056
V	407596	963
V	407844	564
V	408098	1054
V	408350	1046
V	408604	857
V	408857	12718
V	409099	27596
V	409336	16530
V	409572	26558
V	409813	26897
V	410054	20287
V	410294	13348
V	410530	14977
V	410772	14248
V	411008	15995
V	411245	18118
V	411481	28500
V	411723	11832
V	411959	19780
V	412200	20657
V	412437	15453
V	412674	17518
V	412915	25197
V	413155	28767
V	413396	14889
V	413633	27775
V	413874	28396
V	414111	22413
V	414352	18254
V	414589	27658
V	414829	29472
V	415052	16090
V	415294	21671
V	415530	13575
V	415766	14174
V	416007	24943
V	416248	17200
V	416487	16542
V	416727	11961
V	416964	17733
V	417201	16272
V	417438	14182
V	417679	19598
V	417916	24758
V	418152	24390
V	418392	12249
V	418629	24889
V	418869	11676
V	419107	16531
V	419343	21916
V	419579	24007
V	419821	28566
V	420062	24010
V	420303	17452
V	420541	22053
V	420782	12486
V	421018	14038
V	421258	11901
V	421500	11449
V	421742	29728
V	421965	28614
V	422201	16060
V	422442	28165
V	422683	15827
V	422923	19321
V	423159	13841
V	423400	15113
V	423633	25921
V	423870	28572
V	424106	15962
V	424348	29137
V	424584	21050
V	424821	29383
V	425044	19784
V	425282	21183
V	425517	19917
V	425753	12543
V	425990	23793
V	426227	25201
V	426467	21542
V	426708	28041
V	426950	19164
V	427191	24174
V	427428	15130
V	427667	17962
V	427903	16120
V	428144	19553
V	428381	17218
V	428616	23819
V	428857	15665
V	429093	18589
V	429329	26693
V	429566	24627
V	429803	29413
V	430022	28097
V	430258	25321
V	430498	27864
V	430734	24120
V	430971	17656
V	431208	18489
V	431449	15018
V	431686	28921
V	431922	15657
V	432158	20124
V	432395	14899
V	432636	27705
V	432877	18857
V	433114	25779
V	433354	17142
V	433594	23269
V	433830	22312
