OpFlag	ProductID	StartDate	EndDate	ListPrice	ModifiedDate
V	747	2013-05-30 00:00:00		1349.6	2013-05-09 00:00:00
V	748	2011-05-31 00:00:00	2012-05-29 00:00:00	1204.3248	2012-05-29 00:00:00
V	748	2012-05-30 00:00:00	2013-05-29 00:00:00	1240.4545	2013-05-29 00:00:00
V	748	2013-05-30 00:00:00		1364.5	2013-05-09 00:00:00
V	749	2011-05-31 00:00:00	2012-05-29 00:00:00	3578.27	2012-05-29 00:00:00
V	750	2011-05-31 00:00:00	2012-05-29 00:00:00	3578.27	2012-05-29 00:00:00
V	751	2011-05-31 00:00:00	2012-05-29 00:00:00	3578.27	2012-05-29 00:00:00
V	752	2011-05-31 00:00:00	2012-05-29 00:00:00	3578.27	2012-05-29 00:00:00
V	753	2011-05-31 00:00:00	2012-05-29 00:00:00	3578.27	2012-05-29 00:00:00
V	754	2011-05-31 00:00:00	2012-05-29 00:00:00	1457.99	2012-05-29 00:00:00
V	755	2011-05-31 00:00:00	2012-05-29 00:00:00	1457.99	2012-05-29 00:00:00
V	756	2011-05-31 00:00:00	2012-05-29 00:00:00	1457.99	2012-05-29 00:00:00
V	757	2011-05-31 00:00:00	2012-05-29 00:00:00	1457.99	2012-05-29 00:00:00
V	758	2011-05-31 00:00:00	2012-05-29 00:00:00	1457.99	2012-05-29 00:00:00
V	759	2011-05-31 00:00:00	2012-05-29 00:00:00	699.0982	2012-05-29 00:00:00
V	759	2012-05-30 00:00:00	2013-05-29 00:00:00	782.99	2013-05-29 00:00:00
V	760	2011-05-31 00:00:00	2012-05-29 00:00:00	699.0982	2012-05-29 00:00:00
V	760	2012-05-30 00:00:00	2013-05-29 00:00:00	782.99	2013-05-29 00:00:00
V	761	2011-05-31 00:00:00	2012-05-29 00:00:00	699.0982	2012-05-29 00:00:00
V	761	2012-05-30 00:00:00	2013-05-29 00:00:00	782.99	2013-05-29 00:00:00
V	762	2011-05-31 00:00:00	2012-05-29 00:00:00	699.0982	2012-05-29 00:00:00
V	762	2012-05-30 00:00:00	2013-05-29 00:00:00	782.99	2013-05-29 00:00:00
V	763	2011-05-31 00:00:00	2012-05-29 00:00:00	699.0982	2012-05-29 00:00:00
V	763	2012-05-30 00:00:00	2013-05-29 00:00:00	782.99	2013-05-29 00:00:00
V	764	2011-05-31 00:00:00	2012-05-29 00:00:00	699.0982	2012-05-29 00:00:00
V	764	2012-05-30 00:00:00	2013-05-29 00:00:00	782.99	2013-05-29 00:00:00
V	765	2011-05-31 00:00:00	2012-05-29 00:00:00	699.0982	2012-05-29 00:00:00
V	765	2012-05-30 00:00:00	2013-05-29 00:00:00	782.99	2013-05-29 00:00:00
V	766	2011-05-31 00:00:00	2012-05-29 00:00:00	699.0982	2012-05-29 00:00:00
V	766	2012-05-30 00:00:00	2013-05-29 00:00:00	782.99	2013-05-29 00:00:00
V	767	2011-05-31 00:00:00	2012-05-29 00:00:00	699.0982	2012-05-29 00:00:00
V	767	2012-05-30 00:00:00	2013-05-29 00:00:00	782.99	2013-05-29 00:00:00
V	768	2011-05-31 00:00:00	2012-05-29 00:00:00	699.0982	2012-05-29 00:00:00
V	768	2012-05-30 00:00:00	2013-05-29 00:00:00	782.99	2013-05-29 00:00:00
V	769	2011-05-31 00:00:00	2012-05-29 00:00:00	699.0982	2012-05-29 00:00:00
V	769	2012-05-30 00:00:00	2013-05-29 00:00:00	782.99	2013-05-29 00:00:00
V	770	2011-05-31 00:00:00	2012-05-29 00:00:00	699.0982	2012-05-29 00:00:00
V	770	2012-05-30 00:00:00	2013-05-29 00:00:00	782.99	2013-05-29 00:00:00
V	771	2011-05-31 00:00:00	2012-05-29 00:00:00	3399.99	2012-05-29 00:00:00
V	772	2011-05-31 00:00:00	2012-05-29 00:00:00	3399.99	2012-05-29 00:00:00
V	773	2011-05-31 00:00:00	2012-05-29 00:00:00	3399.99	2012-05-29 00:00:00
V	774	2011-05-31 00:00:00	2012-05-29 00:00:00	3399.99	2012-05-29 00:00:00
V	775	2011-05-31 00:00:00	2012-05-29 00:00:00	3374.99	2012-05-29 00:00:00
V	776	2011-05-31 00:00:00	2012-05-29 00:00:00	3374.99	2012-05-29 00:00:00
V	777	2011-05-31 00:00:00	2012-05-29 00:00:00	3374.99	2012-05-29 00:00:00
V	778	2011-05-31 00:00:00	2012-05-29 00:00:00	3374.99	2012-05-29 00:00:00
V	779	2012-05-30 00:00:00	2013-05-29 00:00:00	2071.4196	2013-05-29 00:00:00
V	779	2013-05-30 00:00:00		2319.99	2013-05-09 00:00:00
V	780	2012-05-30 00:00:00	2013-05-29 00:00:00	2071.4196	2013-05-29 00:00:00
V	780	2013-05-30 00:00:00		2319.99	2013-05-09 00:00:00
V	781	2012-05-30 00:00:00	2013-05-29 00:00:00	2071.4196	2013-05-29 00:00:00
V	781	2013-05-30 00:00:00		2319.99	2013-05-09 00:00:00
V	782	2012-05-30 00:00:00	2013-05-29 00:00:00	2049.0982	2013-05-29 00:00:00
V	782	2013-05-30 00:00:00		2294.99	2013-05-09 00:00:00
V	783	2012-05-30 00:00:00	2013-05-29 00:00:00	2049.0982	2013-05-29 00:00:00
V	783	2013-05-30 00:00:00		2294.99	2013-05-09 00:00:00
V	784	2012-05-30 00:00:00	2013-05-29 00:00:00	2049.0982	2013-05-29 00:00:00
V	784	2013-05-30 00:00:00		2294.99	2013-05-09 00:00:00
V	785	2012-05-30 00:00:00	2013-05-29 00:00:00	1079.99	2013-05-29 00:00:00
V	786	2012-05-30 00:00:00	2013-05-29 00:00:00	1079.99	2013-05-29 00:00:00
V	787	2012-05-30 00:00:00	2013-05-29 00:00:00	1079.99	2013-05-29 00:00:00
V	788	2012-05-30 00:00:00	2013-05-29 00:00:00	1079.99	2013-05-29 00:00:00
V	789	2012-05-30 00:00:00	2013-05-29 00:00:00	2443.35	2013-05-29 00:00:00
V	790	2012-05-30 00:00:00	2013-05-29 00:00:00	2443.35	2013-05-29 00:00:00
V	791	2012-05-30 00:00:00	2013-05-29 00:00:00	2443.35	2013-05-29 00:00:00
V	792	2012-05-30 00:00:00	2013-05-29 00:00:00	2181.5625	2013-05-29 00:00:00
V	792	2013-05-30 00:00:00		2443.35	2013-05-09 00:00:00
V	793	2012-05-30 00:00:00	2013-05-29 00:00:00	2181.5625	2013-05-29 00:00:00
V	793	2013-05-30 00:00:00		2443.35	2013-05-09 00:00:00
V	794	2012-05-30 00:00:00	2013-05-29 00:00:00	2181.5625	2013-05-29 00:00:00
V	794	2013-05-30 00:00:00		2443.35	2013-05-09 00:00:00
V	795	2012-05-30 00:00:00	2013-05-29 00:00:00	2181.5625	2013-05-29 00:00:00
V	795	2013-05-30 00:00:00		2443.35	2013-05-09 00:00:00
V	796	2012-05-30 00:00:00	2013-05-29 00:00:00	2181.5625	2013-05-29 00:00:00
V	796	2013-05-30 00:00:00		2443.35	2013-05-09 00:00:00
V	797	2012-05-30 00:00:00	2013-05-29 00:00:00	1000.4375	2013-05-29 00:00:00
V	797	2013-05-30 00:00:00		1120.49	2013-05-09 00:00:00
V	798	2012-05-30 00:00:00	2013-05-29 00:00:00	1000.4375	2013-05-29 00:00:00
V	798	2013-05-30 00:00:00		1120.49	2013-05-09 00:00:00
V	799	2012-05-30 00:00:00	2013-05-29 00:00:00	1000.4375	2013-05-29 00:00:00
V	799	2013-05-30 00:00:00		1120.49	2013-05-09 00:00:00
V	800	2012-05-30 00:00:00	2013-05-29 00:00:00	1000.4375	2013-05-29 00:00:00
V	800	2013-05-30 00:00:00		1120.49	2013-05-09 00:00:00
V	801	2012-05-30 00:00:00	2013-05-29 00:00:00	1000.4375	2013-05-29 00:00:00
V	801	2013-05-30 00:00:00		1120.49	2013-05-09 00:00:00
V	802	2012-05-30 00:00:00	2013-05-29 00:00:00	148.22	2013-05-29 00:00:00
V	803	2012-05-30 00:00:00	2013-05-29 00:00:00	175.49	2013-05-29 00:00:00
V	804	2012-05-30 00:00:00	2013-05-29 00:00:00	229.49	2013-05-29 00:00:00
V	805	2012-05-30 00:00:00	2013-05-29 00:00:00	34.2	2013-05-29 00:00:00
V	806	2012-05-30 00:00:00	2013-05-29 00:00:00	102.29	2013-05-29 00:00:00
V	807	2012-05-30 00:00:00	2013-05-29 00:00:00	124.73	2013-05-29 00:00:00
V	808	2012-05-30 00:00:00	2013-05-29 00:00:00	40.4909	2013-05-29 00:00:00
V	808	2013-05-30 00:00:00		44.54	2013-05-09 00:00:00
V	809	2012-05-30 00:00:00	2013-05-29 00:00:00	56.2909	2013-05-29 00:00:00
V	809	2013-05-30 00:00:00		61.92	2013-05-09 00:00:00
V	810	2012-05-30 00:00:00	2013-05-29 00:00:00	109.3364	2013-05-29 00:00:00
V	810	2013-05-30 00:00:00		120.27	2013-05-09 00:00:00
V	811	2012-05-30 00:00:00	2013-05-29 00:00:00	40.4909	2013-05-29 00:00:00
V	811	2013-05-30 00:00:00		44.54	2013-05-09 00:00:00
V	812	2012-05-30 00:00:00	2013-05-29 00:00:00	56.2909	2013-05-29 00:00:00
V	812	2013-05-30 00:00:00		61.92	2013-05-09 00:00:00
V	813	2012-05-30 00:00:00	2013-05-29 00:00:00	109.3364	2013-05-29 00:00:00
V	813	2013-05-30 00:00:00		120.27	2013-05-09 00:00:00
V	814	2012-05-30 00:00:00	2013-05-29 00:00:00	348.76	2013-05-29 00:00:00
V	815	2012-05-30 00:00:00	2013-05-29 00:00:00	60.745	2013-05-29 00:00:00
V	816	2012-05-30 00:00:00	2013-05-29 00:00:00	209.025	2013-05-29 00:00:00
V	817	2012-05-30 00:00:00	2013-05-29 00:00:00	300.215	2013-05-29 00:00:00
V	818	2012-05-30 00:00:00	2013-05-29 00:00:00	85.565	2013-05-29 00:00:00
V	819	2012-05-30 00:00:00	2013-05-29 00:00:00	248.385	2013-05-29 00:00:00
V	820	2012-05-30 00:00:00	2013-05-29 00:00:00	330.06	2013-05-29 00:00:00
V	821	2012-05-30 00:00:00	2013-05-29 00:00:00	218.01	2013-05-29 00:00:00
V	822	2012-05-30 00:00:00	2013-05-29 00:00:00	540.7545	2013-05-29 00:00:00
V	822	2013-05-30 00:00:00		594.83	2013-05-09 00:00:00
V	823	2012-05-30 00:00:00	2013-05-29 00:00:00	87.745	2013-05-29 00:00:00
V	824	2012-05-30 00:00:00	2013-05-29 00:00:00	236.025	2013-05-29 00:00:00
V	825	2012-05-30 00:00:00	2013-05-29 00:00:00	327.215	2013-05-29 00:00:00
V	826	2012-05-30 00:00:00	2013-05-29 00:00:00	112.565	2013-05-29 00:00:00
V	827	2012-05-30 00:00:00	2013-05-29 00:00:00	275.385	2013-05-29 00:00:00
V	828	2012-05-30 00:00:00	2013-05-29 00:00:00	357.06	2013-05-29 00:00:00
V	829	2012-05-30 00:00:00	2013-05-29 00:00:00	245.01	2013-05-29 00:00:00
V	830	2012-05-30 00:00:00	2013-05-29 00:00:00	348.76	2013-05-29 00:00:00
V	831	2012-05-30 00:00:00	2013-05-29 00:00:00	348.76	2013-05-29 00:00:00
V	832	2012-05-30 00:00:00	2013-05-29 00:00:00	348.76	2013-05-29 00:00:00
V	833	2012-05-30 00:00:00	2013-05-29 00:00:00	540.7545	2013-05-29 00:00:00
V	833	2013-05-30 00:00:00		594.83	2013-05-09 00:00:00
V	834	2012-05-30 00:00:00	2013-05-29 00:00:00	540.7545	2013-05-29 00:00:00
V	834	2013-05-30 00:00:00		594.83	2013-05-09 00:00:00
V	835	2012-05-30 00:00:00	2013-05-29 00:00:00	540.7545	2013-05-29 00:00:00
V	835	2013-05-30 00:00:00		594.83	2013-05-09 00:00:00
V	836	2012-05-30 00:00:00	2013-05-29 00:00:00	540.7545	2013-05-29 00:00:00
V	836	2013-05-30 00:00:00		594.83	2013-05-09 00:00:00
V	837	2012-05-30 00:00:00	2013-05-29 00:00:00	1301.3636	2013-05-29 00:00:00
V	837	2013-05-30 00:00:00		1431.5	2013-05-09 00:00:00
V	838	2012-05-30 00:00:00	2013-05-29 00:00:00	1301.3636	2013-05-29 00:00:00
V	838	2013-05-30 00:00:00		1431.5	2013-05-09 00:00:00
V	839	2012-05-30 00:00:00	2013-05-29 00:00:00	1301.3636	2013-05-29 00:00:00
V	839	2013-05-30 00:00:00		1431.5	2013-05-09 00:00:00
V	840	2012-05-30 00:00:00	2013-05-29 00:00:00	1301.3636	2013-05-29 00:00:00
V	840	2013-05-30 00:00:00		1431.5	2013-05-09 00:00:00
V	841	2012-05-30 00:00:00	2013-05-29 00:00:00	59.99	2013-05-29 00:00:00
V	842	2012-05-30 00:00:00	2013-05-29 00:00:00	125	2013-05-29 00:00:00
V	843	2012-05-30 00:00:00	2013-05-29 00:00:00	25	2013-05-29 00:00:00
V	844	2012-05-30 00:00:00	2013-05-29 00:00:00	19.99	2013-05-29 00:00:00
V	845	2012-05-30 00:00:00	2013-05-29 00:00:00	24.99	2013-05-29 00:00:00
V	846	2012-05-30 00:00:00	2013-05-29 00:00:00	13.99	2013-05-29 00:00:00
V	847	2012-05-30 00:00:00	2013-05-29 00:00:00	34.99	2013-05-29 00:00:00
V	848	2012-05-30 00:00:00	2013-05-29 00:00:00	44.99	2013-05-29 00:00:00
V	849	2012-05-30 00:00:00	2013-05-29 00:00:00	59.99	2013-05-29 00:00:00
V	850	2012-05-30 00:00:00	2013-05-29 00:00:00	59.99	2013-05-29 00:00:00
V	851	2012-05-30 00:00:00	2013-05-29 00:00:00	59.99	2013-05-29 00:00:00
V	852	2012-05-30 00:00:00	2013-05-29 00:00:00	74.99	2013-05-29 00:00:00
V	853	2012-05-30 00:00:00	2013-05-29 00:00:00	74.99	2013-05-29 00:00:00
V	854	2012-05-30 00:00:00	2013-05-29 00:00:00	74.99	2013-05-29 00:00:00
V	855	2012-05-30 00:00:00	2013-05-29 00:00:00	89.99	2013-05-29 00:00:00
V	856	2012-05-30 00:00:00	2013-05-29 00:00:00	89.99	2013-05-29 00:00:00
V	857	2012-05-30 00:00:00	2013-05-29 00:00:00	89.99	2013-05-29 00:00:00
V	858	2012-05-30 00:00:00	2013-05-29 00:00:00	23.5481	2013-05-29 00:00:00
V	858	2013-05-30 00:00:00		24.49	2013-05-09 00:00:00
V	859	2012-05-30 00:00:00	2013-05-29 00:00:00	23.5481	2013-05-29 00:00:00
V	859	2013-05-30 00:00:00		24.49	2013-05-09 00:00:00
V	860	2012-05-30 00:00:00	2013-05-29 00:00:00	23.5481	2013-05-29 00:00:00
V	860	2013-05-30 00:00:00		24.49	2013-05-09 00:00:00
V	861	2012-05-30 00:00:00	2013-05-29 00:00:00	37.99	2013-05-29 00:00:00
V	862	2012-05-30 00:00:00	2013-05-29 00:00:00	37.99	2013-05-29 00:00:00
V	863	2012-05-30 00:00:00	2013-05-29 00:00:00	37.99	2013-05-29 00:00:00
V	864	2013-05-30 00:00:00		63.5	2013-05-09 00:00:00
V	865	2013-05-30 00:00:00		63.5	2013-05-09 00:00:00
V	866	2013-05-30 00:00:00		63.5	2013-05-09 00:00:00
V	867	2013-05-30 00:00:00		69.99	2013-05-09 00:00:00
V	868	2013-05-30 00:00:00		69.99	2013-05-09 00:00:00
V	869	2013-05-30 00:00:00		69.99	2013-05-09 00:00:00
V	870	2013-05-30 00:00:00		4.99	2013-05-09 00:00:00
V	871	2013-05-30 00:00:00		9.99	2013-05-09 00:00:00
V	872	2013-05-30 00:00:00		8.99	2013-05-09 00:00:00
V	873	2013-05-30 00:00:00		2.29	2013-05-09 00:00:00
V	874	2013-05-30 00:00:00		8.99	2013-05-09 00:00:00
V	875	2013-05-30 00:00:00		8.99	2013-05-09 00:00:00
V	876	2013-05-30 00:00:00		120	2013-05-09 00:00:00
V	877	2013-05-30 00:00:00		7.95	2013-05-09 00:00:00
V	878	2013-05-30 00:00:00		21.98	2013-05-09 00:00:00
V	879	2013-05-30 00:00:00		159	2013-05-09 00:00:00
V	880	2013-05-30 00:00:00		54.99	2013-05-09 00:00:00
V	881	2013-05-30 00:00:00		53.99	2013-05-09 00:00:00
V	882	2013-05-30 00:00:00		53.99	2013-05-09 00:00:00
V	883	2013-05-30 00:00:00		53.99	2013-05-09 00:00:00
V	884	2013-05-30 00:00:00		53.99	2013-05-09 00:00:00
V	885	2013-05-30 00:00:00		1003.91	2013-05-09 00:00:00
V	886	2013-05-30 00:00:00		333.42	2013-05-09 00:00:00
V	887	2013-05-30 00:00:00		1003.91	2013-05-09 00:00:00
V	888	2013-05-30 00:00:00		1003.91	2013-05-09 00:00:00
V	889	2013-05-30 00:00:00		1003.91	2013-05-09 00:00:00
V	890	2013-05-30 00:00:00		1003.91	2013-05-09 00:00:00
V	891	2013-05-30 00:00:00		1003.91	2013-05-09 00:00:00
V	892	2013-05-30 00:00:00		1003.91	2013-05-09 00:00:00
V	893	2013-05-30 00:00:00		1003.91	2013-05-09 00:00:00
V	894	2013-05-30 00:00:00		121.46	2013-05-09 00:00:00
V	895	2013-05-30 00:00:00		333.42	2013-05-09 00:00:00
V	896	2013-05-30 00:00:00		333.42	2013-05-09 00:00:00
V	897	2013-05-30 00:00:00		333.42	2013-05-09 00:00:00
V	898	2013-05-30 00:00:00		333.42	2013-05-09 00:00:00
V	899	2013-05-30 00:00:00		333.42	2013-05-09 00:00:00
V	900	2013-05-30 00:00:00		333.42	2013-05-09 00:00:00
V	901	2013-05-30 00:00:00		333.42	2013-05-09 00:00:00
V	902	2013-05-30 00:00:00		333.42	2013-05-09 00:00:00
V	903	2013-05-30 00:00:00		333.42	2013-05-09 00:00:00
V	904	2013-05-30 00:00:00		364.09	2013-05-09 00:00:00
V	905	2013-05-30 00:00:00		364.09	2013-05-09 00:00:00
V	906	2013-05-30 00:00:00		364.09	2013-05-09 00:00:00
V	907	2013-05-30 00:00:00		106.5	2013-05-09 00:00:00
V	908	2013-05-30 00:00:00		27.12	2013-05-09 00:00:00
V	909	2013-05-30 00:00:00		39.14	2013-05-09 00:00:00
V	910	2013-05-30 00:00:00		52.64	2013-05-09 00:00:00
V	911	2013-05-30 00:00:00		27.12	2013-05-09 00:00:00
V	912	2013-05-30 00:00:00		39.14	2013-05-09 00:00:00
V	913	2013-05-30 00:00:00		52.64	2013-05-09 00:00:00
V	914	2013-05-30 00:00:00		27.12	2013-05-09 00:00:00
V	915	2013-05-30 00:00:00		39.14	2013-05-09 00:00:00
V	916	2013-05-30 00:00:00		52.64	2013-05-09 00:00:00
V	917	2013-05-30 00:00:00		264.05	2013-05-09 00:00:00
V	918	2013-05-30 00:00:00		264.05	2013-05-09 00:00:00
V	919	2013-05-30 00:00:00		264.05	2013-05-09 00:00:00
V	920	2013-05-30 00:00:00		264.05	2013-05-09 00:00:00
V	921	2013-05-30 00:00:00		4.99	2013-05-09 00:00:00
V	922	2013-05-30 00:00:00		3.99	2013-05-09 00:00:00
V	923	2013-05-30 00:00:00		4.99	2013-05-09 00:00:00
V	924	2013-05-30 00:00:00		249.79	2013-05-09 00:00:00
V	925	2013-05-30 00:00:00		249.79	2013-05-09 00:00:00
V	926	2013-05-30 00:00:00		249.79	2013-05-09 00:00:00
V	927	2013-05-30 00:00:00		249.79	2013-05-09 00:00:00
V	928	2013-05-30 00:00:00		24.99	2013-05-09 00:00:00
V	929	2013-05-30 00:00:00		29.99	2013-05-09 00:00:00
V	930	2013-05-30 00:00:00		35	2013-05-09 00:00:00
V	931	2013-05-30 00:00:00		21.49	2013-05-09 00:00:00
