\P\	Pos	CreditCardID\
V	41431	17303
V	41669	3742
V	41906	11691
V	42146	3749
V	42384	10429
V	42625	15641
V	42865	16716
V	43104	2755
V	43342	6966
V	43580	1178
V	44036	15759
V	44273	16913
V	44512	5858
V	44751	17051
V	44991	13712
V	45245	5577
V	45500	2364
V	45750	5528
V	46001	181
V	46248	15882
V	46501	14559
V	46757	11072
V	47012	8979
V	47262	8043
V	47514	12279
V	47770	9855
V	48020	14454
V	48277	18049
V	48527	18260
V	48780	3274
V	49033	11840
V	49286	19181
V	49541	6675
V	49794	6777
V	50047	11717
V	50297	1896
V	50552	4623
V	50805	14363
V	51055	1359
V	51307	10628
V	51559	6386
V	51814	18323
V	52065	4941
V	52317	3368
V	52571	15090
V	52826	13917
V	53073	204
V	53328	6005
V	53578	5343
V	53831	7167
V	54080	14729
V	54336	18316
V	54592	569
V	54844	11282
V	55096	6126
V	55348	16665
V	55607	13246
V	55846	11745
V	56101	9478
V	56347	12102
V	56603	16905
V	56855	14184
V	57111	13366
V	57366	13468
V	57621	18480
V	57871	4842
V	58121	11011
V	58374	8991
V	58624	17861
V	58879	6452
V	59135	7475
V	59388	8663
V	59640	9973
V	59889	13160
V	60143	13420
V	60385	13104
V	60639	10234
V	60891	15321
V	61143	4835
V	61393	161
V	61639	11815
V	61892	8103
V	62144	10270
V	62398	12177
V	62653	15798
V	62906	1660
V	63155	11781
V	63404	6264
V	63659	2470
V	63912	11637
V	64152	19192
V	64392	13339
V	64630	1714
V	64869	10141
V	65110	9202
V	65347	16992
V	65809	17432
V	66048	10726
V	66288	14446
V	66528	6963
V	66766	18586
V	67003	6819
V	67243	269
V	67481	18382
V	67720	4693
V	67958	17801
V	68199	14720
V	68436	3460
V	68675	9400
V	68914	12524
V	69154	1400
V	69391	11686
V	69632	19065
V	69872	10093
V	70108	18160
V	70347	4559
V	70586	1301
V	70825	1890
V	71063	8816
V	71301	12099
V	71538	9620
V	71774	4649
V	72013	5213
V	72252	13222
V	72493	13315
V	72734	19068
V	72975	9306
V	73213	5365
V	73449	8948
V	73688	9071
V	73927	14955
V	74166	7808
V	74402	6829
V	74639	3262
V	74878	6168
V	75118	10047
V	75358	11169
V	75598	3376
V	75835	18833
V	76072	5284
V	76309	9820
V	76771	2888
V	77010	4947
V	77246	18889
V	77487	4964
V	77727	3080
V	77964	6914
V	78203	12614
V	78441	1937
V	78676	17271
V	78915	14104
V	79155	13227
V	79394	13899
V	79631	14141
V	79872	6184
V	80112	17988
V	80349	11724
V	80586	16105
V	80826	17355
V	81281	15438
V	81521	755
V	81758	7605
V	81997	7892
V	82233	17810
V	82473	19108
V	82710	12375
V	82947	16251
V	83186	1092
V	83421	11353
V	83658	10690
V	83895	8115
V	84130	6987
V	84368	14278
V	84606	12059
V	84845	9929
V	85084	1535
V	85321	1166
V	85556	10257
V	85793	1971
V	86033	19150
V	86273	15531
V	86513	9126
V	86752	14687
V	86989	1612
V	87228	18337
V	87468	18877
V	87705	1052
V	87939	16032
V	88179	8632
V	88419	11205
V	88659	7382
V	88899	2858
V	89137	3976
V	89377	6608
V	89617	2640
V	90078	3004
V	90317	13645
V	90556	8038
V	90796	5552
V	91036	3590
V	91275	9720
V	91515	2390
V	91754	8507
V	91994	2190
V	92233	18340
V	92472	17758
V	92708	8186
V	92946	2264
V	93185	10308
V	93426	10199
V	93667	9615
V	93907	10386
V	94148	6432
V	94386	9195
V	94622	9227
V	94858	6347
V	95097	560
V	95334	5892
V	95573	527
V	95811	16022
V	96052	17376
V	96292	7682
V	96531	11757
V	96993	18925
V	97229	5295
V	97467	4476
V	97706	1032
V	97943	2726
V	98179	11488
V	98416	4428
V	98655	9426
V	98894	5660
V	99130	11278
V	99367	13521
V	99607	10181
V	99847	16488
V	100307	4758
V	100546	11841
V	100786	15467
V	101025	17368
V	101272	13278
V	101526	15448
V	101776	6065
V	102028	7829
V	102279	19011
V	102533	7604
V	102773	5110
V	103030	8552
V	103282	7454
V	103534	17600
V	103786	4357
V	104042	12698
V	104300	8033
V	104549	11056
V	104799	18407
V	105051	17935
V	105302	16253
V	105555	7126
V	105806	3047
V	106059	17062
V	106312	11555
V	106567	14064
V	106816	19154
V	107067	18100
V	107318	11215
V	107572	7392
V	107829	19078
V	108081	17658
V	108330	319
V	108580	6955
V	108832	17132
V	109082	7079
V	109326	7160
V	109577	7092
V	109826	5220
V	110077	15369
V	110330	18813
V	110586	778
V	110839	12933
V	111095	7146
V	111349	14486
V	111605	17669
V	111855	4524
V	112106	18707
V	112358	18418
V	112615	18496
V	112868	12214
V	113125	4215
V	113373	13601
V	113617	5164
V	113869	8882
V	114117	7845
V	114367	7293
V	114623	17915
V	114876	3788
V	115129	7600
V	115383	8010
V	115635	18875
V	116120	18596
V	116362	18155
V	116599	12023
V	116839	1885
V	117077	17637
V	117318	8864
V	117558	15063
V	117798	11954
V	118038	9271
V	118277	10701
V	118515	9421
V	118754	6938
V	119215	5943
V	119454	11199
V	119691	1825
V	119929	11287
V	120169	11451
V	120408	4342
V	120647	8586
V	120883	12835
V	121120	11919
V	121357	17511
V	121593	11701
V	121834	11528
V	122074	8177
V	122310	9144
V	122546	4362
V	122786	4050
V	123023	1278
V	123258	2503
V	123494	4741
V	123734	13692
V	123970	6672
V	124209	7236
V	124448	11655
V	124686	9705
V	124922	12230
V	125160	8098
V	125395	11838
V	125637	310
V	125874	6910
V	126113	11704
V	126353	7938
V	126592	3086
V	127047	12527
V	127287	14800
V	127527	4582
V	127766	15165
V	128003	8099
V	128242	4990
V	128482	8499
V	128717	246
V	128954	1976
V	129194	3755
V	129433	8926
V	129671	4370
V	129911	2181
V	130151	8000
V	130388	16064
V	130628	9579
V	130868	1268
V	131106	10570
V	131343	4004
V	131580	11892
V	131820	16165
V	132060	13927
V	132302	5744
V	132539	13503
V	132777	18544
V	133013	17795
V	133255	15638
V	133496	16696
V	133733	14651
V	134192	5785
V	134433	14419
V	134670	12278
V	134907	14883
V	135148	7544
V	135389	1493
V	135624	1704
V	135863	4891
V	136099	14810
V	136340	2703
V	136575	14054
V	136815	18241
V	137056	14111
V	137297	15215
V	137539	6247
V	137775	8865
V	138015	12060
V	138256	4128
V	138495	9366
V	138736	14096
V	138972	3957
V	139212	7999
V	139452	9745
V	139692	7295
V	139933	529
V	140167	6671
V	140407	17403
V	140644	8232
V	140884	5401
V	141124	8321
V	141364	7098
V	141604	2875
V	141840	12583
V	142078	13200
V	142319	2694
V	142560	9841
V	142799	11607
V	143040	10639
V	143281	14291
V	143523	9038
V	143983	15032
V	144220	18450
V	144462	6378
V	144699	7854
V	144935	14364
V	145171	2630
V	145411	2301
V	145652	13999
V	145894	10251
V	146131	13744
V	146368	15042
V	146609	11790
V	146850	1578
V	147089	14144
V	147330	14031
V	147570	9440
V	147809	2013
V	148049	8173
V	148290	18016
V	148526	5372
V	148767	10454
V	149009	13322
V	149250	4619
V	149487	14496
V	149724	9584
V	149964	13646
V	150206	13348
V	150670	3396
V	150910	9540
V	151150	4322
V	151398	1346
V	151655	10456
V	151914	15232
V	152168	806
V	152420	13349
V	152674	10370
V	152927	1566
V	153184	18017
V	153435	18502
V	153688	15538
V	153939	15875
V	154190	1417
V	154441	3980
V	154698	19204
V	154954	11886
V	155209	18153
V	155462	14030
V	155720	5093
V	155975	5439
V	156229	6653
V	156485	1402
V	156731	10
V	156962	10163
V	157218	16281
V	157469	5301
V	157720	76
V	157964	13045
V	158217	267
V	158466	2519
V	158711	3235
V	158961	14612
V	159210	12399
V	159463	13054
V	159717	242
V	159963	2337
V	160212	7176
V	160467	8937
V	160720	7083
V	160974	3339
V	161215	13497
V	161453	638
V	161690	4953
V	161930	10780
V	162171	385
V	162631	13301
V	162869	13938
V	163110	1554
V	163350	1439
V	163585	13998
V	163822	3782
V	164063	8671
V	164303	18243
V	164541	8640
V	164781	15905
V	165017	7265
V	165256	5117
V	165496	15344
V	165737	18704
V	165978	14071
V	166214	3234
V	166449	16348
V	166914	1987
V	167368	5515
V	167609	5020
V	167850	15568
V	168087	6167
V	168323	6471
V	168559	1205
V	168794	7914
V	169029	1454
V	169263	18583
V	169503	6498
V	169743	4392
V	169983	2340
V	170223	15606
V	170465	10642
V	170708	14759
V	171168	16368
V	171405	2532
V	171644	1591
V	171884	2432
V	172124	3109
V	172363	1144
V	172603	729
V	172837	4977
V	173077	17113
V	173318	18423
V	173559	1726
V	173799	11125
V	174041	18781
V	174283	14705
V	174523	17091
V	174760	15388
V	174996	8026
V	175236	5581
V	175476	14622
V	175718	18164
V	175959	15910
V	176197	4706
V	176433	4628
V	176670	13589
V	176907	6854
V	177146	9943
V	177386	12756
V	177851	11782
V	178092	2136
V	178332	18224
V	178573	15383
V	178810	13948
V	179048	7023
V	179283	16306
V	179519	18617
V	179761	1860
V	179997	14545
V	180235	9364
V	180475	9186
V	180715	5769
V	180954	10519
V	181192	3979
V	181428	16823
V	181665	4736
V	181904	16501
V	182144	4886
V	182383	5259
V	182619	16746
V	182856	268
V	183093	16641
V	183335	15289
V	183572	9343
V	183808	2459
V	184047	12037
V	184288	14229
V	184529	14483
V	184770	13294
V	185011	412
V	185249	3375
V	185488	14047
V	185725	19207
V	185967	10385
V	186208	17857
V	186449	2488
V	186690	1347
V	186926	3412
V	187163	13221
V	187405	3439
V	187645	157
V	187883	9433
V	188119	2345
V	188356	9587
V	188593	18245
V	188833	6753
V	189072	17620
V	189313	2346
V	189554	12747
V	189795	13210
V	190036	2698
V	190271	11022
V	190512	7331
V	190752	2325
V	190992	1171
V	191455	14148
V	191693	5339
V	191929	18626
V	192166	17780
V	192403	1133
V	192643	7633
V	192884	8127
V	193125	15451
V	193366	4430
V	193606	2717
V	193842	15433
V	194079	988
V	194313	12452
V	194554	2806
V	194794	2742
V	195035	9373
V	195274	15909
V	195734	12890
V	195975	15127
V	196215	3176
V	196454	8583
V	196694	9405
V	196934	8021
V	197173	3737
V	197414	11028
V	197651	13859
V	197887	11628
V	198127	15106
V	198369	5004
V	198609	14041
V	198850	1245
V	199088	11742
V	199324	13246
V	199577	16871
V	199825	5758
V	200075	5577
V	200329	3088
V	200582	5528
V	200833	13712
V	201087	2364
V	201338	15882
V	201588	181
V	201839	1163
V	202087	14559
V	202343	4459
V	202593	8979
V	202844	12279
V	203098	11072
V	203356	9855
V	203607	14454
V	203865	18049
V	204122	11840
V	204375	19181
V	204630	3274
V	204883	1684
V	205131	18260
V	205389	1896
V	205644	6675
V	205896	6777
V	206150	11717
V	206400	4623
V	206654	9043
V	206903	14363
V	207156	10628
V	207410	1359
V	207662	6386
V	207917	18323
V	208167	972
V	208411	4941
V	208664	204
V	208918	13917
V	209167	15090
V	209423	3368
V	209677	6005
V	209930	5343
V	210184	7167
V	210433	14729
V	210692	18316
V	210951	11282
V	211204	569
V	211459	18831
V	211710	16665
V	211970	6126
V	212223	9478
V	212471	11745
V	212728	14184
V	212986	12102
V	213243	4789
V	213485	13667
V	213729	13468
V	213985	16905
V	214239	11011
V	214493	4842
V	214746	13366
V	215002	15648
V	215249	17861
V	215503	8991
V	215754	18386
V	216003	6452
V	216259	11652
V	216507	8663
V	216760	7475
V	217013	9973
V	217268	13160
V	217522	13420
V	217771	15842
V	218014	10234
V	218268	15321
V	218521	13104
V	218775	161
V	219018	4835
V	219269	6191
V	219520	11815
V	219773	8103
V	220025	10270
V	220280	12177
V	220537	2759
V	220785	15798
V	221039	1660
V	221293	11781
V	221542	6264
V	221796	2470
V	222050	13261
V	222509	17701
V	222745	8849
V	222984	9230
V	223224	7042
V	223460	8971
V	223696	1931
V	223932	14662
V	224170	5628
V	224410	2633
V	224649	6223
V	224888	14573
V	225348	5521
V	225585	2801
V	225821	1288
V	226056	949
V	226293	10254
V	226533	2173
V	226773	13021
V	227014	2294
V	227251	3831
V	227487	5230
V	227728	15348
V	227968	4298
V	228209	14849
V	228451	2398
V	228690	735
V	228924	11957
V	229165	10507
V	229629	19022
V	229871	16007
V	230111	2011
V	230347	13609
V	230584	2609
V	230820	2811
V	231060	13250
V	231302	19164
V	231544	2634
V	231785	9376
V	232021	261
V	232255	7952
V	232491	16087
V	232728	14338
V	232965	9509
V	233202	11868
V	233666	12879
V	234130	15452
V	234371	10091
V	234612	17117
V	234852	18313
V	235090	5005
V	235330	10958
V	235570	5303
V	235809	7792
V	236049	13120
V	236286	10078
V	236523	7406
V	236763	17458
V	237004	11837
V	237245	17513
V	237486	3709
V	237728	6835
V	237964	6636
V	238200	3534
V	238435	6719
V	238675	19182
V	238916	223
V	239153	2334
V	239393	10618
V	239634	11312
V	239875	759
V	240112	1759
V	240347	5495
V	240582	18132
V	240819	967
V	241056	13014
V	241298	6625
V	241537	13272
V	241779	12353
V	242017	18919
V	242257	12162
V	242499	5503
V	242738	1429
V	242977	5011
V	243217	12574
V	243454	4865
V	243689	13204
V	243929	13628
V	244170	2277
V	244411	3279
V	244651	15971
V	244889	14045
V	245126	1903
V	245362	13827
V	245598	16223
V	245839	18941
V	246080	4936
V	246543	12111
V	246781	12003
V	247021	1157
V	247260	10406
V	247501	3407
V	247742	5910
V	247981	12457
V	248222	12632
V	248462	3244
V	248698	400
V	248933	9592
V	249169	6602
V	249409	8515
V	249651	18445
V	249892	12899
V	250133	5723
V	250373	4095
V	250612	8827
V	251289	16668
V	251530	5003
V	251769	4384
V	252009	4531
V	252249	18059
V	252490	13396
V	252732	10315
V	252969	6555
V	253204	16811
V	253446	5942
V	253686	4165
V	253925	10049
V	254162	6784
V	254398	11233
V	254636	2131
V	254871	12657
V	255112	16999
V	255349	4458
V	255589	7311
V	256052	11734
V	256289	16106
V	256531	16123
V	256772	18307
V	257008	7115
V	257248	16795
V	257491	16865
V	257728	13457
V	257969	1017
V	258208	7052
V	258447	3177
V	258683	11932
V	258919	14366
V	259156	2569
V	259396	19037
V	259637	8638
V	259877	17722
V	260119	8910
V	260355	18281
V	260596	8856
V	261060	17222
V	261297	2392
V	261532	2581
V	261773	11846
V	262014	12665
V	262255	17368
V	262506	13278
V	262757	19011
V	263012	7829
V	263265	6065
V	263522	5110
V	263780	8552
V	264038	7454
V	264293	3787
V	264537	4357
V	264795	12698
V	265054	16253
V	265302	18407
V	265557	8033
V	265808	17935
V	266062	7126
V	266316	3047
V	266569	11555
V	266826	19154
V	267080	14064
V	267331	11215
V	267582	18100
V	267837	7392
V	268093	19078
V	268344	17658
V	268594	319
V	268844	6955
V	269097	17132
V	269351	7160
V	269602	7079
V	269845	7092
V	270097	5220
V	270349	15369
V	270603	18813
V	270859	778
V	271113	7347
V	271360	12933
V	271616	14486
V	271873	7146
V	272127	17669
V	272379	18707
V	272634	16704
V	272882	4524
V	273133	18418
V	273389	12135
V	273638	17073
V	273882	4215
V	274130	18496
V	274384	12214
V	274641	13601
V	274885	5609
V	275133	5164
V	275385	7845
V	275638	8882
V	275887	16654
V	276136	7293
V	276394	626
V	276646	3788
V	276899	17915
V	277151	7600
V	277405	8010
V	277657	18875
V	277910	15682
V	278159	5413
V	278399	16457
V	278636	13844
V	278874	12811
V	279115	1895
V	279353	16987
V	279594	12362
V	279836	2883
V	280295	16624
V	280533	4059
V	280773	11800
V	281015	18250
V	281255	3424
V	281495	11398
V	281737	11413
V	281974	12307
V	282212	9346
V	282447	18578
V	282683	12620
V	282924	4927
V	283165	621
V	283404	6303
V	283644	18529
V	283885	16371
V	284121	4852
V	284357	3483
V	284593	978
V	284831	12312
V	285071	14574
V	285308	7009
V	285545	8600
V	285781	8511
V	286021	1814
V	286260	216
V	286498	3572
V	286738	15394
V	286976	8085
V	287212	3667
V	287452	15841
V	287694	15401
V	287932	10539
V	288169	16440
V	288629	1457
V	288868	7226
V	289107	6146
V	289346	13934
V	289586	5272
V	289826	3526
V	290285	4901
V	290521	10154
V	290761	6325
V	290997	18072
V	291238	14710
V	291479	10350
V	291720	16246
V	291961	12168
V	292202	7157
V	292442	9547
V	292682	17790
V	292922	9046
V	293161	3870
V	293400	18176
V	293642	10845
V	293879	12819
V	294120	12629
V	294361	17114
V	294602	13715
V	294839	10006
V	295076	15611
V	295316	10198
V	295553	4025
V	295789	7906
V	296025	971
V	296259	5172
V	296495	2303
V	296735	6231
V	296975	11760
V	297216	8883
V	297456	18235
V	297697	11374
V	297939	13729
V	298176	7893
V	298412	1452
V	298647	4390
V	298887	3914
V	299128	2178
V	299364	17184
V	299605	9708
V	299841	7006
V	300076	2650
V	300312	14236
V	300548	15009
V	300789	4044
V	301252	18887
V	301494	5197
V	301734	9873
V	301974	4019
V	302215	18377
V	302455	1640
V	302694	9285
V	302936	18065
V	303177	3601
V	303413	10289
V	303650	14861
V	303886	5157
V	304122	1650
V	304357	15944
V	304821	5426
V	305061	3816
V	305301	5141
V	305541	5130
V	305780	8006
V	306017	2872
V	306252	6589
V	306493	12149
V	306734	3293
V	306974	3830
V	307211	16924
V	307452	7174
V	307692	10041
V	307932	7665
V	308173	8336
V	308414	3691
V	308651	12644
V	308888	16264
V	309353	12558
V	309596	14303
V	309837	14260
V	310074	6179
V	310314	215
V	310548	380
V	311005	16983
V	311246	13867
V	311487	14859
V	311728	5917
V	311967	2576
V	312206	10498
V	312446	12367
V	312686	1547
V	312925	16377
V	313166	7577
V	313403	18757
V	313858	18658
V	314095	15618
V	314333	767
V	314570	18835
V	314810	14903
V	315051	16318
V	315292	8473
V	315528	8934
V	315768	4557
V	316005	9837
V	316241	17361
V	316477	11420
V	316713	7133
V	316948	7341
V	317189	6743
V	317430	14665
V	317670	16081
V	317911	1425
V	318147	6399
V	318383	18330
V	318621	12379
V	318862	3883
V	319323	13264
V	319560	11897
V	320016	10431
V	320257	8642
V	320497	7008
V	320737	3094
V	320973	8982
V	321214	6300
V	321450	14852
V	321692	14079
V	321932	19062
V	322173	8656
V	322412	2332
V	322649	2496
V	322884	14584
V	323125	2129
V	323365	8585
V	323605	11141
V	323842	18845
V	324079	18501
V	324315	17316
V	324552	4135
V	324787	17581
V	325029	3155
V	325269	14414
V	325510	17911
V	325970	4036
V	326206	8703
V	326443	3021
V	326683	6323
V	326923	3544
V	327164	3107
V	327403	5857
V	327640	4270
V	327880	17601
V	328116	4267
V	328356	1149
V	328594	4549
V	328833	7559
V	329074	8180
V	329310	18965
V	329551	8409
V	329791	6959
V	330032	15921
V	330273	16566
V	330513	8766
V	330753	6530
V	330993	4453
V	331229	8746
V	331465	7364
V	331701	3802
V	331941	15110
V	332182	3618
V	332421	13362
V	332663	11836
V	332904	7440
V	333140	5280
V	333376	18005
V	333613	10999
V	333850	8369
V	334089	1346
V	334345	10456
V	334604	4322
V	334852	6646
V	335098	806
V	335348	15232
V	335602	13349
V	335856	10370
V	336108	18502
V	336357	1566
V	336613	18017
V	336863	13693
V	337113	15538
V	337363	15875
V	337613	3980
V	337869	1417
V	338120	19204
V	338378	11886
V	338632	18153
V	338886	14030
V	339144	5439
V	339398	6653
V	339654	5093
V	339908	16281
V	340161	5301
V	340412	76
V	340660	13045
V	340914	267
V	341164	2519
V	341410	3235
V	341658	14612
V	341907	12399
V	342158	13054
V	342410	2337
V	342659	242
V	342905	15586
V	343153	7176
V	343408	8937
V	343660	7083
V	343910	10163
V	344165	10504
V	344402	13845
V	344639	15087
V	344875	9382
V	345114	17301
V	345355	10943
V	345597	19049
V	345835	12749
V	346076	10153
V	346317	12285
V	346559	11974
V	346801	4187
V	347036	7449
V	347272	12039
V	347514	9436
V	347754	5728
V	347994	9842
V	348235	13840
V	348695	7651
V	348931	1705
V	349166	13494
V	349403	11196
V	349639	8322
V	349879	12009
V	350116	11944
V	350354	18720
V	350591	13273
V	350832	4142
V	351072	9170
V	351308	98
V	351544	14898
V	351786	12268
V	352027	11500
V	352267	8707
V	352508	5989
V	352744	1913
V	352979	18499
V	353215	10274
V	353452	3807
V	353687	4120
V	353928	13611
V	354170	8464
V	354409	4734
V	354645	8149
V	354881	12796
V	355345	800
V	355584	15292
V	355821	8821
V	356058	9810
V	356298	7130
V	356537	3323
V	356778	16787
V	357014	13445
V	357251	4375
V	357488	8664
V	357728	5428
V	357965	12160
V	358206	10914
V	358447	964
V	358685	15972
V	358922	13603
V	359159	2268
V	359395	9825
V	359635	4380
V	359871	7038
V	360111	2595
V	360351	10346
V	360593	6033
V	360829	6888
V	361064	2403
V	361305	3775
V	361540	3955
V	361777	1707
V	362012	1811
V	362252	1608
V	362492	9466
V	362732	10827
V	362972	12394
V	363212	2296
V	363447	8486
V	363687	18063
V	363929	4461
V	364164	17802
V	364405	2966
V	364644	14764
V	364884	18116
V	365125	7859
V	365365	8980
V	365605	13051
V	365846	12945
V	366087	11415
V	366328	2260
V	366567	16862
V	366803	786
V	367037	2625
V	367273	14692
V	367510	4196
V	367746	16906
V	367987	2017
V	368227	7501
V	368466	10980
V	368708	13425
V	369174	8563
V	369413	7661
V	369652	12549
V	369894	15478
V	370136	6096
V	370377	11831
V	370620	6642
V	370856	977
V	371094	156
V	371327	874
V	371567	2386
V	372026	12613
V	372490	11121
V	372731	10732
V	372974	5201
V	373209	11130
V	373447	11367
V	373684	2566
V	373924	11703
V	374165	10765
V	374405	15473
V	374641	822
V	374875	3168
V	375112	17002
V	375352	14068
V	375589	6651
V	375825	5243
V	376065	902
V	376303	13688
V	376543	15297
V	376780	9657
V	377016	16710
V	377253	6876
V	377489	7059
V	377724	4806
V	377965	8870
V	378201	764
V	378439	561
V	378673	16700
V	378915	18314
V	379157	3952
V	379392	13863
V	379628	2674
V	379864	3898
V	380104	1697
V	380343	8251
V	380579	7243
V	380819	16759
V	381061	1079
V	381299	13478
V	381535	4541
V	381771	6737
V	382011	9116
V	382251	17859
V	382491	7931
V	382726	4153
V	382962	11144
V	383199	1067
V	383434	16984
V	383674	1058
V	383913	15043
V	384155	18
V	384390	418
V	384627	16030
V	384867	15574
V	385109	213
V	385343	10554
V	385579	9906
V	385819	7159
V	386274	16369
V	386511	10661
V	386747	3477
V	386987	3206
V	387226	7766
V	387463	2446
V	387699	2869
V	387935	8053
V	388171	15601
V	388408	10389
V	388648	16575
V	388889	13712
V	389143	5758
V	389393	5528
V	389644	5577
V	389897	2364
V	390148	1163
V	390397	181
V	390648	15882
V	390901	14559
V	391158	4459
V	391409	12279
V	391663	8979
V	391916	11072
V	392173	9855
V	392423	14454
V	392681	1684
V	392929	18049
V	393182	19181
V	393436	18260
V	393694	3274
V	393947	11840
V	394200	11717
V	394447	6675
V	394700	6777
V	394954	1896
V	395208	4623
V	395461	9043
V	395704	10628
V	395958	6386
V	396214	14363
V	396467	1359
V	396718	18323
V	396969	4941
V	397223	3368
V	397478	204
V	397730	15090
V	397985	6005
V	398237	5343
V	398490	7167
V	398741	14729
V	398998	18316
V	399254	569
V	399505	16665
V	399761	6126
V	400014	11282
V	400270	13246
V	400523	9478
V	400772	11745
V	401027	12102
V	401284	14184
V	401542	13667
V	401794	13468
V	402050	11011
V	402302	13366
V	402557	4842
V	402806	17861
V	403062	8991
V	403314	6452
V	403570	11652
V	403818	18386
V	404069	7475
V	404322	8663
V	404573	9973
V	404827	13160
V	405081	13420
V	405322	10234
V	405574	13104
V	405828	161
V	406075	15321
V	406329	4835
V	406580	11815
V	406833	8103
V	407085	10270
V	407340	12177
V	407596	2759
V	407844	15798
V	408098	1660
V	408350	6264
V	408604	2470
V	408857	13874
V	409099	18922
V	409336	14839
V	409572	13820
V	409813	17966
V	410054	7933
V	410294	6691
V	410530	13534
V	410772	6404
V	411008	14289
V	411245	4514
V	411481	14163
V	411723	18029
V	411959	15688
V	412200	17546
V	412437	14275
V	412674	7319
V	412915	3210
V	413155	17681
V	413396	17866
V	413633	2651
V	413874	19063
V	414111	10471
V	414352	15790
V	414589	9912
V	414829	14390
V	415294	15411
V	415530	15402
V	415766	15654
V	416007	4546
V	416248	6836
V	416487	1722
V	416727	7997
V	416964	7021
V	417201	12968
V	417438	12261
V	417679	4171
V	417916	15730
V	418152	10068
V	418392	16346
V	418629	7396
V	418869	10223
V	419107	12683
V	419343	3295
V	419579	18761
V	419821	11906
V	420062	14147
V	420303	12042
V	420541	17967
V	420782	2882
V	421018	6872
V	421258	13711
V	421500	11872
V	421742	8817
V	422201	8800
V	422442	15354
V	422683	8635
V	422923	8241
V	423159	16250
V	423400	743
V	423633	7246
V	423870	7668
V	424106	15624
V	424348	2267
V	424584	2001
V	424821	13000
V	425282	8535
V	425517	9014
V	425753	5165
V	425990	16789
V	426227	5721
V	426467	10934
V	426708	13684
V	426950	16076
V	427191	10369
V	427428	5195
V	427667	6733
V	427903	9798
V	428144	6196
V	428381	5086
V	428616	18510
V	428857	4539
V	429093	4243
V	429329	15485
V	429566	17533
V	429803	9833
V	430258	2853
V	430498	4169
V	430734	11277
V	430971	9365
V	431208	14428
V	431449	17050
V	431686	3859
V	431922	7647
V	432158	14583
V	432395	15244
V	432636	5926
V	432877	10659
V	433114	3595
V	433354	16473
V	433594	9503
V	433830	16777
V	434067	10722
V	434304	2100
V	434544	10008
V	434781	12865
V	435022	723
V	435256	15956
V	435497	16293
V	435734	5364
V	435974	10005
V	436215	15398
V	436456	13697
V	436693	10037
V	436930	281
V	437164	251
V	437403	15430
V	437643	16056
