OpFlag	BusinessEntityID	RateChangeDate	Rate	PayFrequency	ModifiedDate
V	162	2009-01-03 00:00:00	10	1	2014-06-30 00:00:00
V	163	2009-02-08 00:00:00	10	1	2014-06-30 00:00:00
V	164	2009-03-06 00:00:00	10	1	2014-06-30 00:00:00
V	165	2009-01-22 00:00:00	10	1	2014-06-30 00:00:00
V	166	2009-02-21 00:00:00	25	2	2014-06-30 00:00:00
V	167	2008-12-02 00:00:00	6.5	1	2008-11-18 00:00:00
V	167	2011-12-01 00:00:00	7.25	1	2011-11-17 00:00:00
V	167	2013-07-14 00:00:00	9.5	1	2013-06-30 00:00:00
V	168	2008-12-07 00:00:00	9.5	1	2014-06-30 00:00:00
V	169	2008-12-14 00:00:00	9.5	1	2014-06-30 00:00:00
V	170	2008-12-21 00:00:00	6.5	1	2008-12-07 00:00:00
V	170	2011-12-01 00:00:00	7.25	1	2011-11-17 00:00:00
V	170	2013-07-14 00:00:00	9.5	1	2013-06-30 00:00:00
V	171	2009-01-02 00:00:00	9.5	1	2014-06-30 00:00:00
V	172	2009-01-16 00:00:00	6.5	1	2009-01-02 00:00:00
V	172	2011-12-01 00:00:00	7.25	1	2011-11-17 00:00:00
V	172	2013-07-14 00:00:00	9.5	1	2013-06-30 00:00:00
V	173	2009-01-21 00:00:00	9.5	1	2014-06-30 00:00:00
V	174	2009-01-27 00:00:00	6.75	1	2009-01-13 00:00:00
V	174	2011-12-01 00:00:00	7.25	1	2011-11-17 00:00:00
V	174	2013-07-14 00:00:00	9.5	1	2013-06-30 00:00:00
V	175	2009-02-02 00:00:00	6.5	1	2009-01-19 00:00:00
V	175	2011-12-01 00:00:00	7.25	1	2011-11-17 00:00:00
V	175	2013-07-14 00:00:00	9.5	1	2013-06-30 00:00:00
V	176	2009-02-14 00:00:00	6.5	1	2009-01-31 00:00:00
V	176	2011-12-01 00:00:00	7.25	1	2011-11-17 00:00:00
V	176	2013-07-14 00:00:00	9.5	1	2013-06-30 00:00:00
V	177	2009-02-21 00:00:00	6.5	1	2009-02-07 00:00:00
V	177	2011-12-01 00:00:00	7.25	1	2011-11-17 00:00:00
V	177	2013-07-14 00:00:00	9.5	1	2013-06-30 00:00:00
V	178	2009-03-03 00:00:00	6.5	1	2009-02-17 00:00:00
V	178	2011-12-01 00:00:00	7	1	2011-11-17 00:00:00
V	178	2013-07-14 00:00:00	9.5	1	2013-06-30 00:00:00
V	179	2009-03-05 00:00:00	9.5	1	2014-06-30 00:00:00
V	180	2009-02-20 00:00:00	25	2	2014-06-30 00:00:00
V	181	2008-12-09 00:00:00	14	1	2014-06-30 00:00:00
V	182	2008-12-28 00:00:00	14	1	2014-06-30 00:00:00
V	183	2009-01-22 00:00:00	14	1	2014-06-30 00:00:00
V	184	2009-02-09 00:00:00	14	1	2014-06-30 00:00:00
V	185	2009-02-28 00:00:00	14	1	2014-06-30 00:00:00
V	186	2009-02-08 00:00:00	25	2	2014-06-30 00:00:00
V	187	2008-12-09 00:00:00	10	1	2014-06-30 00:00:00
V	188	2008-12-27 00:00:00	10	1	2014-06-30 00:00:00
V	189	2009-01-15 00:00:00	10	1	2014-06-30 00:00:00
V	190	2009-02-02 00:00:00	10	1	2014-06-30 00:00:00
V	191	2009-02-26 00:00:00	10	1	2014-06-30 00:00:00
V	192	2009-03-05 00:00:00	25	2	2014-06-30 00:00:00
V	193	2008-12-06 00:00:00	15	1	2014-06-30 00:00:00
V	194	2008-12-12 00:00:00	15	1	2014-06-30 00:00:00
V	195	2008-12-17 00:00:00	15	1	2014-06-30 00:00:00
V	196	2008-12-24 00:00:00	15	1	2014-06-30 00:00:00
V	197	2008-12-31 00:00:00	15	1	2014-06-30 00:00:00
V	198	2009-01-04 00:00:00	15	1	2014-06-30 00:00:00
V	199	2009-01-12 00:00:00	15	1	2014-06-30 00:00:00
V	200	2009-01-17 00:00:00	15	1	2014-06-30 00:00:00
V	201	2009-01-29 00:00:00	15	1	2014-06-30 00:00:00
V	202	2009-02-05 00:00:00	15	1	2014-06-30 00:00:00
V	203	2009-02-24 00:00:00	15	1	2014-06-30 00:00:00
V	204	2009-03-08 00:00:00	15	1	2014-06-30 00:00:00
V	205	2009-02-26 00:00:00	25	2	2014-06-30 00:00:00
V	206	2008-12-02 00:00:00	10	1	2014-06-30 00:00:00
V	207	2008-12-02 00:00:00	10	1	2014-06-30 00:00:00
V	208	2009-01-08 00:00:00	10	1	2014-06-30 00:00:00
V	209	2009-01-27 00:00:00	10	1	2014-06-30 00:00:00
V	210	2009-02-20 00:00:00	10	1	2014-06-30 00:00:00
V	211	2009-02-28 00:00:00	28.8462	2	2014-06-30 00:00:00
V	212	2008-12-09 00:00:00	21.6346	2	2014-06-30 00:00:00
V	213	2010-02-23 00:00:00	10.5769	2	2014-06-30 00:00:00
V	214	2009-02-02 00:00:00	10.5769	2	2014-06-30 00:00:00
V	215	2009-01-15 00:00:00	10.5769	2	2014-06-30 00:00:00
V	216	2008-12-28 00:00:00	10.5769	2	2014-06-30 00:00:00
V	217	2009-01-04 00:00:00	17.7885	2	2014-06-30 00:00:00
V	218	2008-12-16 00:00:00	16.8269	2	2014-06-30 00:00:00
V	219	2009-01-22 00:00:00	10.25	2	2014-06-30 00:00:00
V	220	2009-02-09 00:00:00	10.25	2	2014-06-30 00:00:00
V	221	2009-03-06 00:00:00	16.8269	2	2014-06-30 00:00:00
V	222	2008-12-12 00:00:00	23.5577	2	2014-06-30 00:00:00
V	223	2009-01-26 00:00:00	16	2	2014-06-30 00:00:00
V	224	2008-01-08 00:00:00	8.62	2	2007-12-25 00:00:00
V	224	2011-08-31 00:00:00	13.5	2	2011-08-17 00:00:00
V	224	2012-01-01 00:00:00	16	2	2011-12-18 00:00:00
V	225	2009-02-13 00:00:00	16	2	2014-06-30 00:00:00
V	226	2009-03-03 00:00:00	16	2	2014-06-30 00:00:00
V	227	2009-12-02 00:00:00	24.0385	2	2014-06-30 00:00:00
V	228	2008-12-14 00:00:00	20.4327	2	2014-06-30 00:00:00
V	229	2010-02-16 00:00:00	9.25	1	2014-06-30 00:00:00
V	230	2010-03-05 00:00:00	9.25	1	2014-06-30 00:00:00
V	231	2010-03-07 00:00:00	9.25	1	2014-06-30 00:00:00
V	232	2010-01-27 00:00:00	9.25	1	2014-06-30 00:00:00
V	233	2009-12-21 00:00:00	9.75	2	2014-06-30 00:00:00
V	234	2009-01-31 00:00:00	39.06	2	2009-01-17 00:00:00
V	234	2011-11-14 00:00:00	48.5577	2	2011-10-31 00:00:00
V	234	2012-01-29 00:00:00	60.0962	2	2012-01-15 00:00:00
V	235	2008-12-06 00:00:00	27.1394	2	2014-06-30 00:00:00
V	236	2009-02-25 00:00:00	13.9423	2	2014-06-30 00:00:00
V	237	2009-02-06 00:00:00	13.9423	2	2014-06-30 00:00:00
V	238	2009-01-01 00:00:00	18.2692	2	2014-06-30 00:00:00
V	239	2008-12-25 00:00:00	16.5865	2	2014-06-30 00:00:00
V	240	2008-12-13 00:00:00	18.2692	2	2014-06-30 00:00:00
V	241	2009-01-30 00:00:00	34.7356	2	2014-06-30 00:00:00
V	242	2008-12-18 00:00:00	19	2	2014-06-30 00:00:00
V	243	2009-01-06 00:00:00	19	2	2014-06-30 00:00:00
V	244	2009-01-24 00:00:00	19	2	2014-06-30 00:00:00
V	245	2009-02-18 00:00:00	26.4423	2	2014-06-30 00:00:00
V	246	2009-02-11 00:00:00	19	2	2014-06-30 00:00:00
V	247	2009-03-01 00:00:00	19	2	2014-06-30 00:00:00
V	248	2009-03-08 00:00:00	26.4423	2	2014-06-30 00:00:00
V	249	2008-12-25 00:00:00	43.2692	2	2014-06-30 00:00:00
V	250	2011-02-21 00:00:00	9.86	2	2011-02-07 00:00:00
V	250	2011-07-30 00:00:00	22.5	2	2011-07-16 00:00:00
V	250	2012-07-14 00:00:00	30	2	2012-06-30 00:00:00
V	251	2009-02-10 00:00:00	18.2692	2	2014-06-30 00:00:00
V	252	2009-02-28 00:00:00	18.2692	2	2014-06-30 00:00:00
V	253	2009-12-17 00:00:00	18.2692	2	2014-06-30 00:00:00
V	254	2010-01-04 00:00:00	18.2692	2	2014-06-30 00:00:00
V	255	2010-01-11 00:00:00	18.2692	2	2014-06-30 00:00:00
V	256	2010-01-23 00:00:00	18.2692	2	2014-06-30 00:00:00
V	257	2010-01-27 00:00:00	18.2692	2	2014-06-30 00:00:00
V	258	2010-01-31 00:00:00	18.2692	2	2014-06-30 00:00:00
V	259	2010-03-09 00:00:00	18.2692	2	2014-06-30 00:00:00
V	260	2010-12-06 00:00:00	12.75	2	2014-06-30 00:00:00
V	261	2010-12-25 00:00:00	12.75	2	2014-06-30 00:00:00
V	262	2009-01-12 00:00:00	13.4615	2	2014-06-30 00:00:00
V	263	2008-12-11 00:00:00	50.4808	2	2014-06-30 00:00:00
V	264	2009-02-04 00:00:00	39.6635	2	2014-06-30 00:00:00
V	265	2008-12-04 00:00:00	32.4519	2	2014-06-30 00:00:00
V	266	2009-02-23 00:00:00	32.4519	2	2014-06-30 00:00:00
V	267	2009-02-16 00:00:00	27.4038	2	2014-06-30 00:00:00
V	268	2009-02-03 00:00:00	27.4038	2	2014-06-30 00:00:00
V	269	2009-01-11 00:00:00	27.4038	2	2014-06-30 00:00:00
V	270	2009-01-17 00:00:00	38.4615	2	2014-06-30 00:00:00
V	271	2009-01-22 00:00:00	38.4615	2	2014-06-30 00:00:00
V	272	2008-12-23 00:00:00	27.4038	2	2014-06-30 00:00:00
V	273	2011-02-15 00:00:00	72.1154	2	2014-06-30 00:00:00
V	274	2011-01-04 00:00:00	48.101	2	2014-06-30 00:00:00
V	275	2011-05-31 00:00:00	23.0769	2	2014-06-30 00:00:00
V	276	2011-05-31 00:00:00	23.0769	2	2014-06-30 00:00:00
V	277	2011-05-31 00:00:00	23.0769	2	2014-06-30 00:00:00
V	278	2011-05-31 00:00:00	23.0769	2	2014-06-30 00:00:00
V	279	2011-05-31 00:00:00	23.0769	2	2014-06-30 00:00:00
V	280	2011-05-31 00:00:00	23.0769	2	2014-06-30 00:00:00
V	281	2011-05-31 00:00:00	23.0769	2	2014-06-30 00:00:00
V	282	2011-05-31 00:00:00	23.0769	2	2014-06-30 00:00:00
V	283	2011-05-31 00:00:00	23.0769	2	2014-06-30 00:00:00
V	284	2012-09-30 00:00:00	23.0769	2	2014-06-30 00:00:00
V	285	2013-03-14 00:00:00	48.101	2	2014-06-30 00:00:00
V	286	2013-05-30 00:00:00	23.0769	2	2014-06-30 00:00:00
V	287	2012-04-16 00:00:00	48.101	2	2014-06-30 00:00:00
V	288	2013-05-30 00:00:00	23.0769	2	2014-06-30 00:00:00
V	289	2012-05-30 00:00:00	23.0769	2	2014-06-30 00:00:00
V	290	2012-05-30 00:00:00	23.0769	2	2014-06-30 00:00:00
