\P\	Pos	StateProvinceID\
V	27962	79
V	28109	79
V	28258	79
V	28409	79
V	28557	79
V	28703	79
V	28851	79
V	28997	79
V	29146	79
V	29295	79
V	29442	79
V	29587	79
V	29731	79
V	29872	79
V	30019	79
V	30168	79
V	30318	79
V	30463	79
V	30609	79
V	30757	79
V	30903	79
V	31049	79
V	31194	79
V	31341	79
V	31483	79
V	31625	79
V	31774	79
V	31921	79
V	32066	79
V	32217	79
V	32360	79
V	32504	79
V	32653	79
V	32798	79
V	32944	79
V	33090	79
V	33238	79
V	33386	79
V	33533	79
V	33680	79
V	33824	79
V	33970	79
V	34119	79
V	34265	79
V	34419	79
V	34567	79
V	34716	79
V	34862	79
V	35009	79
V	35153	79
V	35297	79
V	35441	79
V	35589	79
V	35736	79
V	35883	79
V	36027	79
V	36174	79
V	36321	79
V	36471	79
V	36621	79
V	36772	79
V	36925	79
V	37082	79
V	37234	79
V	37387	79
V	37539	79
V	37689	79
V	37838	79
V	37988	79
V	38137	79
V	38289	79
V	38431	79
V	38573	79
V	38713	79
V	38854	79
V	39001	79
V	39153	79
V	39300	79
V	39442	79
V	39586	79
V	39737	79
V	39881	79
V	40026	79
V	40177	79
V	40324	79
V	40466	79
V	40617	79
V	40761	79
V	40906	79
V	41054	79
V	41202	79
V	41348	79
V	41500	79
V	41642	79
V	41789	79
V	41933	79
V	42077	79
V	42220	79
V	42364	79
V	42513	79
V	42659	79
V	42805	79
V	42948	79
V	43090	79
V	43235	79
V	43382	79
V	43529	79
V	43672	79
V	43817	79
V	43965	79
V	44111	9
V	44259	79
V	44406	9
V	44547	9
V	44697	9
V	44838	9
V	44981	58
V	45128	79
V	45280	79
V	45429	23
V	45582	40
V	45727	58
V	45880	72
V	46025	9
V	46176	58
V	46325	40
V	46471	9
V	46616	40
V	46767	6
V	46910	9
V	47057	9
V	47202	58
V	47348	9
V	47511	79
V	47655	73
V	47796	17
V	47937	9
V	48081	9
V	48225	24
V	48367	9
V	48511	37
V	48662	79
V	48813	9
V	48954	79
V	49100	79
V	49246	9
V	49400	9
V	49545	23
V	49686	48
V	49830	79
V	49977	52
V	50123	9
V	50270	79
V	50415	10
V	50559	6
V	50703	54
V	50853	9
V	50999	9
V	51141	6
V	51289	9
V	51438	44
V	51589	9
V	51738	82
V	51883	9
V	52019	58
V	52167	9
V	52307	74
V	52456	9
V	52614	74
V	52759	9
V	52902	9
V	53052	9
V	53197	9
V	53344	58
V	53484	9
V	53640	58
V	53782	9
V	53931	9
V	54085	58
V	54226	9
V	54372	58
V	54509	79
V	54651	58
V	54795	35
V	54939	79
V	55087	54
V	55230	79
V	55372	79
V	55518	58
V	55664	79
V	55812	30
V	55959	9
V	56109	9
V	56258	79
V	56409	58
V	56555	79
V	56701	9
V	56842	79
V	56994	79
V	57135	9
V	57283	79
V	57426	79
V	57572	9
V	57712	79
V	57860	37
V	58005	79
V	58147	9
V	58288	79
V	58428	79
V	58576	9
V	58722	58
V	58861	79
V	59003	73
V	59154	59
V	59301	50
V	59448	50
V	59611	66
V	59790	50
V	59935	50
V	60082	50
V	60235	50
V	60379	50
V	60534	50
V	60679	64
V	60829	50
V	60980	77
V	61147	50
V	61288	77
V	61433	77
V	61591	50
V	61752	50
V	61903	50
V	62047	50
V	62204	66
V	62346	64
V	62493	50
V	62654	50
V	62803	50
V	62952	50
V	63095	50
V	63258	50
V	63407	50
V	63559	77
V	63710	50
V	63864	50
V	64019	50
V	64163	77
V	64316	50
V	64471	50
V	64625	66
V	64771	50
V	64910	77
V	65061	50
V	65214	50
V	65364	7
V	65512	57
V	65660	57
V	65808	57
V	65961	57
V	66105	63
V	66248	1
V	66393	57
V	66546	63
V	66693	57
V	66846	57
V	66993	7
V	67136	7
V	67287	57
V	67434	57
V	67586	57
V	67738	57
V	67884	57
V	68036	57
V	68188	63
V	68342	63
V	68500	1
V	68646	1
V	68798	7
V	68942	7
V	69098	57
V	69244	63
V	69408	7
V	69561	7
V	69711	7
V	69860	1
V	70012	57
V	70163	57
V	70318	57
V	70470	57
V	70626	57
V	70780	63
V	70920	57
V	71073	57
V	71228	63
V	71375	63
V	71533	63
V	71694	1
V	71847	7
V	71993	57
V	72143	57
V	72287	63
V	72436	63
V	72603	31
V	72756	41
V	72916	57
V	73074	57
V	73237	7
V	73392	7
V	73540	57
V	73696	57
V	73850	63
V	74008	1
V	74163	31
V	74304	1
V	74469	1
V	74621	7
V	74769	57
V	74915	7
V	75074	7
V	75236	57
V	75381	63
V	75545	63
V	75692	7
V	75854	57
V	76011	57
V	76161	57
V	76308	57
V	76459	57
V	76608	1
V	76757	63
V	76909	57
V	77061	7
V	77218	7
V	77365	63
V	77526	57
V	77682	1
V	77828	7
V	77977	57
V	78129	7
V	78275	57
V	78420	57
V	78574	57
V	78727	57
V	78872	63
V	79007	57
V	79171	63
V	79328	57
V	79489	57
V	79648	57
V	79809	57
V	79957	63
V	80109	63
V	80260	57
V	80406	7
V	80567	57
V	80720	1
V	80877	57
V	81033	57
V	81175	57
V	81322	57
V	81471	57
V	81636	63
V	81788	1
V	81957	57
V	82109	57
V	82269	63
V	82437	63
V	82598	1
V	82762	73
V	82911	73
V	83070	73
V	83215	68
V	83371	36
V	83523	73
V	83670	24
V	83819	24
V	83959	73
V	84104	24
V	84256	73
V	84402	73
V	84551	24
V	84696	73
V	84840	24
V	84990	73
V	85132	24
V	85276	24
V	85429	73
V	85584	73
V	85728	24
V	85870	73
V	86019	73
V	86161	73
V	86302	24
V	86460	37
V	86609	24
V	86747	37
V	86901	73
V	87053	73
V	87210	73
V	87372	36
V	87526	73
V	87686	73
V	87835	73
V	87982	24
V	88126	37
V	88272	73
V	88421	73
V	88571	24
V	88712	37
V	88856	37
V	89005	37
V	89158	73
V	89307	73
V	89469	24
V	89612	73
V	89765	80
V	89914	73
V	90068	73
V	90221	80
V	90369	68
V	90511	73
V	90667	24
V	90807	73
V	90952	73
V	91098	73
V	91249	73
V	91396	80
V	91544	37
V	91692	73
V	91841	36
V	91985	36
V	92127	73
V	92275	73
V	92413	37
V	92559	80
V	92706	73
V	92854	24
V	93006	36
V	93150	37
V	93304	73
V	93449	37
V	93603	73
V	93764	36
V	93914	37
V	94066	14
V	94222	14
V	94399	14
V	94562	14
V	94709	14
V	94881	14
V	95035	14
V	95174	14
V	95316	14
V	95452	14
V	95613	14
V	95786	14
V	95951	14
V	96102	14
V	96248	14
V	96402	14
V	96554	14
V	96718	14
V	96862	14
V	97020	14
V	97170	14
V	97318	14
V	97469	14
V	97629	14
V	97777	14
V	97933	14
V	98090	14
V	98234	14
V	98379	14
V	98525	14
V	98672	14
V	98823	14
V	98972	14
V	99122	14
V	99269	14
V	99435	14
V	99600	14
V	99759	14
V	99909	14
V	100074	14
V	100232	177
V	100395	161
V	100554	145
V	100714	177
V	100892	178
V	101054	179
V	101211	127
V	101373	178
V	101537	161
V	101696	131
V	101855	117
V	102019	163
V	102183	178
V	102347	180
V	102503	161
V	102663	163
V	102833	161
V	102987	179
V	103144	178
V	103319	161
V	103481	177
V	103642	161
V	103802	118
V	103972	161
V	104127	179
V	104283	177
V	104442	127
V	104606	131
V	104769	177
V	104942	181
V	105107	161
V	105270	148
V	105446	161
V	105613	161
V	105777	177
V	105935	161
V	106105	161
V	106260	145
V	106428	178
V	106589	178
V	106752	70
V	106914	70
V	107057	85
V	107224	20
V	107372	20
V	107511	19
V	107660	19
V	107805	20
V	107942	53
V	108084	70
V	108254	20
V	108400	19
V	108548	19
V	108702	70
V	108852	8
V	109010	53
V	109151	70
V	109299	20
V	109452	70
V	109602	19
V	109747	19
V	109891	20
V	110039	70
V	110176	53
V	110321	20
V	110468	70
V	110613	85
V	110773	19
V	110916	19
V	111087	70
V	111230	20
V	111372	53
V	111519	70
V	111663	53
V	111817	8
V	111987	8
V	112134	20
V	112280	20
V	112440	70
V	112589	53
V	112743	75
V	112900	35
V	113049	65
V	113205	25
V	113364	30
V	113511	54
V	113676	11
V	113819	46
V	113960	55
V	114102	75
V	114264	30
V	114407	33
V	114558	11
V	114706	54
V	114849	11
V	115000	54
V	115152	25
V	115299	65
V	115441	55
V	115586	35
V	115739	35
V	115886	35
V	116038	11
V	116183	11
V	116328	54
V	116481	25
V	116637	11
V	116783	11
V	116928	55
V	117070	55
V	117222	35
V	117377	35
V	117523	25
V	117685	35
V	117831	35
V	117982	54
V	118138	54
V	118297	25
V	118453	55
V	118602	35
V	118746	35
V	118897	55
V	119048	35
V	119193	25
V	119341	54
V	119493	25
V	119645	35
V	119795	25
V	119949	75
V	120114	30
V	120252	75
V	120412	35
V	120561	75
V	120721	30
V	120862	46
V	121017	35
V	121159	65
V	121308	54
V	121456	54
V	121614	55
V	121764	30
V	121910	46
V	122064	55
V	122214	55
V	122373	55
V	122522	46
V	122664	46
V	122809	54
V	122949	25
V	123096	33
V	123237	35
V	123379	35
V	123530	55
V	123679	54
V	123830	11
V	123980	55
V	124124	11
V	124266	79
V	124413	79
V	124557	79
V	124707	79
V	124857	79
V	125006	40
V	125158	58
V	125304	58
V	125441	79
V	125591	58
V	125738	58
V	125896	79
V	126052	79
V	126199	23
V	126353	79
V	126503	79
V	126651	79
V	126794	79
V	126940	58
V	127087	58
V	127239	58
V	127396	58
V	127549	79
V	127690	79
V	127836	79
V	127985	79
V	128136	79
V	128288	79
V	128432	79
V	128587	79
V	128735	79
V	128893	79
V	129039	79
V	129182	79
V	129328	79
V	129473	79
V	129621	79
V	129767	79
V	129909	79
V	130060	79
V	130209	79
V	130363	79
V	130511	58
V	130659	82
V	130809	79
V	130957	23
V	131103	79
V	131250	79
V	131392	79
V	131542	40
V	131686	58
V	131822	58
V	131963	79
V	132110	79
V	132262	58
V	132403	23
V	132546	79
V	132690	82
V	132832	40
V	132985	79
V	133137	82
V	133280	82
V	133433	79
V	133580	79
V	133729	58
V	133877	79
V	134025	58
V	134177	79
V	134333	82
V	134485	79
V	134643	58
V	134794	58
V	134948	79
V	135098	79
V	135253	58
V	135399	58
V	135561	15
V	135716	72
V	135864	15
V	136015	72
V	136162	3
V	136313	72
V	136460	72
V	136603	42
V	136746	15
V	136890	15
V	137038	15
V	137181	15
V	137329	17
V	137479	17
V	137635	72
V	137777	72
V	137927	17
V	138084	15
V	138232	72
V	138389	17
V	138537	15
V	138689	3
V	138835	42
V	138994	42
V	139152	3
V	139300	27
V	139457	15
V	139604	15
V	139752	15
V	139892	15
V	140049	15
V	140201	72
V	140348	3
V	140499	27
V	140655	39
V	140807	15
V	140969	3
V	141119	72
V	141262	72
V	141411	17
V	141560	17
V	141710	27
V	141861	67
V	142010	3
V	142158	72
V	142315	72
V	142461	67
V	142612	39
V	142754	15
V	142911	27
V	143060	15
V	143215	17
V	143366	17
V	143510	15
V	143653	15
V	143798	15
V	143957	72
V	144105	27
V	144257	42
V	144414	17
V	144562	15
V	144710	15
V	144863	67
V	145027	15
V	145179	39
V	145331	72
V	145484	17
V	145638	72
V	145782	72
V	145927	15
V	146080	15
V	146225	15
V	146377	42
V	146521	15
V	146669	17
V	146829	17
V	146979	15
V	147139	17
V	147286	42
V	147441	42
V	147597	9
V	147750	9
V	147903	74
V	148060	9
V	148217	9
V	148363	9
V	148510	9
V	148664	9
V	148823	74
V	148979	9
V	149131	9
V	149277	9
V	149416	9
V	149574	9
V	149722	10
V	149869	9
V	150024	9
V	150176	9
V	150314	9
V	150459	9
V	150620	52
V	150765	9
V	150925	10
V	151078	9
V	151221	10
V	151371	9
V	151519	9
V	151673	9
V	151832	9
V	151984	52
V	152133	9
V	152282	48
V	152428	9
V	152577	9
V	152730	9
V	152881	6
V	153027	48
V	153179	10
V	153333	10
V	153487	9
V	153643	9
V	153785	9
V	153931	9
V	154071	9
V	154222	9
V	154371	9
V	154514	9
V	154655	9
V	154802	74
V	154959	9
V	155105	9
V	155251	9
V	155394	9
V	155536	9
V	155679	9
V	155821	9
V	155962	9
V	156104	9
V	156251	10
V	156409	9
V	156568	9
V	156714	9
V	156878	9
V	157031	9
V	157181	9
V	157330	9
V	157477	52
V	157628	9
V	157784	9
V	157937	9
V	158080	9
V	158223	9
V	158372	6
V	158517	52
V	158671	6
V	158820	9
V	158968	9
V	159111	6
V	159262	6
V	159404	9
V	159545	6
V	159699	9
V	159842	9
V	159998	9
V	160156	6
V	160304	9
V	160468	9
V	160624	10
V	160776	10
V	160927	9
V	161079	9
V	161235	9
V	161386	10
V	161541	9
V	161698	6
V	161848	52
V	162007	9
V	162156	48
V	162315	9
V	162462	6
V	162613	9
V	162767	9
V	162921	74
V	163073	9
V	163229	9
V	163372	6
V	163522	6
V	163669	6
V	163822	52
V	163980	9
V	164134	9
V	164278	52
V	164420	74
V	164570	74
V	164713	9
V	164860	74
V	165010	74
V	165155	74
V	165299	73
V	165443	10
V	165590	36
V	165740	32
V	165883	9
V	166032	79
V	166174	9
V	166326	36
V	166480	8
V	166620	179
V	166780	9
V	166924	180
V	167095	70
V	167246	131
V	167407	64
V	167555	19
V	167709	14
V	167851	9
V	168000	53
V	168159	50
V	168312	14
V	168457	50
V	168610	64
V	168759	53
V	168905	64
V	169063	79
V	169213	14
V	169365	79
V	169515	14
V	169670	50
V	169819	70
V	169965	50
V	170112	64
V	170257	9
V	170409	79
V	170553	20
V	170701	9
V	170856	50
V	171003	9
V	171151	161
V	171313	7
V	171456	14
V	171605	7
V	171760	177
V	171925	53
V	172066	77
V	172215	9
V	172362	9
V	172515	50
V	172661	77
V	172805	14
V	172951	14
V	173109	8
V	173255	9
V	173396	163
V	173572	14
V	173725	20
V	173871	14
V	174022	50
V	174172	20
V	174327	9
V	174474	50
V	174623	14
V	174783	14
V	174932	177
V	175092	178
V	175250	9
V	175398	145
V	175563	14
V	175712	20
V	175854	14
V	176011	77
V	176159	9
V	176305	50
V	176455	14
V	176608	177
V	176776	66
V	176926	14
V	177076	64
V	177221	64
V	177375	79
V	177522	20
V	177677	77
V	177830	66
V	177984	64
V	178138	79
V	178287	53
V	178436	64
V	178586	9
V	178738	79
V	178885	77
V	179032	9
V	179180	9
V	179329	58
V	179479	64
V	179626	50
V	179775	14
V	179924	9
V	180075	9
V	180224	50
V	180372	50
V	180529	77
V	180686	66
V	180826	64
V	180978	20
V	181135	9
V	181282	178
V	181443	14
V	181592	161
V	181750	64
V	181897	9
V	182048	14
V	182193	50
V	182349	14
V	182501	50
V	182647	50
V	182796	66
V	182947	177
V	183122	53
V	183282	50
V	183431	53
V	183598	14
V	183743	179
V	183903	70
V	184049	77
V	184197	77
V	184349	19
V	184492	50
V	184639	50
V	184796	9
V	184946	79
V	185098	7
V	185251	143
V	185418	19
V	185561	70
V	185711	14
V	185866	50
V	186011	9
V	186161	77
V	186307	179
V	186476	9
V	186622	79
V	186773	161
V	186931	79
V	187082	50
V	187237	64
V	187382	179
V	187543	9
V	187689	79
V	187843	77
V	187993	77
V	188143	64
V	188292	64
V	188441	15
V	188591	14
V	188741	50
V	188888	9
V	189031	50
V	189185	70
V	189339	143
V	189497	9
V	189645	64
V	189796	85
V	189942	53
V	190096	50
V	190246	14
V	190396	64
V	190546	181
V	190708	79
V	190853	9
V	190999	143
V	191155	9
V	191306	180
V	191470	50
V	191620	19
V	191763	77
V	191914	50
V	192068	9
V	192217	20
V	192362	79
V	192512	14
V	192661	64
V	192815	71
V	192964	9
V	193121	50
V	193275	178
V	193434	50
V	193585	14
V	193743	50
V	193893	9
V	194038	50
V	194191	70
V	194349	161
V	194511	66
V	194652	9
V	194797	164
V	194967	9
V	195121	64
V	195270	50
V	195421	50
V	195572	14
V	195725	79
V	195874	50
V	196026	161
V	196187	14
V	196341	7
V	196484	77
V	196637	71
V	196785	161
V	196957	9
V	197103	14
V	197258	19
V	197406	14
V	197559	14
V	197707	9
V	197857	50
V	198008	9
V	198165	77
V	198313	14
V	198460	50
V	198612	161
V	198770	164
V	198953	50
V	199103	58
V	199261	9
V	199412	71
V	199558	77
V	199707	131
V	199862	9
V	200011	79
V	200159	14
V	200307	50
V	200457	64
V	200609	53
V	200752	58
V	200901	7
V	201054	50
V	201203	53
V	201351	14
V	201497	20
V	201637	66
V	201789	19
V	201940	64
V	202092	77
V	202240	161
V	202401	145
V	202569	8
V	202722	14
V	202868	64
V	203019	145
V	203185	9
V	203338	7
V	203489	70
V	203636	179
V	203800	7
V	203951	20
V	204096	177
V	204269	14
V	204413	179
V	204571	64
V	204720	58
V	204869	14
V	205024	14
V	205178	50
V	205326	77
V	205475	50
V	205628	19
V	205775	19
V	205915	14
V	206064	70
V	206212	178
V	206374	161
V	206538	14
V	206693	14
V	206846	163
V	207015	177
V	207187	179
V	207348	14
V	207502	127
V	207675	7
V	207827	50
V	207976	50
V	208132	177
V	208287	50
V	208439	79
V	208585	179
V	208751	9
V	208899	50
V	209049	9
V	209198	7
V	209342	17
V	209494	53
V	209642	161
V	209801	50
V	209955	9
V	210102	9
V	210253	178
V	210420	50
V	210568	161
V	210732	8
V	210886	64
V	211035	145
V	211209	50
V	211360	7
V	211510	77
V	211669	14
V	211817	50
V	211964	77
V	212107	9
V	212256	161
V	212419	177
V	212582	9
V	212736	161
V	212893	58
V	213039	58
V	213189	20
V	213336	9
V	213489	50
V	213637	64
V	213790	79
V	213928	9
V	214075	178
V	214250	9
V	214403	145
V	214567	58
V	214717	177
V	214878	58
V	215028	9
V	215176	9
V	215324	179
V	215486	79
V	215636	7
V	215781	7
V	215930	14
V	216088	14
V	216233	64
V	216383	79
V	216533	58
V	216684	14
V	216848	9
V	217000	9
V	217144	58
V	217294	14
V	217452	178
V	217625	9
V	217775	79
V	217919	50
V	218069	64
V	218227	53
V	218367	20
V	218517	50
V	218666	9
V	218819	7
V	218972	179
V	219139	19
V	219290	9
V	219443	9
V	219594	9
V	219743	7
V	219892	9
V	220044	9
V	220197	148
V	220370	7
V	220521	79
V	220673	7
V	220825	9
V	220977	79
V	221127	79
V	221284	161
V	221441	53
V	221584	179
V	221759	145
V	221927	20
V	222073	77
V	222219	14
V	222369	179
V	222528	58
V	222672	58
V	222817	50
V	222962	9
V	223115	79
V	223266	14
V	223419	145
V	223582	14
V	223727	178
V	223894	9
V	224040	9
V	224189	9
V	224331	79
V	224482	58
V	224633	145
V	224791	58
V	224946	9
V	225097	179
V	225264	58
V	225407	9
V	225560	164
V	225734	79
V	225888	64
V	226037	53
V	226192	9
V	226347	9
V	226500	53
V	226649	7
V	226800	58
V	226947	7
V	227094	50
V	227251	79
V	227397	7
V	227541	66
V	227685	7
V	227835	161
V	227995	79
V	228144	20
V	228300	79
V	228447	79
V	228598	53
V	228739	50
V	228889	79
V	229038	145
V	229206	9
V	229354	7
V	229500	79
V	229642	145
V	229813	77
V	229968	79
V	230113	50
V	230262	9
V	230405	58
V	230555	7
V	230700	79
V	230852	9
V	231002	161
V	231159	9
V	231308	7
V	231453	161
V	231610	9
V	231755	79
V	231908	77
V	232058	143
V	232220	178
V	232394	9
V	232548	64
V	232698	14
V	232849	7
V	233005	9
V	233158	14
V	233310	14
V	233456	50
V	233607	79
V	233760	14
V	233906	9
V	234054	77
V	234194	9
V	234345	50
V	234493	9
V	234648	9
V	234795	64
V	234941	79
V	235090	79
V	235236	163
V	235415	20
V	235562	58
V	235714	9
V	235860	50
V	236009	79
V	236158	77
V	236308	20
V	236461	143
V	236620	9
V	236771	9
V	236921	14
V	237075	64
V	237225	64
V	237373	9
V	237525	50
V	237679	9
V	237826	79
V	237979	58
V	238128	77
V	238272	9
V	238423	79
V	238574	50
V	238718	9
V	238874	58
V	239025	50
V	239170	79
V	239317	7
V	239469	9
V	239613	9
V	239764	9
V	239917	58
V	240067	79
V	240219	14
V	240366	58
V	240519	9
V	240669	79
V	240815	77
V	240962	9
V	241115	77
V	241262	50
V	241415	58
V	241559	179
V	241722	9
V	241866	14
V	242018	64
V	242166	79
V	242313	9
V	242467	8
V	242626	14
V	242778	14
V	242929	7
V	243079	7
V	243233	64
V	243390	58
V	243547	14
V	243694	14
V	243850	79
V	244000	77
V	244145	71
V	244290	9
V	244435	8
V	244586	179
V	244771	66
V	244916	79
V	245058	58
V	245204	9
V	245354	9
V	245496	77
V	245642	50
V	245787	66
V	245935	8
V	246085	161
V	246254	9
V	246405	9
V	246550	50
V	246697	53
V	246847	58
V	247003	77
V	247150	7
V	247299	14
V	247452	70
V	247607	77
V	247757	7
V	247907	9
V	248060	161
V	248217	50
V	248357	50
V	248504	9
V	248649	53
V	248794	178
V	248955	9
V	249093	79
V	249236	9
V	249384	181
V	249546	70
V	249697	145
V	249858	77
V	250008	70
V	250158	9
V	250307	71
V	250453	9
V	250608	79
V	250759	58
V	250909	19
V	251058	9
V	251208	58
V	251358	79
V	251506	9
V	251656	7
V	251804	9
V	251951	14
V	252105	53
V	252249	58
V	252401	77
V	252544	58
V	252693	9
V	252843	58
V	252997	9
V	253149	79
V	253297	9
V	253450	50
V	253602	161
V	253763	50
V	253911	9
V	254063	53
V	254211	145
V	254372	9
V	254526	9
V	254668	79
V	254813	9
V	254967	14
V	255119	8
V	255263	8
V	255411	70
V	255559	7
V	255697	20
V	255843	8
V	255981	58
V	256132	50
V	256287	9
V	256438	79
V	256584	77
V	256729	9
V	256886	53
V	257030	77
V	257182	9
V	257329	14
V	257479	79
V	257629	79
V	257777	14
V	257929	14
V	258083	9
V	258236	9
V	258385	9
V	258529	7
V	258675	9
V	258826	9
V	258975	7
V	259131	7
V	259279	64
V	259437	70
V	259594	9
V	259745	14
V	259887	7
V	260026	70
V	260170	79
V	260319	9
V	260466	19
V	260611	58
V	260768	9
V	260917	73
V	261066	70
V	261221	7
V	261369	7
V	261523	9
V	261666	79
V	261816	55
V	261961	58
V	262110	9
V	262267	58
V	262417	58
V	262572	9
V	262727	79
V	262876	58
V	263027	9
V	263189	9
V	263342	14
V	263484	79
V	263629	79
V	263784	64
V	263938	9
V	264090	14
V	264246	58
V	264392	79
V	264539	9
V	264692	9
V	264845	50
V	264996	14
V	265148	179
V	265310	9
V	265458	66
V	265605	148
V	265777	79
V	265928	9
V	266081	50
V	266226	64
V	266374	77
V	266525	9
V	266676	50
V	266822	58
V	266964	127
V	267131	7
V	267276	14
V	267430	14
V	267585	50
V	267740	58
V	267883	50
V	268036	58
V	268185	161
V	268349	9
V	268495	70
V	268641	58
V	268795	9
V	268945	64
V	269093	9
V	269246	58
V	269387	9
V	269534	79
V	269682	19
V	269824	9
V	269985	71
V	270133	9
V	270279	161
V	270441	9
V	270597	14
V	270752	58
V	270900	7
V	271046	9
V	271193	9
V	271338	79
V	271485	79
V	271644	9
V	271801	9
V	271948	64
V	272096	79
V	272244	50
V	272385	9
V	272529	164
V	272697	180
V	272859	181
V	273028	161
V	273186	7
V	273339	79
V	273484	79
V	273626	79
V	273774	19
V	273921	7
V	274076	79
V	274229	9
V	274380	53
V	274529	50
V	274682	179
V	274845	79
V	274990	14
V	275150	79
V	275300	79
V	275447	50
V	275598	79
V	275744	9
V	275889	7
V	276039	145
V	276199	7
V	276357	14
V	276508	58
V	276660	64
V	276807	9
V	276951	7
V	277097	79
V	277251	19
V	277400	145
V	277564	7
V	277702	7
V	277851	14
V	278004	9
V	278149	50
V	278294	161
V	278466	64
V	278618	79
V	278762	66
V	278911	58
V	279059	79
V	279208	9
V	279366	7
V	279509	20
V	279650	7
V	279800	14
V	279944	14
V	280093	14
V	280244	50
V	280389	9
V	280550	145
V	280715	50
V	280861	50
V	281015	9
V	281167	58
V	281317	9
V	281456	19
V	281621	79
V	281773	19
V	281921	70
V	282079	9
V	282228	53
V	282374	50
V	282520	7
V	282663	9
V	282810	14
V	282953	7
V	283107	177
V	283267	14
V	283419	9
V	283572	79
V	283719	79
V	283867	8
V	284010	58
V	284158	19
V	284302	9
V	284459	58
V	284608	50
V	284760	178
V	284917	79
V	285068	7
V	285220	7
V	285367	79
V	285514	9
V	285664	50
V	285815	58
V	285966	79
V	286111	79
V	286256	161
V	286417	9
V	286570	53
V	286713	9
V	286856	79
V	287009	79
V	287162	58
V	287313	19
V	287456	161
V	287618	77
V	287768	7
V	287915	9
V	288067	64
V	288213	19
V	288366	79
V	288513	9
V	288659	145
V	288832	9
V	288980	50
V	289132	14
V	289279	7
V	289426	70
V	289576	9
V	289732	117
V	289896	79
V	290049	19
V	290195	14
V	290345	70
V	290508	9
V	290661	9
V	290815	50
V	290960	7
V	291115	77
V	291262	50
V	291415	9
V	291568	9
V	291713	9
V	291858	7
V	292003	58
V	292153	66
V	292302	164
V	292474	14
V	292626	9
V	292769	9
V	292911	79
V	293058	71
V	293205	53
V	293359	14
V	293507	9
V	293660	7
V	293809	161
V	293968	79
V	294117	179
V	294288	50
V	294437	53
V	294588	7
V	294734	79
V	294877	164
V	295032	58
V	295185	77
V	295334	9
V	295483	9
V	295630	177
V	295797	85
V	295942	79
V	296092	79
V	296242	7
V	296398	7
V	296550	79
V	296693	50
V	296840	9
V	296992	58
V	297142	50
V	297293	58
V	297441	9
V	297598	145
V	297768	9
V	297917	9
V	298056	161
V	298217	9
V	298368	50
V	298519	161
V	298685	70
V	298830	7
V	298981	64
V	299128	145
V	299294	9
V	299442	9
V	299595	9
V	299745	9
