\P\	Pos	ProductID\
V	13758	784
V	13834	808
V	13908	809
V	13982	810
V	14056	858
V	14130	867
V	14203	868
V	14277	869
V	14352	904
V	14427	906
V	14501	910
V	14575	917
V	14649	918
V	14722	920
V	14796	924
V	14870	926
V	14945	935
V	15018	936
V	15092	944
V	15166	981
V	15241	982
V	15316	984
V	15391	985
V	15465	987
V	15540	988
V	15614	989
V	15689	990
V	15764	991
V	15838	992
V	15913	993
V	15988	738
V	16063	792
V	16138	793
V	16212	794
V	16286	795
V	16360	796
V	16434	797
V	16508	798
V	16583	799
V	16658	800
V	16732	801
V	16807	813
V	16880	835
V	16955	836
V	17030	859
V	17104	874
V	17177	875
V	17250	938
V	17324	939
V	17398	940
V	17472	973
V	17547	974
V	17623	975
V	17699	997
V	17774	998
V	17849	999
V	17924	743
V	17997	747
V	18071	748
V	18145	779
V	18221	780
V	18296	781
V	18372	782
V	18449	784
V	18525	808
V	18599	809
V	18673	867
V	18747	868
V	18820	894
V	18894	904
V	18969	907
V	19041	908
V	19115	909
V	19189	910
V	19263	917
V	19337	918
V	19410	920
V	19484	924
V	19559	925
V	19633	926
V	19707	935
V	19781	936
V	19855	937
V	19929	945
V	20002	948
V	20074	949
V	20148	950
V	20223	981
V	20298	984
V	20373	985
V	20448	986
V	20523	991
V	20598	994
V	20672	996
V	20745	707
V	20818	708
V	20891	711
V	20964	712
V	21037	714
V	21111	715
V	21186	716
V	21261	858
V	21335	859
V	21409	860
V	21483	864
V	21557	865
V	21630	870
V	21702	873
V	21774	876
V	21843	877
V	21914	880
V	21987	881
V	22062	883
V	22137	884
V	22212	885
V	22288	886
V	22363	887
V	22438	888
V	22513	889
V	22589	891
V	22663	892
V	22738	893
V	22813	895
V	22887	899
V	22962	900
V	23037	915
V	23110	916
V	23184	941
V	23258	946
V	23332	947
V	23406	953
V	23480	954
V	23556	955
V	23632	957
V	23708	958
V	23783	959
V	23856	961
V	23930	962
V	24005	963
V	24079	965
V	24153	966
V	24229	967
V	24305	970
V	24379	972
V	24454	979
V	24529	707
V	24602	708
V	24675	711
V	24748	712
V	24821	714
V	24895	715
V	24969	716
V	25042	858
V	25116	859
V	25190	864
V	25263	865
V	25335	870
V	25406	876
V	25475	877
V	25546	880
V	25618	881
V	25692	883
V	25766	884
V	25841	885
V	25916	886
V	25991	892
V	26066	893
V	26141	894
V	26215	895
V	26290	900
V	26365	907
V	26437	914
V	26511	916
V	26585	941
V	26659	945
V	26733	948
V	26804	949
V	26879	951
V	26954	952
V	27028	953
V	27102	955
V	27178	956
V	27253	957
V	27329	960
V	27402	961
V	27476	963
V	27549	965
V	27623	966
V	27699	968
V	27775	969
V	27850	971
V	27924	979
V	27998	994
V	28072	996
V	28146	707
V	28220	708
V	28293	711
V	28366	712
V	28440	714
V	28515	715
V	28589	716
V	28663	717
V	28737	718
V	28811	719
V	28884	722
V	28958	723
V	29033	736
V	29108	738
V	29183	793
V	29257	794
V	29332	795
V	29406	797
V	29482	798
V	29557	799
V	29632	801
V	29707	811
V	29781	813
V	29855	822
V	29930	833
V	30005	835
V	30080	836
V	30154	838
V	30228	839
V	30302	858
V	30376	859
V	30450	860
V	30523	864
V	30597	865
V	30671	870
V	30743	873
V	30815	874
V	30887	875
V	30960	876
V	31030	877
V	31100	880
V	31174	881
V	31249	883
V	31324	884
V	31399	913
V	31473	938
V	31547	939
V	31621	940
V	31695	973
V	31771	974
V	31847	976
V	31924	977
V	31999	998
V	32073	999
V	32148	793
V	32222	945
V	32295	948
V	32366	782
V	32441	809
V	32514	867
V	32588	868
V	32661	869
V	32734	884
V	32808	904
V	32882	910
V	32955	935
V	33028	937
V	33101	717
V	33175	718
V	33249	722
V	33323	738
V	33398	792
V	33472	793
V	33547	794
V	33622	795
V	33696	796
V	33771	797
V	33845	798
V	33920	799
V	33995	800
V	34070	801
V	34145	811
V	34219	813
V	34293	822
V	34368	835
V	34442	836
V	34517	838
V	34590	874
V	34664	875
V	34738	913
V	34812	938
V	34886	939
V	34960	940
V	35033	973
V	35108	974
V	35184	975
V	35259	976
V	35335	977
V	35410	997
V	35485	998
V	35560	999
V	35635	707
V	35708	708
V	35782	711
V	35854	712
V	35928	714
V	36003	715
V	36078	716
V	36152	739
V	36226	742
V	36300	743
V	36374	747
V	36448	748
V	36522	779
V	36598	780
V	36674	781
V	36750	782
V	36826	783
V	36902	784
V	36978	808
V	37053	809
V	37128	810
V	37201	858
V	37276	859
V	37351	860
V	37425	864
V	37499	865
V	37571	867
V	37645	868
V	37719	869
V	37794	870
V	37867	873
V	37939	876
V	38009	877
V	38080	880
V	38153	881
V	38227	883
V	38301	884
V	38376	894
V	38449	905
V	38524	906
V	38599	907
V	38671	908
V	38745	909
V	38820	910
V	38894	917
V	38968	918
V	39042	919
V	39116	920
V	39190	924
V	39264	925
V	39339	926
V	39414	935
V	39488	936
V	39562	937
V	39637	944
V	39711	945
V	39785	948
V	39858	949
V	39933	950
V	40008	951
V	40083	952
V	40158	981
V	40233	984
V	40308	985
V	40382	986
V	40457	987
V	40532	988
V	40607	990
V	40682	991
V	40757	994
V	40831	996
V	40904	717
V	40977	997
V	41051	707
V	41124	708
V	41196	711
V	41269	712
V	41342	715
V	41416	738
V	41491	835
V	41565	859
V	41638	864
V	41711	865
V	41783	874
V	41855	875
V	41927	876
V	41996	877
V	42067	880
V	42140	881
V	42214	883
V	42288	884
V	42362	938
V	42435	939
V	42508	940
V	42582	976
V	42657	707
V	42730	708
V	42802	711
V	42875	712
V	42948	714
V	43022	715
V	43096	716
V	43170	858
V	43244	859
V	43318	864
V	43391	865
V	43464	870
V	43536	873
V	43608	876
V	43676	877
V	43747	880
V	43819	881
V	43893	883
V	43966	884
V	44040	885
V	44114	886
V	44189	889
V	44264	892
V	44338	895
V	44413	896
V	44488	899
V	44563	900
V	44638	907
V	44710	914
V	44784	916
V	44857	941
V	44931	945
V	45005	947
V	45079	948
V	45151	951
V	45226	952
V	45299	953
V	45373	954
V	45449	955
V	45525	956
V	45600	957
V	45676	959
V	45750	960
V	45824	961
V	45898	963
V	45972	965
V	46046	967
V	46122	968
V	46198	969
V	46274	970
V	46348	972
V	46422	978
V	46496	719
V	46569	723
V	46643	736
V	46718	793
V	46792	795
V	46867	797
V	46941	798
V	47016	799
V	47090	801
V	47165	811
V	47239	833
V	47313	836
V	47387	913
V	47461	974
V	47537	977
V	47611	885
V	47686	887
V	47760	889
V	47835	890
V	47910	892
V	47986	893
V	48061	896
V	48136	900
V	48211	902
V	48286	915
V	48360	916
V	48433	946
V	48507	947
V	48581	954
V	48657	955
V	48732	957
V	48807	958
V	48880	959
V	48954	961
V	49028	963
V	49102	965
V	49176	967
V	49252	969
V	49327	970
V	49400	972
V	49473	979
V	49546	717
V	49620	718
V	49693	722
V	49768	738
V	49842	792
V	49917	793
V	49992	794
V	50067	795
V	50142	796
V	50217	797
V	50292	798
V	50366	800
V	50441	801
V	50516	811
V	50590	813
V	50664	822
V	50738	836
V	50813	838
V	50886	873
V	50958	874
V	51031	913
V	51104	938
V	51178	939
V	51252	940
V	51326	973
V	51402	974
V	51477	975
V	51553	977
V	51628	997
V	51703	998
V	51777	999
V	51851	707
V	51925	708
V	51997	711
V	52070	712
V	52142	714
V	52216	715
V	52290	716
V	52364	717
V	52437	718
V	52511	719
V	52585	722
V	52659	723
V	52733	736
V	52808	738
V	52884	793
V	52959	794
V	53034	795
V	53109	797
V	53185	798
V	53261	799
V	53336	801
V	53411	811
V	53485	813
V	53559	822
V	53634	833
V	53709	835
V	53783	838
V	53857	839
V	53931	858
V	54006	859
V	54080	860
V	54154	864
V	54228	865
V	54302	870
V	54374	873
V	54446	874
V	54519	875
V	54592	876
V	54662	877
V	54734	880
V	54808	881
V	54882	883
V	54957	884
V	55032	911
V	55106	913
V	55179	938
V	55253	939
V	55327	940
V	55401	973
V	55477	974
V	55553	976
V	55628	977
V	55703	998
V	55778	999
V	55852	892
V	55926	951
V	56000	958
V	56073	873
V	56144	885
V	56218	893
V	56293	894
V	56367	895
V	56442	896
V	56517	900
V	56592	907
V	56663	914
V	56737	941
V	56811	947
V	56885	948
V	56957	949
V	57032	951
V	57106	952
V	57180	953
V	57254	954
V	57329	956
V	57405	957
V	57480	959
V	57553	961
V	57627	962
V	57701	964
V	57775	965
V	57848	966
V	57924	967
V	58000	968
V	58076	969
V	58152	971
V	58226	972
V	58299	978
V	58373	979
V	58447	996
V	58521	707
V	58595	708
V	58668	711
V	58742	712
V	58815	714
V	58889	715
V	58962	716
V	59037	718
V	59111	719
V	59185	722
V	59260	723
V	59335	736
V	59410	738
V	59485	793
V	59560	794
V	59635	795
V	59709	797
V	59783	798
V	59858	799
V	59933	801
V	60008	811
V	60082	813
V	60156	822
V	60231	836
V	60306	838
V	60380	839
V	60453	858
V	60527	859
V	60601	860
V	60675	864
V	60749	865
V	60822	870
V	60894	873
V	60965	874
V	61038	875
V	61111	876
V	61181	877
V	61252	880
V	61325	881
V	61398	883
V	61472	884
V	61546	913
V	61620	938
V	61693	939
V	61767	940
V	61841	974
V	61917	977
V	61991	998
V	62066	999
V	62141	707
V	62213	881
V	62286	945
V	62359	948
V	62430	951
V	62505	953
V	62579	954
V	62654	957
V	62730	961
V	62804	962
V	62877	965
V	62950	966
V	63026	969
V	63101	972
V	63175	979
V	63248	996
V	63322	886
V	63396	889
V	63471	894
V	63545	899
V	63620	907
V	63691	914
V	63764	916
V	63837	941
V	63911	945
V	63985	948
V	64057	949
V	64131	951
V	64205	952
V	64279	953
V	64353	954
V	64428	955
V	64504	957
V	64580	958
V	64653	960
V	64727	962
V	64801	963
V	64875	965
V	64948	966
V	65024	967
V	65100	968
V	65176	969
V	65252	970
V	65326	972
V	65400	978
V	65474	979
V	65548	711
V	65621	739
V	65695	742
V	65769	743
V	65843	747
V	65917	748
V	65991	779
V	66067	780
V	66143	781
V	66218	782
V	66294	784
V	66370	808
V	66443	809
V	66517	867
V	66592	868
V	66666	869
V	66740	894
V	66814	904
V	66889	905
V	66964	906
V	67038	907
V	67109	908
V	67183	909
V	67257	910
V	67331	920
V	67405	924
V	67479	925
V	67554	926
V	67629	935
V	67703	936
V	67777	937
V	67850	944
V	67924	945
V	67997	948
V	68068	949
V	68143	952
V	68217	984
V	68291	985
V	68366	987
V	68441	994
V	68515	860
V	68588	946
V	68661	950
V	68735	707
V	68808	711
V	68881	712
V	68954	714
V	69028	715
V	69102	716
V	69176	739
V	69250	743
V	69324	779
V	69400	780
V	69476	782
V	69551	783
V	69627	784
V	69703	808
V	69777	809
V	69851	858
V	69925	859
V	69998	864
V	70072	865
V	70145	867
V	70220	869
V	70295	870
V	70366	876
V	70435	877
V	70506	880
V	70578	881
V	70652	883
V	70726	884
V	70801	904
V	70875	905
V	70950	908
V	71024	909
V	71098	917
V	71172	918
V	71246	920
V	71320	924
V	71395	925
V	71470	926
V	71545	935
V	71618	936
V	71692	937
V	71765	980
V	71840	982
V	71915	983
V	71990	986
V	72065	987
V	72140	989
V	72214	990
V	72288	992
V	72363	993
V	72438	860
V	72511	886
V	72585	946
V	72658	869
V	72731	980
V	72805	988
V	72879	707
V	72953	708
V	73025	711
V	73098	712
V	73172	714
V	73247	715
V	73322	716
V	73397	858
V	73472	859
V	73546	860
V	73620	864
V	73694	865
V	73767	870
V	73839	873
V	73912	876
V	73981	877
V	74052	880
V	74126	881
V	74200	883
V	74275	884
V	74349	885
V	74424	886
V	74498	889
V	74573	890
V	74648	891
V	74722	892
V	74797	893
V	74872	895
V	74947	896
V	75021	899
V	75096	900
V	75171	941
V	75244	946
V	75318	953
V	75391	954
V	75467	958
V	75541	959
V	75615	961
V	75689	965
V	75763	966
V	75839	967
V	75915	969
V	75992	970
V	76066	979
V	76140	739
V	76214	748
V	76288	782
V	76363	783
V	76438	784
V	76513	809
V	76587	810
V	76661	867
V	76735	868
V	76809	869
V	76883	905
V	76958	906
V	77033	909
V	77106	910
V	77180	917
V	77254	918
V	77328	920
V	77401	924
V	77476	925
V	77551	926
V	77626	935
V	77700	936
V	77774	937
V	77847	944
V	77921	980
V	77995	981
V	78069	982
V	78144	983
V	78219	984
V	78294	985
V	78369	987
V	78444	990
V	78519	991
V	78594	707
V	78666	708
V	78740	711
V	78813	712
V	78887	714
V	78961	715
V	79035	716
V	79109	858
V	79184	859
V	79259	864
V	79333	865
V	79407	870
V	79479	873
V	79551	876
V	79621	877
V	79692	880
V	79765	881
V	79839	883
V	79914	884
V	79989	885
V	80064	889
V	80139	893
V	80214	894
V	80288	896
V	80363	899
V	80438	907
V	80510	914
V	80584	916
V	80657	941
V	80731	945
V	80805	947
V	80879	948
V	80951	949
V	81026	951
V	81101	952
V	81176	953
V	81250	954
V	81326	955
V	81402	956
V	81477	957
V	81553	958
V	81627	959
V	81701	960
V	81775	961
V	81849	962
V	81923	963
V	81997	964
V	82071	965
V	82144	966
V	82220	967
V	82296	968
V	82372	969
V	82447	970
V	82521	971
V	82595	972
V	82669	978
V	82742	979
V	82816	994
V	82889	996
V	82963	742
V	83036	783
V	83111	793
V	83185	866
V	83257	911
V	83330	955
V	83405	717
V	83478	718
V	83551	838
V	83624	875
V	83696	913
V	83769	738
V	83843	707
V	83916	708
V	83989	711
V	84061	712
V	84133	714
V	84207	715
V	84281	859
V	84355	864
V	84428	865
V	84501	870
V	84572	876
V	84641	877
V	84712	880
V	84785	881
V	84859	883
V	84933	884
V	85006	889
V	85080	892
V	85155	916
V	85229	945
V	85303	948
V	85375	951
V	85449	953
V	85523	954
V	85598	957
V	85673	961
V	85747	962
V	85821	965
V	85895	966
V	85971	969
V	86047	972
V	86121	979
V	86195	996
V	86268	742
V	86341	743
V	86415	747
V	86489	782
V	86564	808
V	86638	809
V	86712	867
V	86786	868
V	86859	869
V	86933	873
V	87005	904
V	87080	908
V	87154	909
V	87228	917
V	87302	918
V	87376	920
V	87449	924
V	87524	925
V	87599	926
V	87673	935
V	87747	936
V	87820	937
V	87893	944
V	87967	945
V	88041	948
V	88113	949
V	88187	951
V	88262	952
V	88335	994
V	88409	996
V	88483	945
V	88556	911
V	88629	973
V	88704	881
V	88777	945
V	88850	951
V	88924	953
V	88997	957
V	89072	958
V	89145	965
V	89218	972
V	89291	979
V	89364	717
V	89438	718
V	89512	719
V	89586	722
V	89660	723
V	89735	736
V	89810	738
V	89885	793
V	89960	794
V	90034	795
V	90109	797
V	90184	798
V	90259	799
V	90334	801
V	90409	813
V	90483	822
V	90558	833
V	90633	835
V	90708	836
V	90783	838
V	90856	839
V	90930	865
V	91003	874
V	91076	875
V	91149	913
V	91223	938
V	91296	939
V	91369	940
V	91443	973
V	91519	974
V	91596	976
V	91673	977
V	91747	998
V	91822	999
V	91896	886
V	91970	893
V	92044	896
V	92118	900
V	92192	945
V	92265	707
V	92338	708
V	92411	711
V	92484	712
V	92557	714
V	92631	715
V	92704	716
V	92778	739
V	92852	748
V	92926	779
V	93002	781
V	93078	784
V	93153	808
V	93227	809
V	93301	858
V	93375	859
V	93449	864
V	93522	865
V	93595	867
V	93669	868
V	93743	869
V	93817	870
V	93889	876
V	93957	877
V	94028	880
V	94101	881
V	94174	883
V	94247	884
V	94322	904
V	94397	905
V	94471	908
V	94545	909
V	94619	910
V	94693	917
V	94767	918
V	94841	924
V	94915	925
V	94990	935
V	95064	937
V	95138	944
V	95212	980
V	95287	981
V	95362	982
V	95436	984
V	95511	985
V	95586	986
V	95661	988
V	95735	990
V	95810	991
V	95885	993
V	95960	708
V	96033	886
V	96108	887
V	96182	888
V	96257	889
V	96332	892
V	96407	893
V	96482	895
V	96557	896
V	96632	898
V	96706	899
V	96780	900
V	96855	902
V	96929	903
V	97004	914
V	97077	915
V	97150	916
V	97224	941
V	97298	953
V	97372	954
V	97448	955
V	97523	959
V	97597	961
V	97670	964
V	97744	965
V	97818	968
V	97894	970
V	97968	972
V	98041	978
V	98115	979
V	98189	717
V	98262	722
V	98336	811
V	98409	911
V	98482	707
V	98555	708
V	98627	711
V	98700	712
V	98773	714
V	98847	715
V	98921	716
V	98995	858
V	99069	859
V	99142	864
V	99215	865
V	99288	870
V	99360	876
V	99429	877
V	99500	880
V	99573	881
V	99647	883
V	99721	884
V	99795	889
V	99870	892
V	99945	907
V	100017	916
V	100091	945
V	100165	949
V	100240	951
V	100315	953
V	100389	954
V	100465	956
V	100540	957
V	100616	958
V	100689	960
V	100762	961
V	100836	962
V	100909	963
V	100983	964
V	101056	965
V	101129	966
V	101205	967
V	101281	968
V	101357	969
V	101433	970
V	101507	971
V	101581	979
V	101654	994
V	101728	996
V	101802	782
V	101877	867
V	101951	868
V	102024	904
V	102098	910
V	102171	937
V	102244	860
V	102317	896
V	102391	966
V	102466	707
V	102538	708
V	102611	711
V	102684	712
V	102757	714
V	102831	715
V	102905	716
V	102979	743
V	103053	748
V	103127	779
V	103203	780
V	103278	781
V	103354	782
V	103430	783
V	103506	809
V	103580	810
V	103654	858
V	103728	859
V	103802	864
V	103875	865
V	103948	867
V	104022	868
V	104096	869
V	104171	870
V	104242	876
V	104311	877
V	104381	880
V	104454	881
V	104528	883
V	104602	884
V	104677	906
V	104751	908
V	104825	909
V	104898	910
V	104972	918
V	105046	920
V	105120	925
V	105195	926
V	105269	935
V	105343	936
V	105417	937
V	105491	944
V	105565	980
V	105639	984
V	105714	986
V	105789	987
V	105864	988
V	105939	989
V	106014	991
V	106089	992
V	106164	993
V	106238	717
V	106312	718
V	106385	719
V	106459	722
V	106534	723
V	106609	736
V	106684	738
V	106759	793
V	106834	794
V	106908	795
V	106982	797
V	107057	798
V	107132	799
V	107206	801
V	107282	811
V	107356	813
V	107430	822
V	107504	833
V	107579	835
V	107654	836
V	107729	838
V	107803	839
V	107877	874
V	107949	875
V	108022	913
V	108096	938
V	108169	939
V	108243	940
V	108317	973
V	108393	974
V	108469	975
V	108544	976
V	108621	977
V	108696	998
V	108770	999
V	108845	952
V	108918	957
V	108993	966
V	109068	969
V	109143	887
V	109218	888
V	109293	890
V	109368	891
V	109443	892
V	109517	893
V	109591	895
V	109665	899
V	109740	900
V	109814	915
V	109887	916
V	109960	941
V	110034	946
V	110108	947
V	110181	957
V	110257	958
V	110331	962
V	110406	963
V	110480	965
V	110553	969
V	110628	970
V	110702	979
V	110776	708
V	110848	711
V	110921	712
V	110993	714
V	111067	715
V	111141	738
V	111216	835
V	111291	859
V	111365	864
V	111437	865
V	111510	870
V	111581	874
V	111654	875
V	111726	876
V	111795	877
V	111866	880
V	111939	881
V	112013	883
V	112087	884
V	112160	938
V	112233	940
V	112306	973
V	112382	743
V	112456	748
V	112530	779
V	112606	780
V	112682	781
V	112758	783
V	112833	784
V	112909	808
V	112982	809
V	113056	810
V	113130	867
V	113204	868
V	113278	904
V	113353	905
V	113428	908
V	113502	910
V	113576	917
V	113650	924
V	113724	926
V	113799	935
V	113872	936
V	113946	937
V	114019	982
V	114094	983
V	114168	984
V	114243	985
V	114318	986
V	114393	987
V	114468	989
V	114543	990
V	114618	991
V	114692	992
V	114766	809
V	114839	868
V	114912	870
V	114983	904
V	115057	910
V	115130	935
V	115203	937
V	115276	739
V	115350	779
V	115425	780
V	115501	781
V	115577	782
V	115653	784
V	115729	808
V	115802	809
V	115876	810
V	115949	867
V	116024	868
V	116097	869
V	116171	905
V	116246	906
V	116321	908
V	116395	909
V	116469	917
V	116543	918
V	116617	924
V	116692	925
V	116767	935
V	116841	936
V	116914	937
V	116987	944
V	117061	983
V	117135	985
V	117210	986
V	117285	987
V	117360	988
V	117435	990
V	117510	991
V	117584	992
V	117659	993
V	117733	707
V	117807	708
V	117881	711
V	117954	712
V	118028	714
V	118102	715
V	118177	716
V	118251	858
V	118325	859
V	118400	860
V	118473	864
V	118547	865
V	118619	870
V	118691	873
V	118764	876
V	118833	877
V	118905	880
V	118978	881
V	119052	883
V	119126	884
V	119201	886
V	119276	890
V	119351	891
V	119426	895
V	119501	899
V	119576	900
V	119651	902
V	119726	903
V	119800	914
V	119874	915
V	119948	941
V	120021	947
V	120095	953
V	120169	954
V	120244	955
V	120320	956
V	120396	957
V	120473	958
V	120548	959
V	120622	961
V	120696	962
V	120770	963
V	120844	964
V	120917	966
V	120992	968
V	121067	969
V	121143	979
V	121217	707
V	121289	708
V	121362	711
V	121435	712
V	121508	714
V	121582	715
V	121657	716
V	121731	858
V	121805	859
V	121879	864
V	121952	865
V	122025	870
V	122097	876
V	122166	877
V	122237	880
V	122311	881
V	122385	883
V	122459	884
V	122533	885
V	122608	886
V	122683	889
V	122758	892
V	122833	893
V	122908	894
V	122981	895
V	123056	899
V	123130	907
V	123202	914
V	123276	916
V	123349	945
V	123423	947
V	123497	949
V	123572	951
V	123647	952
V	123721	953
V	123795	954
V	123871	955
V	123947	956
V	124023	957
V	124099	958
V	124173	959
V	124247	960
V	124321	961
V	124395	962
V	124469	963
V	124543	964
V	124616	965
V	124690	966
V	124765	967
V	124841	968
V	124917	969
V	124993	970
V	125066	971
V	125140	972
V	125214	978
V	125287	979
V	125361	994
V	125434	996
V	125508	811
V	125581	950
V	125655	963
V	125728	944
V	125801	712
V	125875	715
V	125950	739
V	126024	742
V	126098	743
V	126172	747
V	126246	748
V	126320	779
V	126395	780
V	126470	781
V	126545	782
V	126621	783
V	126697	784
V	126773	808
V	126848	809
V	126922	810
V	126996	864
V	127069	865
V	127142	867
V	127216	868
V	127290	869
V	127365	870
V	127438	877
V	127509	880
V	127582	883
V	127656	884
V	127731	894
V	127805	904
V	127881	905
V	127956	906
V	128031	907
V	128102	908
V	128176	909
V	128251	910
V	128324	917
V	128399	918
V	128473	919
V	128547	920
V	128621	924
V	128696	925
V	128772	926
V	128847	935
V	128921	936
V	128995	937
V	129069	944
V	129144	945
V	129218	948
V	129289	949
V	129364	950
V	129439	951
V	129514	952
V	129588	984
V	129663	985
V	129738	986
V	129813	987
V	129888	988
V	129963	990
V	130038	991
V	130113	992
V	130188	994
V	130262	996
V	130337	962
V	130410	860
V	130484	885
V	130559	886
V	130634	889
V	130709	892
V	130784	893
V	130858	894
V	130932	895
V	131007	899
V	131082	900
V	131157	907
V	131229	914
V	131303	916
V	131377	941
V	131451	945
V	131525	946
V	131599	947
V	131673	948
V	131745	949
V	131819	951
V	131894	952
V	131968	953
V	132041	954
V	132117	955
V	132193	956
V	132269	957
V	132344	958
V	132417	959
V	132490	960
V	132564	961
V	132638	962
V	132712	964
V	132786	965
V	132860	966
V	132936	967
V	133012	968
V	133087	971
V	133161	972
V	133234	978
V	133308	979
V	133381	994
V	133455	996
V	133529	738
V	133603	811
V	133676	884
V	133749	975
V	133824	961
V	133897	965
V	133970	707
V	134043	708
V	134116	711
V	134188	712
V	134261	715
V	134335	859
V	134408	864
V	134480	865
V	134553	867
V	134626	868
V	134700	869
V	134774	870
V	134845	876
V	134914	877
V	134985	880
V	135058	883
V	135131	884
V	135205	904
V	135279	910
V	135353	935
V	135426	937
V	135499	707
V	135572	708
V	135646	711
V	135720	712
V	135794	714
V	135868	715
V	135942	716
V	136016	858
V	136090	859
V	136165	860
V	136239	864
V	136312	865
V	136385	870
V	136458	873
V	136530	876
V	136599	877
V	136670	880
V	136743	881
V	136817	883
V	136891	884
V	136966	885
V	137040	886
V	137115	888
V	137190	890
V	137265	891
V	137340	892
V	137415	895
V	137490	896
V	137565	899
V	137640	900
V	137714	902
V	137789	915
V	137863	916
V	137936	946
V	138010	953
V	138084	954
V	138160	955
V	138236	956
V	138312	959
V	138386	961
V	138460	962
V	138534	963
V	138608	964
V	138681	965
V	138755	966
V	138830	968
V	138906	969
V	138982	970
V	139056	972
V	139130	978
V	139204	979
V	139278	712
V	139350	715
V	139424	859
V	139498	864
V	139571	865
V	139644	870
V	139716	876
V	139784	877
V	139854	883
V	139928	884
V	140002	945
V	140076	948
V	140148	952
V	140222	954
V	140297	957
V	140372	961
V	140445	965
V	140518	966
V	140593	969
V	140669	972
V	140743	979
V	140816	996
V	140890	717
V	140964	718
V	141038	722
V	141112	793
V	141187	794
V	141262	795
V	141337	797
V	141411	798
V	141486	799
V	141560	800
V	141635	811
V	141709	813
V	141783	822
V	141858	836
V	141932	838
V	142006	873
V	142077	874
V	142150	875
V	142224	913
V	142298	938
V	142372	939
V	142445	940
V	142519	973
V	142595	974
V	142670	975
V	142745	976
V	142821	997
V	142895	998
V	142970	999
V	143045	707
V	143118	708
V	143191	711
V	143263	712
V	143336	714
V	143409	715
V	143483	716
V	143557	743
V	143630	748
V	143703	779
V	143778	781
V	143854	782
V	143930	783
V	144006	784
V	144082	808
V	144156	809
V	144230	810
V	144304	858
V	144378	859
V	144452	864
V	144526	865
V	144599	867
V	144674	868
V	144748	869
V	144822	870
V	144894	876
V	144963	877
V	145034	880
V	145107	881
V	145181	883
V	145255	884
V	145329	904
V	145404	905
V	145478	906
V	145553	908
V	145627	909
V	145701	910
V	145775	917
V	145849	918
V	145923	920
V	145997	924
V	146071	935
V	146145	936
V	146219	937
V	146293	944
V	146367	980
V	146442	981
V	146517	982
V	146592	983
V	146667	984
V	146742	985
V	146816	986
V	146891	987
V	146966	988
V	147041	989
V	147116	990
V	147191	991
V	147266	992
