\P\	Pos	SalesPersonID\
V	98024	281
V	98536	277
V	99052	280
V	99567	286
V	100083	278
V	100605	279
V	101123	276
V	101640	277
V	102163	275
V	102693	286
V	103225	286
V	103757	275
V	104277	277
V	104787	276
V	105305	279
V	105820	276
V	106333	277
V	106848	275
V	107370	286
V	107883	278
V	108408	279
V	108926	276
V	109446	277
V	109973	275
V	110496	286
V	111005	278
V	111523	279
V	112039	276
V	112557	277
V	113065	275
V	113579	288
V	114093	282
V	114613	279
V	115127	288
V	115639	282
V	116150	279
V	116662	281
V	117177	283
V	117703	275
V	118213	288
V	118732	282
V	119250	279
V	119770	281
V	120282	283
V	120802	288
V	121310	275
V	121826	283
V	122342	281
V	122868	279
V	123388	282
V	123918	288
V	124432	275
V	124954	283
V	125462	281
V	125982	279
V	126496	282
V	127017	278
V	127533	286
V	128044	275
V	128566	277
V	129085	276
V	129597	279
V	130103	278
V	130624	286
V	131146	275
V	131659	277
V	132186	280
V	132699	281
V	133213	282
V	133733	290
V	134251	289
V	134778	282
V	135298	279
V	135819	281
V	136325	283
V	136843	275
V	137346	283
V	137856	281
V	138378	279
V	138887	282
V	139405	288
V	139922	275
V	140443	288
V	140964	275
V	141471	283
V	141991	281
V	142506	279
V	143021	282
V	143523	275
V	144045	277
V	144563	281
V	145093	282
V	145623	290
V	146130	289
V	146652	280
V	147173	277
V	147678	281
V	148206	282
V	148737	290
V	149249	289
V	149771	280
V	150296	277
V	150816	281
V	151329	288
V	151864	275
V	152377	283
V	152885	281
V	153390	279
V	153924	282
V	154439	288
V	154968	275
V	155493	283
V	156002	286
V	156508	278
V	157029	279
V	157556	276
V	158081	277
V	158593	275
V	159110	286
V	159629	278
V	160146	279
V	160675	276
V	161198	277
V	161719	275
V	162230	286
V	162750	278
V	163270	279
V	163771	276
V	164283	277
V	164802	282
V	165323	281
V	165832	277
V	166341	280
V	166844	277
V	167371	280
V	167881	289
V	168396	290
V	168903	289
V	169412	290
V	169939	282
V	170451	281
V	170974	277
V	171483	281
V	172015	282
V	172533	281
V	173045	282
V	173551	290
V	174080	283
V	174594	276
V	175108	279
V	175624	278
V	176142	286
V	176662	275
V	177183	277
V	177708	281
V	178230	282
V	178744	290
V	179244	289
V	179757	282
V	180280	279
V	180787	281
V	181302	283
V	181819	275
V	182340	288
V	182863	282
V	183389	279
V	183923	281
V	184426	283
V	184938	275
V	185453	288
V	185966	282
V	186494	279
V	187022	281
V	187536	283
V	188053	275
V	188577	288
V	189099	282
V	189606	279
V	190121	281
V	190649	283
V	191168	279
V	191689	276
V	192201	277
V	192716	275
V	193241	286
V	193762	278
V	194274	286
V	194792	278
V	195307	279
V	195819	276
V	196339	277
V	196857	275
V	197387	286
V	197897	278
V	198422	286
V	198933	278
V	199451	282
V	199971	279
V	200482	281
V	200992	283
V	201521	275
V	202049	288
V	202575	275
V	203083	288
V	203601	282
V	204116	279
V	204627	281
V	205136	283
V	205662	275
V	206178	288
V	206678	279
V	207190	276
V	207688	277
V	208205	279
V	208713	276
V	209240	277
V	209766	289
V	210277	290
V	210794	282
V	211298	281
V	211815	277
V	212333	282
V	212847	290
V	213370	289
V	213887	280
V	214419	277
V	214933	289
V	215454	280
V	215966	277
V	216482	281
V	217003	282
V	217514	282
V	218031	281
V	218542	277
V	219047	280
V	219557	289
V	220087	290
V	220615	282
V	221126	281
V	221648	277
V	222164	280
V	222682	289
V	223208	290
V	223729	282
V	224250	281
V	224768	288
V	225288	282
V	225822	279
V	226344	278
V	226857	279
V	227362	276
V	227880	277
V	228397	283
V	228922	275
V	229444	288
V	229962	282
V	230475	279
V	230994	281
V	231512	283
V	232021	275
V	232539	288
V	233073	282
V	233593	279
V	234104	281
V	234618	288
V	235127	282
V	235639	279
V	236158	281
V	236660	280
V	237191	289
V	237712	290
V	238219	282
V	238743	281
V	239248	277
V	239771	280
V	240274	289
V	240810	290
V	241322	282
V	241838	281
V	242356	277
V	242861	280
V	243371	289
V	243880	290
V	244402	282
V	244922	278
V	245431	279
V	245939	276
V	246448	281
V	246965	283
V	247482	275
V	247989	288
V	248500	282
V	249022	281
V	249532	277
V	250055	280
V	250571	289
V	251086	290
V	251606	282
V	252130	281
V	252651	277
V	253163	280
V	253684	289
V	254206	290
V	254729	282
V	255243	281
V	255764	277
V	256278	280
V	256802	289
V	257328	290
V	257853	282
V	258368	281
V	258881	280
V	259403	277
V	259936	281
V	260462	282
V	260978	290
V	261487	289
V	262004	280
V	262537	277
V	263046	276
V	263560	279
V	264084	278
V	264599	286
V	265118	275
V	265636	277
V	266148	281
V	266688	282
V	267193	290
V	267719	289
V	268245	280
V	268765	277
V	269269	275
V	269780	277
V	270300	276
V	270824	279
V	271342	278
V	271857	286
V	272386	275
V	272896	277
V	273401	276
V	273923	279
V	274436	278
V	274945	286
V	275464	275
V	275985	277
V	276503	276
V	277016	279
V	277529	278
V	278050	286
V	278561	278
V	279078	286
V	279597	275
V	280107	277
V	280633	276
V	281159	279
V	281680	290
V	282211	289
V	282725	290
V	283239	289
V	283763	280
V	284281	277
V	284785	281
V	285300	282
V	285821	290
V	286332	289
V	286853	290
V	287370	289
V	287887	281
V	288413	282
V	288937	290
V	289455	289
V	289972	280
V	290489	281
V	291005	279
V	291520	282
V	292038	288
V	292553	275
V	293086	283
V	293610	281
V	294135	279
V	294647	282
V	295167	288
V	295686	275
V	296192	277
V	296725	280
V	297238	289
V	297754	290
V	298268	282
V	298785	281
V	299302	277
V	299827	275
V	300351	286
V	300875	278
V	301396	279
V	301905	276
V	302420	279
V	302933	275
V	303455	286
V	303980	278
V	304514	279
V	305032	280
V	305549	289
V	306075	290
V	306593	282
V	307110	281
V	307641	277
V	308163	280
V	308676	289
V	309196	290
V	309714	282
V	310218	281
V	310740	281
V	311286	282
V	311810	290
V	312325	289
V	312832	280
V	313343	277
V	313868	281
V	314378	280
V	314896	277
V	315439	281
V	315962	278
V	316476	286
V	316998	275
V	317524	277
V	318034	276
V	318555	279
V	319083	282
V	319595	290
V	320110	289
V	320638	280
V	321148	277
V	321669	281
V	322196	282
V	322708	290
V	323232	289
V	323768	280
V	324288	277
V	324806	281
V	325313	278
V	325826	286
V	326338	275
V	326855	277
V	327384	276
V	327907	279
V	328424	278
V	328954	286
V	329475	275
V	329992	277
V	330504	279
V	331019	281
V	331540	283
V	332059	275
V	332573	288
V	333094	282
V	333609	279
V	334132	281
V	334652	283
V	335178	280
V	335687	289
V	336198	290
V	336717	282
V	337228	279
V	337761	281
V	338273	279
V	338796	275
V	339305	288
V	339815	282
V	340330	283
V	340839	275
V	341359	288
V	341880	282
V	342385	279
V	342900	281
V	343420	283
V	343925	275
V	344452	288
V	344968	278
V	345491	279
V	346004	276
V	346522	277
V	347031	275
V	347541	286
V	348064	278
V	348594	279
V	349118	276
V	349625	277
V	350135	275
V	350650	286
V	351178	278
V	351691	279
V	352216	276
V	352737	290
V	353264	289
V	353784	290
V	354302	289
V	354809	280
V	355331	277
V	355847	281
V	356369	282
V	356890	288
V	357396	275
V	357914	281
V	358421	277
V	358944	280
V	359453	289
V	359964	290
V	360481	282
V	360992	281
V	361520	277
V	362031	277
V	362551	275
