OpFlag	PurchaseOrderID	PurchaseOrderDetailID	DueDate	OrderQty	ProductID	UnitPrice	LineTotal	ReceivedQty	RejectedQty	StockedQty	ModifiedDate
V	61	138	2012-02-07 00:00:00	3	405	39.0705	117.2115	3.00	.00	3.00	2012-01-31 00:00:00
V	61	139	2012-02-07 00:00:00	3	406	43.344	130.032	3.00	.00	3.00	2012-01-31 00:00:00
V	62	140	2012-02-07 00:00:00	550	931	34.8705	19178.775	550.00	82.00	468.00	2012-01-31 00:00:00
V	62	141	2012-02-07 00:00:00	550	932	39.7635	21869.925	550.00	.00	550.00	2012-01-31 00:00:00
V	63	142	2012-02-07 00:00:00	3	422	47.6805	143.0415	3.00	.00	3.00	2012-01-31 00:00:00
V	63	143	2012-02-07 00:00:00	3	423	45.5805	136.7415	3.00	.00	3.00	2012-01-31 00:00:00
V	63	144	2012-02-07 00:00:00	3	424	49.854	149.562	3.00	.00	3.00	2012-01-31 00:00:00
V	64	145	2012-02-07 00:00:00	3	341	47.5755	142.7265	3.00	3.00	.00	2012-01-31 00:00:00
V	64	146	2012-02-07 00:00:00	3	342	45.4755	136.4265	3.00	3.00	.00	2012-01-31 00:00:00
V	65	147	2012-02-07 00:00:00	550	931	34.3455	18890.025	550.00	.00	550.00	2012-01-31 00:00:00
V	65	148	2012-02-07 00:00:00	550	932	39.2385	21581.175	523.00	.00	523.00	2012-01-31 00:00:00
V	66	149	2012-02-07 00:00:00	3	341	47.4705	142.4115	3.00	.00	3.00	2012-01-31 00:00:00
V	66	150	2012-02-07 00:00:00	3	342	45.3705	136.1115	3.00	.00	3.00	2012-01-31 00:00:00
V	66	151	2012-02-07 00:00:00	3	343	49.644	148.932	3.00	.00	3.00	2012-01-31 00:00:00
V	66	152	2012-02-07 00:00:00	3	344	45.3705	136.1115	3.00	.00	3.00	2012-01-31 00:00:00
V	67	153	2012-02-07 00:00:00	550	928	32.7705	18023.775	550.00	.00	550.00	2012-01-31 00:00:00
V	67	154	2012-02-07 00:00:00	550	929	37.086	20397.3	550.00	.00	550.00	2012-01-31 00:00:00
V	67	155	2012-02-07 00:00:00	550	930	43.0395	23671.725	550.00	.00	550.00	2012-01-31 00:00:00
V	68	156	2012-02-07 00:00:00	550	332	10.815	5948.25	550.00	.00	550.00	2012-01-31 00:00:00
V	69	157	2012-02-08 00:00:00	550	948	82.8345	45558.975	550.00	.00	550.00	2012-02-01 00:00:00
V	69	158	2012-02-08 00:00:00	550	907	82.8345	45558.975	550.00	.00	550.00	2012-02-01 00:00:00
V	70	159	2012-02-08 00:00:00	1250	325	0.21	262.5	1250.00	.00	1250.00	2012-02-01 00:00:00
V	70	160	2012-02-08 00:00:00	1250	326	0.21	262.5	1250.00	125.00	1125.00	2012-02-01 00:00:00
V	71	161	2012-02-08 00:00:00	3	320	49.644	148.932	3.00	.00	3.00	2012-02-01 00:00:00
V	71	162	2012-02-08 00:00:00	3	321	44.3205	132.9615	3.00	.00	3.00	2012-02-01 00:00:00
V	71	163	2012-02-08 00:00:00	60	322	28.6965	1721.79	60.00	3.00	57.00	2012-02-01 00:00:00
V	72	164	2012-02-08 00:00:00	550	930	42.5145	23382.975	550.00	82.00	468.00	2012-02-01 00:00:00
V	72	165	2012-02-08 00:00:00	550	921	5.586	3072.3	550.00	.00	550.00	2012-02-01 00:00:00
V	73	166	2012-02-23 00:00:00	60	952	15.7395	944.37	60.00	.00	60.00	2012-02-16 00:00:00
V	74	167	2012-02-23 00:00:00	550	933	43.4595	23902.725	550.00	550.00	.00	2012-02-16 00:00:00
V	74	168	2012-02-23 00:00:00	550	934	37.6215	20691.825	550.00	550.00	.00	2012-02-16 00:00:00
V	75	169	2012-02-23 00:00:00	550	317	29.5785	16268.175	550.00	.00	550.00	2012-02-16 00:00:00
V	75	170	2012-02-23 00:00:00	550	318	36.099	19854.45	523.00	.00	523.00	2012-02-16 00:00:00
V	75	171	2012-02-23 00:00:00	550	319	48.5835	26720.925	550.00	.00	550.00	2012-02-16 00:00:00
V	76	172	2012-02-23 00:00:00	550	928	32.2455	17735.025	468.00	.00	468.00	2012-02-16 00:00:00
V	76	173	2012-02-23 00:00:00	550	929	36.561	20108.55	550.00	.00	550.00	2012-02-16 00:00:00
V	77	174	2012-02-23 00:00:00	550	319	46.4205	25531.275	550.00	.00	550.00	2012-02-16 00:00:00
V	78	175	2012-02-23 00:00:00	3	359	47.523	142.569	3.00	.00	3.00	2012-02-16 00:00:00
V	78	176	2012-02-23 00:00:00	3	360	45.423	136.269	3.00	.00	3.00	2012-02-16 00:00:00
V	78	177	2012-02-23 00:00:00	3	361	49.6965	149.0895	3.00	.00	3.00	2012-02-16 00:00:00
V	78	178	2012-02-23 00:00:00	3	362	45.423	136.269	3.00	.00	3.00	2012-02-16 00:00:00
V	78	179	2012-02-23 00:00:00	3	363	43.323	129.969	3.00	.00	3.00	2012-02-16 00:00:00
V	79	180	2012-02-23 00:00:00	3	2	41.916	125.748	3.00	.00	3.00	2012-02-16 00:00:00
V	80	181	2012-02-23 00:00:00	3	1	50.2635	150.7905	3.00	.00	3.00	2012-02-16 00:00:00
V	81	182	2012-02-23 00:00:00	3	361	49.854	149.562	3.00	.00	3.00	2012-02-16 00:00:00
V	81	183	2012-02-23 00:00:00	3	362	45.5805	136.7415	3.00	.00	3.00	2012-02-16 00:00:00
V	81	184	2012-02-23 00:00:00	3	363	43.4805	130.4415	3.00	.00	3.00	2012-02-16 00:00:00
V	81	185	2012-02-23 00:00:00	3	364	47.754	143.262	3.00	.00	3.00	2012-02-16 00:00:00
V	82	186	2012-02-23 00:00:00	550	530	16.086	8847.3	550.00	82.00	468.00	2012-02-16 00:00:00
V	83	187	2012-02-23 00:00:00	3	4	57.0255	171.0765	3.00	.00	3.00	2012-02-16 00:00:00
V	84	188	2012-02-23 00:00:00	550	512	37.086	20397.3	550.00	550.00	.00	2012-02-16 00:00:00
V	85	189	2012-02-23 00:00:00	550	513	26.5965	14628.075	550.00	.00	550.00	2012-02-16 00:00:00
V	86	190	2012-02-23 00:00:00	550	317	27.0585	14882.175	468.00	.00	468.00	2012-02-16 00:00:00
V	86	191	2012-02-23 00:00:00	550	318	33.579	18468.45	550.00	.00	550.00	2012-02-16 00:00:00
V	86	192	2012-02-23 00:00:00	550	319	46.0635	25334.925	550.00	.00	550.00	2012-02-16 00:00:00
V	87	193	2012-02-23 00:00:00	3	408	47.544	142.632	3.00	.00	3.00	2012-02-16 00:00:00
V	87	194	2012-02-23 00:00:00	3	409	43.2705	129.8115	3.00	.00	3.00	2012-02-16 00:00:00
V	87	195	2012-02-23 00:00:00	3	410	41.1705	123.5115	3.00	.00	3.00	2012-02-16 00:00:00
V	87	196	2012-02-23 00:00:00	3	411	45.444	136.332	3.00	.00	3.00	2012-02-16 00:00:00
V	87	197	2012-02-23 00:00:00	3	412	41.1705	123.5115	3.00	.00	3.00	2012-02-16 00:00:00
V	87	198	2012-02-23 00:00:00	3	413	39.0705	117.2115	3.00	.00	3.00	2012-02-16 00:00:00
V	88	199	2012-02-23 00:00:00	3	427	47.5965	142.7895	3.00	.00	3.00	2012-02-16 00:00:00
V	88	200	2012-02-23 00:00:00	3	428	43.323	129.969	3.00	.00	3.00	2012-02-16 00:00:00
V	88	201	2012-02-23 00:00:00	3	429	41.223	123.669	3.00	.00	3.00	2012-02-16 00:00:00
V	88	202	2012-02-23 00:00:00	3	430	45.4965	136.4895	3.00	.00	3.00	2012-02-16 00:00:00
V	88	203	2012-02-23 00:00:00	3	431	41.223	123.669	3.00	.00	3.00	2012-02-16 00:00:00
V	89	204	2012-03-08 00:00:00	3	320	47.4705	142.4115	3.00	.00	3.00	2012-03-01 00:00:00
V	89	205	2012-03-08 00:00:00	3	321	42.798	128.394	3.00	.00	3.00	2012-03-01 00:00:00
V	89	206	2012-03-08 00:00:00	60	322	25.4205	1525.23	60.00	.00	60.00	2012-03-01 00:00:00
V	90	207	2012-03-08 00:00:00	3	442	43.3965	130.1895	3.00	.00	3.00	2012-03-01 00:00:00
V	90	208	2012-03-08 00:00:00	3	443	39.123	117.369	3.00	.00	3.00	2012-03-01 00:00:00
V	90	209	2012-03-08 00:00:00	3	444	37.023	111.069	3.00	.00	3.00	2012-03-01 00:00:00
V	91	210	2012-03-08 00:00:00	550	941	62.9895	34644.225	550.00	.00	550.00	2012-03-01 00:00:00
V	92	211	2012-03-08 00:00:00	3	320	45.3705	136.1115	3.00	.00	3.00	2012-03-01 00:00:00
V	92	212	2012-03-08 00:00:00	3	321	40.488	121.464	3.00	.00	3.00	2012-03-01 00:00:00
V	93	213	2012-03-12 00:00:00	3	504	48.762	146.286	3.00	.00	3.00	2012-03-05 00:00:00
V	94	214	2012-03-12 00:00:00	3	497	34.188	102.564	3.00	3.00	.00	2012-03-05 00:00:00
V	95	215	2012-03-12 00:00:00	3	323	50.2635	150.7905	3.00	.00	3.00	2012-03-05 00:00:00
V	96	216	2012-03-12 00:00:00	550	523	10.731	5902.05	468.00	.00	468.00	2012-03-05 00:00:00
V	96	217	2012-03-12 00:00:00	550	524	14.1225	7767.375	550.00	.00	550.00	2012-03-05 00:00:00
V	97	218	2012-03-22 00:00:00	60	492	50.2635	3015.81	60.00	.00	60.00	2012-03-15 00:00:00
V	97	219	2012-03-22 00:00:00	60	493	57.1515	3429.09	60.00	.00	60.00	2012-03-15 00:00:00
V	97	220	2012-03-22 00:00:00	60	494	53.2035	3192.21	60.00	.00	60.00	2012-03-15 00:00:00
V	97	221	2012-03-22 00:00:00	60	495	63.693	3821.58	60.00	.00	60.00	2012-03-15 00:00:00
V	97	222	2012-03-22 00:00:00	60	496	48.909	2934.54	60.00	.00	60.00	2012-03-15 00:00:00
V	98	223	2012-03-22 00:00:00	550	913	40.9395	22516.725	550.00	.00	550.00	2012-03-15 00:00:00
V	98	224	2012-03-22 00:00:00	550	914	21.0945	11601.975	550.00	.00	550.00	2012-03-15 00:00:00
V	98	225	2012-03-22 00:00:00	550	915	30.4395	16741.725	550.00	.00	550.00	2012-03-15 00:00:00
V	98	226	2012-03-22 00:00:00	550	916	40.9395	22516.725	550.00	.00	550.00	2012-03-15 00:00:00
V	99	227	2012-03-22 00:00:00	60	506	9.198	551.88	60.00	.00	60.00	2012-03-15 00:00:00
V	100	228	2012-03-22 00:00:00	550	351	5.775	3176.25	550.00	.00	550.00	2012-03-15 00:00:00
V	100	229	2012-03-22 00:00:00	550	352	1.155	635.25	550.00	55.00	495.00	2012-03-15 00:00:00
V	100	230	2012-03-22 00:00:00	550	679	5.775	3176.25	550.00	.00	550.00	2012-03-15 00:00:00
V	101	231	2012-03-22 00:00:00	550	507	23.394	12866.7	550.00	.00	550.00	2012-03-15 00:00:00
V	101	232	2012-03-22 00:00:00	550	508	27.6465	15205.575	550.00	.00	550.00	2012-03-15 00:00:00
V	102	233	2012-03-22 00:00:00	550	355	1.365	750.75	550.00	82.00	468.00	2012-03-15 00:00:00
V	102	234	2012-03-22 00:00:00	550	940	62.9895	34644.225	550.00	.00	550.00	2012-03-15 00:00:00
V	103	235	2012-03-22 00:00:00	550	679	6.195	3407.25	550.00	.00	550.00	2012-03-15 00:00:00
V	104	236	2012-03-22 00:00:00	550	507	22.1655	12191.025	550.00	550.00	.00	2012-03-15 00:00:00
V	104	237	2012-03-22 00:00:00	550	508	29.2845	16106.475	550.00	550.00	.00	2012-03-15 00:00:00
V	105	238	2012-03-22 00:00:00	3	491	19.9815	59.9445	3.00	.00	3.00	2012-03-15 00:00:00
V	106	239	2012-03-22 00:00:00	3	347	36.9705	110.9115	3.00	.00	3.00	2012-03-15 00:00:00
V	106	240	2012-03-22 00:00:00	3	348	34.8705	104.6115	3.00	.00	3.00	2012-03-15 00:00:00
V	106	241	2012-03-22 00:00:00	3	349	39.144	117.432	3.00	.00	3.00	2012-03-15 00:00:00
V	107	242	2012-03-22 00:00:00	550	935	31.4895	17319.225	550.00	.00	550.00	2012-03-15 00:00:00
V	107	243	2012-03-22 00:00:00	550	936	48.2895	26559.225	550.00	.00	550.00	2012-03-15 00:00:00
V	108	244	2012-03-22 00:00:00	3	380	43.218	129.654	3.00	.00	3.00	2012-03-15 00:00:00
