OpFlag	ProductID	ProductPhotoID	Primary	ModifiedDate
V	396	1	1	2008-03-31 00:00:00
V	397	1	1	2008-03-31 00:00:00
V	398	1	1	2008-03-31 00:00:00
V	399	1	1	2008-03-31 00:00:00
V	400	1	1	2008-03-31 00:00:00
V	401	1	1	2008-03-31 00:00:00
V	402	1	1	2008-03-31 00:00:00
V	403	1	1	2008-03-31 00:00:00
V	404	1	1	2008-03-31 00:00:00
V	405	1	1	2008-03-31 00:00:00
V	406	1	1	2008-03-31 00:00:00
V	407	1	1	2008-03-31 00:00:00
V	408	1	1	2008-03-31 00:00:00
V	409	1	1	2008-03-31 00:00:00
V	410	1	1	2008-03-31 00:00:00
V	411	1	1	2008-03-31 00:00:00
V	412	1	1	2008-03-31 00:00:00
V	413	1	1	2008-03-31 00:00:00
V	414	1	1	2008-03-31 00:00:00
V	415	1	1	2008-03-31 00:00:00
V	416	1	1	2008-03-31 00:00:00
V	417	1	1	2008-03-31 00:00:00
V	418	1	1	2008-03-31 00:00:00
V	419	1	1	2008-03-31 00:00:00
V	420	1	1	2008-03-31 00:00:00
V	421	1	1	2008-03-31 00:00:00
V	422	1	1	2008-03-31 00:00:00
V	423	1	1	2008-03-31 00:00:00
V	424	1	1	2008-03-31 00:00:00
V	425	1	1	2008-03-31 00:00:00
V	426	1	1	2008-03-31 00:00:00
V	427	1	1	2008-03-31 00:00:00
V	428	1	1	2008-03-31 00:00:00
V	429	1	1	2008-03-31 00:00:00
V	430	1	1	2008-03-31 00:00:00
V	431	1	1	2008-03-31 00:00:00
V	432	1	1	2008-03-31 00:00:00
V	433	1	1	2008-03-31 00:00:00
V	434	1	1	2008-03-31 00:00:00
V	435	1	1	2008-03-31 00:00:00
V	436	1	1	2008-03-31 00:00:00
V	437	1	1	2008-03-31 00:00:00
V	438	1	1	2008-03-31 00:00:00
V	439	1	1	2008-03-31 00:00:00
V	440	1	1	2008-03-31 00:00:00
V	441	1	1	2008-03-31 00:00:00
V	442	1	1	2008-03-31 00:00:00
V	443	1	1	2008-03-31 00:00:00
V	444	1	1	2008-03-31 00:00:00
V	445	1	1	2008-03-31 00:00:00
V	446	1	1	2008-03-31 00:00:00
V	447	1	1	2008-03-31 00:00:00
V	448	1	1	2008-03-31 00:00:00
V	449	1	1	2008-03-31 00:00:00
V	450	1	1	2008-03-31 00:00:00
V	451	1	1	2008-03-31 00:00:00
V	452	1	1	2008-03-31 00:00:00
V	453	1	1	2008-03-31 00:00:00
V	454	1	1	2008-03-31 00:00:00
V	455	1	1	2008-03-31 00:00:00
V	456	1	1	2008-03-31 00:00:00
V	457	1	1	2008-03-31 00:00:00
V	458	1	1	2008-03-31 00:00:00
V	459	1	1	2008-03-31 00:00:00
V	460	1	1	2008-03-31 00:00:00
V	461	1	1	2008-03-31 00:00:00
V	462	1	1	2008-03-31 00:00:00
V	463	1	1	2008-03-31 00:00:00
V	464	1	1	2008-03-31 00:00:00
V	465	1	1	2008-03-31 00:00:00
V	466	1	1	2008-03-31 00:00:00
V	467	1	1	2008-03-31 00:00:00
V	468	1	1	2008-03-31 00:00:00
V	469	1	1	2008-03-31 00:00:00
V	470	1	1	2008-03-31 00:00:00
V	471	1	1	2008-03-31 00:00:00
V	472	1	1	2008-03-31 00:00:00
V	473	1	1	2008-03-31 00:00:00
V	474	1	1	2008-03-31 00:00:00
V	475	1	1	2008-03-31 00:00:00
V	476	1	1	2008-03-31 00:00:00
V	477	1	1	2008-03-31 00:00:00
V	478	1	1	2008-03-31 00:00:00
V	479	1	1	2008-03-31 00:00:00
V	480	1	1	2008-03-31 00:00:00
V	481	1	1	2008-03-31 00:00:00
V	482	1	1	2008-03-31 00:00:00
V	483	1	1	2008-03-31 00:00:00
V	484	1	1	2008-03-31 00:00:00
V	485	1	1	2008-03-31 00:00:00
V	486	1	1	2008-03-31 00:00:00
V	487	1	1	2008-03-31 00:00:00
V	488	1	1	2008-03-31 00:00:00
V	489	1	1	2008-03-31 00:00:00
V	490	1	1	2008-03-31 00:00:00
V	491	1	1	2008-03-31 00:00:00
V	492	1	1	2008-03-31 00:00:00
V	493	1	1	2008-03-31 00:00:00
V	494	1	1	2008-03-31 00:00:00
V	495	1	1	2008-03-31 00:00:00
V	496	1	1	2008-03-31 00:00:00
V	497	1	1	2008-03-31 00:00:00
V	504	1	1	2008-03-31 00:00:00
V	505	1	1	2008-03-31 00:00:00
V	506	1	1	2008-03-31 00:00:00
V	507	1	1	2008-03-31 00:00:00
V	508	1	1	2008-03-31 00:00:00
V	509	1	1	2008-03-31 00:00:00
V	510	1	1	2008-03-31 00:00:00
V	511	1	1	2008-03-31 00:00:00
V	512	1	1	2008-03-31 00:00:00
V	513	1	1	2008-03-31 00:00:00
V	514	1	1	2008-03-31 00:00:00
V	515	1	1	2008-03-31 00:00:00
V	516	1	1	2008-03-31 00:00:00
V	517	1	1	2008-03-31 00:00:00
V	518	1	1	2008-03-31 00:00:00
V	519	1	1	2008-03-31 00:00:00
V	520	1	1	2008-03-31 00:00:00
V	521	1	1	2008-03-31 00:00:00
V	522	1	1	2008-03-31 00:00:00
V	523	1	1	2008-03-31 00:00:00
V	524	1	1	2008-03-31 00:00:00
V	525	1	1	2008-03-31 00:00:00
V	526	1	1	2008-03-31 00:00:00
V	527	1	1	2008-03-31 00:00:00
V	528	1	1	2008-03-31 00:00:00
V	529	1	1	2008-03-31 00:00:00
V	530	1	1	2008-03-31 00:00:00
V	531	1	1	2008-03-31 00:00:00
V	532	1	1	2008-03-31 00:00:00
V	533	1	1	2008-03-31 00:00:00
V	534	1	1	2008-03-31 00:00:00
V	535	1	1	2008-03-31 00:00:00
V	679	1	1	2008-03-31 00:00:00
V	680	1	1	2008-03-31 00:00:00
V	706	1	1	2008-03-31 00:00:00
V	707	1	1	2011-05-01 00:00:00
V	708	1	1	2011-05-01 00:00:00
V	709	1	1	2011-05-01 00:00:00
V	710	1	1	2011-05-01 00:00:00
V	711	1	1	2011-05-01 00:00:00
V	712	1	1	2011-05-01 00:00:00
V	713	162	1	2011-05-01 00:00:00
V	714	162	1	2011-05-01 00:00:00
V	715	162	1	2011-05-01 00:00:00
V	716	162	1	2011-05-01 00:00:00
V	717	1	1	2011-05-01 00:00:00
V	718	1	1	2011-05-01 00:00:00
V	719	1	1	2011-05-01 00:00:00
V	720	1	1	2011-05-01 00:00:00
V	721	1	1	2011-05-01 00:00:00
V	722	1	1	2011-05-01 00:00:00
V	723	1	1	2011-05-01 00:00:00
V	724	1	1	2011-05-01 00:00:00
V	725	1	1	2011-05-01 00:00:00
V	726	1	1	2011-05-01 00:00:00
V	727	1	1	2011-05-01 00:00:00
V	728	1	1	2011-05-01 00:00:00
V	729	1	1	2011-05-01 00:00:00
V	730	1	1	2011-05-01 00:00:00
V	731	1	1	2011-05-01 00:00:00
V	732	1	1	2011-05-01 00:00:00
V	733	1	1	2011-05-01 00:00:00
V	734	1	1	2011-05-01 00:00:00
V	735	1	1	2011-05-01 00:00:00
V	736	1	1	2011-05-01 00:00:00
V	737	1	1	2011-05-01 00:00:00
V	738	1	1	2011-05-01 00:00:00
V	739	143	1	2011-05-01 00:00:00
V	740	143	1	2011-05-01 00:00:00
V	741	143	1	2011-05-01 00:00:00
V	742	143	1	2011-05-01 00:00:00
V	743	139	1	2011-05-01 00:00:00
V	744	139	1	2011-05-01 00:00:00
V	745	139	1	2011-05-01 00:00:00
V	746	139	1	2011-05-01 00:00:00
V	747	139	1	2011-05-01 00:00:00
V	748	143	1	2011-05-01 00:00:00
V	749	126	1	2011-05-01 00:00:00
V	750	126	1	2011-05-01 00:00:00
V	751	126	1	2011-05-01 00:00:00
V	752	126	1	2011-05-01 00:00:00
V	753	126	1	2011-05-01 00:00:00
V	754	111	1	2011-05-01 00:00:00
V	755	111	1	2011-05-01 00:00:00
V	756	111	1	2011-05-01 00:00:00
V	757	111	1	2011-05-01 00:00:00
V	758	111	1	2011-05-01 00:00:00
V	759	126	1	2011-05-01 00:00:00
V	760	126	1	2011-05-01 00:00:00
V	761	126	1	2011-05-01 00:00:00
V	762	126	1	2011-05-01 00:00:00
V	763	126	1	2011-05-01 00:00:00
V	764	126	1	2011-05-01 00:00:00
V	765	118	1	2011-05-01 00:00:00
V	766	118	1	2011-05-01 00:00:00
V	767	118	1	2011-05-01 00:00:00
V	768	118	1	2011-05-01 00:00:00
V	769	118	1	2011-05-01 00:00:00
V	770	118	1	2011-05-01 00:00:00
V	771	128	1	2011-05-01 00:00:00
V	772	128	1	2011-05-01 00:00:00
V	773	128	1	2011-05-01 00:00:00
V	774	128	1	2011-05-01 00:00:00
V	775	118	1	2011-05-01 00:00:00
V	776	118	1	2011-05-01 00:00:00
V	777	118	1	2011-05-01 00:00:00
V	778	118	1	2011-05-01 00:00:00
V	779	84	1	2012-04-30 00:00:00
V	780	84	1	2012-04-30 00:00:00
V	781	84	1	2012-04-30 00:00:00
V	782	78	1	2012-04-30 00:00:00
V	783	78	1	2012-04-30 00:00:00
V	784	78	1	2012-04-30 00:00:00
V	785	78	1	2012-04-30 00:00:00
V	786	78	1	2012-04-30 00:00:00
V	787	78	1	2012-04-30 00:00:00
V	788	78	1	2012-04-30 00:00:00
V	789	179	1	2012-04-30 00:00:00
V	790	179	1	2012-04-30 00:00:00
V	791	179	1	2012-04-30 00:00:00
V	792	179	1	2012-04-30 00:00:00
V	793	177	1	2012-04-30 00:00:00
V	794	177	1	2012-04-30 00:00:00
V	795	177	1	2012-04-30 00:00:00
V	796	177	1	2012-04-30 00:00:00
V	797	131	1	2012-04-30 00:00:00
V	798	131	1	2012-04-30 00:00:00
V	799	131	1	2012-04-30 00:00:00
V	800	131	1	2012-04-30 00:00:00
V	801	131	1	2012-04-30 00:00:00
V	802	138	1	2012-04-30 00:00:00
V	803	138	1	2012-04-30 00:00:00
V	804	138	1	2012-04-30 00:00:00
V	805	1	1	2012-04-30 00:00:00
V	806	1	1	2012-04-30 00:00:00
V	807	1	1	2012-04-30 00:00:00
V	808	145	1	2012-04-30 00:00:00
V	809	1	1	2012-04-30 00:00:00
V	810	1	1	2012-04-30 00:00:00
V	811	1	1	2012-04-30 00:00:00
V	812	1	1	2012-04-30 00:00:00
V	813	1	1	2012-04-30 00:00:00
V	814	1	1	2012-04-30 00:00:00
V	815	160	1	2012-04-30 00:00:00
V	816	160	1	2012-04-30 00:00:00
V	817	160	1	2012-04-30 00:00:00
V	818	160	1	2012-04-30 00:00:00
V	819	160	1	2012-04-30 00:00:00
V	820	160	1	2012-04-30 00:00:00
V	821	160	1	2012-04-30 00:00:00
V	822	1	1	2012-04-30 00:00:00
V	823	160	1	2012-04-30 00:00:00
V	824	160	1	2012-04-30 00:00:00
V	825	160	1	2012-04-30 00:00:00
V	826	160	1	2012-04-30 00:00:00
V	827	160	1	2012-04-30 00:00:00
V	828	160	1	2012-04-30 00:00:00
V	829	160	1	2012-04-30 00:00:00
V	830	1	1	2012-04-30 00:00:00
V	831	1	1	2012-04-30 00:00:00
V	832	1	1	2012-04-30 00:00:00
V	833	1	1	2012-04-30 00:00:00
V	834	1	1	2012-04-30 00:00:00
V	835	1	1	2012-04-30 00:00:00
V	836	1	1	2012-04-30 00:00:00
V	837	1	1	2012-04-30 00:00:00
V	838	1	1	2012-04-30 00:00:00
V	839	1	1	2012-04-30 00:00:00
V	840	1	1	2012-04-30 00:00:00
V	841	176	1	2012-04-30 00:00:00
V	842	1	1	2012-04-30 00:00:00
V	843	167	1	2012-04-30 00:00:00
V	844	172	1	2012-04-30 00:00:00
V	845	166	1	2012-04-30 00:00:00
V	846	156	1	2012-04-30 00:00:00
V	847	137	1	2012-04-30 00:00:00
V	848	153	1	2012-04-30 00:00:00
V	849	176	1	2012-04-30 00:00:00
V	850	176	1	2012-04-30 00:00:00
V	851	176	1	2012-04-30 00:00:00
V	852	1	1	2012-04-30 00:00:00
V	853	1	1	2012-04-30 00:00:00
V	854	1	1	2012-04-30 00:00:00
V	855	1	1	2012-04-30 00:00:00
V	856	1	1	2012-04-30 00:00:00
V	857	1	1	2012-04-30 00:00:00
V	858	1	1	2012-04-30 00:00:00
V	859	1	1	2012-04-30 00:00:00
V	860	1	1	2012-04-30 00:00:00
V	861	1	1	2012-04-30 00:00:00
V	862	1	1	2012-04-30 00:00:00
V	863	1	1	2012-04-30 00:00:00
V	864	1	1	2013-04-30 00:00:00
V	865	1	1	2013-04-30 00:00:00
V	866	1	1	2013-04-30 00:00:00
V	867	175	1	2013-04-30 00:00:00
V	868	175	1	2013-04-30 00:00:00
V	869	175	1	2013-04-30 00:00:00
V	870	159	1	2013-04-30 00:00:00
V	871	1	1	2013-04-30 00:00:00
V	872	158	1	2013-04-30 00:00:00
V	873	157	1	2013-04-30 00:00:00
V	874	1	1	2013-04-30 00:00:00
V	875	1	1	2013-04-30 00:00:00
V	876	1	1	2013-04-30 00:00:00
V	877	1	1	2013-04-30 00:00:00
V	878	1	1	2013-04-30 00:00:00
V	879	1	1	2013-04-30 00:00:00
V	880	1	1	2013-04-30 00:00:00
V	881	165	1	2013-04-30 00:00:00
V	882	165	1	2013-04-30 00:00:00
V	883	165	1	2013-04-30 00:00:00
V	884	165	1	2013-04-30 00:00:00
V	885	1	1	2013-04-30 00:00:00
V	886	141	1	2013-04-30 00:00:00
V	887	1	1	2013-04-30 00:00:00
V	888	1	1	2013-04-30 00:00:00
V	889	1	1	2013-04-30 00:00:00
V	890	1	1	2013-04-30 00:00:00
V	891	1	1	2013-04-30 00:00:00
V	892	1	1	2013-04-30 00:00:00
V	893	1	1	2013-04-30 00:00:00
V	894	154	1	2013-04-30 00:00:00
V	895	1	1	2013-04-30 00:00:00
V	896	1	1	2013-04-30 00:00:00
V	897	1	1	2013-04-30 00:00:00
V	898	1	1	2013-04-30 00:00:00
V	899	141	1	2013-04-30 00:00:00
V	900	141	1	2013-04-30 00:00:00
V	901	141	1	2013-04-30 00:00:00
V	902	141	1	2013-04-30 00:00:00
V	903	1	1	2013-04-30 00:00:00
V	904	1	1	2013-04-30 00:00:00
V	905	1	1	2013-04-30 00:00:00
V	906	1	1	2013-04-30 00:00:00
V	907	1	1	2013-04-30 00:00:00
V	908	149	1	2013-04-30 00:00:00
V	909	1	1	2013-04-30 00:00:00
V	910	1	1	2013-04-30 00:00:00
V	911	1	1	2013-04-30 00:00:00
V	912	1	1	2013-04-30 00:00:00
V	913	1	1	2013-04-30 00:00:00
V	914	1	1	2013-04-30 00:00:00
V	915	1	1	2013-04-30 00:00:00
V	916	1	1	2013-04-30 00:00:00
V	917	1	1	2013-04-30 00:00:00
V	918	1	1	2013-04-30 00:00:00
V	919	1	1	2013-04-30 00:00:00
V	920	1	1	2013-04-30 00:00:00
V	921	1	1	2013-04-30 00:00:00
V	922	1	1	2013-04-30 00:00:00
V	923	173	1	2013-04-30 00:00:00
V	924	1	1	2013-04-30 00:00:00
V	925	1	1	2013-04-30 00:00:00
V	926	1	1	2013-04-30 00:00:00
V	927	1	1	2013-04-30 00:00:00
V	928	1	1	2013-04-30 00:00:00
V	929	1	1	2013-04-30 00:00:00
V	930	146	1	2013-04-30 00:00:00
V	931	1	1	2013-04-30 00:00:00
V	932	1	1	2013-04-30 00:00:00
V	933	155	1	2013-04-30 00:00:00
V	934	1	1	2013-04-30 00:00:00
V	935	147	1	2013-04-30 00:00:00
V	936	147	1	2013-04-30 00:00:00
V	937	147	1	2013-04-30 00:00:00
V	938	135	1	2013-04-30 00:00:00
V	939	135	1	2013-04-30 00:00:00
V	940	135	1	2013-04-30 00:00:00
V	941	135	1	2013-04-30 00:00:00
V	942	1	1	2013-04-30 00:00:00
V	943	1	1	2013-04-30 00:00:00
V	944	1	1	2013-04-30 00:00:00
V	945	1	1	2013-04-30 00:00:00
V	946	1	1	2013-04-30 00:00:00
V	947	1	1	2013-04-30 00:00:00
V	948	1	1	2013-04-30 00:00:00
V	949	1	1	2013-04-30 00:00:00
V	950	1	1	2013-04-30 00:00:00
V	951	1	1	2013-04-30 00:00:00
V	952	150	1	2013-04-30 00:00:00
V	953	87	1	2013-04-30 00:00:00
V	954	99	1	2013-04-30 00:00:00
V	955	99	1	2013-04-30 00:00:00
V	956	99	1	2013-04-30 00:00:00
V	957	99	1	2013-04-30 00:00:00
V	958	87	1	2013-04-30 00:00:00
V	959	87	1	2013-04-30 00:00:00
V	960	87	1	2013-04-30 00:00:00
V	961	99	1	2013-04-30 00:00:00
V	962	99	1	2013-04-30 00:00:00
V	963	99	1	2013-04-30 00:00:00
V	964	99	1	2013-04-30 00:00:00
V	965	99	1	2013-04-30 00:00:00
V	966	87	1	2013-04-30 00:00:00
V	967	87	1	2013-04-30 00:00:00
V	968	87	1	2013-04-30 00:00:00
V	969	87	1	2013-04-30 00:00:00
V	970	87	1	2013-04-30 00:00:00
V	971	87	1	2013-04-30 00:00:00
V	972	87	1	2013-04-30 00:00:00
V	973	113	1	2013-04-30 00:00:00
V	974	113	1	2013-04-30 00:00:00
V	975	113	1	2013-04-30 00:00:00
V	976	113	1	2013-04-30 00:00:00
V	977	102	1	2013-04-30 00:00:00
V	978	87	1	2013-04-30 00:00:00
V	979	87	1	2013-04-30 00:00:00
V	980	80	1	2013-04-30 00:00:00
V	981	80	1	2013-04-30 00:00:00
V	982	80	1	2013-04-30 00:00:00
V	983	80	1	2013-04-30 00:00:00
V	984	1	1	2013-04-30 00:00:00
V	985	1	1	2013-04-30 00:00:00
V	986	1	1	2013-04-30 00:00:00
V	987	1	1	2013-04-30 00:00:00
V	988	1	1	2013-04-30 00:00:00
V	989	1	1	2013-04-30 00:00:00
V	990	1	1	2013-04-30 00:00:00
V	991	1	1	2013-04-30 00:00:00
V	992	1	1	2013-04-30 00:00:00
V	993	1	1	2013-04-30 00:00:00
V	994	1	1	2013-04-30 00:00:00
V	995	1	1	2013-04-30 00:00:00
V	996	1	1	2013-04-30 00:00:00
V	997	102	1	2013-04-30 00:00:00
V	998	102	1	2013-04-30 00:00:00
V	999	102	1	2013-04-30 00:00:00
