OpFlag	SalesOrderID	SalesReasonID	ModifiedDate
V	43760	9	2011-06-15 00:00:00
V	43761	5	2011-06-15 00:00:00
V	43761	9	2011-06-15 00:00:00
V	43762	5	2011-06-16 00:00:00
V	43762	9	2011-06-16 00:00:00
V	43763	5	2011-06-16 00:00:00
V	43763	9	2011-06-16 00:00:00
V	43764	5	2011-06-16 00:00:00
V	43764	9	2011-06-16 00:00:00
V	43766	5	2011-06-17 00:00:00
V	43766	9	2011-06-17 00:00:00
V	43768	5	2011-06-18 00:00:00
V	43768	9	2011-06-18 00:00:00
V	43769	5	2011-06-18 00:00:00
V	43769	9	2011-06-18 00:00:00
V	43770	5	2011-06-18 00:00:00
V	43770	9	2011-06-18 00:00:00
V	43772	5	2011-06-18 00:00:00
V	43772	9	2011-06-18 00:00:00
V	43773	5	2011-06-18 00:00:00
V	43773	9	2011-06-18 00:00:00
V	43774	5	2011-06-18 00:00:00
V	43774	9	2011-06-18 00:00:00
V	43776	5	2011-06-19 00:00:00
V	43776	9	2011-06-19 00:00:00
V	43777	5	2011-06-19 00:00:00
V	43777	9	2011-06-19 00:00:00
V	43780	5	2011-06-20 00:00:00
V	43780	9	2011-06-20 00:00:00
V	43781	5	2011-06-20 00:00:00
V	43781	9	2011-06-20 00:00:00
V	43782	5	2011-06-20 00:00:00
V	43782	9	2011-06-20 00:00:00
V	43783	5	2011-06-20 00:00:00
V	43783	9	2011-06-20 00:00:00
V	43784	5	2011-06-21 00:00:00
V	43784	9	2011-06-21 00:00:00
V	43785	5	2011-06-21 00:00:00
V	43785	9	2011-06-21 00:00:00
V	43786	5	2011-06-21 00:00:00
V	43786	9	2011-06-21 00:00:00
V	43791	5	2011-06-21 00:00:00
V	43791	9	2011-06-21 00:00:00
V	43792	5	2011-06-21 00:00:00
V	43792	9	2011-06-21 00:00:00
V	43795	5	2011-06-22 00:00:00
V	43795	9	2011-06-22 00:00:00
V	43797	5	2011-06-22 00:00:00
V	43797	9	2011-06-22 00:00:00
V	43798	5	2011-06-22 00:00:00
V	43798	9	2011-06-22 00:00:00
V	43799	5	2011-06-22 00:00:00
V	43799	9	2011-06-22 00:00:00
V	43800	5	2011-06-23 00:00:00
V	43800	9	2011-06-23 00:00:00
V	43801	5	2011-06-23 00:00:00
V	43801	9	2011-06-23 00:00:00
V	43802	5	2011-06-23 00:00:00
V	43802	9	2011-06-23 00:00:00
V	43803	5	2011-06-24 00:00:00
V	43803	9	2011-06-24 00:00:00
V	43804	5	2011-06-24 00:00:00
V	43804	9	2011-06-24 00:00:00
V	43806	5	2011-06-24 00:00:00
V	43806	9	2011-06-24 00:00:00
V	43807	5	2011-06-25 00:00:00
V	43807	9	2011-06-25 00:00:00
V	43808	5	2011-06-25 00:00:00
V	43808	9	2011-06-25 00:00:00
V	43809	5	2011-06-25 00:00:00
V	43809	9	2011-06-25 00:00:00
V	43812	5	2011-06-26 00:00:00
V	43812	9	2011-06-26 00:00:00
V	43815	5	2011-06-26 00:00:00
V	43815	9	2011-06-26 00:00:00
V	43816	5	2011-06-26 00:00:00
V	43816	9	2011-06-26 00:00:00
V	43817	5	2011-06-26 00:00:00
V	43817	9	2011-06-26 00:00:00
V	43818	5	2011-06-26 00:00:00
V	43818	9	2011-06-26 00:00:00
V	43820	5	2011-06-27 00:00:00
V	43820	9	2011-06-27 00:00:00
V	43821	5	2011-06-27 00:00:00
V	43821	9	2011-06-27 00:00:00
V	43822	5	2011-06-27 00:00:00
V	43822	9	2011-06-27 00:00:00
V	43825	5	2011-06-27 00:00:00
V	43825	9	2011-06-27 00:00:00
V	43828	5	2011-06-28 00:00:00
V	43828	9	2011-06-28 00:00:00
V	43829	5	2011-06-28 00:00:00
V	43829	9	2011-06-28 00:00:00
V	43830	5	2011-06-28 00:00:00
V	43830	9	2011-06-28 00:00:00
V	43832	5	2011-06-28 00:00:00
V	43832	9	2011-06-28 00:00:00
V	43833	5	2011-06-29 00:00:00
V	43833	9	2011-06-29 00:00:00
V	43838	5	2011-06-30 00:00:00
V	43838	9	2011-06-30 00:00:00
V	43839	5	2011-06-30 00:00:00
V	43839	9	2011-06-30 00:00:00
V	43841	5	2011-06-30 00:00:00
V	43841	9	2011-06-30 00:00:00
V	43842	5	2011-06-30 00:00:00
V	43842	9	2011-06-30 00:00:00
V	43918	5	2011-07-01 00:00:00
V	43918	9	2011-07-01 00:00:00
V	43919	5	2011-07-01 00:00:00
V	43919	9	2011-07-01 00:00:00
V	43920	5	2011-07-01 00:00:00
V	43920	9	2011-07-01 00:00:00
V	43921	5	2011-07-01 00:00:00
V	43921	9	2011-07-01 00:00:00
V	43922	5	2011-07-01 00:00:00
V	43922	9	2011-07-01 00:00:00
V	43923	5	2011-07-02 00:00:00
V	43923	9	2011-07-02 00:00:00
V	43924	5	2011-07-02 00:00:00
V	43924	9	2011-07-02 00:00:00
V	43925	5	2011-07-02 00:00:00
V	43925	9	2011-07-02 00:00:00
V	43927	5	2011-07-03 00:00:00
V	43927	9	2011-07-03 00:00:00
V	43928	5	2011-07-03 00:00:00
V	43928	9	2011-07-03 00:00:00
V	43930	5	2011-07-04 00:00:00
V	43930	9	2011-07-04 00:00:00
V	43931	5	2011-07-04 00:00:00
V	43931	9	2011-07-04 00:00:00
V	43932	5	2011-07-04 00:00:00
V	43932	9	2011-07-04 00:00:00
V	43936	5	2011-07-05 00:00:00
V	43936	9	2011-07-05 00:00:00
V	43937	5	2011-07-05 00:00:00
V	43937	9	2011-07-05 00:00:00
V	43938	5	2011-07-05 00:00:00
V	43938	9	2011-07-05 00:00:00
V	43939	5	2011-07-05 00:00:00
V	43939	9	2011-07-05 00:00:00
V	43941	5	2011-07-06 00:00:00
V	43941	9	2011-07-06 00:00:00
V	43942	5	2011-07-06 00:00:00
V	43942	9	2011-07-06 00:00:00
V	43945	5	2011-07-06 00:00:00
V	43945	9	2011-07-06 00:00:00
V	43946	5	2011-07-06 00:00:00
V	43946	9	2011-07-06 00:00:00
V	43947	5	2011-07-06 00:00:00
V	43947	9	2011-07-06 00:00:00
V	43949	5	2011-07-07 00:00:00
V	43949	9	2011-07-07 00:00:00
V	43950	5	2011-07-07 00:00:00
V	43950	9	2011-07-07 00:00:00
V	43951	5	2011-07-07 00:00:00
V	43951	9	2011-07-07 00:00:00
V	43952	5	2011-07-07 00:00:00
V	43952	9	2011-07-07 00:00:00
V	43954	5	2011-07-08 00:00:00
V	43954	9	2011-07-08 00:00:00
V	43955	5	2011-07-08 00:00:00
V	43955	9	2011-07-08 00:00:00
V	43957	5	2011-07-09 00:00:00
V	43957	9	2011-07-09 00:00:00
V	43958	5	2011-07-09 00:00:00
V	43958	9	2011-07-09 00:00:00
V	43961	5	2011-07-10 00:00:00
V	43961	9	2011-07-10 00:00:00
V	43962	5	2011-07-10 00:00:00
V	43962	9	2011-07-10 00:00:00
V	43963	5	2011-07-10 00:00:00
V	43963	9	2011-07-10 00:00:00
V	43964	5	2011-07-10 00:00:00
V	43964	9	2011-07-10 00:00:00
V	43967	5	2011-07-11 00:00:00
V	43967	9	2011-07-11 00:00:00
V	43968	5	2011-07-11 00:00:00
V	43968	9	2011-07-11 00:00:00
V	43969	5	2011-07-11 00:00:00
V	43969	9	2011-07-11 00:00:00
V	43970	5	2011-07-11 00:00:00
V	43970	9	2011-07-11 00:00:00
V	43971	5	2011-07-11 00:00:00
V	43971	9	2011-07-11 00:00:00
V	43972	5	2011-07-12 00:00:00
V	43972	9	2011-07-12 00:00:00
V	43973	5	2011-07-12 00:00:00
V	43973	9	2011-07-12 00:00:00
V	43974	5	2011-07-12 00:00:00
V	43974	9	2011-07-12 00:00:00
V	43975	5	2011-07-12 00:00:00
V	43975	9	2011-07-12 00:00:00
V	43976	5	2011-07-12 00:00:00
V	43976	9	2011-07-12 00:00:00
V	43977	5	2011-07-12 00:00:00
V	43977	9	2011-07-12 00:00:00
V	43978	5	2011-07-13 00:00:00
V	43978	9	2011-07-13 00:00:00
V	43981	5	2011-07-13 00:00:00
V	43981	9	2011-07-13 00:00:00
V	43983	5	2011-07-14 00:00:00
V	43983	9	2011-07-14 00:00:00
V	43984	5	2011-07-14 00:00:00
V	43984	9	2011-07-14 00:00:00
V	43985	5	2011-07-14 00:00:00
V	43985	9	2011-07-14 00:00:00
V	43986	5	2011-07-14 00:00:00
V	43986	9	2011-07-14 00:00:00
V	43987	5	2011-07-15 00:00:00
V	43987	9	2011-07-15 00:00:00
V	43989	5	2011-07-15 00:00:00
V	43989	9	2011-07-15 00:00:00
V	43991	5	2011-07-15 00:00:00
V	43991	9	2011-07-15 00:00:00
V	43992	5	2011-07-15 00:00:00
V	43992	9	2011-07-15 00:00:00
V	43993	5	2011-07-17 00:00:00
V	43993	9	2011-07-17 00:00:00
V	43994	5	2011-07-18 00:00:00
V	43994	9	2011-07-18 00:00:00
V	43995	5	2011-07-18 00:00:00
V	43995	9	2011-07-18 00:00:00
V	43996	5	2011-07-18 00:00:00
V	43996	9	2011-07-18 00:00:00
V	43997	5	2011-07-18 00:00:00
V	43997	9	2011-07-18 00:00:00
V	43999	5	2011-07-18 00:00:00
V	43999	9	2011-07-18 00:00:00
V	44000	5	2011-07-19 00:00:00
V	44000	9	2011-07-19 00:00:00
V	44001	5	2011-07-19 00:00:00
V	44001	9	2011-07-19 00:00:00
V	44004	5	2011-07-19 00:00:00
V	44004	9	2011-07-19 00:00:00
V	44006	5	2011-07-19 00:00:00
V	44006	9	2011-07-19 00:00:00
V	44008	5	2011-07-20 00:00:00
V	44008	9	2011-07-20 00:00:00
V	44009	5	2011-07-20 00:00:00
V	44009	9	2011-07-20 00:00:00
V	44010	5	2011-07-20 00:00:00
V	44010	9	2011-07-20 00:00:00
V	44011	5	2011-07-20 00:00:00
V	44011	9	2011-07-20 00:00:00
V	44013	5	2011-07-20 00:00:00
V	44013	9	2011-07-20 00:00:00
V	44014	5	2011-07-21 00:00:00
V	44014	9	2011-07-21 00:00:00
V	44015	5	2011-07-21 00:00:00
V	44015	9	2011-07-21 00:00:00
V	44017	5	2011-07-21 00:00:00
V	44017	9	2011-07-21 00:00:00
V	44019	5	2011-07-21 00:00:00
V	44019	9	2011-07-21 00:00:00
V	44020	5	2011-07-21 00:00:00
V	44020	9	2011-07-21 00:00:00
V	44022	5	2011-07-22 00:00:00
V	44022	9	2011-07-22 00:00:00
V	44024	5	2011-07-22 00:00:00
V	44024	9	2011-07-22 00:00:00
V	44025	5	2011-07-22 00:00:00
V	44025	9	2011-07-22 00:00:00
V	44026	5	2011-07-22 00:00:00
V	44026	9	2011-07-22 00:00:00
V	44027	5	2011-07-23 00:00:00
V	44027	9	2011-07-23 00:00:00
V	44028	5	2011-07-23 00:00:00
V	44028	9	2011-07-23 00:00:00
V	44030	5	2011-07-24 00:00:00
V	44030	9	2011-07-24 00:00:00
V	44031	5	2011-07-24 00:00:00
V	44031	9	2011-07-24 00:00:00
V	44033	5	2011-07-24 00:00:00
V	44033	9	2011-07-24 00:00:00
V	44034	5	2011-07-24 00:00:00
V	44034	9	2011-07-24 00:00:00
V	44035	5	2011-07-24 00:00:00
V	44035	9	2011-07-24 00:00:00
V	44036	5	2011-07-24 00:00:00
V	44036	9	2011-07-24 00:00:00
V	44041	5	2011-07-25 00:00:00
V	44041	9	2011-07-25 00:00:00
V	44042	5	2011-07-26 00:00:00
V	44042	9	2011-07-26 00:00:00
V	44043	5	2011-07-26 00:00:00
V	44043	9	2011-07-26 00:00:00
V	44044	5	2011-07-26 00:00:00
V	44044	9	2011-07-26 00:00:00
V	44046	5	2011-07-26 00:00:00
V	44046	9	2011-07-26 00:00:00
V	44048	5	2011-07-26 00:00:00
V	44048	9	2011-07-26 00:00:00
V	44049	5	2011-07-27 00:00:00
V	44049	9	2011-07-27 00:00:00
V	44050	5	2011-07-27 00:00:00
V	44050	9	2011-07-27 00:00:00
V	44051	5	2011-07-28 00:00:00
V	44051	9	2011-07-28 00:00:00
V	44052	5	2011-07-28 00:00:00
V	44052	9	2011-07-28 00:00:00
V	44054	5	2011-07-29 00:00:00
V	44054	9	2011-07-29 00:00:00
V	44055	5	2011-07-29 00:00:00
V	44055	9	2011-07-29 00:00:00
V	44056	5	2011-07-29 00:00:00
V	44056	9	2011-07-29 00:00:00
V	44059	5	2011-07-29 00:00:00
V	44059	9	2011-07-29 00:00:00
V	44061	5	2011-07-30 00:00:00
V	44061	9	2011-07-30 00:00:00
V	44062	5	2011-07-30 00:00:00
V	44062	9	2011-07-30 00:00:00
V	44064	5	2011-07-30 00:00:00
V	44064	9	2011-07-30 00:00:00
V	44065	5	2011-07-30 00:00:00
V	44065	9	2011-07-30 00:00:00
V	44067	5	2011-07-30 00:00:00
V	44067	9	2011-07-30 00:00:00
V	44068	5	2011-07-31 00:00:00
V	44068	9	2011-07-31 00:00:00
V	44071	5	2011-07-31 00:00:00
V	44071	9	2011-07-31 00:00:00
V	44072	5	2011-07-31 00:00:00
V	44072	9	2011-07-31 00:00:00
V	44134	5	2011-08-01 00:00:00
V	44134	9	2011-08-01 00:00:00
V	44135	5	2011-08-01 00:00:00
V	44135	9	2011-08-01 00:00:00
V	44136	5	2011-08-01 00:00:00
V	44136	9	2011-08-01 00:00:00
V	44137	5	2011-08-01 00:00:00
V	44137	9	2011-08-01 00:00:00
V	44138	5	2011-08-02 00:00:00
V	44138	9	2011-08-02 00:00:00
V	44139	5	2011-08-02 00:00:00
V	44139	9	2011-08-02 00:00:00
V	44140	5	2011-08-02 00:00:00
V	44140	9	2011-08-02 00:00:00
V	44141	5	2011-08-02 00:00:00
V	44141	9	2011-08-02 00:00:00
V	44142	5	2011-08-02 00:00:00
V	44142	9	2011-08-02 00:00:00
V	44143	5	2011-08-02 00:00:00
V	44143	9	2011-08-02 00:00:00
V	44144	5	2011-08-02 00:00:00
V	44144	9	2011-08-02 00:00:00
V	44145	5	2011-08-02 00:00:00
V	44145	9	2011-08-02 00:00:00
V	44146	5	2011-08-02 00:00:00
V	44146	9	2011-08-02 00:00:00
V	44147	5	2011-08-02 00:00:00
V	44147	9	2011-08-02 00:00:00
V	44148	5	2011-08-03 00:00:00
V	44148	9	2011-08-03 00:00:00
V	44149	5	2011-08-03 00:00:00
V	44149	9	2011-08-03 00:00:00
V	44150	5	2011-08-03 00:00:00
V	44150	9	2011-08-03 00:00:00
V	44153	5	2011-08-04 00:00:00
V	44153	9	2011-08-04 00:00:00
V	44154	5	2011-08-04 00:00:00
V	44154	9	2011-08-04 00:00:00
V	44155	5	2011-08-04 00:00:00
V	44155	9	2011-08-04 00:00:00
V	44157	5	2011-08-04 00:00:00
V	44157	9	2011-08-04 00:00:00
V	44158	5	2011-08-05 00:00:00
V	44158	9	2011-08-05 00:00:00
V	44159	5	2011-08-05 00:00:00
V	44159	9	2011-08-05 00:00:00
V	44160	5	2011-08-05 00:00:00
V	44160	9	2011-08-05 00:00:00
V	44161	5	2011-08-06 00:00:00
V	44161	9	2011-08-06 00:00:00
V	44162	5	2011-08-06 00:00:00
V	44162	9	2011-08-06 00:00:00
V	44163	5	2011-08-06 00:00:00
V	44163	9	2011-08-06 00:00:00
V	44164	5	2011-08-06 00:00:00
V	44164	9	2011-08-06 00:00:00
V	44165	5	2011-08-06 00:00:00
V	44165	9	2011-08-06 00:00:00
V	44167	5	2011-08-06 00:00:00
V	44167	9	2011-08-06 00:00:00
V	44168	5	2011-08-07 00:00:00
V	44168	9	2011-08-07 00:00:00
V	44169	5	2011-08-07 00:00:00
V	44169	9	2011-08-07 00:00:00
V	44170	5	2011-08-07 00:00:00
V	44170	9	2011-08-07 00:00:00
V	44171	5	2011-08-07 00:00:00
V	44171	9	2011-08-07 00:00:00
V	44173	5	2011-08-08 00:00:00
V	44173	9	2011-08-08 00:00:00
V	44174	5	2011-08-08 00:00:00
V	44174	9	2011-08-08 00:00:00
V	44175	5	2011-08-08 00:00:00
V	44175	9	2011-08-08 00:00:00
V	44176	5	2011-08-09 00:00:00
V	44176	9	2011-08-09 00:00:00
V	44178	5	2011-08-09 00:00:00
V	44178	9	2011-08-09 00:00:00
V	44181	5	2011-08-09 00:00:00
V	44181	9	2011-08-09 00:00:00
V	44182	5	2011-08-09 00:00:00
V	44182	9	2011-08-09 00:00:00
V	44183	5	2011-08-10 00:00:00
V	44183	9	2011-08-10 00:00:00
V	44184	5	2011-08-10 00:00:00
V	44184	9	2011-08-10 00:00:00
V	44185	5	2011-08-10 00:00:00
V	44185	9	2011-08-10 00:00:00
V	44187	5	2011-08-12 00:00:00
V	44187	9	2011-08-12 00:00:00
V	44191	5	2011-08-13 00:00:00
V	44191	9	2011-08-13 00:00:00
V	44192	5	2011-08-14 00:00:00
V	44192	9	2011-08-14 00:00:00
V	44193	5	2011-08-14 00:00:00
V	44193	9	2011-08-14 00:00:00
V	44194	5	2011-08-14 00:00:00
V	44194	9	2011-08-14 00:00:00
V	44195	5	2011-08-14 00:00:00
V	44195	9	2011-08-14 00:00:00
V	44196	5	2011-08-14 00:00:00
V	44196	9	2011-08-14 00:00:00
V	44197	5	2011-08-15 00:00:00
V	44197	9	2011-08-15 00:00:00
V	44198	5	2011-08-15 00:00:00
V	44198	9	2011-08-15 00:00:00
V	44199	5	2011-08-15 00:00:00
V	44199	9	2011-08-15 00:00:00
V	44200	5	2011-08-15 00:00:00
V	44200	9	2011-08-15 00:00:00
V	44201	5	2011-08-16 00:00:00
V	44201	9	2011-08-16 00:00:00
V	44202	5	2011-08-16 00:00:00
V	44202	9	2011-08-16 00:00:00
V	44203	5	2011-08-16 00:00:00
V	44203	9	2011-08-16 00:00:00
V	44205	5	2011-08-16 00:00:00
V	44205	9	2011-08-16 00:00:00
V	44207	5	2011-08-17 00:00:00
V	44207	9	2011-08-17 00:00:00
V	44209	5	2011-08-17 00:00:00
V	44209	9	2011-08-17 00:00:00
V	44210	5	2011-08-18 00:00:00
V	44210	9	2011-08-18 00:00:00
V	44211	5	2011-08-18 00:00:00
V	44211	9	2011-08-18 00:00:00
V	44212	5	2011-08-18 00:00:00
V	44212	9	2011-08-18 00:00:00
V	44213	5	2011-08-18 00:00:00
V	44213	9	2011-08-18 00:00:00
V	44214	5	2011-08-18 00:00:00
V	44214	9	2011-08-18 00:00:00
V	44215	5	2011-08-19 00:00:00
V	44215	9	2011-08-19 00:00:00
V	44216	5	2011-08-19 00:00:00
V	44216	9	2011-08-19 00:00:00
V	44217	5	2011-08-19 00:00:00
V	44217	9	2011-08-19 00:00:00
V	44218	5	2011-08-19 00:00:00
V	44218	9	2011-08-19 00:00:00
V	44221	5	2011-08-19 00:00:00
V	44221	9	2011-08-19 00:00:00
V	44222	5	2011-08-19 00:00:00
V	44222	9	2011-08-19 00:00:00
V	44223	5	2011-08-20 00:00:00
V	44223	9	2011-08-20 00:00:00
V	44224	5	2011-08-20 00:00:00
V	44224	9	2011-08-20 00:00:00
V	44226	5	2011-08-21 00:00:00
V	44226	9	2011-08-21 00:00:00
V	44230	5	2011-08-21 00:00:00
V	44230	9	2011-08-21 00:00:00
V	44232	5	2011-08-21 00:00:00
V	44232	9	2011-08-21 00:00:00
V	44233	5	2011-08-22 00:00:00
V	44233	9	2011-08-22 00:00:00
V	44234	5	2011-08-22 00:00:00
V	44234	9	2011-08-22 00:00:00
V	44235	5	2011-08-22 00:00:00
V	44235	9	2011-08-22 00:00:00
V	44236	5	2011-08-22 00:00:00
V	44236	9	2011-08-22 00:00:00
V	44237	5	2011-08-22 00:00:00
V	44237	9	2011-08-22 00:00:00
V	44238	5	2011-08-22 00:00:00
V	44238	9	2011-08-22 00:00:00
V	44239	5	2011-08-23 00:00:00
V	44239	9	2011-08-23 00:00:00
V	44240	5	2011-08-23 00:00:00
V	44240	9	2011-08-23 00:00:00
V	44241	5	2011-08-23 00:00:00
V	44241	9	2011-08-23 00:00:00
V	44242	5	2011-08-23 00:00:00
V	44242	9	2011-08-23 00:00:00
V	44243	5	2011-08-23 00:00:00
V	44243	9	2011-08-23 00:00:00
V	44244	5	2011-08-23 00:00:00
V	44244	9	2011-08-23 00:00:00
V	44246	5	2011-08-24 00:00:00
V	44246	9	2011-08-24 00:00:00
V	44247	5	2011-08-24 00:00:00
V	44247	9	2011-08-24 00:00:00
V	44248	5	2011-08-24 00:00:00
V	44248	9	2011-08-24 00:00:00
V	44249	5	2011-08-25 00:00:00
V	44249	9	2011-08-25 00:00:00
V	44250	5	2011-08-25 00:00:00
V	44250	9	2011-08-25 00:00:00
V	44251	5	2011-08-25 00:00:00
V	44251	9	2011-08-25 00:00:00
V	44252	5	2011-08-26 00:00:00
V	44252	9	2011-08-26 00:00:00
V	44253	5	2011-08-26 00:00:00
V	44253	9	2011-08-26 00:00:00
V	44254	5	2011-08-26 00:00:00
V	44254	9	2011-08-26 00:00:00
V	44256	5	2011-08-26 00:00:00
V	44256	9	2011-08-26 00:00:00
V	44257	5	2011-08-27 00:00:00
V	44257	9	2011-08-27 00:00:00
V	44258	5	2011-08-27 00:00:00
V	44258	9	2011-08-27 00:00:00
V	44259	5	2011-08-27 00:00:00
V	44259	9	2011-08-27 00:00:00
V	44260	5	2011-08-27 00:00:00
V	44260	9	2011-08-27 00:00:00
V	44261	5	2011-08-27 00:00:00
V	44261	9	2011-08-27 00:00:00
V	44263	5	2011-08-27 00:00:00
V	44263	9	2011-08-27 00:00:00
V	44264	5	2011-08-27 00:00:00
V	44264	9	2011-08-27 00:00:00
V	44268	5	2011-08-28 00:00:00
V	44268	9	2011-08-28 00:00:00
V	44270	5	2011-08-30 00:00:00
V	44270	9	2011-08-30 00:00:00
V	44271	5	2011-08-30 00:00:00
V	44271	9	2011-08-30 00:00:00
V	44272	5	2011-08-30 00:00:00
V	44272	9	2011-08-30 00:00:00
V	44273	5	2011-08-30 00:00:00
V	44273	9	2011-08-30 00:00:00
V	44274	5	2011-08-30 00:00:00
V	44274	9	2011-08-30 00:00:00
V	44275	5	2011-08-30 00:00:00
V	44275	9	2011-08-30 00:00:00
V	44276	5	2011-08-30 00:00:00
V	44276	9	2011-08-30 00:00:00
V	44277	5	2011-08-30 00:00:00
V	44277	9	2011-08-30 00:00:00
V	44278	5	2011-08-30 00:00:00
V	44278	9	2011-08-30 00:00:00
V	44279	5	2011-08-30 00:00:00
V	44279	9	2011-08-30 00:00:00
V	44320	5	2011-08-31 00:00:00
V	44320	9	2011-08-31 00:00:00
V	44321	5	2011-08-31 00:00:00
V	44321	9	2011-08-31 00:00:00
V	44324	5	2011-09-01 00:00:00
V	44324	9	2011-09-01 00:00:00
V	44326	5	2011-09-01 00:00:00
V	44326	9	2011-09-01 00:00:00
V	44327	5	2011-09-02 00:00:00
V	44327	9	2011-09-02 00:00:00
V	44328	5	2011-09-02 00:00:00
V	44328	9	2011-09-02 00:00:00
V	44329	5	2011-09-02 00:00:00
V	44329	9	2011-09-02 00:00:00
V	44330	5	2011-09-02 00:00:00
V	44330	9	2011-09-02 00:00:00
V	44331	5	2011-09-03 00:00:00
V	44331	9	2011-09-03 00:00:00
V	44332	5	2011-09-03 00:00:00
V	44332	9	2011-09-03 00:00:00
V	44334	5	2011-09-04 00:00:00
V	44334	9	2011-09-04 00:00:00
V	44338	5	2011-09-04 00:00:00
V	44338	9	2011-09-04 00:00:00
V	44339	5	2011-09-04 00:00:00
V	44339	9	2011-09-04 00:00:00
V	44340	5	2011-09-04 00:00:00
V	44340	9	2011-09-04 00:00:00
V	44343	5	2011-09-05 00:00:00
V	44343	9	2011-09-05 00:00:00
V	44344	5	2011-09-06 00:00:00
V	44344	9	2011-09-06 00:00:00
V	44345	5	2011-09-06 00:00:00
V	44345	9	2011-09-06 00:00:00
V	44347	5	2011-09-06 00:00:00
V	44347	9	2011-09-06 00:00:00
V	44348	5	2011-09-07 00:00:00
V	44348	9	2011-09-07 00:00:00
V	44349	5	2011-09-07 00:00:00
V	44349	9	2011-09-07 00:00:00
V	44350	5	2011-09-07 00:00:00
V	44350	9	2011-09-07 00:00:00
V	44351	5	2011-09-07 00:00:00
V	44351	9	2011-09-07 00:00:00
V	44352	5	2011-09-07 00:00:00
