\P\	BillOfMaterialsID	ProductAssemblyID	ComponentID	StartDate	EndDate	UnitMeasureCode	BOMLevel	PerAssemblyQty	ModifiedDate\
V	1999	706	325	2010-06-19 00:00:00		EA 	2	2.00	2010-06-05 00:00:00
V	3482	706	326	2010-12-23 00:00:00		EA 	2	1.00	2010-12-09 00:00:00
V	2709	706	327	2010-08-05 00:00:00		EA 	2	1.00	2010-07-22 00:00:00
V	3215	706	399	2010-12-15 00:00:00		EA 	2	1.00	2010-12-01 00:00:00
V	777	706	493	2010-03-18 00:00:00		OZ 	2	8.00	2010-03-04 00:00:00
V	778	706	532	2010-03-18 00:00:00		EA 	2	4.00	2010-03-04 00:00:00
V	1190	706	533	2010-05-26 00:00:00		EA 	2	1.00	2010-05-12 00:00:00
V	779	706	534	2010-05-06 00:00:00		EA 	2	1.00	2010-04-22 00:00:00
V	360	706	804	2010-03-04 00:00:00		EA 	2	1.00	2010-02-18 00:00:00
V	1453	717	324	2010-06-09 00:00:00		EA 	2	2.00	2010-05-26 00:00:00
V	1887	717	325	2010-06-19 00:00:00		EA 	2	2.00	2010-06-05 00:00:00
V	3459	717	326	2010-12-23 00:00:00		EA 	2	1.00	2010-12-09 00:00:00
V	2547	717	327	2010-08-05 00:00:00		EA 	2	1.00	2010-07-22 00:00:00
V	3196	717	399	2010-12-15 00:00:00		EA 	2	1.00	2010-12-01 00:00:00
V	771	717	493	2010-03-18 00:00:00	2010-05-17 00:00:00	OZ 	1	9.00	2010-05-17 00:00:00
V	636	717	493	2010-05-18 00:00:00		OZ 	2	8.00	2010-05-04 00:00:00
V	637	717	532	2010-03-18 00:00:00		EA 	2	4.00	2010-03-04 00:00:00
V	993	717	533	2010-05-26 00:00:00		EA 	2	1.00	2010-05-12 00:00:00
V	232	717	534	2010-03-04 00:00:00		EA 	2	1.00	2010-02-18 00:00:00
V	231	717	804	2010-03-04 00:00:00		EA 	2	1.00	2010-02-18 00:00:00
V	1449	718	324	2010-06-09 00:00:00		EA 	2	2.00	2010-05-26 00:00:00
V	1883	718	325	2010-06-19 00:00:00		EA 	2	2.00	2010-06-05 00:00:00
V	3455	718	326	2010-12-23 00:00:00		EA 	2	1.00	2010-12-09 00:00:00
V	2689	718	327	2010-08-05 00:00:00	2010-10-04 00:00:00	EA 	1	2.00	2010-10-04 00:00:00
V	2543	718	327	2010-10-05 00:00:00		EA 	2	1.00	2010-09-21 00:00:00
V	3192	718	399	2010-12-15 00:00:00		EA 	2	1.00	2010-12-01 00:00:00
V	628	718	493	2010-03-18 00:00:00		OZ 	2	8.00	2010-03-04 00:00:00
V	629	718	532	2010-03-18 00:00:00		EA 	2	4.00	2010-03-04 00:00:00
V	989	718	533	2010-05-26 00:00:00		EA 	2	1.00	2010-05-12 00:00:00
V	224	718	534	2010-03-04 00:00:00		EA 	2	1.00	2010-02-18 00:00:00
V	223	718	804	2010-03-04 00:00:00		EA 	2	1.00	2010-02-18 00:00:00
V	1450	719	324	2010-06-09 00:00:00		EA 	2	2.00	2010-05-26 00:00:00
V	1884	719	325	2010-06-19 00:00:00		EA 	2	2.00	2010-06-05 00:00:00
V	3456	719	326	2010-12-23 00:00:00		EA 	2	1.00	2010-12-09 00:00:00
V	2544	719	327	2010-08-05 00:00:00		EA 	2	1.00	2010-07-22 00:00:00
V	3193	719	399	2010-12-15 00:00:00		EA 	2	1.00	2010-12-01 00:00:00
V	770	719	493	2010-03-18 00:00:00	2010-05-17 00:00:00	OZ 	1	9.00	2010-05-17 00:00:00
V	630	719	493	2010-05-18 00:00:00		OZ 	2	8.00	2010-05-04 00:00:00
V	631	719	532	2010-03-18 00:00:00		EA 	2	4.00	2010-03-04 00:00:00
V	990	719	533	2010-05-26 00:00:00		EA 	2	1.00	2010-05-12 00:00:00
V	226	719	534	2010-03-04 00:00:00		EA 	2	1.00	2010-02-18 00:00:00
V	225	719	804	2010-03-04 00:00:00		EA 	2	1.00	2010-02-18 00:00:00
V	1451	720	324	2010-06-09 00:00:00		EA 	2	2.00	2010-05-26 00:00:00
V	1885	720	325	2010-06-19 00:00:00		EA 	2	2.00	2010-06-05 00:00:00
V	3457	720	326	2010-12-23 00:00:00		EA 	2	1.00	2010-12-09 00:00:00
V	2545	720	327	2010-08-05 00:00:00		EA 	2	1.00	2010-07-22 00:00:00
V	3194	720	399	2010-12-15 00:00:00		EA 	2	1.00	2010-12-01 00:00:00
V	632	720	493	2010-03-18 00:00:00		OZ 	2	8.00	2010-03-04 00:00:00
V	633	720	532	2010-03-18 00:00:00		EA 	2	4.00	2010-03-04 00:00:00
V	1167	720	533	2010-05-26 00:00:00	2010-07-25 00:00:00	EA 	1	2.00	2010-07-25 00:00:00
V	991	720	533	2010-07-26 00:00:00		EA 	2	1.00	2010-07-12 00:00:00
V	228	720	534	2010-03-04 00:00:00		EA 	2	1.00	2010-02-18 00:00:00
V	227	720	804	2010-03-04 00:00:00		EA 	2	1.00	2010-02-18 00:00:00
V	1452	721	324	2010-06-09 00:00:00		EA 	2	2.00	2010-05-26 00:00:00
V	1886	721	325	2010-06-19 00:00:00		EA 	2	2.00	2010-06-05 00:00:00
V	3458	721	326	2010-12-23 00:00:00		EA 	2	1.00	2010-12-09 00:00:00
V	2546	721	327	2010-08-05 00:00:00		EA 	2	1.00	2010-07-22 00:00:00
V	3195	721	399	2010-12-15 00:00:00		EA 	2	1.00	2010-12-01 00:00:00
V	634	721	493	2010-03-18 00:00:00		OZ 	2	8.00	2010-03-04 00:00:00
V	635	721	532	2010-03-18 00:00:00		EA 	2	4.00	2010-03-04 00:00:00
V	992	721	533	2010-05-26 00:00:00		EA 	2	1.00	2010-05-12 00:00:00
V	230	721	534	2010-03-04 00:00:00		EA 	2	1.00	2010-02-18 00:00:00
V	229	721	804	2010-03-04 00:00:00		EA 	2	1.00	2010-02-18 00:00:00
V	1409	722	324	2010-06-09 00:00:00		EA 	2	2.00	2010-05-26 00:00:00
V	1860	722	325	2010-06-19 00:00:00		EA 	2	2.00	2010-06-05 00:00:00
V	3432	722	326	2010-12-23 00:00:00		EA 	2	1.00	2010-12-09 00:00:00
V	2520	722	327	2010-08-05 00:00:00		EA 	2	1.00	2010-07-22 00:00:00
V	3169	722	399	2010-12-15 00:00:00		EA 	2	1.00	2010-12-01 00:00:00
V	1411	722	492	2010-06-09 00:00:00		OZ 	2	8.00	2010-05-26 00:00:00
V	585	722	532	2010-03-18 00:00:00		EA 	2	4.00	2010-03-04 00:00:00
V	1151	722	533	2010-05-26 00:00:00	2010-07-25 00:00:00	EA 	1	2.00	2010-07-25 00:00:00
V	966	722	533	2010-07-26 00:00:00		EA 	2	1.00	2010-07-12 00:00:00
V	195	722	534	2010-03-04 00:00:00		EA 	2	1.00	2010-02-18 00:00:00
V	1410	722	802	2010-06-09 00:00:00		EA 	2	1.00	2010-05-26 00:00:00
V	1412	723	324	2010-06-09 00:00:00		EA 	2	2.00	2010-05-26 00:00:00
V	1861	723	325	2010-06-19 00:00:00		EA 	2	2.00	2010-06-05 00:00:00
V	3433	723	326	2010-12-23 00:00:00		EA 	2	1.00	2010-12-09 00:00:00
V	2521	723	327	2010-08-05 00:00:00		EA 	2	1.00	2010-07-22 00:00:00
V	3170	723	399	2010-12-15 00:00:00		EA 	2	1.00	2010-12-01 00:00:00
V	1414	723	492	2010-06-09 00:00:00		OZ 	2	8.00	2010-05-26 00:00:00
V	586	723	532	2010-03-18 00:00:00		EA 	2	4.00	2010-03-04 00:00:00
V	967	723	533	2010-05-26 00:00:00		EA 	2	1.00	2010-05-12 00:00:00
V	196	723	534	2010-03-04 00:00:00		EA 	2	1.00	2010-02-18 00:00:00
V	1413	723	802	2010-06-09 00:00:00		EA 	2	1.00	2010-05-26 00:00:00
V	1602	724	324	2010-06-09 00:00:00	2010-08-08 00:00:00	EA 	1	3.00	2010-08-08 00:00:00
V	1415	724	324	2010-08-09 00:00:00		EA 	2	2.00	2010-07-26 00:00:00
V	1862	724	325	2010-06-19 00:00:00		EA 	2	2.00	2010-06-05 00:00:00
V	3434	724	326	2010-12-23 00:00:00		EA 	2	1.00	2010-12-09 00:00:00
V	2522	724	327	2010-08-05 00:00:00		EA 	2	1.00	2010-07-22 00:00:00
V	3171	724	399	2010-12-15 00:00:00		EA 	2	1.00	2010-12-01 00:00:00
V	1417	724	492	2010-06-09 00:00:00		OZ 	2	8.00	2010-05-26 00:00:00
V	587	724	532	2010-03-18 00:00:00		EA 	2	4.00	2010-03-04 00:00:00
V	968	724	533	2010-05-26 00:00:00		EA 	2	1.00	2010-05-12 00:00:00
V	197	724	534	2010-03-04 00:00:00		EA 	2	1.00	2010-02-18 00:00:00
V	1416	724	802	2010-06-09 00:00:00		EA 	2	1.00	2010-05-26 00:00:00
V	1418	725	324	2010-06-09 00:00:00		EA 	2	2.00	2010-05-26 00:00:00
V	1863	725	325	2010-06-19 00:00:00		EA 	2	2.00	2010-06-05 00:00:00
V	3435	725	326	2010-12-23 00:00:00		EA 	2	1.00	2010-12-09 00:00:00
V	2675	725	327	2010-08-05 00:00:00	2010-10-04 00:00:00	EA 	1	2.00	2010-10-04 00:00:00
V	2523	725	327	2010-10-05 00:00:00		EA 	2	1.00	2010-09-21 00:00:00
V	3172	725	399	2010-12-15 00:00:00		EA 	2	1.00	2010-12-01 00:00:00
V	588	725	493	2010-03-18 00:00:00		OZ 	2	8.00	2010-03-04 00:00:00
V	589	725	532	2010-03-18 00:00:00		EA 	2	4.00	2010-03-04 00:00:00
V	969	725	533	2010-05-26 00:00:00		EA 	2	1.00	2010-05-12 00:00:00
V	198	725	534	2010-03-04 00:00:00		EA 	2	1.00	2010-02-18 00:00:00
V	1419	725	802	2010-06-09 00:00:00		EA 	2	1.00	2010-05-26 00:00:00
V	1420	726	324	2010-06-09 00:00:00		EA 	2	2.00	2010-05-26 00:00:00
V	1864	726	325	2010-06-19 00:00:00		EA 	2	2.00	2010-06-05 00:00:00
V	3436	726	326	2010-12-23 00:00:00		EA 	2	1.00	2010-12-09 00:00:00
V	2524	726	327	2010-08-05 00:00:00		EA 	2	1.00	2010-07-22 00:00:00
V	3173	726	399	2010-12-15 00:00:00		EA 	2	1.00	2010-12-01 00:00:00
V	766	726	493	2010-03-18 00:00:00	2010-05-17 00:00:00	OZ 	1	9.00	2010-05-17 00:00:00
V	590	726	493	2010-05-18 00:00:00		OZ 	2	8.00	2010-05-04 00:00:00
V	591	726	532	2010-03-18 00:00:00		EA 	2	4.00	2010-03-04 00:00:00
V	970	726	533	2010-05-26 00:00:00		EA 	2	1.00	2010-05-12 00:00:00
V	199	726	534	2010-03-04 00:00:00		EA 	2	1.00	2010-02-18 00:00:00
V	1421	726	802	2010-06-09 00:00:00		EA 	2	1.00	2010-05-26 00:00:00
V	1422	727	324	2010-06-09 00:00:00		EA 	2	2.00	2010-05-26 00:00:00
V	1865	727	325	2010-06-19 00:00:00		EA 	2	2.00	2010-06-05 00:00:00
V	3437	727	326	2010-12-23 00:00:00		EA 	2	1.00	2010-12-09 00:00:00
V	2525	727	327	2010-08-05 00:00:00		EA 	2	1.00	2010-07-22 00:00:00
V	3174	727	399	2010-12-15 00:00:00		EA 	2	1.00	2010-12-01 00:00:00
V	592	727	493	2010-03-18 00:00:00		OZ 	2	8.00	2010-03-04 00:00:00
V	593	727	532	2010-03-18 00:00:00		EA 	2	4.00	2010-03-04 00:00:00
V	1152	727	533	2010-05-26 00:00:00	2010-07-25 00:00:00	EA 	1	2.00	2010-07-25 00:00:00
V	971	727	533	2010-07-26 00:00:00		EA 	2	1.00	2010-07-12 00:00:00
V	200	727	534	2010-03-04 00:00:00		EA 	2	1.00	2010-02-18 00:00:00
V	1423	727	802	2010-06-09 00:00:00		EA 	2	1.00	2010-05-26 00:00:00
