OpFlag	ProductID	StartDate	EndDate	StandardCost	ModifiedDate
V	722	2013-05-30 00:00:00		204.6251	2013-05-16 00:00:00
V	723	2011-05-31 00:00:00	2012-05-29 00:00:00	176.1997	2012-05-29 00:00:00
V	723	2012-05-30 00:00:00	2013-05-29 00:00:00	170.1428	2013-05-29 00:00:00
V	723	2013-05-30 00:00:00		204.6251	2013-05-16 00:00:00
V	724	2011-05-31 00:00:00	2012-05-29 00:00:00	176.1997	2012-05-29 00:00:00
V	724	2012-05-30 00:00:00	2013-05-29 00:00:00	170.1428	2013-05-29 00:00:00
V	724	2013-05-30 00:00:00		204.6251	2013-05-16 00:00:00
V	725	2011-05-31 00:00:00	2012-05-29 00:00:00	181.4857	2012-05-29 00:00:00
V	725	2012-05-30 00:00:00	2013-05-29 00:00:00	187.1571	2013-05-29 00:00:00
V	726	2011-05-31 00:00:00	2012-05-29 00:00:00	181.4857	2012-05-29 00:00:00
V	726	2012-05-30 00:00:00	2013-05-29 00:00:00	187.1571	2013-05-29 00:00:00
V	727	2011-05-31 00:00:00	2012-05-29 00:00:00	181.4857	2012-05-29 00:00:00
V	727	2012-05-30 00:00:00	2013-05-29 00:00:00	187.1571	2013-05-29 00:00:00
V	728	2011-05-31 00:00:00	2012-05-29 00:00:00	181.4857	2012-05-29 00:00:00
V	728	2012-05-30 00:00:00	2013-05-29 00:00:00	187.1571	2013-05-29 00:00:00
V	729	2011-05-31 00:00:00	2012-05-29 00:00:00	181.4857	2012-05-29 00:00:00
V	729	2012-05-30 00:00:00	2013-05-29 00:00:00	187.1571	2013-05-29 00:00:00
V	730	2011-05-31 00:00:00	2012-05-29 00:00:00	181.4857	2012-05-29 00:00:00
V	730	2012-05-30 00:00:00	2013-05-29 00:00:00	187.1571	2013-05-29 00:00:00
V	731	2011-05-31 00:00:00	2012-05-29 00:00:00	352.1394	2012-05-29 00:00:00
V	732	2011-05-31 00:00:00	2012-05-29 00:00:00	352.1394	2012-05-29 00:00:00
V	733	2011-05-31 00:00:00	2012-05-29 00:00:00	352.1394	2012-05-29 00:00:00
V	734	2011-05-31 00:00:00	2012-05-29 00:00:00	352.1394	2012-05-29 00:00:00
V	735	2011-05-31 00:00:00	2012-05-29 00:00:00	352.1394	2012-05-29 00:00:00
V	736	2011-05-31 00:00:00	2012-05-29 00:00:00	176.1997	2012-05-29 00:00:00
V	736	2012-05-30 00:00:00	2013-05-29 00:00:00	170.1428	2013-05-29 00:00:00
V	736	2013-05-30 00:00:00		204.6251	2013-05-16 00:00:00
V	737	2011-05-31 00:00:00	2012-05-29 00:00:00	176.1997	2012-05-29 00:00:00
V	737	2012-05-30 00:00:00	2013-05-29 00:00:00	170.1428	2013-05-29 00:00:00
V	737	2013-05-30 00:00:00		204.6251	2013-05-16 00:00:00
V	738	2011-05-31 00:00:00	2012-05-29 00:00:00	176.1997	2012-05-29 00:00:00
V	738	2012-05-30 00:00:00	2013-05-29 00:00:00	170.1428	2013-05-29 00:00:00
V	738	2013-05-30 00:00:00		204.6251	2013-05-16 00:00:00
V	739	2011-05-31 00:00:00	2012-05-29 00:00:00	623.8403	2012-05-29 00:00:00
V	739	2012-05-30 00:00:00	2013-05-29 00:00:00	660.9142	2013-05-29 00:00:00
V	739	2013-05-30 00:00:00		747.2002	2013-05-16 00:00:00
V	740	2011-05-31 00:00:00	2012-05-29 00:00:00	706.811	2012-05-29 00:00:00
V	741	2011-05-31 00:00:00	2012-05-29 00:00:00	706.811	2012-05-29 00:00:00
V	742	2011-05-31 00:00:00	2012-05-29 00:00:00	623.8403	2012-05-29 00:00:00
V	742	2012-05-30 00:00:00	2013-05-29 00:00:00	660.9142	2013-05-29 00:00:00
V	742	2013-05-30 00:00:00		747.2002	2013-05-16 00:00:00
V	743	2011-05-31 00:00:00	2012-05-29 00:00:00	617.0281	2012-05-29 00:00:00
V	743	2012-05-30 00:00:00	2013-05-29 00:00:00	653.6971	2013-05-29 00:00:00
V	743	2013-05-30 00:00:00		739.041	2013-05-16 00:00:00
V	744	2011-05-31 00:00:00	2012-05-29 00:00:00	699.0928	2012-05-29 00:00:00
V	745	2011-05-31 00:00:00	2012-05-29 00:00:00	699.0928	2012-05-29 00:00:00
V	746	2011-05-31 00:00:00	2012-05-29 00:00:00	617.0281	2012-05-29 00:00:00
V	746	2012-05-30 00:00:00	2013-05-29 00:00:00	653.6971	2013-05-29 00:00:00
V	746	2013-05-30 00:00:00		739.041	2013-05-16 00:00:00
V	747	2011-05-31 00:00:00	2012-05-29 00:00:00	617.0281	2012-05-29 00:00:00
V	747	2012-05-30 00:00:00	2013-05-29 00:00:00	653.6971	2013-05-29 00:00:00
V	747	2013-05-30 00:00:00		739.041	2013-05-16 00:00:00
V	748	2011-05-31 00:00:00	2012-05-29 00:00:00	623.8403	2012-05-29 00:00:00
V	748	2012-05-30 00:00:00	2013-05-29 00:00:00	660.9142	2013-05-29 00:00:00
V	748	2013-05-30 00:00:00		747.2002	2013-05-16 00:00:00
V	749	2011-05-31 00:00:00	2012-05-29 00:00:00	2171.2942	2012-05-29 00:00:00
V	750	2011-05-31 00:00:00	2012-05-29 00:00:00	2171.2942	2012-05-29 00:00:00
V	751	2011-05-31 00:00:00	2012-05-29 00:00:00	2171.2942	2012-05-29 00:00:00
V	752	2011-05-31 00:00:00	2012-05-29 00:00:00	2171.2942	2012-05-29 00:00:00
V	753	2011-05-31 00:00:00	2012-05-29 00:00:00	2171.2942	2012-05-29 00:00:00
V	754	2011-05-31 00:00:00	2012-05-29 00:00:00	884.7083	2012-05-29 00:00:00
V	755	2011-05-31 00:00:00	2012-05-29 00:00:00	884.7083	2012-05-29 00:00:00
V	756	2011-05-31 00:00:00	2012-05-29 00:00:00	884.7083	2012-05-29 00:00:00
V	757	2011-05-31 00:00:00	2012-05-29 00:00:00	884.7083	2012-05-29 00:00:00
V	758	2011-05-31 00:00:00	2012-05-29 00:00:00	884.7083	2012-05-29 00:00:00
V	759	2011-05-31 00:00:00	2012-05-29 00:00:00	413.1463	2012-05-29 00:00:00
V	759	2012-05-30 00:00:00	2013-05-29 00:00:00	486.7066	2013-05-29 00:00:00
V	760	2011-05-31 00:00:00	2012-05-29 00:00:00	413.1463	2012-05-29 00:00:00
V	760	2012-05-30 00:00:00	2013-05-29 00:00:00	486.7066	2013-05-29 00:00:00
V	761	2011-05-31 00:00:00	2012-05-29 00:00:00	413.1463	2012-05-29 00:00:00
V	761	2012-05-30 00:00:00	2013-05-29 00:00:00	486.7066	2013-05-29 00:00:00
V	762	2011-05-31 00:00:00	2012-05-29 00:00:00	413.1463	2012-05-29 00:00:00
V	762	2012-05-30 00:00:00	2013-05-29 00:00:00	486.7066	2013-05-29 00:00:00
V	763	2011-05-31 00:00:00	2012-05-29 00:00:00	413.1463	2012-05-29 00:00:00
V	763	2012-05-30 00:00:00	2013-05-29 00:00:00	486.7066	2013-05-29 00:00:00
V	764	2011-05-31 00:00:00	2012-05-29 00:00:00	413.1463	2012-05-29 00:00:00
V	764	2012-05-30 00:00:00	2013-05-29 00:00:00	486.7066	2013-05-29 00:00:00
V	765	2011-05-31 00:00:00	2012-05-29 00:00:00	413.1463	2012-05-29 00:00:00
V	765	2012-05-30 00:00:00	2013-05-29 00:00:00	486.7066	2013-05-29 00:00:00
V	766	2011-05-31 00:00:00	2012-05-29 00:00:00	413.1463	2012-05-29 00:00:00
V	766	2012-05-30 00:00:00	2013-05-29 00:00:00	486.7066	2013-05-29 00:00:00
V	767	2011-05-31 00:00:00	2012-05-29 00:00:00	413.1463	2012-05-29 00:00:00
V	767	2012-05-30 00:00:00	2013-05-29 00:00:00	486.7066	2013-05-29 00:00:00
V	768	2011-05-31 00:00:00	2012-05-29 00:00:00	413.1463	2012-05-29 00:00:00
V	768	2012-05-30 00:00:00	2013-05-29 00:00:00	486.7066	2013-05-29 00:00:00
V	769	2011-05-31 00:00:00	2012-05-29 00:00:00	413.1463	2012-05-29 00:00:00
V	769	2012-05-30 00:00:00	2013-05-29 00:00:00	486.7066	2013-05-29 00:00:00
V	770	2011-05-31 00:00:00	2012-05-29 00:00:00	413.1463	2012-05-29 00:00:00
V	770	2012-05-30 00:00:00	2013-05-29 00:00:00	486.7066	2013-05-29 00:00:00
V	771	2011-05-31 00:00:00	2012-05-29 00:00:00	1912.1544	2012-05-29 00:00:00
V	772	2011-05-31 00:00:00	2012-05-29 00:00:00	1912.1544	2012-05-29 00:00:00
V	773	2011-05-31 00:00:00	2012-05-29 00:00:00	1912.1544	2012-05-29 00:00:00
V	774	2011-05-31 00:00:00	2012-05-29 00:00:00	1912.1544	2012-05-29 00:00:00
V	775	2011-05-31 00:00:00	2012-05-29 00:00:00	1898.0944	2012-05-29 00:00:00
V	776	2011-05-31 00:00:00	2012-05-29 00:00:00	1898.0944	2012-05-29 00:00:00
V	777	2011-05-31 00:00:00	2012-05-29 00:00:00	1898.0944	2012-05-29 00:00:00
V	778	2011-05-31 00:00:00	2012-05-29 00:00:00	1898.0944	2012-05-29 00:00:00
V	779	2012-05-30 00:00:00	2013-05-29 00:00:00	1117.8559	2013-05-29 00:00:00
V	779	2013-05-30 00:00:00		1265.6195	2013-05-16 00:00:00
V	780	2012-05-30 00:00:00	2013-05-29 00:00:00	1117.8559	2013-05-29 00:00:00
V	780	2013-05-30 00:00:00		1265.6195	2013-05-16 00:00:00
V	781	2012-05-30 00:00:00	2013-05-29 00:00:00	1117.8559	2013-05-29 00:00:00
V	781	2013-05-30 00:00:00		1265.6195	2013-05-16 00:00:00
V	782	2012-05-30 00:00:00	2013-05-29 00:00:00	1105.81	2013-05-29 00:00:00
V	782	2013-05-30 00:00:00		1251.9813	2013-05-16 00:00:00
V	783	2012-05-30 00:00:00	2013-05-29 00:00:00	1105.81	2013-05-29 00:00:00
V	783	2013-05-30 00:00:00		1251.9813	2013-05-16 00:00:00
V	784	2012-05-30 00:00:00	2013-05-29 00:00:00	1105.81	2013-05-29 00:00:00
V	784	2013-05-30 00:00:00		1251.9813	2013-05-16 00:00:00
V	785	2012-05-30 00:00:00	2013-05-29 00:00:00	598.4354	2013-05-29 00:00:00
V	786	2012-05-30 00:00:00	2013-05-29 00:00:00	598.4354	2013-05-29 00:00:00
V	787	2012-05-30 00:00:00	2013-05-29 00:00:00	598.4354	2013-05-29 00:00:00
V	788	2012-05-30 00:00:00	2013-05-29 00:00:00	598.4354	2013-05-29 00:00:00
V	789	2012-05-30 00:00:00	2013-05-29 00:00:00	1518.7864	2013-05-29 00:00:00
V	790	2012-05-30 00:00:00	2013-05-29 00:00:00	1518.7864	2013-05-29 00:00:00
V	791	2012-05-30 00:00:00	2013-05-29 00:00:00	1518.7864	2013-05-29 00:00:00
V	792	2012-05-30 00:00:00	2013-05-29 00:00:00	1320.6838	2013-05-29 00:00:00
V	792	2013-05-30 00:00:00		1554.9479	2013-05-16 00:00:00
V	793	2012-05-30 00:00:00	2013-05-29 00:00:00	1320.6838	2013-05-29 00:00:00
V	793	2013-05-30 00:00:00		1554.9479	2013-05-16 00:00:00
V	794	2012-05-30 00:00:00	2013-05-29 00:00:00	1320.6838	2013-05-29 00:00:00
V	794	2013-05-30 00:00:00		1554.9479	2013-05-16 00:00:00
V	795	2012-05-30 00:00:00	2013-05-29 00:00:00	1320.6838	2013-05-29 00:00:00
V	795	2013-05-30 00:00:00		1554.9479	2013-05-16 00:00:00
V	796	2012-05-30 00:00:00	2013-05-29 00:00:00	1320.6838	2013-05-29 00:00:00
V	796	2013-05-30 00:00:00		1554.9479	2013-05-16 00:00:00
V	797	2012-05-30 00:00:00	2013-05-29 00:00:00	605.6492	2013-05-29 00:00:00
V	797	2013-05-30 00:00:00		713.0798	2013-05-16 00:00:00
V	798	2012-05-30 00:00:00	2013-05-29 00:00:00	605.6492	2013-05-29 00:00:00
V	798	2013-05-30 00:00:00		713.0798	2013-05-16 00:00:00
V	799	2012-05-30 00:00:00	2013-05-29 00:00:00	605.6492	2013-05-29 00:00:00
V	799	2013-05-30 00:00:00		713.0798	2013-05-16 00:00:00
V	800	2012-05-30 00:00:00	2013-05-29 00:00:00	605.6492	2013-05-29 00:00:00
V	800	2013-05-30 00:00:00		713.0798	2013-05-16 00:00:00
V	801	2012-05-30 00:00:00	2013-05-29 00:00:00	605.6492	2013-05-29 00:00:00
V	801	2013-05-30 00:00:00		713.0798	2013-05-16 00:00:00
V	802	2012-05-30 00:00:00	2013-05-29 00:00:00	65.8097	2013-05-29 00:00:00
V	803	2012-05-30 00:00:00	2013-05-29 00:00:00	77.9176	2013-05-29 00:00:00
V	804	2012-05-30 00:00:00	2013-05-29 00:00:00	101.8936	2013-05-29 00:00:00
V	805	2012-05-30 00:00:00	2013-05-29 00:00:00	15.1848	2013-05-29 00:00:00
V	806	2012-05-30 00:00:00	2013-05-29 00:00:00	45.4168	2013-05-29 00:00:00
V	807	2012-05-30 00:00:00	2013-05-29 00:00:00	55.3801	2013-05-29 00:00:00
V	808	2012-05-30 00:00:00	2013-05-29 00:00:00	17.978	2013-05-29 00:00:00
V	808	2013-05-30 00:00:00		19.7758	2013-05-16 00:00:00
V	809	2012-05-30 00:00:00	2013-05-29 00:00:00	24.9932	2013-05-29 00:00:00
V	809	2013-05-30 00:00:00		27.4925	2013-05-16 00:00:00
V	810	2012-05-30 00:00:00	2013-05-29 00:00:00	48.5453	2013-05-29 00:00:00
V	810	2013-05-30 00:00:00		53.3999	2013-05-16 00:00:00
V	811	2012-05-30 00:00:00	2013-05-29 00:00:00	17.978	2013-05-29 00:00:00
V	811	2013-05-30 00:00:00		19.7758	2013-05-16 00:00:00
V	812	2012-05-30 00:00:00	2013-05-29 00:00:00	24.9932	2013-05-29 00:00:00
V	812	2013-05-30 00:00:00		27.4925	2013-05-16 00:00:00
V	813	2012-05-30 00:00:00	2013-05-29 00:00:00	48.5453	2013-05-29 00:00:00
V	813	2013-05-30 00:00:00		53.3999	2013-05-16 00:00:00
V	814	2012-05-30 00:00:00	2013-05-29 00:00:00	185.8193	2013-05-29 00:00:00
V	815	2012-05-30 00:00:00	2013-05-29 00:00:00	26.9708	2013-05-29 00:00:00
V	816	2012-05-30 00:00:00	2013-05-29 00:00:00	92.8071	2013-05-29 00:00:00
V	817	2012-05-30 00:00:00	2013-05-29 00:00:00	133.2955	2013-05-29 00:00:00
V	818	2012-05-30 00:00:00	2013-05-29 00:00:00	37.9909	2013-05-29 00:00:00
V	819	2012-05-30 00:00:00	2013-05-29 00:00:00	110.2829	2013-05-29 00:00:00
V	820	2012-05-30 00:00:00	2013-05-29 00:00:00	146.5466	2013-05-29 00:00:00
V	821	2012-05-30 00:00:00	2013-05-29 00:00:00	96.7964	2013-05-29 00:00:00
V	822	2012-05-30 00:00:00	2013-05-29 00:00:00	300.1188	2013-05-29 00:00:00
V	822	2013-05-30 00:00:00		360.9428	2013-05-16 00:00:00
V	823	2012-05-30 00:00:00	2013-05-29 00:00:00	38.9588	2013-05-29 00:00:00
V	824	2012-05-30 00:00:00	2013-05-29 00:00:00	104.7951	2013-05-29 00:00:00
V	825	2012-05-30 00:00:00	2013-05-29 00:00:00	145.2835	2013-05-29 00:00:00
V	826	2012-05-30 00:00:00	2013-05-29 00:00:00	49.9789	2013-05-29 00:00:00
V	827	2012-05-30 00:00:00	2013-05-29 00:00:00	122.2709	2013-05-29 00:00:00
V	828	2012-05-30 00:00:00	2013-05-29 00:00:00	158.5346	2013-05-29 00:00:00
V	829	2012-05-30 00:00:00	2013-05-29 00:00:00	108.7844	2013-05-29 00:00:00
V	830	2012-05-30 00:00:00	2013-05-29 00:00:00	185.8193	2013-05-29 00:00:00
V	831	2012-05-30 00:00:00	2013-05-29 00:00:00	185.8193	2013-05-29 00:00:00
V	832	2012-05-30 00:00:00	2013-05-29 00:00:00	185.8193	2013-05-29 00:00:00
V	833	2012-05-30 00:00:00	2013-05-29 00:00:00	300.1188	2013-05-29 00:00:00
V	833	2013-05-30 00:00:00		360.9428	2013-05-16 00:00:00
V	834	2012-05-30 00:00:00	2013-05-29 00:00:00	300.1188	2013-05-29 00:00:00
V	834	2013-05-30 00:00:00		360.9428	2013-05-16 00:00:00
V	835	2012-05-30 00:00:00	2013-05-29 00:00:00	300.1188	2013-05-29 00:00:00
V	835	2013-05-30 00:00:00		360.9428	2013-05-16 00:00:00
V	836	2012-05-30 00:00:00	2013-05-29 00:00:00	300.1188	2013-05-29 00:00:00
V	836	2013-05-30 00:00:00		360.9428	2013-05-16 00:00:00
V	837	2012-05-30 00:00:00	2013-05-29 00:00:00	722.2568	2013-05-29 00:00:00
V	837	2013-05-30 00:00:00		868.6342	2013-05-16 00:00:00
V	838	2012-05-30 00:00:00	2013-05-29 00:00:00	722.2568	2013-05-29 00:00:00
V	838	2013-05-30 00:00:00		868.6342	2013-05-16 00:00:00
V	839	2012-05-30 00:00:00	2013-05-29 00:00:00	722.2568	2013-05-29 00:00:00
V	839	2013-05-30 00:00:00		868.6342	2013-05-16 00:00:00
V	840	2012-05-30 00:00:00	2013-05-29 00:00:00	722.2568	2013-05-29 00:00:00
V	840	2013-05-30 00:00:00		868.6342	2013-05-16 00:00:00
V	841	2012-05-30 00:00:00	2013-05-29 00:00:00	24.7459	2013-05-29 00:00:00
V	842	2012-05-30 00:00:00	2013-05-29 00:00:00	51.5625	2013-05-29 00:00:00
V	843	2012-05-30 00:00:00	2013-05-29 00:00:00	10.3125	2013-05-29 00:00:00
V	844	2012-05-30 00:00:00	2013-05-29 00:00:00	8.2459	2013-05-29 00:00:00
V	845	2012-05-30 00:00:00	2013-05-29 00:00:00	10.3084	2013-05-29 00:00:00
V	846	2012-05-30 00:00:00	2013-05-29 00:00:00	5.7709	2013-05-29 00:00:00
V	847	2012-05-30 00:00:00	2013-05-29 00:00:00	14.4334	2013-05-29 00:00:00
V	848	2012-05-30 00:00:00	2013-05-29 00:00:00	18.5584	2013-05-29 00:00:00
V	849	2012-05-30 00:00:00	2013-05-29 00:00:00	24.7459	2013-05-29 00:00:00
V	850	2012-05-30 00:00:00	2013-05-29 00:00:00	24.7459	2013-05-29 00:00:00
V	851	2012-05-30 00:00:00	2013-05-29 00:00:00	24.7459	2013-05-29 00:00:00
V	852	2012-05-30 00:00:00	2013-05-29 00:00:00	30.9334	2013-05-29 00:00:00
V	853	2012-05-30 00:00:00	2013-05-29 00:00:00	30.9334	2013-05-29 00:00:00
V	854	2012-05-30 00:00:00	2013-05-29 00:00:00	30.9334	2013-05-29 00:00:00
V	855	2012-05-30 00:00:00	2013-05-29 00:00:00	37.1209	2013-05-29 00:00:00
V	856	2012-05-30 00:00:00	2013-05-29 00:00:00	37.1209	2013-05-29 00:00:00
V	857	2012-05-30 00:00:00	2013-05-29 00:00:00	37.1209	2013-05-29 00:00:00
V	858	2012-05-30 00:00:00	2013-05-29 00:00:00	9.7136	2013-05-29 00:00:00
V	858	2013-05-30 00:00:00		9.1593	2013-05-16 00:00:00
V	859	2012-05-30 00:00:00	2013-05-29 00:00:00	9.7136	2013-05-29 00:00:00
V	859	2013-05-30 00:00:00		9.1593	2013-05-16 00:00:00
V	860	2012-05-30 00:00:00	2013-05-29 00:00:00	9.7136	2013-05-29 00:00:00
V	860	2013-05-30 00:00:00		9.1593	2013-05-16 00:00:00
V	861	2012-05-30 00:00:00	2013-05-29 00:00:00	15.6709	2013-05-29 00:00:00
V	862	2012-05-30 00:00:00	2013-05-29 00:00:00	15.6709	2013-05-29 00:00:00
V	863	2012-05-30 00:00:00	2013-05-29 00:00:00	15.6709	2013-05-29 00:00:00
V	864	2013-05-30 00:00:00		23.749	2013-05-16 00:00:00
V	865	2013-05-30 00:00:00		23.749	2013-05-16 00:00:00
V	866	2013-05-30 00:00:00		23.749	2013-05-16 00:00:00
V	867	2013-05-30 00:00:00		26.1763	2013-05-16 00:00:00
V	868	2013-05-30 00:00:00		26.1763	2013-05-16 00:00:00
V	869	2013-05-30 00:00:00		26.1763	2013-05-16 00:00:00
V	870	2013-05-30 00:00:00		1.8663	2013-05-16 00:00:00
V	871	2013-05-30 00:00:00		3.7363	2013-05-16 00:00:00
V	872	2013-05-30 00:00:00		3.3623	2013-05-16 00:00:00
V	873	2013-05-30 00:00:00		0.8565	2013-05-16 00:00:00
V	874	2013-05-30 00:00:00		3.3623	2013-05-16 00:00:00
V	875	2013-05-30 00:00:00		3.3623	2013-05-16 00:00:00
V	876	2013-05-30 00:00:00		44.88	2013-05-16 00:00:00
V	877	2013-05-30 00:00:00		2.9733	2013-05-16 00:00:00
V	878	2013-05-30 00:00:00		8.2205	2013-05-16 00:00:00
V	879	2013-05-30 00:00:00		59.466	2013-05-16 00:00:00
V	880	2013-05-30 00:00:00		20.5663	2013-05-16 00:00:00
V	881	2013-05-30 00:00:00		41.5723	2013-05-16 00:00:00
V	882	2013-05-30 00:00:00		41.5723	2013-05-16 00:00:00
V	883	2013-05-30 00:00:00		41.5723	2013-05-16 00:00:00
V	884	2013-05-30 00:00:00		41.5723	2013-05-16 00:00:00
V	885	2013-05-30 00:00:00		601.7437	2013-05-16 00:00:00
V	886	2013-05-30 00:00:00		199.8519	2013-05-16 00:00:00
V	887	2013-05-30 00:00:00		601.7437	2013-05-16 00:00:00
V	888	2013-05-30 00:00:00		601.7437	2013-05-16 00:00:00
V	889	2013-05-30 00:00:00		601.7437	2013-05-16 00:00:00
V	890	2013-05-30 00:00:00		601.7437	2013-05-16 00:00:00
V	891	2013-05-30 00:00:00		601.7437	2013-05-16 00:00:00
V	892	2013-05-30 00:00:00		601.7437	2013-05-16 00:00:00
V	893	2013-05-30 00:00:00		601.7437	2013-05-16 00:00:00
V	894	2013-05-30 00:00:00		53.9282	2013-05-16 00:00:00
V	895	2013-05-30 00:00:00		199.8519	2013-05-16 00:00:00
V	896	2013-05-30 00:00:00		199.8519	2013-05-16 00:00:00
V	897	2013-05-30 00:00:00		199.8519	2013-05-16 00:00:00
V	898	2013-05-30 00:00:00		199.8519	2013-05-16 00:00:00
V	899	2013-05-30 00:00:00		199.8519	2013-05-16 00:00:00
V	900	2013-05-30 00:00:00		199.8519	2013-05-16 00:00:00
V	901	2013-05-30 00:00:00		199.8519	2013-05-16 00:00:00
V	902	2013-05-30 00:00:00		199.8519	2013-05-16 00:00:00
V	903	2013-05-30 00:00:00		199.8519	2013-05-16 00:00:00
V	904	2013-05-30 00:00:00		199.3757	2013-05-16 00:00:00
V	905	2013-05-30 00:00:00		199.3757	2013-05-16 00:00:00
V	906	2013-05-30 00:00:00		199.3757	2013-05-16 00:00:00
V	907	2013-05-30 00:00:00		47.286	2013-05-16 00:00:00
V	908	2013-05-30 00:00:00		12.0413	2013-05-16 00:00:00
V	909	2013-05-30 00:00:00		17.3782	2013-05-16 00:00:00
V	910	2013-05-30 00:00:00		23.3722	2013-05-16 00:00:00
V	911	2013-05-30 00:00:00		12.0413	2013-05-16 00:00:00
V	912	2013-05-30 00:00:00		17.3782	2013-05-16 00:00:00
V	913	2013-05-30 00:00:00		23.3722	2013-05-16 00:00:00
V	914	2013-05-30 00:00:00		12.0413	2013-05-16 00:00:00
V	915	2013-05-30 00:00:00		17.3782	2013-05-16 00:00:00
V	916	2013-05-30 00:00:00		23.3722	2013-05-16 00:00:00
V	917	2013-05-30 00:00:00		144.5938	2013-05-16 00:00:00
V	918	2013-05-30 00:00:00		144.5938	2013-05-16 00:00:00
V	919	2013-05-30 00:00:00		144.5938	2013-05-16 00:00:00
V	920	2013-05-30 00:00:00		144.5938	2013-05-16 00:00:00
V	921	2013-05-30 00:00:00		1.8663	2013-05-16 00:00:00
V	922	2013-05-30 00:00:00		1.4923	2013-05-16 00:00:00
V	923	2013-05-30 00:00:00		1.8663	2013-05-16 00:00:00
V	924	2013-05-30 00:00:00		136.785	2013-05-16 00:00:00
V	925	2013-05-30 00:00:00		136.785	2013-05-16 00:00:00
V	926	2013-05-30 00:00:00		136.785	2013-05-16 00:00:00
V	927	2013-05-30 00:00:00		136.785	2013-05-16 00:00:00
