\P\	Pos	SalesPersonID\
V	154954	277
V	155209	275
V	155462	278
V	155720	281
V	155975	278
V	156229	281
V	156485	279
V	156731	275
V	156962	279
V	157218	279
V	157469	279
V	157720	275
V	157964	283
V	158217	279
V	158466	279
V	158711	275
V	158961	283
V	159210	275
V	159463	277
V	159717	277
V	159963	275
V	160212	281
V	160467	275
V	160720	279
V	160974	276
V	199577	277
V	199825	280
V	200075	282
V	200329	278
V	200582	278
V	200833	275
V	201087	279
V	201338	283
V	201588	278
V	201839	275
V	202087	276
V	202343	279
V	202593	275
V	202844	282
V	203098	282
V	203356	282
V	203607	278
V	203865	282
V	204122	276
V	204375	280
V	204630	275
V	204883	275
V	205131	282
V	205389	276
V	205644	279
V	205896	279
V	206150	274
V	206400	277
V	206654	281
V	206903	280
V	207156	282
V	207410	280
V	207662	276
V	207917	275
V	208167	283
V	208411	281
V	208664	279
V	208918	277
V	209167	276
V	209423	276
V	209677	275
V	209930	280
V	210184	275
V	210433	282
V	210692	278
V	210951	282
V	211204	277
V	211459	278
V	211710	277
V	211970	275
V	212223	274
V	212471	282
V	212728	278
V	212986	282
V	213243	277
V	213485	282
V	213729	281
V	213985	278
V	214239	280
V	214493	280
V	214746	282
V	215002	277
V	215249	276
V	215503	277
V	215754	276
V	216003	278
V	216259	276
V	216507	279
V	216760	277
V	217013	276
V	217268	279
V	217522	279
V	217771	280
V	218014	279
V	218268	277
V	218521	277
V	218775	275
V	219018	275
V	219269	282
V	219520	283
V	219773	279
V	220025	280
V	220280	276
V	220537	279
V	220785	277
V	221039	281
V	221293	275
V	221542	276
V	221796	283
V	222050	275
V	262506	283
V	262757	277
V	263012	283
V	263265	282
V	263522	282
V	263780	282
V	264038	278
V	264293	277
V	264537	282
V	264795	282
V	265054	281
V	265302	276
V	265557	276
V	265808	277
V	266062	277
V	266316	277
V	266569	281
V	266826	277
V	267080	275
V	267331	281
V	267582	279
V	267837	281
V	268093	279
V	268344	279
V	268594	278
V	268844	278
V	269097	277
V	269351	277
V	269602	279
V	269845	281
V	270097	280
V	270349	277
V	270603	282
V	270859	278
V	271113	279
V	271360	276
V	271616	276
V	271873	275
V	272127	279
V	272379	276
V	272634	276
V	272882	275
V	273133	281
V	273389	275
V	273638	277
V	273882	279
V	274130	277
V	274384	276
V	274641	275
V	274885	276
V	275133	277
V	275385	283
V	275638	277
V	275887	283
V	276136	281
V	276394	276
V	276646	275
V	276899	279
V	277151	279
V	277405	275
V	277657	279
V	277910	279
V	278159	282
V	334345	282
V	334604	276
V	334852	280
V	335098	280
V	335348	283
V	335602	276
V	335856	277
V	336108	281
V	336357	282
V	336613	275
V	336863	283
V	337113	283
V	337363	275
V	337613	282
V	337869	275
V	338120	282
V	338378	277
V	338632	275
V	338886	278
V	339144	278
V	339398	281
V	339654	281
V	339908	279
V	340161	279
V	340412	275
V	340660	283
V	340914	279
V	341164	279
V	341410	275
V	341658	283
V	341907	275
V	342158	277
V	342410	275
V	342659	277
V	342905	276
V	343153	281
V	343408	275
V	343660	279
V	343910	279
V	344165	275
V	389143	280
V	389393	278
V	389644	282
V	389897	279
V	390148	275
V	390397	278
V	390648	283
V	390901	276
V	391158	279
V	391409	282
V	391663	275
V	391916	282
V	392173	282
V	392423	278
V	392681	275
V	392929	282
V	393182	280
V	393436	282
V	393694	275
V	393947	276
V	394200	277
V	394447	279
V	394700	279
V	394954	276
V	395208	277
V	395461	281
V	395704	282
V	395958	276
V	396214	280
V	396467	280
V	396718	275
V	396969	281
V	397223	276
V	397478	279
V	397730	276
V	397985	275
V	398237	280
V	398490	275
V	398741	282
V	398998	278
V	399254	277
V	399505	277
V	399761	275
V	400014	282
V	400270	276
V	400523	279
V	400772	282
V	401027	282
V	401284	278
V	401542	282
V	401794	274
V	402050	280
V	402302	282
V	402557	280
V	402806	276
V	403062	277
V	403314	278
V	403570	276
V	403818	276
V	404069	277
V	404322	279
V	404573	276
V	404827	279
V	405081	279
V	405322	279
V	405574	277
V	405828	275
V	406075	277
V	406329	275
V	406580	283
V	406833	279
V	407085	280
V	407340	276
V	407596	279
V	407844	277
V	408098	281
V	408350	276
V	408604	283
V	408857	277
V	449813	275
V	450065	283
V	450319	277
V	450569	277
V	450822	283
V	451074	282
V	451331	276
V	451580	282
V	451838	278
V	452092	274
V	452346	282
V	452604	277
V	452852	282
V	453112	281
V	453358	276
V	453611	277
V	453861	277
V	454110	281
V	454366	277
V	454619	277
V	454872	282
V	455126	277
V	455380	275
V	455633	279
V	455887	281
V	456130	281
V	456387	279
V	456634	279
V	456885	278
V	457136	274
V	457392	277
V	457645	281
V	457895	280
V	458145	277
V	458399	279
V	458648	282
V	458905	278
V	459161	276
V	459416	276
V	459672	275
V	459922	276
V	460177	279
V	460426	276
V	460677	281
V	460934	275
V	461186	275
V	461436	279
V	461684	276
V	461940	277
V	462193	276
V	462439	275
V	462683	277
V	462934	277
V	463183	283
V	463434	281
V	463689	276
V	463941	275
V	464189	279
V	464440	275
V	464692	279
V	464940	279
V	465194	279
V	465444	279
V	465676	279
V	513162	282
V	513418	282
V	513676	283
V	513931	280
V	514182	276
V	514436	277
V	514690	282
V	514947	275
V	515197	281
V	515449	283
V	515699	283
V	515948	275
V	516199	282
V	516455	275
V	516707	282
V	516965	277
V	517220	275
V	517475	278
V	517733	281
V	517988	281
V	518244	278
V	518500	279
V	518756	279
V	519008	275
V	519254	283
V	519507	279
V	519757	279
V	520005	275
V	520255	283
V	520505	275
V	520758	277
V	521011	277
V	521254	275
V	521503	281
V	521758	274
V	522012	279
V	522264	278
V	571642	282
V	571898	280
V	572148	275
V	572401	275
V	572646	279
V	572899	278
V	573149	283
V	573399	278
V	573651	276
V	573906	279
V	574157	282
V	574414	282
V	574671	275
V	574924	282
V	575176	278
V	575434	282
V	575691	275
V	575936	276
V	576189	280
V	576443	275
V	576696	282
V	576954	279
V	577208	277
V	577453	279
V	577706	276
V	577961	277
V	578215	282
V	578469	276
V	578723	280
V	578976	280
V	579229	275
V	579480	281
V	579735	279
V	579987	276
V	580243	276
V	580498	275
V	580751	280
V	581005	275
V	581256	282
V	581515	278
V	581764	278
V	582021	282
V	582278	277
V	582532	277
V	582791	275
V	583044	276
V	583295	279
V	583540	282
V	583796	278
V	584054	278
V	584305	282
V	584562	282
V	584813	281
V	585068	280
V	585322	277
V	585570	282
V	585823	280
V	586075	277
V	586322	276
V	586578	277
V	586831	276
V	587082	276
V	587334	278
V	587591	277
V	587844	279
V	588096	276
V	588351	279
V	588606	279
V	588860	280
V	589103	277
V	589356	277
V	589609	275
V	589858	282
V	590108	275
V	590355	283
V	590609	279
V	590861	280
V	591116	276
V	591372	281
V	591624	277
V	591878	279
V	592123	283
V	592377	275
V	592626	276
V	592880	283
V	643838	283
V	644090	275
V	644342	277
V	644597	282
V	644854	283
V	645107	282
V	645355	279
V	645599	282
V	645857	278
V	646111	282
V	646366	282
V	646624	274
V	646882	277
V	647127	276
V	647375	281
V	647624	277
V	647878	276
V	648130	277
V	648380	277
V	648633	281
V	648888	277
V	649142	277
V	649396	279
V	649651	275
V	649903	281
V	650153	281
V	650409	279
V	650660	279
V	650910	278
V	651162	278
V	651416	277
V	651667	279
V	651911	277
V	652162	280
V	652414	281
V	652664	277
V	652918	282
V	653175	278
V	653427	279
V	653674	276
V	653929	275
V	654182	276
V	654438	279
V	654688	276
V	654940	276
V	655196	275
V	655448	274
V	655699	281
V	655955	277
V	656202	276
V	656458	279
V	656704	277
V	656956	276
V	657203	275
V	657447	277
V	657697	277
V	657946	283
V	658194	281
V	658449	283
V	658696	276
V	658948	279
V	659201	279
V	659452	275
V	659705	275
V	659956	279
V	660210	279
V	660459	279
V	660691	279
V	711744	277
V	711995	276
V	712237	289
V	712499	289
V	712756	280
V	713004	275
V	713257	283
V	713512	283
V	713761	274
V	714012	289
V	714268	282
V	714523	289
V	714783	281
V	715036	280
V	715278	283
V	715519	275
V	715772	275
V	716022	289
V	716280	290
V	716530	281
V	716787	276
V	717038	290
V	717294	290
V	717548	274
V	717794	277
V	718050	279
V	718304	275
V	718555	278
V	718801	275
V	719057	281
V	719306	279
V	719555	279
V	719798	279
V	720044	281
V	720300	278
V	720555	275
V	720802	279
V	721045	277
V	721301	283
V	721556	279
V	721803	289
V	722063	280
V	722310	280
V	722563	277
V	722817	283
V	723069	276
V	723319	277
V	723572	290
V	723828	290
V	724077	279
V	724325	275
V	724577	277
V	724819	289
V	725078	289
V	725331	275
V	725575	277
V	725831	277
V	726081	275
V	726334	277
V	726581	275
V	726833	279
V	727077	275
V	727329	280
V	727582	281
V	727838	282
V	728095	282
V	728348	276
V	728604	279
V	728859	279
V	729110	279
V	729353	281
V	729601	278
V	789859	289
V	790117	275
V	790371	289
V	790626	279
V	790880	275
V	791123	289
V	791374	278
V	791624	275
V	791867	289
V	792124	282
V	792374	289
V	792633	290
V	792888	276
V	793139	279
V	793391	276
V	793648	289
V	793898	289
V	794147	275
V	794401	275
V	794655	289
V	794909	289
V	795159	278
V	795417	279
V	795662	278
V	795920	276
V	796171	289
V	796425	275
V	796674	283
V	796929	274
V	797181	289
V	797441	276
V	797694	275
V	797939	279
V	798188	277
V	798433	277
V	798687	281
V	798940	276
V	799195	280
V	799450	275
V	799702	277
V	799956	276
V	800213	279
V	800467	276
V	800723	280
V	800974	280
V	801229	289
V	801478	283
V	801728	274
V	801976	283
V	802221	277
V	802471	281
V	802726	290
V	802981	287
V	803228	290
V	803480	289
V	803736	290
V	803991	275
V	804243	290
V	804499	276
V	804756	277
V	805006	280
V	805253	279
V	805504	276
V	805761	274
V	806016	275
V	806271	279
V	806521	279
V	806777	278
V	807037	278
V	807291	275
V	807540	289
V	807795	275
V	808049	276
V	808299	289
V	808554	287
V	808813	283
V	809061	282
V	809319	282
V	809573	278
V	809830	282
V	810089	274
V	810334	275
V	810586	278
V	810845	289
V	811101	278
V	811350	278
V	811606	276
V	811858	289
V	812105	281
V	812364	290
V	812605	277
V	812851	275
V	813098	277
V	813343	279
V	813591	277
V	813844	275
V	814097	279
V	814351	277
V	814608	276
V	814864	277
V	815105	275
V	815352	289
V	815609	276
V	815861	280
V	816115	281
V	816370	276
V	816620	283
V	816867	278
V	817124	279
V	817369	276
V	817623	279
V	817873	276
V	818129	279
V	818383	280
V	818627	279
V	818871	277
V	819125	279
V	819375	289
V	819630	277
V	819875	277
V	820128	275
V	820374	283
V	820614	275
V	820868	279
V	821120	280
V	821375	275
V	821628	276
V	821885	281
V	822138	279
V	822386	282
V	822636	282
V	822891	282
V	823149	287
V	823406	276
V	823656	277
V	823901	276
V	824156	283
V	824410	279
V	824663	283
V	891791	276
V	892043	275
V	892298	281
V	892555	282
V	892815	289
V	893073	276
V	893327	290
V	893572	278
V	893826	278
V	894079	289
V	894338	281
V	894586	278
V	894834	289
V	895090	277
V	895333	275
V	895578	289
V	895837	289
V	896095	280
V	896348	280
V	896599	281
V	896859	277
V	897104	276
V	897353	276
V	897607	281
V	897860	281
V	898114	277
V	898357	290
V	898604	290
V	898859	277
V	899114	274
V	899359	289
V	899617	278
V	899864	280
V	900107	289
V	900363	277
V	900618	280
V	900864	281
V	901115	281
V	901372	282
V	901620	278
V	901874	289
V	902125	290
V	902379	279
V	902625	277
V	902865	275
V	903118	275
V	903376	289
V	903633	278
V	903884	289
V	904140	278
V	904399	276
V	904657	274
V	904905	282
V	905161	280
V	905415	277
V	905663	276
V	905909	279
V	906158	277
V	906405	276
V	906655	277
V	906909	290
V	907161	289
V	907415	289
V	907663	278
V	907918	279
V	908162	289
V	908415	275
V	908671	276
V	908927	277
V	909169	277
V	909422	276
V	909667	275
V	909918	277
V	910172	277
V	910421	279
V	910674	276
V	910926	276
V	911177	281
V	911434	277
V	911684	277
V	911933	275
V	912176	276
V	912419	275
V	912670	276
V	912914	276
V	913169	277
V	913423	281
V	913676	276
V	913921	277
V	914174	277
V	914427	277
V	914677	281
V	914935	280
V	915177	283
V	915425	276
V	915673	282
V	915927	275
V	916172	282
V	916431	283
V	916678	279
V	916929	275
V	917179	282
V	917438	280
V	917686	275
V	917933	279
V	918169	279
V	918426	277
V	918679	279
V	918929	276
V	919184	275
V	919433	277
V	966688	277
V	966938	279
V	967183	276
V	967429	289
V	967685	289
V	967945	275
V	968198	283
V	968439	283
V	968694	276
V	968944	289
V	969200	282
V	969456	289
V	969712	274
V	969954	283
V	970197	289
V	970454	275
V	970704	275
V	970956	274
V	971212	276
V	971463	290
V	971714	290
V	971961	290
V	972216	279
V	972468	279
V	972713	277
V	972968	275
V	973218	275
V	973474	278
V	973721	281
V	973977	283
V	974226	281
V	974475	278
V	974727	279
V	974968	281
V	975218	279
V	975471	283
V	975722	280
V	975962	289
V	976220	274
V	976467	280
V	976721	276
V	976971	277
V	977224	283
V	977474	277
V	977723	279
V	977972	290
V	978218	290
V	978473	275
V	978723	277
V	978967	289
V	979225	289
V	979479	275
V	979724	277
V	979966	277
V	980221	275
V	980462	275
V	980710	277
V	980957	275
V	981210	279
V	981456	275
V	981710	280
V	981960	281
V	982214	282
V	982470	276
V	982718	282
V	982971	276
V	983227	279
V	983482	279
V	983735	279
V	983979	279
V	984225	279
V	984469	274
V	984717	289
V	1039600	278
V	1039849	275
V	1040104	289
V	1040358	289
V	1040611	279
V	1040864	278
V	1041113	289
V	1041370	275
V	1041616	287
V	1041867	276
V	1042124	279
V	1042374	276
V	1042626	289
V	1042885	289
V	1043136	275
V	1043390	275
V	1043644	289
V	1043896	278
V	1044153	289
V	1044408	278
V	1044665	274
V	1044919	284
V	1045161	275
V	1045405	276
V	1045658	276
V	1045901	283
V	1046154	275
V	1046402	289
V	1046662	281
V	1046915	277
V	1047171	276
V	1047426	284
V	1047681	279
V	1047933	276
V	1048190	275
V	1048443	277
V	1048698	283
V	1048949	284
V	1049203	276
V	1049459	289
V	1049710	284
V	1049965	275
V	1050215	277
V	1050459	281
V	1050715	290
V	1050967	290
V	1051219	290
V	1051469	289
V	1051719	290
V	1051975	290
V	1052229	275
V	1052480	276
V	1052736	277
V	1052986	284
V	1053230	279
V	1053479	276
V	1053736	275
V	1053990	279
V	1054245	279
V	1054494	279
V	1054744	275
V	1054999	278
V	1055251	278
V	1055510	275
V	1055753	289
V	1056007	275
V	1056261	276
V	1056507	282
V	1056765	283
V	1057006	289
V	1057257	282
V	1057514	282
V	1057768	278
V	1058025	275
V	1058277	282
V	1058536	278
V	1058795	289
V	1059052	278
V	1059306	278
V	1059559	289
V	1059812	276
V	1060065	290
V	1060311	281
V	1060568	277
V	1060812	277
V	1061061	275
V	1061304	276
V	1061547	277
V	1061802	276
V	1062058	275
V	1062312	279
V	1062564	277
V	1062816	289
V	1063075	276
V	1063325	276
V	1063575	281
V	1063827	284
V	1064079	283
V	1064319	278
V	1064576	283
V	1064824	279
V	1065069	279
V	1065321	279
V	1065574	284
V	1065816	276
V	1066072	276
V	1066327	279
V	1066568	279
V	1066818	277
V	1067072	277
V	1067318	277
V	1067572	289
V	1067826	275
V	1068075	289
V	1068322	279
V	1068574	275
V	1068828	275
V	1069080	283
V	1069329	284
V	1069584	276
V	1069841	282
V	1070092	278
V	1070344	281
V	1070594	287
V	1070849	290
V	1071095	282
V	1071342	283
V	1071596	282
V	1071853	276
V	1072108	279
V	1072359	277
V	1072606	279
V	1072849	276
V	1118983	289
V	1119231	275
V	1119478	283
V	1119725	275
V	1119978	289
V	1120228	281
V	1120485	282
V	1120746	283
V	1120995	276
V	1121247	289
V	1121504	278
V	1121759	290
V	1122005	289
V	1122264	278
V	1122510	278
V	1122755	281
V	1123004	289
V	1123251	289
V	1123509	275
V	1123755	289
V	1124014	289
V	1124272	284
V	1124521	277
V	1124767	284
V	1125021	281
V	1125277	281
V	1125530	281
V	1125783	276
V	1126036	276
V	1126282	277
V	1126526	290
V	1126781	277
V	1127035	290
V	1127287	289
V	1127536	289
V	1127794	284
V	1128041	289
V	1128295	278
V	1128548	277
V	1128803	284
V	1129053	281
V	1129302	281
V	1129558	282
V	1129812	289
V	1130059	278
V	1130313	290
V	1130568	275
V	1130822	277
V	1131071	279
V	1131319	275
V	1131576	289
V	1131834	278
V	1132086	289
V	1132344	278
V	1132601	276
V	1132855	275
V	1133105	279
V	1133350	276
V	1133600	277
V	1133848	277
V	1134096	280
V	1134350	290
V	1134596	277
V	1134850	289
V	1135104	278
V	1135360	289
V	1135611	282
V	1135865	289
V	1136112	289
V	1136358	276
V	1136611	279
V	1136854	277
V	1137094	274
V	1137345	277
V	1137597	275
V	1137850	276
V	1138094	277
V	1138347	277
V	1138596	279
V	1138848	276
V	1139097	277
V	1139347	275
V	1139591	276
V	1139840	281
V	1140097	275
V	1140347	277
V	1140592	276
V	1140847	281
V	1141096	277
V	1141349	276
V	1141599	275
V	1141846	277
V	1142098	277
V	1142347	277
V	1142600	283
V	1142847	277
V	1143087	280
V	1143336	281
V	1143591	276
V	1143838	282
V	1144096	283
V	1144345	282
V	1144595	282
V	1144852	284
V	1145101	279
V	1145349	275
V	1145602	279
V	1145856	275
V	1146104	279
V	1146340	277
V	1146593	276
V	1146848	279
V	1147098	282
V	1147352	279
V	1226158	275
V	1226407	283
V	1226654	290
V	1226900	279
V	1227153	275
V	1227407	278
V	1227653	281
V	1227905	281
V	1228153	277
V	1228400	275
V	1228654	283
V	1228906	284
V	1229144	276
V	1229390	289
V	1229647	275
V	1229896	280
V	1230150	283
V	1230399	275
V	1230648	276
V	1230897	289
V	1231153	277
V	1231406	279
V	1231652	277
V	1231904	289
V	1232160	290
V	1232415	283
V	1232661	283
V	1232916	276
V	1233165	277
V	1233414	279
V	1233667	289
V	1233920	278
V	1234173	290
V	1234424	289
V	1234684	276
V	1234935	279
V	1235189	281
V	1235443	289
V	1235700	281
V	1235955	277
V	1236210	282
V	1236466	282
V	1236719	277
V	1236968	290
V	1237219	281
V	1237475	277
V	1237726	279
V	1237974	289
V	1238232	289
V	1238485	275
V	1238739	277
V	1238985	283
V	1239229	277
V	1239477	275
V	1239722	277
V	1239969	277
V	1240222	275
V	1240467	277
V	1240720	284
V	1240970	282
V	1241224	276
V	1241479	279
V	1241722	279
V	1241966	279
V	1242208	289
V	1300608	277
V	1300861	289
V	1301109	289
V	1301361	283
V	1301606	277
V	1301852	278
V	1302101	276
V	1302352	289
V	1302603	289
V	1302856	289
V	1303104	277
V	1303349	284
V	1303599	289
V	1303858	283
V	1304113	283
V	1304360	278
V	1304606	290
V	1304856	277
V	1305105	276
V	1305361	284
V	1305604	289
V	1305855	282
V	1306113	282
V	1306368	276
V	1306613	279
V	1306863	282
V	1307122	278
V	1307377	275
V	1307627	277
V	1307878	278
V	1308133	289
V	1308389	278
V	1308639	278
V	1308896	278
V	1309146	276
V	1309399	289
V	1309647	281
V	1309903	275
V	1310147	287
V	1310396	276
V	1310641	275
V	1310884	284
V	1311132	276
V	1311379	276
V	1311631	277
V	1311884	289
V	1312140	276
V	1312396	289
V	1312646	279
V	1312895	289
V	1313150	279
V	1313406	279
V	1313659	284
V	1313913	275
V	1314167	289
V	1314426	276
V	1314683	279
V	1314934	290
V	1315189	289
V	1315443	275
V	1315697	278
V	1315952	284
V	1316206	289
V	1316454	278
V	1316711	276
V	1316965	276
V	1317220	278
V	1317479	276
V	1317722	277
V	1317971	276
V	1318223	279
V	1318467	281
V	1318718	284
V	1318969	277
V	1319223	276
V	1319476	277
V	1319729	281
V	1319984	277
V	1320238	290
V	1320489	277
V	1320738	289
V	1320983	279
V	1321229	279
V	1321481	277
V	1321736	279
V	1321990	275
V	1322241	290
V	1322493	274
V	1322747	277
V	1322994	290
V	1323249	275
V	1323499	276
V	1323744	276
V	1323998	279
V	1324249	287
V	1324504	277
V	1324748	284
V	1325001	276
V	1325250	289
V	1325508	281
V	1325762	278
V	1326018	276
V	1326265	283
V	1326509	283
V	1326753	279
V	1326998	279
V	1327247	276
V	1327500	276
V	1327756	279
V	1328001	279
V	1328254	284
V	1328502	275
V	1328756	274
V	1329008	289
V	1329261	279
V	1329507	275
V	1329756	277
V	1330003	277
V	1330257	277
V	1330509	279
V	1330761	276
V	1331017	284
V	1331270	282
V	1331520	281
V	1331769	282
V	1332023	282
V	1332277	276
V	1332532	283
V	1332785	275
V	1333030	277
V	1333282	279
V	1333531	279
V	1398658	275
V	1398906	276
V	1399156	277
V	1399410	277
V	1399654	275
V	1399903	283
V	1400143	282
V	1400403	278
V	1400656	287
V	1400905	289
V	1401159	289
V	1401414	277
V	1401658	281
V	1401908	276
V	1402152	278
V	1402400	289
V	1402651	279
V	1402901	282
V	1403151	276
V	1403397	275
V	1403645	280
V	1403899	275
V	1404153	290
V	1404402	289
V	1404657	278
V	1404913	289
V	1405161	279
V	1405406	282
V	1405660	276
V	1405914	277
V	1406165	275
V	1406414	275
V	1406654	277
V	1406907	275
V	1407155	281
V	1407408	277
V	1407662	289
V	1407920	276
V	1408177	289
V	1408432	276
V	1408684	289
V	1408942	289
V	1409200	276
V	1409451	279
V	1409698	290
V	1409952	281
V	1410206	276
V	1410458	275
V	1410704	281
V	1410960	284
V	1411209	284
V	1411463	279
V	1411699	289
V	1411956	276
V	1412205	281
V	1412462	275
V	1412715	284
V	1412961	289
V	1413220	275
V	1413475	281
V	1413728	290
V	1413981	290
V	1414224	281
V	1414470	289
V	1414728	278
V	1414981	279
V	1415236	282
V	1415495	278
V	1415744	277
V	1415997	278
V	1416256	275
V	1416497	275
V	1416750	279
V	1416999	289
V	1417253	277
V	1417503	289
V	1417748	279
V	1417996	282
V	1418253	276
V	1418502	275
V	1418754	279
V	1419003	276
V	1419253	275
V	1419499	281
V	1419756	276
V	1420000	275
V	1420247	277
V	1420494	277
V	1420743	276
V	1420998	275
V	1421251	281
V	1421499	276
V	1421744	277
V	1421988	275
V	1422232	275
V	1422484	283
V	1422733	275
V	1422985	281
V	1423240	275
V	1423489	280
V	1423733	283
V	1423977	277
V	1424222	282
V	1424470	277
V	1424718	284
V	1424966	275
V	1489935	279
V	1490188	275
V	1490439	276
V	1490682	277
V	1490934	283
V	1491188	289
V	1491443	289
V	1491700	284
V	1491950	290
V	1492197	276
V	1492448	281
V	1492705	290
V	1492961	290
V	1493212	279
V	1493457	279
V	1493709	275
V	1493965	281
V	1494215	278
V	1494466	281
V	1494718	281
V	1494974	279
V	1495218	277
V	1495474	283
V	1495726	279
V	1495973	284
V	1496215	284
V	1496458	289
V	1496715	280
V	1496968	283
V	1497218	275
V	1497471	276
V	1497721	275
V	1497971	290
V	1498217	289
V	1498474	289
V	1498734	279
V	1498976	283
V	1499220	277
V	1499469	289
V	1499726	276
V	1499977	282
V	1500230	284
V	1500472	277
V	1500725	279
V	1500980	283
V	1501226	278
V	1501476	277
V	1501726	279
V	1501979	277
V	1502233	289
V	1502486	274
V	1502730	279
V	1502981	277
V	1503227	276
V	1503474	290
V	1503730	277
V	1503981	279
V	1504229	289
V	1504487	275
V	1504732	277
V	1504980	275
V	1505221	283
V	1505462	275
V	1505716	277
V	1505965	279
V	1506210	275
V	1506457	277
V	1506711	284
V	1506961	274
V	1507217	282
V	1507473	287
V	1507724	276
V	1507979	277
V	1508226	277
V	1578412	289
V	1578663	279
V	1578917	278
V	1579168	290
V	1579422	282
V	1579675	289
V	1579931	277
V	1580178	289
V	1580431	276
V	1580684	278
V	1580942	289
V	1581197	277
V	1581444	289
V	1581697	278
V	1581956	289
V	1582215	274
V	1582468	283
V	1582722	276
V	1582970	275
V	1583225	284
V	1583479	276
V	1583732	277
V	1583983	279
V	1584234	275
V	1584488	276
V	1584745	284
V	1584996	283
V	1585244	276
V	1585499	284
V	1585754	275
V	1586000	290
V	1586252	281
V	1586508	290
V	1586761	289
V	1587016	290
V	1587272	290
V	1587527	276
V	1587784	276
V	1588031	277
V	1588284	278
V	1588538	279
V	1588787	279
V	1589043	278
V	1589302	289
V	1589554	279
V	1589800	277
V	1590052	282
V	1590309	282
V	1590567	276
V	1590812	289
V	1591062	283
V	1591303	283
V	1591548	278
V	1591804	277
V	1592056	287
V	1592315	278
V	1592572	289
V	1592829	275
V	1593079	278
V	1593327	276
V	1593582	278
V	1593834	278
V	1594084	281
V	1594341	290
V	1594588	276
V	1594833	275
V	1595066	275
V	1595307	276
V	1595553	277
V	1595795	277
V	1596048	279
V	1596297	289
V	1596552	289
V	1596801	277
V	1597054	277
V	1597303	289
V	1597562	281
V	1597815	284
V	1598065	289
V	1598313	276
V	1598565	276
V	1598822	289
V	1599073	276
V	1599330	279
V	1599575	275
V	1599825	282
V	1600078	279
V	1600332	277
V	1600581	277
V	1600826	279
V	1601072	277
V	1601327	282
V	1601582	275
V	1601836	277
V	1602083	278
V	1602339	277
V	1602581	279
V	1602826	283
V	1603071	279
V	1603317	275
V	1603574	277
V	1603828	279
V	1604072	275
V	1604325	279
V	1604577	276
V	1604832	289
V	1605090	276
V	1605340	284
V	1605594	281
V	1605849	283
V	1606095	276
V	1606342	276
V	1606596	279
V	1606848	279
V	1607088	276
V	1607345	284
V	1607590	279
V	1607842	279
V	1608091	289
V	1608344	275
V	1608589	275
V	1608843	277
V	1609095	277
V	1609348	276
V	1609604	284
V	1609859	279
V	1610111	281
