\P\	Pos	CustomerID\
V	40714	16349
V	40954	11008
V	41193	25250
V	41431	27605
V	41669	27611
V	41906	16347
V	42146	11028
V	42384	13584
V	42625	21727
V	42865	28393
V	43104	19802
V	43342	26620
V	43580	11009
V	43801	27641
V	44036	27673
V	44273	17957
V	44512	13406
V	44751	16630
V	44991	29955
V	45245	29620
V	45500	29888
V	45750	29548
V	46001	29539
V	46248	29717
V	46501	29818
V	46757	29892
V	47012	29509
V	47262	29855
V	47514	29813
V	47770	29988
V	48020	29946
V	48277	29680
V	48527	30074
V	48780	29961
V	49033	29865
V	49286	29773
V	49541	29749
V	49794	29945
V	50047	29764
V	50297	30056
V	50552	30117
V	50805	29571
V	51055	29582
V	51307	30042
V	51559	30107
V	51814	29675
V	52065	30076
V	52317	30100
V	52571	29703
V	52826	29569
V	53073	29624
V	53328	30091
V	53578	29925
V	53831	29664
V	54080	29510
V	54336	29789
V	54592	30111
V	54844	29558
V	55096	29724
V	55348	29861
V	55607	29757
V	55846	29698
V	56101	29493
V	56347	29794
V	56603	29830
V	56855	29515
V	57111	29807
V	57366	29716
V	57621	29905
V	57871	30004
V	58121	29742
V	58374	29866
V	58624	29522
V	58879	29705
V	59135	29906
V	59388	29880
V	59640	29901
V	59889	29507
V	60143	29968
V	60385	30095
V	60639	29846
V	60891	29523
V	61143	29791
V	61393	29731
V	61639	29787
V	61892	29963
V	62144	29617
V	62398	29853
V	62653	29774
V	62906	29521
V	63155	29688
V	63404	29511
V	63659	29885
V	63912	22041
V	64152	12124
V	64392	28066
V	64630	16743
V	64869	13546
V	65110	28018
V	65347	12132
V	65569	16661
V	65809	11055
V	66048	16662
V	66288	16740
V	66528	25270
V	66766	28038
V	67003	13548
V	67243	16741
V	67481	11031
V	67720	11034
V	67958	20048
V	68199	28065
V	68436	17047
V	68675	16686
V	68914	16659
V	69154	25294
V	69391	13600
V	69632	17051
V	69872	14565
V	70108	11054
V	70347	16675
V	70586	16687
V	70825	16712
V	71063	11047
V	71301	27726
V	71538	28014
V	71774	16696
V	72013	16639
V	72252	20049
V	72493	13602
V	72734	13661
V	72975	11030
V	73213	28068
V	73449	16658
V	73688	11035
V	73927	11046
V	74166	28031
V	74402	28076
V	74639	16685
V	74878	16745
V	75118	11038
V	75358	11039
V	75598	28040
V	75835	28067
V	76072	28071
V	76309	16684
V	76531	16657
V	76771	21939
V	77010	28039
V	77246	13687
V	77487	13540
V	77727	28063
V	77964	16703
V	78203	28030
V	78441	14576
V	78676	11048
V	78915	16664
V	79155	25271
V	79394	28017
V	79631	13545
V	79872	13515
V	80112	28070
V	80349	28042
V	80586	11244
V	80826	28083
V	81045	25872
V	81281	16660
V	81521	16638
V	81758	16929
V	81997	27681
V	82233	21813
V	82473	27920
V	82710	28022
V	82947	11033
V	83186	28047
V	83421	27918
V	83658	28044
V	83895	14572
V	84130	19325
V	84368	28061
V	84606	26629
V	84845	16744
V	85084	25555
V	85321	27678
V	85556	27759
V	85793	13680
V	86033	13514
V	86273	11052
V	86513	16928
V	86752	27917
V	86989	13693
V	87228	11247
V	87468	28078
V	87705	25876
V	87939	16701
V	88179	16931
V	88419	11032
V	88659	22008
V	88899	19830
V	89137	16663
V	89377	16708
V	89617	17045
V	89839	21921
V	90078	17048
V	90317	11050
V	90556	12131
V	90796	13689
V	91036	11243
V	91275	16693
V	91515	16702
V	91754	16707
V	91994	17046
V	92233	25272
V	92472	25868
V	92708	17971
V	92946	11057
V	93185	16742
V	93426	13678
V	93667	13679
V	93907	13690
V	94148	28394
V	94386	28064
V	94622	25878
V	94858	16713
V	95097	13538
V	95334	17050
V	95573	13691
V	95811	16637
V	96052	19329
V	96292	13542
V	96531	13543
V	96753	13559
V	96993	14577
V	97229	11056
V	97467	16688
V	97706	25273
V	97943	27919
V	98179	28041
V	98416	11240
V	98655	22050
V	98894	28062
V	99130	25867
V	99367	17049
V	99607	13541
V	99847	28395
V	100068	19829
V	100307	16691
V	100546	16656
V	100786	11044
V	101025	29592
V	101272	29632
V	101526	30003
V	101776	29714
V	102028	29622
V	102279	29967
V	102533	29733
V	102773	29950
V	103030	29803
V	103282	29969
V	103534	29494
V	103786	29639
V	104042	29722
V	104300	29944
V	104549	29842
V	104799	29673
V	105051	29659
V	105302	29914
V	105555	30090
V	105806	29708
V	106059	29711
V	106312	29748
V	106567	29655
V	106816	29651
V	107067	29504
V	107318	29897
V	107572	29690
V	107829	29721
V	108081	29681
V	108330	29577
V	108580	29755
V	108832	29769
V	109082	30068
V	109326	30106
V	109577	29686
V	109826	29921
V	110077	29486
V	110330	29740
V	110586	29649
V	110839	29938
V	111095	29746
V	111349	29525
V	111605	29685
V	111855	29581
V	112106	29883
V	112358	29834
V	112615	29702
V	112868	29710
V	113125	29518
V	113373	29498
V	113617	29637
V	113869	29872
V	114117	29810
V	114367	29562
V	114623	30088
V	114876	29966
V	115129	29642
V	115383	29487
V	115635	29484
V	115867	29715
V	116120	13821
V	116362	28156
V	116599	22114
V	116839	17328
V	117077	13765
V	117318	13792
V	117558	12221
V	117798	13572
V	118038	22058
V	118277	28145
V	118515	17071
V	118754	17309
V	118976	17310
V	119215	17320
V	119454	28172
V	119691	17242
V	119929	17315
V	120169	25558
V	120408	11334
V	120647	28168
V	120883	28181
V	121120	28131
V	121357	25887
V	121593	17055
V	121834	13567
V	122074	28182
V	122310	28186
V	122546	13772
V	122786	28185
V	123023	28193
V	123258	28088
V	123494	17065
V	123734	14581
V	123970	17308
V	124209	12211
V	124448	28179
V	124686	28183
V	124922	28112
V	125160	14584
V	125395	13784
V	125637	17229
V	125874	17246
V	126113	12220
V	126353	11337
V	126592	28097
V	126811	25888
V	127047	11058
V	127287	17294
V	127527	17299
V	127766	28158
V	128003	17247
V	128242	17280
V	128482	25889
V	128717	17069
V	128954	20052
V	129194	20054
V	129433	11061
V	129671	17248
V	129911	13570
V	130151	28164
V	130388	17064
V	130628	17249
V	130868	17295
V	131106	28096
V	131343	28150
V	131580	17259
V	131820	17312
V	132060	12254
V	132302	28159
V	132539	28149
V	132777	14580
V	133013	17285
V	133255	11250
V	133496	28162
V	133733	25879
V	133951	17257
V	134192	13783
V	134433	28154
V	134670	28170
V	134907	17351
V	135148	17332
V	135389	28180
V	135624	13560
V	135863	28148
V	136099	22109
V	136340	14590
V	136575	11060
V	136815	17255
V	137056	17258
V	137297	13847
V	137539	28166
V	137775	20060
V	138015	12255
V	138256	28401
V	138495	11333
V	138736	25886
V	138972	17241
V	139212	17973
V	139452	17334
V	139692	13841
V	139933	28184
V	140167	22117
V	140407	28191
V	140644	17056
V	140884	17079
V	141124	12217
V	141364	13580
V	141604	28155
V	141840	28163
V	142078	17278
V	142319	17329
V	142560	25556
V	142799	12219
V	143040	17233
V	143281	17240
V	143523	13845
V	143747	28167
V	143983	28190
V	144220	13777
V	144462	28099
V	144699	28142
V	144935	14585
V	145171	17232
V	145411	12212
V	145652	13579
V	145894	28171
V	146131	28194
V	146368	22112
V	146609	20149
V	146850	17279
V	147089	17286
V	147330	25557
V	147570	25559
V	147809	19339
V	148049	13820
V	148290	14589
V	148526	13794
V	148767	13846
V	149009	12256
V	149250	28147
V	149487	28152
V	149724	17256
V	149964	17277
V	150206	17288
V	150429	17293
V	150670	17326
V	150910	29886
V	151150	29565
V	151398	29734
V	151655	29994
V	151914	29580
V	152168	29898
V	152420	30052
V	152674	29974
V	152927	29614
V	153184	29566
V	153435	29682
V	153688	29747
V	153939	29973
V	154190	29844
V	154441	30067
V	154698	29596
V	154954	29827
V	155209	29811
V	155462	29824
V	155720	29889
V	155975	29761
V	156229	29489
V	156485	29849
V	156731	30096
V	156962	29958
V	157218	29825
V	157469	29661
V	157720	29759
V	157964	29497
V	158217	29912
V	158466	30084
V	158711	29610
V	158961	29606
V	159210	29718
V	159463	29646
V	159717	29570
V	159963	29533
V	160212	29992
V	160467	29491
V	160720	29549
V	160974	14429
V	161215	28222
V	161453	17975
V	161690	11072
V	161930	12267
V	162171	11095
V	162393	17728
V	162631	28598
V	162869	17921
V	163110	17904
V	163350	28199
V	163585	28257
V	163822	17510
V	164063	11343
V	164303	28273
V	164541	20165
V	164781	25895
V	165017	11097
V	165256	18188
V	165496	18189
V	165737	17354
V	165978	25905
V	166214	14610
V	166449	17920
V	166672	14427
V	166914	28200
V	167133	14602
V	167368	17911
V	167609	14159
V	167850	28243
V	168087	28244
V	168323	28271
V	168559	28297
V	168794	14591
V	169029	14603
V	169263	11093
V	169503	11099
V	169743	17511
V	169983	17732
V	170223	14525
V	170465	14158
V	170708	13686
V	170931	28259
V	171168	28285
V	171405	11092
V	171644	17912
V	171884	17502
V	172124	25562
V	172363	14150
V	172603	28250
V	172837	18193
V	173077	17514
V	173318	17736
V	173559	13767
V	173799	14157
V	174041	14183
V	174283	29399
V	174523	28234
V	174760	25903
V	174996	11080
V	175236	17915
V	175476	14191
V	175718	11341
V	175959	28268
V	176197	28296
V	176433	28298
V	176670	28587
V	176907	11096
V	177146	17924
V	177386	17925
V	177609	17353
V	177851	17730
V	178092	17910
V	178332	29398
V	178573	28246
V	178810	28339
V	179048	25901
V	179283	14596
V	179519	17733
V	179761	28240
V	179997	28588
V	180235	17515
V	180475	13666
V	180715	19844
V	180954	28221
V	181192	28224
V	181428	28299
V	181665	11077
V	181904	11103
V	182144	25563
V	182383	28223
V	182619	28584
V	182856	11100
V	183093	13606
V	183335	28340
V	183572	28355
V	183808	11069
V	184047	17917
V	184288	17919
V	184529	17352
V	184770	17512
V	185011	13607
V	185249	19353
V	185488	28586
V	185725	17916
V	185967	17504
V	186208	13770
V	186449	14146
V	186690	28362
V	186926	28583
V	187163	17927
V	187405	17725
V	187645	14165
V	187883	28270
V	188119	28580
V	188356	28573
V	188593	26630
V	188833	11076
V	189072	17909
V	189313	14195
V	189554	12261
V	189795	22118
V	190036	14599
V	190271	17370
V	190512	13697
V	190752	17478
V	190992	17914
V	191215	12265
V	191455	28264
V	191693	28293
V	191929	28294
V	192166	28295
V	192403	20164
V	192643	17923
V	192884	17926
V	193125	17513
V	193366	25560
V	193606	28196
V	193842	28247
V	194079	28288
V	194313	20150
V	194554	17918
V	194794	14155
V	195035	19340
V	195274	22120
V	195497	14613
V	195734	26640
V	195975	11070
V	196215	11075
V	196454	17734
V	196694	17735
V	196934	25561
V	197173	13685
V	197414	28255
V	197651	14601
V	197887	11101
V	198127	17913
V	198369	17922
V	198609	17726
V	198850	29391
V	199088	25891
V	199324	29757
V	199577	29668
V	199825	29611
V	200075	29620
V	200329	30058
V	200582	29548
V	200833	29955
V	201087	29888
V	201338	29717
V	201588	29539
V	201839	29555
V	202087	29818
V	202343	30011
V	202593	29509
V	202844	29813
V	203098	29892
V	203356	29988
V	203607	29946
V	203865	29680
V	204122	29865
V	204375	29773
V	204630	29961
V	204883	29554
V	205131	30074
V	205389	30056
V	205644	29749
V	205896	29945
V	206150	29764
V	206400	30117
V	206654	29728
V	206903	29571
V	207156	30042
V	207410	29582
V	207662	30107
V	207917	29675
V	208167	29585
V	208411	30076
V	208664	29624
V	208918	29569
V	209167	29703
V	209423	30100
V	209677	30091
V	209930	29925
V	210184	29664
V	210433	29510
V	210692	29789
V	210951	29558
V	211204	30111
V	211459	30010
V	211710	29861
V	211970	29724
V	212223	29493
V	212471	29698
V	212728	29515
V	212986	29794
V	213243	29583
V	213485	29541
V	213729	29716
V	213985	29830
V	214239	29742
V	214493	30004
V	214746	29807
V	215002	29930
V	215249	29522
V	215503	29866
V	215754	30022
V	216003	29705
V	216259	30012
V	216507	29880
V	216760	29906
V	217013	29901
V	217268	29507
V	217522	29968
V	217771	29588
V	218014	29846
V	218268	29523
V	218521	30095
V	218775	29731
V	219018	29791
V	219269	29785
V	219520	29787
V	219773	29963
V	220025	29617
V	220280	29853
V	220537	29756
V	220785	29774
V	221039	29521
V	221293	29688
V	221542	29511
V	221796	29885
V	222050	29448
V	222272	28664
V	222509	25917
V	222745	11107
V	222984	11110
V	223224	28660
V	223460	28667
V	223696	28653
V	223932	28662
V	224170	13782
V	224410	11108
V	224649	11134
V	224888	18210
V	225111	28671
V	225348	28790
V	225585	28794
V	225821	28627
V	226056	26683
V	226293	11104
V	226533	13795
V	226773	17987
V	227014	28761
V	227251	28645
V	227487	18250
V	227728	11124
V	227968	18238
V	228209	12290
V	228451	29400
V	228690	28792
V	228924	18243
V	229165	11117
V	229387	14702
V	229629	20167
V	229871	19364
V	230111	28672
V	230347	28772
V	230584	28774
V	230820	18200
V	231060	18220
V	231302	18241
V	231544	13778
V	231785	28675
V	232021	28628
V	232255	28650
V	232491	28654
V	232728	28655
V	232965	28666
V	233202	18205
V	233425	13789
V	233666	18204
V	233889	18217
V	234130	13771
V	234371	12301
V	234612	19357
V	234852	28658
V	235090	18272
V	235330	11109
V	235570	11356
V	235809	18209
V	236049	28765
V	236286	28629
V	236523	18196
V	236763	18203
V	237004	18213
V	237245	18218
V	237486	14705
V	237728	28644
V	237964	28651
V	238200	14617
V	238435	18246
V	238675	18255
V	238916	25567
V	239153	12280
V	239393	12279
V	239634	11344
V	239875	29449
V	240112	28770
V	240347	25916
V	240582	25924
V	240819	11147
V	241056	14720
V	241298	28407
V	241537	20170
V	241779	28619
V	242017	11105
V	242257	18275
V	242499	11120
V	242738	18201
V	242977	18208
V	243217	28775
V	243454	14639
V	243689	11151
V	243929	18212
V	244170	18222
V	244411	25564
V	244651	28763
V	244889	28795
V	245126	28621
V	245362	25942
V	245598	18245
V	245839	18268
V	246080	18207
V	246303	13790
V	246543	28635
V	246781	25566
V	247021	18198
V	247260	22233
V	247501	22121
V	247742	11106
V	247981	12296
V	248222	17982
V	248462	28797
V	248698	28799
V	248933	28643
V	249169	18249
V	249409	14712
V	249651	20172
V	249892	18244
V	250133	18269
V	250373	11111
V	250612	28414
V	250834	28670
V	251053	28676
V	251289	22232
V	251530	19855
V	251769	18254
V	252009	18219
V	252249	25565
V	252490	22234
V	252732	28769
V	252969	14636
V	253204	18260
V	253446	12300
V	253686	29403
V	253925	28678
V	254162	28618
V	254398	28649
V	254636	25909
V	254871	18240
V	255112	28674
V	255349	18248
V	255589	11112
V	255811	22128
V	256052	28657
V	256289	22182
V	256531	22230
V	256772	14616
V	257008	18239
V	257248	14700
V	257491	28625
V	257728	26643
V	257969	13774
V	258208	29410
V	258447	28665
V	258683	25910
V	258919	14614
V	259156	18273
V	259396	11126
V	259637	12307
V	259877	14697
V	260119	28661
V	260355	18251
V	260596	18214
V	260819	12285
V	261060	28673
V	261297	14634
V	261532	18242
V	261773	18252
V	262014	18202
V	262255	29592
V	262506	29632
V	262757	29967
V	263012	29622
V	263265	29714
V	263522	29950
V	263780	29803
V	264038	29969
V	264293	29508
V	264537	29639
V	264795	29722
V	265054	29914
V	265302	29673
V	265557	29944
V	265808	29659
V	266062	30090
V	266316	29708
V	266569	29748
V	266826	29651
V	267080	29655
V	267331	29897
V	267582	29504
V	267837	29690
V	268093	29721
V	268344	29681
V	268594	29577
V	268844	29755
V	269097	29769
V	269351	30106
V	269602	30068
V	269845	29686
V	270097	29921
V	270349	29486
V	270603	29740
V	270859	29649
V	271113	30013
V	271360	29938
V	271616	29525
V	271873	29746
V	272127	29685
V	272379	29883
V	272634	29982
V	272882	29581
V	273133	29834
V	273389	29669
V	273638	29674
V	273882	29518
V	274130	29702
V	274384	29710
V	274641	29498
V	274885	29788
V	275133	29637
V	275385	29810
V	275638	29872
V	275887	29915
V	276136	29562
V	276394	29531
V	276646	29966
V	276899	30088
V	277151	29642
V	277405	29487
V	277657	29715
V	277910	29808
V	278159	12383
V	278399	28829
V	278636	29011
V	278874	18452
V	279115	11365
V	279353	13836
V	279594	20552
V	279836	29126
V	280055	22732
V	280295	28988
V	280533	18695
V	280773	18281
V	281015	11444
V	281255	12321
V	281495	14777
V	281737	28827
V	281974	28853
V	282212	25972
V	282447	25975
V	282683	18486
V	282924	18488
V	283165	18694
V	283404	18309
V	283644	12308
V	283885	25973
V	284121	28997
V	284357	14643
V	284593	18337
V	284831	29467
V	285071	28804
V	285308	28842
V	285545	25952
V	285781	18338
V	286021	18465
V	286260	13808
V	286498	14138
V	286738	28825
V	286976	28857
V	287212	18335
V	287452	14140
V	287694	29058
V	287932	29139
V	288169	28845
V	288388	18334
V	288629	11445
V	288868	28418
V	289107	17996
V	289346	19417
V	289586	22299
V	289826	29128
V	290045	19874
V	290285	29004
V	290521	26692
V	290761	14651
V	290997	18484
V	291238	18487
V	291479	18495
V	291720	18693
V	291961	18288
V	292202	18457
V	292442	18467
V	292682	11364
V	292922	11372
V	293161	11443
V	293400	14793
V	293642	28852
V	293879	18700
V	294120	18301
V	294361	11363
V	294602	29111
V	294839	28828
V	295076	18004
V	295316	29048
V	295553	29056
V	295789	29136
V	296025	28807
V	296259	28833
V	296495	18470
V	296735	18496
V	296975	18703
V	297216	18296
V	297456	18308
V	297697	14833
V	297939	29108
V	298176	28821
V	298412	28838
V	298647	11351
V	298887	11381
V	299128	28847
V	299364	22267
V	299605	28856
V	299841	25943
V	300076	25951
V	300312	25964
V	300548	18696
V	300789	18307
V	301012	11353
V	301252	14778
V	301494	12332
V	301734	13829
V	301974	18284
V	302215	11359
V	302455	13822
V	302694	14832
V	302936	19415
V	303177	29032
V	303413	28840
V	303650	25969
V	303886	25976
V	304122	28966
V	304357	18468
V	304580	18491
V	304821	18461
V	305061	18463
V	305301	13842
V	305541	29466
V	305780	29017
V	306017	14648
V	306252	18489
V	306493	18277
V	306734	18336
V	306974	28830
V	307211	18493
V	307452	25706
V	307692	11448
V	307932	14843
V	308173	12398
V	308414	29110
V	308651	28849
V	308888	18303
V	309111	18276
V	309353	14771
V	309596	12333
V	309837	29044
V	310074	22251
V	310314	28851
V	310548	28993
V	310767	18490
V	311005	18697
V	311246	18701
V	311487	25568
V	311728	25707
V	311967	25710
V	312206	11357
V	312446	11446
V	312686	12395
V	312925	29474
V	313166	28835
V	313403	28843
V	313622	25955
V	313858	28859
V	314095	28990
V	314333	25709
V	314570	11449
V	314810	22247
V	315051	20173
V	315292	29019
V	315528	22373
V	315768	29060
V	316005	28831
V	316241	25974
V	316477	14647
V	316713	14649
V	316948	18458
V	317189	14794
V	317430	19365
V	317670	22713
V	317911	28820
V	318147	28989
V	318383	29016
V	318621	18482
V	318862	14776
V	319086	28823
V	319323	28824
V	319560	29010
V	319779	14652
V	320016	18469
V	320257	18699
V	320497	18462
V	320737	29132
V	320973	22252
V	321214	29008
V	321450	18692
V	321692	25708
V	321932	12323
V	322173	17999
V	322412	28854
V	322649	14645
V	322884	18698
V	323125	18464
V	323365	11368
V	323605	28805
V	323842	28841
V	324079	25970
V	324315	28870
V	324552	14646
V	324787	18485
V	325029	18297
V	325269	18302
V	325510	13844
V	325733	29059
V	325970	29106
V	326206	28844
V	326443	12373
V	326683	14137
V	326923	14831
V	327164	19387
V	327403	28869
V	327640	22268
V	327880	14650
V	328116	18483
V	328356	25705
V	328594	11360
V	328833	14770
V	329074	28826
V	329310	18494
V	329551	18691
V	329791	18332
V	330032	11358
V	330273	11447
V	330513	13807
V	330753	29475
V	330993	29070
V	331229	25962
V	331465	28871
V	331701	18702
V	331941	18331
V	332182	11450
V	332421	14792
V	332663	14139
V	332904	29138
V	333140	28822
V	333376	28839
V	333613	28846
V	333850	25704
V	334089	29734
V	334345	29994
V	334604	29565
V	334852	29858
V	335098	29898
V	335348	29580
V	335602	30052
V	335856	29974
V	336108	29682
V	336357	29614
V	336613	29566
V	336863	29890
V	337113	29747
V	337363	29973
V	337613	30067
V	337869	29844
V	338120	29596
V	338378	29827
V	338632	29811
V	338886	29824
V	339144	29761
V	339398	29489
V	339654	29889
V	339908	29825
V	340161	29661
V	340412	29759
V	340660	29497
V	340914	29912
V	341164	30084
V	341410	29610
V	341658	29606
V	341907	29718
V	342158	29646
V	342410	29533
V	342659	29570
V	342905	29768
V	343153	29992
V	343408	29491
V	343660	29549
V	343910	29958
V	344165	12494
V	344402	29255
V	344639	14657
V	344875	26782
V	345114	11455
V	345355	14947
V	345597	29143
V	345835	18746
V	346076	18747
V	346317	11388
V	346559	11398
V	346801	25977
V	347036	29170
V	347272	18909
V	347514	18899
V	347754	18906
V	347994	22785
V	348235	11394
V	348458	12483
V	348695	29151
V	348931	29167
V	349166	29174
V	349403	19428
V	349639	22748
V	349879	29274
V	350116	29140
V	350354	29142
V	350591	22765
V	350832	19987
V	351072	29275
V	351308	22975
V	351544	14937
V	351786	18710
V	352027	25713
V	352267	20558
V	352508	29141
V	352744	29146
V	352979	25984
V	353215	29204
V	353452	14727
V	353687	18722
V	353928	18740
V	354170	11751
V	354409	29169
V	354645	29236
V	354881	22971
V	355104	18725
V	355345	18708
V	355584	12480
V	355821	29158
V	356058	18726
V	356298	11759
V	356537	14975
V	356778	25979
V	357014	25985
V	357251	29163
V	357488	22895
V	357728	29264
V	357965	19084
V	358206	18735
V	358447	11452
V	358685	12468
V	358922	12485
V	359159	29222
V	359395	22901
V	359635	29278
V	359871	19093
V	360111	18716
V	360351	14950
V	360593	29166
V	360829	14656
V	361064	14941
V	361305	25980
V	361540	29202
V	361777	29276
V	362012	19089
V	362252	18767
V	362492	18900
V	362732	11465
V	362972	11750
V	363212	28419
V	363447	11400
V	363687	14984
V	363929	25978
V	364164	18721
V	364405	25714
V	364644	11453
V	364884	22881
V	365125	19083
V	365365	18706
V	365605	18738
V	365846	18766
V	366087	11462
V	366328	11754
V	366567	18008
V	366803	29157
V	367037	29198
V	367273	29238
V	367510	29254
V	367746	18903
V	367987	11456
V	368227	11457
V	368466	15046
V	368708	14929
V	368932	18769
V	369174	25711
V	369413	25717
V	369652	14949
V	369894	14991
V	370136	15047
V	370377	14861
V	370620	29145
V	370856	18931
V	371094	14660
V	371327	14846
V	371567	22889
V	371790	29221
V	372026	18929
V	372249	18739
V	372490	18902
V	372731	14847
V	372974	29476
V	373209	29148
V	373447	29168
V	373684	19094
V	373924	18907
V	374165	11460
V	374405	28420
V	374641	12474
V	374875	29156
V	375112	19884
V	375352	29201
V	375589	29239
V	375825	18724
V	376065	18729
V	376303	11464
V	376543	12464
V	376780	29208
V	377016	29261
V	377253	29144
V	377489	25982
V	377724	22893
V	377965	29207
V	378201	22903
V	378439	14728
V	378673	18930
V	378915	18723
V	379157	14653
V	379392	14662
V	379628	14726
V	379864	18768
V	380104	11387
V	380343	29242
V	380579	18908
V	380819	18736
V	381061	11472
V	381299	18009
V	381535	29147
V	381771	18731
V	382011	18737
V	382251	11459
V	382491	19420
V	382726	29155
V	382962	29203
V	383199	29223
V	383434	25715
V	383674	11756
V	383913	18928
V	384155	18709
V	384390	25716
V	384627	11451
V	384867	14928
V	385109	14147
V	385343	19422
V	385579	22877
V	385819	29237
V	386038	29252
V	386274	29258
V	386511	14664
V	386747	18718
V	386987	25712
V	387226	29225
V	387463	29150
V	387699	29175
V	387935	29265
V	388171	14722
V	388408	11454
V	388648	11461
V	388889	29955
V	389143	29611
V	389393	29548
V	389644	29620
V	389897	29888
V	390148	29555
V	390397	29539
V	390648	29717
V	390901	29818
V	391158	30011
V	391409	29813
V	391663	29509
V	391916	29892
V	392173	29988
V	392423	29946
V	392681	29554
V	392929	29680
V	393182	29773
V	393436	30074
V	393694	29961
V	393947	29865
V	394200	29764
V	394447	29749
V	394700	29945
V	394954	30056
V	395208	30117
V	395461	29728
V	395704	30042
V	395958	30107
V	396214	29571
V	396467	29582
V	396718	29675
V	396969	30076
V	397223	30100
V	397478	29624
V	397730	29703
V	397985	30091
V	398237	29925
V	398490	29664
V	398741	29510
V	398998	29789
V	399254	30111
V	399505	29861
V	399761	29724
V	400014	29558
V	400270	29757
V	400523	29493
V	400772	29698
V	401027	29794
V	401284	29515
V	401542	29541
V	401794	29716
V	402050	29742
V	402302	29807
V	402557	30004
V	402806	29522
V	403062	29866
V	403314	29705
V	403570	30012
V	403818	30022
V	404069	29906
V	404322	29880
V	404573	29901
V	404827	29507
V	405081	29968
V	405322	29846
V	405574	30095
V	405828	29731
V	406075	29523
V	406329	29791
V	406580	29787
V	406833	29963
V	407085	29617
V	407340	29853
V	407596	29756
V	407844	29774
V	408098	29521
V	408350	29511
V	408604	29885
V	408857	15048
V	409099	28648
V	409336	14733
V	409572	19562
V	409813	19568
V	410054	19613
V	410294	12520
V	410530	15081
V	410772	28630
V	411008	19432
V	411245	28778
V	411481	19096
V	411723	28443
V	411959	23172
V	412200	11227
V	412437	28036
V	412674	23057
V	412915	19271
V	413155	19565
V	413396	14161
V	413633	15078
V	413874	18011
V	414111	20561
V	414352	14732
V	414589	19269
V	414829	19270
V	415052	15062
V	415294	28449
V	415530	25994
V	415766	22996
V	416007	19596
V	416248	11761
V	416487	15077
V	416727	28178
V	416964	28363
V	417201	18010
V	417438	19988
V	417679	11129
V	417916	14734
V	418152	26789
V	418392	14735
V	418629	19607
V	418869	11224
V	419107	25986
V	419343	11090
V	419579	19560
V	419821	19588
V	420062	11762
V	420303	14171
V	420541	11468
V	420782	29352
V	421018	19594
V	421258	15051
V	421500	15059
V	421742	19598
V	421965	14162
V	422201	15058
V	422442	11413
